Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	3.093	0.0132	17.81	0.0155	0.02
5	Standard 1	Calibration Standard	3.093	4.8172	93.23	5.6789	59.61
6	Standard 2	Calibration Standard	3.093	9.5947	93.1	11.311	117.73
7	Standard 3	Calibration Standard	3.09	18.9337	92.99	22.3205	228.77
8	Standard 4	Calibration Standard	3.073	99.9097	92.99	117.7815	1170.01
9	Standard 5	Calibration Standard	3.08	199.8083	92.93	235.55	2310.96
10	Lab Blank	Unknown	3.093	0.0117	100	0.0138	0.12
11	Lab Blank	Unknown	3.09	0.0157	19.89	0.0185	0.06
12	333_10_July	Unknown	3.08	6150.0672	96.25	72.5019	721.39
13	333_20_July	Unknown	3.08	6428.8797	97.11	75.7887	753.68
14	333_40_July	Unknown	3.077	6721.104	97.45	79.2337	787.09
15	333_80_July	Unknown	3.08	7035.6145	97.21	82.9414	824.34
16	333_120_July	Unknown	3.077	6000.7909	97.09	70.7421	703.33
17	633_10_July	Unknown	3.08	5514.4354	94.11	65.0086	649.54
18	633_20_July	Unknown	3.08	6340.9095	96.84	74.7517	743.36
19	633_40_July	Unknown	3.077	6511.8759	97.08	76.7672	762.74
20	633_80_July	Unknown	3.077	5956.3775	96.58	70.2185	699.07
21	633_80_July_DUP	Unknown	3.08	6004.5112	96.58	70.786	705.01
22	633_120_July	Unknown	3.08	5013.1141	96.8	59.0986	591.13
23	633_120_July_SPK	Spiked	3.083	4995.7326	94.2	58.5036	584.87
24	Lab Blank	Unknown	3.093	0.0153	24.64	0.018	0.09
