"","Year","Community","Treatment","Chamber","RootMass_m2","C3RhizMass_m2","C4RhizMass_m2","RhizMass_m2","TotalBelowMass_m2"
"670",2014,"SP","C",15,97.97159607,210.051102,31.22028195,241.2713839,339.24298
"671",2014,"SP","E",1,228.469762,73.80526904,30.56713798,104.372407,332.8421691
"672",2014,"SP","E",4,73.54401145,0,39.05800964,39.05800964,112.6020211
"673",2014,"SP","E",8,64.66125341,0,80.59796637,80.59796637,145.2592198
"674",2014,"SP","E",10,73.67464025,126.3180445,58.26044247,184.578487,258.2531273
"675",2014,"SP","E",14,66.09817015,0,11.62596273,11.62596273,77.72413289
"676",2015,"MX","A",2,114.0389378,76.94036012,38.01297928,114.9533394,228.9922772
"677",2015,"MX","A",6,54.47220742,111.9488771,16.85111452,128.7999916,183.2721991
"678",2015,"MX","A",9,46.11196455,0,9.274644428,9.274644428,55.38660898
"679",2015,"MX","A",12,68.97200364,331.2746235,16.45922814,347.7338517,416.7058553
"680",2015,"MX","A",15,70.14766279,101.3679447,37.4904641,138.8584088,209.0060716
"681",2015,"MX","C",3,104.6336646,25.73387257,27.17078931,52.90466188,157.5383265
"682",2015,"MX","C",5,67.14320051,0,12.01784912,12.01784912,79.16104963
"683",2015,"MX","C",7,94.05273223,25.47261498,86.34563334,111.8182483,205.8709806
"684",2015,"MX","C",10,89.8726108,54.8640938,6.008924559,60.87301836,150.7456292
"685",2015,"MX","C",14,42.19310071,82.55739829,93.13833067,175.695729,217.8888297
"686",2015,"MX","E",1,75.76470096,40.36429758,2.481947101,42.84624468,118.6109456
"687",2015,"MX","E",4,105.8093238,215.798769,8.360242865,224.1590118,329.9683356
"688",2015,"MX","E",8,105.9399526,32.13468351,10.58093238,42.71561589,148.6555684
"689",2015,"MX","E",11,54.21094983,75.50344338,33.83285784,109.3363012,163.547251
"690",2015,"MX","E",13,63.09370787,112.6020211,59.9586168,172.5606379,235.6543458
"691",2015,"SC","A",2,61.13427595,0,6.531439738,6.531439738,67.66571569
"692",2015,"SC","A",4,76.28721614,110.120074,21.16186475,131.2819387,207.5691549
"693",2015,"SC","A",8,29.26085003,0,0,0,29.26085003
"694",2015,"SC","A",12,83.34117106,72.76023868,37.22920651,109.9894452,193.3306163
"695",2015,"SC","A",15,136.3764617,352.3058595,111.4263619,463.7322214,600.1086832
"696",2015,"SC","C",3,24.81947101,37.4904641,1.436916742,38.92738084,63.74685185
"697",2015,"SC","C",5,46.63447973,48.85516924,10.45030358,59.30547282,105.9399526
"698",2015,"SC","C",7,28.60770605,54.73346501,8.49087166,63.22433667,91.83204272
"699",2015,"SC","C",11,50.81460116,0,16.58985694,16.58985694,67.4044581
"700",2015,"SC","C",13,124.3586126,117.9578017,0,117.9578017,242.3164143
"701",2015,"SC","E",1,85.43123178,297.7030233,6.008924559,303.7119478,389.1431796
"702",2015,"SC","E",6,27.82393329,0,0,0,27.82393329
"703",2015,"SC","E",9,41.53995674,131.4125675,1.567545537,132.9801131,174.5200698
"704",2015,"SC","E",10,71.32332194,98.49411125,1.175659153,99.66977041,170.9930923
"705",2015,"SC","E",14,83.34117106,235.1318306,5.225151791,240.3569824,323.6981534
"706",2015,"SP","A",2,69.8864052,0,88.69695165,88.69695165,158.5833568
"707",2015,"SP","A",5,69.29857562,0,70.48729766,70.48729766,139.7858733
"708",2015,"SP","A",9,90.48656613,198.2161332,0,198.2161332,288.7026993
"709",2015,"SP","A",11,94.70587621,93.39958826,60.61176077,154.011349,248.7172252
"710",2015,"SP","A",13,52.5127755,0.522515179,43.10750227,43.63001745,96.14279295
"711",2015,"SP","C",3,68.8675006,18.05289944,0,18.05289944,86.92040004
"712",2015,"SP","C",6,41.80121433,0,9.405273223,9.405273223,51.20648755
"713",2015,"SP","C",7,70.01703399,0,53.03529068,53.03529068,123.0523247
"714",2015,"SP","C",12,39.58052481,31.48153954,27.95456208,59.43610162,99.01662643
"715",2015,"SP","C",15,55.90912416,48.59391165,26.25638775,74.8502994,130.7594236
"716",2015,"SP","E",1,94.57524741,0,50.0308284,50.0308284,144.6060758
"717",2015,"SP","E",4,88.63163725,0,52.47358686,52.47358686,141.1052241
"718",2015,"SP","E",8,74.51066453,0,72.02871743,72.02871743,146.539382
"719",2015,"SP","E",10,148.9429518,121.4455905,49.82182232,171.2674128,320.2103646
"720",2015,"SP","E",14,61.65679113,57.60729849,13.76827497,71.37557346,133.0323646
"721",2016,"MX","A",2,93.26895946,0,0,0,93.26895946
"722",2016,"MX","A",6,49.37768442,13.84665225,0,13.84665225,63.22433667
"723",2016,"MX","A",9,42.4543583,0,24.9500998,24.9500998,67.4044581
"724",2016,"MX","A",12,18.41866006,0,0,0,18.41866006
"725",2016,"MX","A",15,106.4624677,30.95902436,0,30.95902436,137.4214921
"726",2016,"MX","C",3,163.6778798,237.2218913,123.4442111,360.6661024,524.3439822
"727",2016,"MX","C",5,99.931028,4.572007817,41.01744156,45.58944937,145.5204774
"728",2016,"MX","C",7,47.15699491,0,0,0,47.15699491
"729",2016,"MX","C",10,72.23772351,9.405273223,3.00446228,12.4097355,84.64745901
"730",2016,"MX","C",14,118.2190593,125.9261582,76.15658735,202.0827455,320.3018048
"731",2016,"MX","E",1,109.3363012,66.88194292,20.24746319,87.12940611,196.4657073
"732",2016,"MX","E",4,140.2953256,239.8344672,4.963894201,244.7983614,385.093687
"733",2016,"MX","E",8,71.97646592,47.4182525,6.139553354,53.55780585,125.5342718
"734",2016,"MX","E",11,83.73305745,80.98985276,0,80.98985276,164.7229102
"735",2016,"MX","E",13,100.8454296,232.1273683,0,232.1273683,332.9727979
"736",2016,"SC","A",2,32.00405472,0,0,0,32.00405472
"737",2016,"SC","A",4,45.45882058,50.16145719,5.48640938,55.64786657,101.1066871
"738",2016,"SC","A",8,22.33752391,45.19756299,0,45.19756299,67.53508689
"739",2016,"SC","A",12,53.55780585,0,0,0,53.55780585
"740",2016,"SC","A",15,36.05354736,0,21.03123596,21.03123596,57.08478331
"741",2016,"SC","C",3,99.27788402,260.2125592,25.60324377,285.8158029,385.093687
"742",2016,"SC","C",5,62.4405639,0,45.19756299,45.19756299,107.6381269
"743",2016,"SC","C",7,69.10263243,0,40.62555517,40.62555517,109.7281876
"744",2016,"SC","C",11,69.10263243,0,14.36916742,14.36916742,83.47179986
"745",2016,"SC","C",13,45.19756299,239.311952,17.76551609,257.0774681,302.2750311
"746",2016,"SC","E",1,64.922511,81.25111034,0,81.25111034,146.1736213
"747",2016,"SC","E",6,51.85963152,61.00364716,0,61.00364716,112.8632787
"748",2016,"SC","E",9,45.85070696,0,0,0,45.85070696
"749",2016,"SC","E",10,66.75131413,38.14360807,0,38.14360807,104.8949222
"750",2016,"SC","E",14,28.60770605,0,16.58985694,16.58985694,45.19756299
"751",2016,"SP","A",2,70.80080676,0,20.50872078,20.50872078,91.30952754
"752",2016,"SP","A",5,75.11155699,0,58.12981367,58.12981367,133.2413707
"753",2016,"SP","A",9,126.5793021,237.2218913,16.06734176,253.2892331,379.8685352
"754",2016,"SP","A",11,52.64340429,0,0,0,52.64340429
"755",2016,"SP","A",13,101.4985735,42.58498709,0,42.58498709,144.0835606
"756",2016,"SP","C",3,117.3046577,92.61581549,39.9724112,132.5882267,249.8928844
"757",2016,"SP","C",6,117.5659153,19.8555768,33.70222905,53.55780585,171.1237211
"758",2016,"SP","C",7,112.7326499,103.0661191,26.90953172,129.9756508,242.7083007
"759",2016,"SP","C",12,66.88194292,31.22028195,0,31.22028195,98.10222487
"760",2016,"SP","C",15,74.71967061,0,0,0,74.71967061
"761",2016,"SP","E",1,134.1557722,0,0,0,134.1557722
"762",2016,"SP","E",4,44.54441902,0,29.65273641,29.65273641,74.19715543
"763",2016,"SP","E",8,122.2685519,210.4429884,33.31034267,243.753331,366.0218829
"764",2016,"SP","E",10,79.55293601,57.3460409,0,57.3460409,136.8989769
"765",2016,"SP","E",14,161.8490767,211.4880187,0,397.8953089,559.7443856
"766",2017,"MX","A",2,80.61102925,37.30758379,4.676510853,41.98409464,122.5951239
"767",2017,"MX","A",6,63.9036064,0,19.3461245,19.3461245,83.2497309
"768",2017,"MX","A",9,65.77159816,89.62441609,39.43683314,129.0612492,194.8328474
"769",2017,"MX","A",12,27.17078931,117.4744751,5.551723778,123.0261989,150.1969882
"770",2017,"MX","A",15,104.5814131,40.37736046,33.27115403,93.83719472,220.5536571
"771",2017,"MX","C",3,106.5930965,131.3864418,63.34190258,194.7283444,301.3214409
"772",2017,"MX","C",5,115.9069296,10.90750436,0,10.90750436,126.814434
"773",2017,"MX","C",7,72.44672958,61.52616234,42.95074772,104.4769101,176.9236396
"774",2017,"MX","C",10,75.50344338,41.22644763,5.9827988,47.20924643,122.7126898
"775",2017,"MX","C",14,59.97167968,42.97687348,66.60109101,66.60109101,128.8326488
"776",2017,"MX","E",1,114.992528,298.3692301,2.259878149,300.6291083,415.6216363
"777",2017,"MX","E",4,115.3060371,287.6054174,66.43780502,354.0432225,469.3492596
"778",2017,"MX","E",8,269.4610778,775.6084689,11.1308796,786.7393485,1056.200426
"779",2017,"MX","E",11,109.6628732,312.8429006,18.36640854,331.2093091,440.8721823
"780",2017,"MX","E",13,104.0327722,201.9521167,18.3598771,308.1990469,442.6552654
"781",2017,"SC","A",2,22.33752391,0,0,0,22.33752391
"782",2017,"SC","A",4,47.15699491,104.372407,0,104.372407,151.5294019
"783",2017,"SC","A",8,32.00405472,0,10.84218997,10.84218997,42.84624468
"784",2017,"SC","A",12,306.4551525,846.3439613,78.37727686,924.7212382,1231.176391
"785",2017,"SC","A",15,54.60283621,76.28721614,0,76.28721614,130.8900524
"786",2017,"SC","C",3,28.60770605,0,43.10750227,43.10750227,71.71520833
"787",2017,"SC","C",5,46.11196455,155.7095234,12.67099309,168.3805165,214.492481
"788",2017,"SC","C",7,50.81460116,0,36.18417615,36.18417615,86.99877731
"789",2017,"SC","C",11,24.55821342,0,8.22961407,8.22961407,32.78782749
"790",2017,"SC","C",13,68.71074605,90.78701236,1.436916742,92.22392911,160.9346752
"791",2017,"SC","E",1,46.89573732,0,5.225151791,5.225151791,52.12088911
"792",2017,"SC","E",6,52.77403309,65.96754136,0,65.96754136,118.7415744
"793",2017,"SC","E",9,55.12535139,0,38.40486566,38.40486566,93.53021705
"794",2017,"SC","E",10,79.55293601,0,0,0,79.55293601
"795",2017,"SC","E",14,58.78295764,0,85.69248937,85.69248937,144.475447
"796",2017,"SP","A",2,73.41338266,0,63.35496546,63.35496546,136.7683481
"797",2017,"SP","A",5,63.87748064,0,75.76470096,75.76470096,139.6421816
"798",2017,"SP","A",9,78.18133367,0,1.175659153,1.175659153,79.9448224
"799",2017,"SP","A",11,93.39958826,0,0,0,93.39958826
"800",2017,"SP","A",13,72.76023868,26.38701654,9.144015634,35.53103218,108.2912709
"801",2017,"SP","C",3,69.10263243,23.25192547,40.36429758,63.61622305,132.7188555
"802",2017,"SP","C",6,65.70628377,56.30101054,95.48964897,151.7906595,217.4969433
"803",2017,"SP","C",7,50.0308284,15.80608417,14.8916826,30.69776677,80.72859517
"804",2017,"SP","C",12,56.95415452,52.25151791,26.90953172,79.16104963,136.1152041
"805",2017,"SP","C",15,58.26044247,195.5513058,36.44543374,231.9967395,290.257182
"806",2017,"SP","E",1,112.0795059,0,38.53549446,38.53549446,150.6150004
"807",2017,"SP","E",4,50.42271478,0,48.20202527,48.20202527,98.62474005
"808",2017,"SP","E",8,133.2413707,504.2271478,54.9947226,559.2218704,692.4632411
"809",2017,"SP","E",10,238.1362929,693.9001578,30.82839556,724.7285534,962.8648462
"810",2017,"SP","E",14,116.3902561,134.286401,1.436916742,135.7233178,252.1135739
"811",2018,"MX","A",2,57.21541211,67.92697328,0,67.92697328,125.1423854
"812",2018,"MX","A",6,51.59837393,58.12981367,11.23407635,69.36389002,120.962264
"813",2018,"MX","A",9,79.16104963,34.61663061,25.47261498,60.08924559,139.2502952
"814",2018,"MX","A",12,10.31967479,7.184583712,0.391886384,7.576470096,17.89614488
"815",2018,"MX","A",15,79.68356481,49.11642683,26.64827413,75.76470096,155.4482658
"816",2018,"MX","C",3,42.71561589,46.37322214,33.83285784,80.20607999,122.9216959
"817",2018,"MX","C",5,55.38660898,0,85.43123178,85.43123178,140.8178408
"818",2018,"MX","C",7,54.73346501,179.8758504,0,179.8758504,234.6093154
"819",2018,"MX","C",10,73.54401145,108.1606421,27.30141811,135.4620602,209.0060716
"820",2018,"MX","C",14,43.76064625,29.26085003,43.76064625,73.02149627,116.7821425
"821",2018,"MX","E",1,75.11155699,41.27869915,4.310750227,45.58944937,120.7010064
"822",2018,"MX","E",4,98.36348246,219.4563752,3.788235048,223.2446103,321.6080927
"823",2018,"MX","E",8,186.0154037,633.6802834,25.60324377,659.2835272,845.2989309
"824",2018,"MX","E",11,39.18863843,145.128591,23.90506944,169.0336604,208.2222989
"825",2018,"MX","E",13,69.75577641,236.3074897,25.99513016,262.3026199,332.0583963
"826",2018,"SC","A",2,45.19756299,138.72778,3.788235048,142.5160151,187.7135781
"827",2018,"SC","A",4,14.49979622,65.18376859,1.698174332,66.88194292,81.38173914
"828",2018,"SC","A",8,51.72900273,336.3691465,0.914401563,337.2835481,389.0125508
"829",2018,"SC","A",12,121.0928927,5.355780585,19.07180404,24.42758462,145.5204774
"830",2018,"SC","A",15,93.79147464,191.2405555,25.99513016,217.2356857,311.0271603
"831",2018,"SC","C",3,33.17971387,68.44948846,8.621500455,77.07098891,110.2507028
"832",2018,"SC","C",5,26.51764534,110.120074,0.783772769,110.9038468,137.4214921
"833",2018,"SC","C",7,51.99026032,31.08965315,33.83285784,64.922511,116.9127713
"834",2018,"SC","C",11,90.65638357,221.2851783,17.76551609,239.0506944,329.707078
"835",2018,"SC","C",13,59.9586168,137.4214921,6.139553354,143.5610454,203.5196622
"836",2018,"SC","E",1,22.99066788,32.65719869,0,32.65719869,55.64786657
"837",2018,"SC","E",6,16.32859935,0,0,0,16.32859935
"838",2018,"SC","E",9,65.05313979,129.5837644,0,129.5837644,194.6369042
"839",2018,"SC","E",10,51.07585875,49.76957081,9.797159607,59.56673041,110.6425892
"840",2018,"SC","E",14,90.78701236,385.6162022,0,385.6162022,476.4032145
"841",2018,"SP","A",2,52.3821467,0,24.55821342,24.55821342,76.94036012
"842",2018,"SP","A",5,87.52129249,51.99026032,24.55821342,76.54847373,164.0697662
"843",2018,"SP","A",9,53.94969224,0,0,0,53.94969224
"844",2018,"SP","A",11,76.54847373,78.76916324,22.72941029,101.4985735,178.0470473
"845",2018,"SP","A",13,41.80121433,0,0.26125759,0.26125759,42.06247191
"846",2018,"SP","C",3,84.51683021,18.81054645,53.81906344,72.62960989,157.1464401
"847",2018,"SP","C",6,43.89127504,0,63.35496546,63.35496546,107.2462405
"848",2018,"SP","C",7,51.20648755,22.4681527,27.04016052,49.50831322,100.7148008
"849",2018,"SP","C",12,81.77362552,98.10222487,50.55334357,148.6555684,230.429194
"850",2018,"SP","C",15,56.95415452,23.90506944,13.45476586,37.3598353,94.31398982
"851",2018,"SP","E",1,70.01703399,33.44097146,38.27423687,71.71520833,141.7322423
"852",2018,"SP","E",4,37.75172169,0,21.81500873,21.81500873,59.56673041
"853",2018,"SP","E",8,50.81460116,25.0807286,20.50872078,45.58944937,96.40405054
"854",2018,"SP","E",10,153.4888339,63.48559426,0,63.48559426,216.9744281
"855",2018,"SP","E",14,119.9172336,115.214597,5.617038175,120.8316352,240.7488688
"856",2019,"MX","A",2,114.8227106,24.16632703,0,24.16632703,138.9890376
"857",2019,"MX","A",6,109.46693,104.7642934,0,104.7642934,214.2312234
"858",2019,"MX","A",9,109.3363012,109.7281876,42.84624468,152.5744323,261.9107335
"859",2019,"MX","A",12,84.64745901,70.93143556,42.97687348,113.908309,198.555768
"860",2019,"MX","A",15,96.40405054,60.08924559,4.310750227,64.39999582,160.8040464
"861",2019,"MX","C",3,102.9354903,0,0,0,102.9354903
"862",2019,"MX","C",5,78.50790565,35.79228977,7.184583712,42.97687348,121.4847791
"863",2019,"MX","C",7,31.48153954,35.13914579,16.45922814,51.59837393,83.07991347
"864",2019,"MX","C",10,152.3131747,629.6307908,41.67058553,671.3013763,823.614551
"865",2019,"MX","C",14,45.32819178,0,45.32819178,45.32819178,90.65638357
"866",2019,"MX","E",1,137.5521209,39.44989602,0,39.44989602,177.0020169
"867",2019,"MX","E",4,139.380924,106.7237253,0,106.7237253,246.1046493
"868",2019,"MX","E",8,129.3225068,188.4973508,0,188.4973508,317.8198577
"869",2019,"MX","E",11,121.2235215,294.698561,1.828803127,296.5273641,417.7508857
"870",2019,"MX","E",13,120.1784912,305.9326373,3.00446228,308.9370996,429.1155908
"871",2019,"SC","A",2,60.912207,176.6101305,2.325192547,178.9353231,239.8475301
"872",2019,"SC","A",4,77.4628753,243.753331,0,243.753331,321.2162063
"873",2019,"SC","A",8,30.59326373,0,0,0,30.59326373
"874",2019,"SC","A",12,68.58011725,45.58944937,1.358539466,46.94798884,115.5281061
"875",2019,"SC","A",15,68.17516799,41.80121433,4.48056766,46.28178199,114.45695
"876",2019,"SC","C",3,56.43163934,34.61663061,11.12957331,45.74620393,102.1778433
"877",2019,"SC","C",5,30.64551525,61.65679113,0,61.65679113,92.30230638
"878",2019,"SC","C",7,57.75099017,8.386368624,27.53654994,35.92291856,93.67390873
"879",2019,"SC","C",11,89.31090698,703.0441734,10.85525285,709.8042136,831.8768223
"880",2019,"SC","C",13,48.59391165,42.97687348,4.885516924,47.8623904,96.45630206
"881",2019,"SC","E",1,23.44786866,0,0.130628795,0.130628795,23.57849746
"882",2019,"SC","E",6,101.7206425,177.0020169,0,177.0020169,278.7226594
"883",2019,"SC","E",9,46.63447973,99.40851282,0,99.40851282,146.0429925
"884",2019,"SC","E",10,152.7050611,64.922511,0,64.922511,217.6275721
"885",2019,"SC","E",14,83.00153619,196.3350785,0,196.3350785,279.3366147
"886",2019,"SP","A",2,77.07098891,0,38.79675205,38.79675205,115.867741
"887",2019,"SP","A",5,28.73833485,0,19.20243283,19.20243283,47.94076768
"888",2019,"SP","A",9,213.0555643,277.9780753,15.0223114,293.0003867,506.0559509
"889",2019,"SP","A",11,51.72900273,0,5.094522996,5.094522996,56.82352572
"890",2019,"SP","A",13,90.26449718,138.9890376,11.75659153,150.7456292,241.0101263
"891",2019,"SP","C",3,49.50831322,84.38620142,35.13914579,119.5253472,169.0336604
"892",2019,"SP","C",6,74.71967061,232.3886259,35.40040338,267.7890293,342.5086999
"893",2019,"SP","C",7,59.56673041,35.79228977,15.28356899,51.07585875,110.6425892
"894",2019,"SP","C",12,84.38620142,198.0332529,4.963894201,202.9971471,287.3833485
"895",2019,"SP","C",15,88.82758044,235.2624594,0.195943192,235.4584026,324.285983
"896",2019,"SP","E",1,98.75536884,171.1237211,46.24259335,217.3663145,316.1216833
"897",2019,"SP","E",4,103.4580055,377.6478457,0.783772769,378.4316184,481.8896239
"898",2019,"SP","E",8,157.0158113,212.0105339,31.74279713,243.753331,400.7691423
"899",2019,"SP","E",10,229.122906,305.9326373,0,305.9326373,535.0555434
"900",2019,"SP","E",14,103.8498918,0,0,0,103.8498918
"901",2020,"MX","A",2,51.72900273,151.6600307,0,151.6600307,203.3890335
"902",2020,"MX","A",6,79.42230722,141.6016135,11.49533394,153.0969475,232.5192547
"903",2020,"MX","A",9,45.58944937,0,0,0,45.58944937
"904",2020,"MX","A",12,147.8717957,295.351705,2.220689511,297.5723945,445.4441902
"905",2020,"MX","A",15,36.83732012,125.403643,0.26125759,125.6649006,162.5022207
"906",2020,"MX","C",3,105.2868086,0,29.52210762,29.52210762,134.8089162
"907",2020,"MX","C",5,104.2417782,503.5740038,19.33306163,522.9070655,627.1488437
"908",2020,"MX","C",7,27.4320469,8.360242865,10.58093238,18.94117524,46.37322214
"909",2020,"MX","C",10,64.66125341,181.1821383,0.391886384,181.5740247,246.2352781
"910",2020,"MX","C",14,56.95415452,79.03042083,16.32859935,95.35902018,152.3131747
"911",2020,"MX","E",1,161.0653039,118.4803169,40.23366879,158.7139856,319.7792896
"912",2020,"MX","E",4,119.1334608,188.6279796,17.63488729,206.2628669,325.3963278
"913",2020,"MX","E",8,137.4214921,291.6940987,15.15294019,306.8470389,444.268531
"914",2020,"MX","E",11,52.12088911,466.7366837,17.76551609,484.5021998,536.6230889
"915",2020,"MX","E",13,53.42717706,131.5431963,1.045030358,132.5882267,186.0154037
"916",2020,"SC","A",2,9.144015634,0,0,0,9.144015634
"917",2020,"SC","A",4,33.17971387,1.698174332,0.391886384,2.090060716,35.26977459
"918",2020,"SC","A",8,49.76957081,128.1468477,3.526977459,131.6738251,181.4433959
"919",2020,"SC","A",12,180.0064792,470.5249187,3.526977459,474.0518962,654.0583754
"920",2020,"SC","A",15,42.71561589,155.5788946,15.41419778,170.9930923,213.7087082
"921",2020,"SC","C",3,128.0162189,124.750499,8.621500455,133.3719995,261.3882183
"922",2020,"SC","C",5,25.99513016,28.47707726,0,28.47707726,54.47220742
"923",2020,"SC","C",7,43.63001745,0,19.72494801,19.72494801,63.35496546
"924",2020,"SC","C",11,42.71561589,170.2093196,0,170.2093196,212.9249355
"925",2020,"SC","C",13,52.5127755,184.8397446,2.74320469,187.5829493,240.0957248
"926",2020,"SC","E",1,50.29208599,0,0,0,50.29208599
"927",2020,"SC","E",6,50.55334357,12.01784912,0,12.01784912,62.57119269
"928",2020,"SC","E",9,79.42230722,98.36348246,0.914401563,99.27788402,178.7001912
"929",2020,"SC","E",10,91.17889875,222.8527239,0,222.8527239,314.0316226
"930",2020,"SC","E",14,21.94563752,0,0,0,21.94563752
"931",2020,"SP","A",2,34.35537302,0,3.918863843,3.918863843,38.27423687
"932",2020,"SP","A",5,32.00405472,0,22.72941029,22.72941029,54.73346501
"933",2020,"SP","A",9,58.78295764,124.3586126,10.97281876,135.3314314,194.114389
"934",2020,"SP","A",11,43.49938866,0,0,0,43.49938866
"935",2020,"SP","A",13,296.3967353,481.3671087,20.37809198,501.7452007,798.141936
"936",2020,"SP","C",3,21.94563752,35.40040338,0.653143974,36.05354736,57.99918488
"937",2020,"SP","C",6,33.04908508,0,20.50872078,20.50872078,53.55780585
"938",2020,"SP","C",7,23.38255426,0,12.80162189,12.80162189,36.18417615
"939",2020,"SP","C",12,50.55334357,90.52575477,0,90.52575477,141.0790983
"940",2020,"SP","C",15,34.74725941,34.74725941,1.959431921,36.70669133,71.45395074
"941",2020,"SP","E",1,47.28762371,0,3.526977459,3.526977459,50.81460116
"942",2020,"SP","E",4,264.9151958,812.1192171,4.441379022,816.5605961,1081.475792
"943",2020,"SP","E",8,167.5967437,324.8738126,15.28356899,340.1573816,507.7541253
"944",2020,"SP","E",10,160.2815312,0,0,0,160.2815312
"945",2020,"SP","E",14,85.69248937,281.3744239,1.436916742,282.8113407,368.50383
"946",2021,"MX","A",2,96.27342174,263.7395366,6.923326123,270.6628628,366.9362845
"947",2021,"MX","A",6,91.96267152,183.7947142,14.23853863,198.0332529,289.9959244
"948",2021,"MX","A",9,80.20607999,0,35.79228977,35.79228977,115.9983698
"949",2021,"MX","A",12,36.83732012,0,0,0,36.83732012
"950",2021,"MX","A",15,109.5975588,26.90953172,3.918863843,30.82839556,140.4259544
"951",2021,"MX","C",3,102.4129751,142.9079015,11.75659153,154.664493,257.0774681
"952",2021,"MX","C",5,55.77849537,55.90912416,15.0223114,70.93143556,126.7099309
"953",2021,"MX","C",7,78.89979204,0,50.55334357,50.55334357,129.4531356
"954",2021,"MX","C",10,102.1517175,26.38701654,63.60316017,89.99017671,192.1418942
"955",2021,"MX","C",14,113.2551651,51.07585875,65.83691256,116.9127713,230.1679364
"956",2021,"MX","E",1,120.4397488,137.8133785,0,137.8133785,258.2531273
"957",2021,"MX","E",4,93.00770187,73.67464025,2.090060716,75.76470096,168.7724028
"958",2021,"MX","E",8,158.0608417,60.87301836,12.5403643,73.41338266,231.4742243
"959",2021,"MX","E",11,135.2008026,364.3237086,0,364.3237086,499.5245112
"960",2021,"MX","E",13,104.2417782,185.7541462,0,185.7541462,289.9959244
"961",2021,"SC","A",2,67.92697328,133.633257,15.67545537,149.3087124,217.2356857
"962",2021,"SC","A",4,52.5127755,92.22392911,0,92.22392911,144.7367046
"963",2021,"SC","A",8,147.2186517,278.1087041,3.788235048,281.8969391,429.1155908
"964",2021,"SC","A",12,82.03488311,0,0.783772769,0.783772769,82.81865588
"965",2021,"SC","A",15,37.4904641,0,0,0,38.20892247
"966",2021,"SC","C",3,111.6876195,175.5651002,23.51318306,199.0782832,310.7659027
"967",2021,"SC","C",5,44.41379022,0,7.837727686,7.837727686,52.25151791
"968",2021,"SC","C",7,87.65192129,8.49087166,36.83732012,45.32819178,132.9801131
"969",2021,"SC","C",11,56.69289693,0,0,0,56.69289693
"970",2021,"SC","C",13,33.17971387,27.69330449,36.83732012,64.53062461,97.71033849
"971",2021,"SC","E",1,137.2908633,701.8685143,6.270182149,708.1386964,845.4295597
"972",2021,"SC","E",6,105.025551,253.4198618,6.139553354,259.5594152,364.5849662
"973",2021,"SC","E",9,137.2908633,85.82311816,0,85.82311816,223.1139815
"974",2021,"SC","E",10,195.1594194,597.4961073,1.306287948,598.8023952,793.9618146
"975",2021,"SC","E",14,95.22839138,417.0977417,2.481947101,419.5796888,514.8080802
"976",2021,"SP","A",2,59.04421523,0,4.441379022,4.441379022,63.48559426
"977",2021,"SP","A",5,44.67504781,0,100.4535432,100.4535432,145.128591
"978",2021,"SP","A",9,127.4937037,385.7468309,0,385.7468309,513.2405346
"979",2021,"SP","A",11,63.61622305,0,16.06734176,16.06734176,79.68356481
"980",2021,"SP","A",13,218.2807161,477.0563585,12.27910671,489.3354652,707.6161813
"981",2021,"SP","C",3,53.81906344,0,9.274644428,9.274644428,63.09370787
"982",2021,"SP","C",6,37.4904641,29.913994,13.71602345,43.63001745,81.12048155
"983",2021,"SP","C",7,50.94522996,1.436916742,9.797159607,11.23407635,62.17930631
"984",2021,"SP","C",12,67.4044581,6.792697328,11.36470514,18.15740247,85.56186057
"985",2021,"SP","C",15,65.05313979,0,28.99959244,28.99959244,94.05273223
"986",2021,"SP","E",1,107.8993845,30.17525159,44.67504781,74.8502994,182.7496839
"987",2021,"SP","E",4,186.6685477,248.847854,0,248.847854,435.5164018
"988",2021,"SP","E",8,122.7910671,0,2.090060716,2.090060716,124.8811278
"989",2021,"SP","E",10,136.6377193,118.8722032,2.090060716,120.962264,257.5999833
"990",2021,"SP","E",14,164.853539,229.5147924,0,229.5147924,394.3683314
"991",2022,"MX","A",2,76.80973132,0,6.662068533,6.662068533,83.47179986
"992",2022,"MX","A",6,63.22433667,78.11601927,12.5403643,90.65638357,153.8807202
"993",2022,"MX","A",9,137.4214921,296.0048489,18.15740247,314.1622514,451.5837435
"994",2022,"MX","A",12,40.88681276,85.56186057,0,85.56186057,126.4486733
"995",2022,"MX","A",15,88.43569406,0,58.78295764,58.78295764,147.2186517
"996",2022,"MX","C",3,80.72859517,240.7488688,7.053954917,247.8028237,328.5314188
"997",2022,"MX","C",5,89.48072442,24.66271645,60.08924559,84.75196204,174.2326865
"998",2022,"MX","C",7,71.71520833,183.2721991,8.49087166,191.7630707,263.478279
"999",2022,"MX","C",10,79.03042083,0,64.7918822,64.7918822,143.822303
"1000",2022,"MX","C",14,180.3983656,222.8527239,50.68397237,273.5366962,453.9350618
"1001",2022,"MX","E",1,117.6965441,51.85963152,41.14807035,93.00770187,210.704246
"1002",2022,"MX","E",4,143.9529318,137.9440073,5.878295764,143.822303,287.7752349
"1003",2022,"MX","E",8,138.4665225,0,7.184583712,7.184583712,145.6511062
"1004",2022,"MX","E",11,184.0559718,467.5204565,0,467.5204565,651.5764283
"1005",2022,"MX","E",13,180.0064792,642.824299,0,642.824299,822.8307782
