loggernet_variable,cr1000_name,design_scale_type,design_link,var_norm_split,research_name,logger,type,units,definition,table
Temp_Raw(23),temp_raw23,plot,123,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(24),temp_raw24,plot,124,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(25),temp_raw25,plot,125,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(26),temp_raw26,plot,126,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(27),temp_raw27,plot,127,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(28),temp_raw28,plot,128,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(29),temp_raw29,plot,129,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(30),temp_raw30,plot,130,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(31),temp_raw31,plot,131,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(32),temp_raw32,plot,132,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(33),temp_raw33,plot,133,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(34),temp_raw34,plot,134,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(35),temp_raw35,plot,135,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Raw(36),temp_raw36,plot,136,y,temp_raw,genx_organf,number,,NA,genx_organf_control
Temp_Avg(1),temp_avg1,plot,101,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(2),temp_avg2,plot,102,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(3),temp_avg3,plot,103,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(4),temp_avg4,plot,104,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(5),temp_avg5,plot,105,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(6),temp_avg6,plot,106,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(7),temp_avg7,plot,107,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(8),temp_avg8,plot,108,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(9),temp_avg9,plot,109,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(10),temp_avg10,plot,110,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(11),temp_avg11,plot,111,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(12),temp_avg12,plot,112,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(13),temp_avg13,plot,113,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(14),temp_avg14,plot,114,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(15),temp_avg15,plot,115,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(16),temp_avg16,plot,116,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(17),temp_avg17,plot,117,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(18),temp_avg18,plot,118,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(19),temp_avg19,plot,119,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(20),temp_avg20,plot,120,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(21),temp_avg21,plot,121,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(22),temp_avg22,plot,122,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(23),temp_avg23,plot,123,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(24),temp_avg24,plot,124,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(25),temp_avg25,plot,125,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(26),temp_avg26,plot,126,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(27),temp_avg27,plot,127,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(28),temp_avg28,plot,128,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(29),temp_avg29,plot,129,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(30),temp_avg30,plot,130,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(31),temp_avg31,plot,131,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(32),temp_avg32,plot,132,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(33),temp_avg33,plot,133,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(34),temp_avg34,plot,134,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(35),temp_avg35,plot,135,y,temp_avg,genx_organf,number,,NA,genx_organf_control
Temp_Avg(36),temp_avg36,plot,136,y,temp_avg,genx_organf,number,,NA,genx_organf_control
PTemp(1),ptemp1,plot,106,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(2),ptemp2,plot,112,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(3),ptemp3,plot,102,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(4),ptemp4,plot,104,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(5),ptemp5,plot,108,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(6),ptemp6,plot,110,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(7),ptemp7,plot,103,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(8),ptemp8,plot,105,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(9),ptemp9,plot,101,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(10),ptemp10,plot,107,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(11),ptemp11,plot,109,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(12),ptemp12,plot,111,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(13),ptemp13,plot,116,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(14),ptemp14,plot,122,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(15),ptemp15,plot,114,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(16),ptemp16,plot,118,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(17),ptemp17,plot,120,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(18),ptemp18,plot,124,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(19),ptemp19,plot,113,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(20),ptemp20,plot,123,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(21),ptemp21,plot,115,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(22),ptemp22,plot,117,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(23),ptemp23,plot,119,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(24),ptemp24,plot,121,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(25),ptemp25,plot,126,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(26),ptemp26,plot,132,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(27),ptemp27,plot,128,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(28),ptemp28,plot,130,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(29),ptemp29,plot,134,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(30),ptemp30,plot,136,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(31),ptemp31,plot,131,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(32),ptemp32,plot,133,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(33),ptemp33,plot,125,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(34),ptemp34,plot,127,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(35),ptemp35,plot,129,y,ptemp,genx_organf,number,,NA,genx_organf_control
PTemp(36),ptemp36,plot,135,y,ptemp,genx_organf,number,,NA,genx_organf_control
M_PIN(1),m_pin1,level,-10,y,m_pin,genx_organf,number,,NA,genx_organf_control
M_PIN(2),m_pin2,level,0,y,m_pin,genx_organf,number,,NA,genx_organf_control
M_PIN(3),m_pin3,level,10,y,m_pin,genx_organf,number,,NA,genx_organf_control
DIF_B(1),dif_b1,level,-10,y,dif_b,genx_organf,number,,NA,genx_organf_control
DIF_B(2),dif_b2,level,0,y,dif_b,genx_organf,number,,NA,genx_organf_control
DIF_B(3),dif_b3,level,10,y,dif_b,genx_organf,number,,NA,genx_organf_control
Proj_AMB30(1),proj_amb301,level,-10,y,proj_amb30,genx_organf,number,,NA,genx_organf_control
Proj_AMB30(2),proj_amb302,level,0,y,proj_amb30,genx_organf,number,,NA,genx_organf_control
Proj_AMB30(3),proj_amb303,level,10,y,proj_amb30,genx_organf,number,,NA,genx_organf_control
Proj_PIN30(1),proj_pin301,level,-10,y,proj_pin30,genx_organf,number,,NA,genx_organf_control
Proj_PIN30(2),proj_pin302,level,0,y,proj_pin30,genx_organf,number,,NA,genx_organf_control
Proj_PIN30(3),proj_pin303,level,10,y,proj_pin30,genx_organf,number,,NA,genx_organf_control
AMB_Bare(1),amb_bare1,treatment,amb_bare_minus10,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
AMB_Bare(2),amb_bare2,treatment,amb_bare_0,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
AMB_Bare(3),amb_bare3,treatment,amb_bare_plus10,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
AMB_Veg(1),amb_veg1,treatment,amb_veg_minus10,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
AMB_Veg(2),amb_veg2,treatment,amb_veg_0,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
AMB_Veg(3),amb_veg3,treatment,amb_veg_plus10,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
Heat_Bare(1),heat_bare1,treatment,heated_bare_minus10,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
Heat_Bare(2),heat_bare2,treatment,heated_bare_0,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
Heat_Bare(3),heat_bare3,treatment,heated_bare_plus10,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
Heat_Veg(1),heat_veg1,treatment,heated_veg_minus10,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
Heat_Veg(2),heat_veg2,treatment,heated_veg_0,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
Heat_Veg(3),heat_veg3,treatment,heated_veg_plus10,y,treatment_temp,genx_organf,number,,NA,genx_organf_control
B_DC_prev(1),b_dc_prev1,level,-10,y,b_dc_prev,genx_organf,number,,NA,genx_organf_control
B_DC_prev(2),b_dc_prev2,level,0,y,b_dc_prev,genx_organf,number,,NA,genx_organf_control
B_DC_prev(3),b_dc_prev3,level,10,y,b_dc_prev,genx_organf,number,,NA,genx_organf_control
B_TargetDEV(1),b_targetdev1,level,-10,y,b_targetdev,genx_organf,number,,NA,genx_organf_control
B_TargetDEV(2),b_targetdev2,level,0,y,b_targetdev,genx_organf,number,,NA,genx_organf_control
B_TargetDEV(3),b_targetdev3,level,10,y,b_targetdev,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(1),temp_raw_std1,plot,101,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(2),temp_raw_std2,plot,102,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(3),temp_raw_std3,plot,103,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(4),temp_raw_std4,plot,104,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(5),temp_raw_std5,plot,105,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(6),temp_raw_std6,plot,106,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(7),temp_raw_std7,plot,107,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(8),temp_raw_std8,plot,108,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(9),temp_raw_std9,plot,109,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(10),temp_raw_std10,plot,110,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(11),temp_raw_std11,plot,111,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(12),temp_raw_std12,plot,112,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(13),temp_raw_std13,plot,113,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(14),temp_raw_std14,plot,114,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(15),temp_raw_std15,plot,115,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(16),temp_raw_std16,plot,116,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(17),temp_raw_std17,plot,117,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(18),temp_raw_std18,plot,118,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(19),temp_raw_std19,plot,119,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(20),temp_raw_std20,plot,120,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(21),temp_raw_std21,plot,121,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(22),temp_raw_std22,plot,122,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(23),temp_raw_std23,plot,123,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(24),temp_raw_std24,plot,124,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(25),temp_raw_std25,plot,125,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(26),temp_raw_std26,plot,126,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(27),temp_raw_std27,plot,127,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(28),temp_raw_std28,plot,128,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(29),temp_raw_std29,plot,129,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(30),temp_raw_std30,plot,130,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(31),temp_raw_std31,plot,131,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(32),temp_raw_std32,plot,132,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(33),temp_raw_std33,plot,133,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(34),temp_raw_std34,plot,134,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(35),temp_raw_std35,plot,135,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Temp_Raw_Std(36),temp_raw_std36,plot,136,y,temp_raw_std,genx_organf,number,,NA,genx_organf_control
Flag(1),flag1,site,logger,n,flag1,genx_organf,number,,NA,genx_organf_control
Flag(2),flag2,site,logger,n,flag2,genx_organf,number,,NA,genx_organf_control
Flag(3),flag3,site,logger,n,flag3,genx_organf,number,,NA,genx_organf_control
Flag(4),flag4,site,logger,n,flag4,genx_organf,number,,NA,genx_organf_control
Flag(5),flag5,site,logger,n,flag5,genx_organf,number,,NA,genx_organf_control
Flag(6),flag6,site,logger,n,flag6,genx_organf,number,,NA,genx_organf_control
Flag(7),flag7,site,logger,n,flag7,genx_organf,number,,NA,genx_organf_control
Flag(8),flag8,site,logger,n,flag8,genx_organf,number,,NA,genx_organf_control
Flag(9),flag9,site,logger,n,flag9,genx_organf,number,,NA,genx_organf_control
Flag(10),flag10,site,logger,n,flag10,genx_organf,number,,NA,genx_organf_control
Flag(11),flag11,site,logger,n,flag11,genx_organf,number,,NA,genx_organf_control
Flag(12),flag12,site,logger,n,flag12,genx_organf,number,,NA,genx_organf_control
Flag(13),flag13,site,logger,n,flag13,genx_organf,number,,NA,genx_organf_control
Flag(14),flag14,site,logger,n,flag14,genx_organf,number,,NA,genx_organf_control
Flag(15),flag15,site,logger,n,flag15,genx_organf,number,,NA,genx_organf_control
B_Duty(1),b_duty1,level,-10,y,b_duty,genx_organf,number,,NA,genx_organf_control
B_Duty(2),b_duty2,level,0,y,b_duty,genx_organf,number,,NA,genx_organf_control
B_Duty(3),b_duty3,level,10,y,b_duty,genx_organf,number,,NA,genx_organf_control
Logger,logger,site,logger,n,logger,genx_organf,character,,NA,genx_organf_control
Program,program,site,logger,n,program,genx_organf,character,,NA,genx_organf_control
Table,table,site,logger,n,table,genx_organf,character,,NA,genx_organf_control
rowid,rowid,key,logger,key,rowid,genx_organf,character,,NA,genx_organf_control
time2,time2,key,logger,key,time2,genx_organf,number,,NA,genx_organf_control
TIMESTAMP,timestamp,site,logger,n,timestamp,genx_organb,number,,NA,genx_organb_control
RECORD,record,site,logger,n,record,genx_organb,number,,NA,genx_organb_control
Statname,logger,key,logger,key,logger,genx_organb,character,,NA,genx_organb_control
Temp_Raw(1),temp_raw1,plot,201,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(2),temp_raw2,plot,202,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(3),temp_raw3,plot,203,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(4),temp_raw4,plot,204,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(5),temp_raw5,plot,205,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(6),temp_raw6,plot,206,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(7),temp_raw7,plot,207,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(8),temp_raw8,plot,208,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(9),temp_raw9,plot,209,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(10),temp_raw10,plot,210,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(11),temp_raw11,plot,211,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(12),temp_raw12,plot,212,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(13),temp_raw13,plot,213,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(14),temp_raw14,plot,214,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(15),temp_raw15,plot,215,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(16),temp_raw16,plot,216,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(17),temp_raw17,plot,217,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(18),temp_raw18,plot,218,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(19),temp_raw19,plot,219,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(20),temp_raw20,plot,220,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(21),temp_raw21,plot,221,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(22),temp_raw22,plot,222,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(23),temp_raw23,plot,223,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(24),temp_raw24,plot,224,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(25),temp_raw25,plot,225,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(26),temp_raw26,plot,226,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(27),temp_raw27,plot,227,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(28),temp_raw28,plot,228,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(29),temp_raw29,plot,229,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(30),temp_raw30,plot,230,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(31),temp_raw31,plot,231,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(32),temp_raw32,plot,232,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(33),temp_raw33,plot,233,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(34),temp_raw34,plot,234,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(35),temp_raw35,plot,235,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Raw(36),temp_raw36,plot,236,y,temp_raw,genx_organb,number,,NA,genx_organb_control
Temp_Avg(1),temp_avg1,plot,201,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(2),temp_avg2,plot,202,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(3),temp_avg3,plot,203,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(4),temp_avg4,plot,204,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(5),temp_avg5,plot,205,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(6),temp_avg6,plot,206,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(7),temp_avg7,plot,207,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(8),temp_avg8,plot,208,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(9),temp_avg9,plot,209,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(10),temp_avg10,plot,210,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(11),temp_avg11,plot,211,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(12),temp_avg12,plot,212,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(13),temp_avg13,plot,213,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(14),temp_avg14,plot,214,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(15),temp_avg15,plot,215,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(16),temp_avg16,plot,216,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(17),temp_avg17,plot,217,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(18),temp_avg18,plot,218,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(19),temp_avg19,plot,219,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(20),temp_avg20,plot,220,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(21),temp_avg21,plot,221,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(22),temp_avg22,plot,222,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(23),temp_avg23,plot,223,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(24),temp_avg24,plot,224,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(25),temp_avg25,plot,225,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(26),temp_avg26,plot,226,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(27),temp_avg27,plot,227,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(28),temp_avg28,plot,228,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(29),temp_avg29,plot,229,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(30),temp_avg30,plot,230,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(31),temp_avg31,plot,231,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(32),temp_avg32,plot,232,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(33),temp_avg33,plot,233,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(34),temp_avg34,plot,234,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(35),temp_avg35,plot,235,y,temp_avg,genx_organb,number,,NA,genx_organb_control
Temp_Avg(36),temp_avg36,plot,236,y,temp_avg,genx_organb,number,,NA,genx_organb_control
PTemp(1),ptemp1,plot,206,y,ptemp,genx_organb,number,,NA,genx_organb_control
PTemp(2),ptemp2,plot,212,y,ptemp,genx_organb,number,,NA,genx_organb_control
PTemp(3),ptemp3,plot,202,y,ptemp,genx_organb,number,,NA,genx_organb_control
PTemp(4),ptemp4,plot,204,y,ptemp,genx_organb,number,,NA,genx_organb_control
PTemp(5),ptemp5,plot,208,y,ptemp,genx_organb,number,,NA,genx_organb_control
