site,plot_name,plot_id,depth,reference,replicate,redox_id,treatment_name,transect,warming_level,co2_level,treatment,logger,design_link
C3,C3_tr2_T0,320,20cm,ref1,5,320_20cm_ref1_5,T0,tr2,amb,amb,amb_x_amb,redox2,320_20cm_ref1_5
C3,C3_tr2_T0,320,20cm,ref1,6,320_20cm_ref1_6,T0,tr2,amb,amb,amb_x_amb,redox2,320_20cm_ref1_6
C3,C3_tr2_T0,320,20cm,ref2,1,320_20cm_ref2_1,T0,tr2,amb,amb,amb_x_amb,redox2,320_20cm_ref2_1
C3,C3_tr2_T0,320,20cm,ref2,2,320_20cm_ref2_2,T0,tr2,amb,amb,amb_x_amb,redox2,320_20cm_ref2_2
C3,C3_tr2_T0,320,20cm,ref2,3,320_20cm_ref2_3,T0,tr2,amb,amb,amb_x_amb,redox2,320_20cm_ref2_3
C3,C3_tr2_T0,320,20cm,ref2,4,320_20cm_ref2_4,T0,tr2,amb,amb,amb_x_amb,redox2,320_20cm_ref2_4
C3,C3_tr2_T0,320,20cm,ref2,5,320_20cm_ref2_5,T0,tr2,amb,amb,amb_x_amb,redox2,320_20cm_ref2_5
C3,C3_tr2_T0,320,20cm,ref2,6,320_20cm_ref2_6,T0,tr2,amb,amb,amb_x_amb,redox2,320_20cm_ref2_6
C3,C3e_tr2_T0,620,5cm,ref1,1,620_5cm_ref1_1,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref1_1
C3,C3e_tr2_T0,620,5cm,ref1,2,620_5cm_ref1_2,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref1_2
C3,C3e_tr2_T0,620,5cm,ref1,3,620_5cm_ref1_3,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref1_3
C3,C3e_tr2_T0,620,5cm,ref1,4,620_5cm_ref1_4,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref1_4
C3,C3e_tr2_T0,620,5cm,ref1,5,620_5cm_ref1_5,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref1_5
C3,C3e_tr2_T0,620,5cm,ref1,6,620_5cm_ref1_6,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref1_6
C3,C3e_tr2_T0,620,5cm,ref2,1,620_5cm_ref2_1,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref2_1
C3,C3e_tr2_T0,620,5cm,ref2,2,620_5cm_ref2_2,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref2_2
C3,C3e_tr2_T0,620,5cm,ref2,3,620_5cm_ref2_3,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref2_3
C3,C3e_tr2_T0,620,5cm,ref2,4,620_5cm_ref2_4,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref2_4
C3,C3e_tr2_T0,620,5cm,ref2,5,620_5cm_ref2_5,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref2_5
C3,C3e_tr2_T0,620,5cm,ref2,6,620_5cm_ref2_6,eT0,tr2,amb,elev,amb_x_elev,redox2,620_5cm_ref2_6
C3,C3e_tr2_T0,620,20cm,ref1,1,620_20cm_ref1_1,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref1_1
C3,C3e_tr2_T0,620,20cm,ref1,2,620_20cm_ref1_2,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref1_2
C3,C3e_tr2_T0,620,20cm,ref1,3,620_20cm_ref1_3,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref1_3
C3,C3e_tr2_T0,620,20cm,ref1,4,620_20cm_ref1_4,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref1_4
C3,C3e_tr2_T0,620,20cm,ref1,5,620_20cm_ref1_5,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref1_5
C3,C3e_tr2_T0,620,20cm,ref1,6,620_20cm_ref1_6,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref1_6
C3,C3e_tr2_T0,620,20cm,ref2,1,620_20cm_ref2_1,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref2_1
C3,C3e_tr2_T0,620,20cm,ref2,2,620_20cm_ref2_2,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref2_2
C3,C3e_tr2_T0,620,20cm,ref2,3,620_20cm_ref2_3,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref2_3
C3,C3e_tr2_T0,620,20cm,ref2,4,620_20cm_ref2_4,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref2_4
C3,C3e_tr2_T0,620,20cm,ref2,5,620_20cm_ref2_5,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref2_5
C3,C3e_tr2_T0,620,20cm,ref2,6,620_20cm_ref2_6,eT0,tr2,amb,elev,amb_x_elev,redox2,620_20cm_ref2_6
C3,C3_tr2_T3,323,5cm,ref1,1,323_5cm_ref1_1,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref1_1
C3,C3_tr2_T3,323,5cm,ref1,2,323_5cm_ref1_2,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref1_2
C3,C3_tr2_T3,323,5cm,ref1,3,323_5cm_ref1_3,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref1_3
C3,C3_tr2_T3,323,5cm,ref1,4,323_5cm_ref1_4,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref1_4
C3,C3_tr2_T3,323,5cm,ref1,5,323_5cm_ref1_5,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref1_5
C3,C3_tr2_T3,323,5cm,ref1,6,323_5cm_ref1_6,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref1_6
C3,C3_tr2_T3,323,5cm,ref2,1,323_5cm_ref2_1,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref2_1
C3,C3_tr2_T3,323,5cm,ref2,2,323_5cm_ref2_2,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref2_2
C3,C3_tr2_T3,323,5cm,ref2,3,323_5cm_ref2_3,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref2_3
C3,C3_tr2_T3,323,5cm,ref2,4,323_5cm_ref2_4,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref2_4
C3,C3_tr2_T3,323,5cm,ref2,5,323_5cm_ref2_5,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref2_5
C3,C3_tr2_T3,323,5cm,ref2,6,323_5cm_ref2_6,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_5cm_ref2_6
C3,C3_tr2_T3,323,20cm,ref1,1,323_20cm_ref1_1,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref1_1
C3,C3_tr2_T3,323,20cm,ref1,2,323_20cm_ref1_2,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref1_2
C3,C3_tr2_T3,323,20cm,ref1,3,323_20cm_ref1_3,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref1_3
C3,C3_tr2_T3,323,20cm,ref1,4,323_20cm_ref1_4,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref1_4
C3,C3_tr2_T3,323,20cm,ref1,5,323_20cm_ref1_5,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref1_5
C3,C3_tr2_T3,323,20cm,ref1,6,323_20cm_ref1_6,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref1_6
C3,C3_tr2_T3,323,20cm,ref2,1,323_20cm_ref2_1,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref2_1
C3,C3_tr2_T3,323,20cm,ref2,2,323_20cm_ref2_2,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref2_2
C3,C3_tr2_T3,323,20cm,ref2,3,323_20cm_ref2_3,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref2_3
C3,C3_tr2_T3,323,20cm,ref2,4,323_20cm_ref2_4,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref2_4
C3,C3_tr2_T3,323,20cm,ref2,5,323_20cm_ref2_5,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref2_5
C3,C3_tr2_T3,323,20cm,ref2,6,323_20cm_ref2_6,T3,tr2,5.1,amb,5.1_x_amb,redox2,323_20cm_ref2_6
C3,C3e_tr2_T3,623,5cm,ref1,1,623_5cm_ref1_1,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref1_1
C3,C3e_tr2_T3,623,5cm,ref1,2,623_5cm_ref1_2,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref1_2
C3,C3e_tr2_T3,623,5cm,ref1,3,623_5cm_ref1_3,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref1_3
C3,C3e_tr2_T3,623,5cm,ref1,4,623_5cm_ref1_4,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref1_4
C3,C3e_tr2_T3,623,5cm,ref1,5,623_5cm_ref1_5,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref1_5
C3,C3e_tr2_T3,623,5cm,ref1,6,623_5cm_ref1_6,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref1_6
C3,C3e_tr2_T3,623,5cm,ref2,1,623_5cm_ref2_1,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref2_1
C3,C3e_tr2_T3,623,5cm,ref2,2,623_5cm_ref2_2,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref2_2
C3,C3e_tr2_T3,623,5cm,ref2,3,623_5cm_ref2_3,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref2_3
C3,C3e_tr2_T3,623,5cm,ref2,4,623_5cm_ref2_4,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref2_4
C3,C3e_tr2_T3,623,5cm,ref2,5,623_5cm_ref2_5,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref2_5
C3,C3e_tr2_T3,623,5cm,ref2,6,623_5cm_ref2_6,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_5cm_ref2_6
C3,C3e_tr2_T3,623,20cm,ref1,1,623_20cm_ref1_1,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref1_1
C3,C3e_tr2_T3,623,20cm,ref1,2,623_20cm_ref1_2,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref1_2
C3,C3e_tr2_T3,623,20cm,ref1,3,623_20cm_ref1_3,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref1_3
C3,C3e_tr2_T3,623,20cm,ref1,4,623_20cm_ref1_4,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref1_4
C3,C3e_tr2_T3,623,20cm,ref1,5,623_20cm_ref1_5,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref1_5
C3,C3e_tr2_T3,623,20cm,ref1,6,623_20cm_ref1_6,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref1_6
C3,C3e_tr2_T3,623,20cm,ref2,1,623_20cm_ref2_1,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref2_1
C3,C3e_tr2_T3,623,20cm,ref2,2,623_20cm_ref2_2,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref2_2
C3,C3e_tr2_T3,623,20cm,ref2,3,623_20cm_ref2_3,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref2_3
C3,C3e_tr2_T3,623,20cm,ref2,4,623_20cm_ref2_4,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref2_4
C3,C3e_tr2_T3,623,20cm,ref2,5,623_20cm_ref2_5,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref2_5
C3,C3e_tr2_T3,623,20cm,ref2,6,623_20cm_ref2_6,eT3,tr2,5.1,elev,5.1_x_elev,redox2,623_20cm_ref2_6
C3,C3_tr3_T0,330,5cm,ref1,1,330_5cm_ref1_1,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref1_1
C3,C3_tr3_T0,330,5cm,ref1,2,330_5cm_ref1_2,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref1_2
C3,C3_tr3_T0,330,5cm,ref1,3,330_5cm_ref1_3,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref1_3
C3,C3_tr3_T0,330,5cm,ref1,4,330_5cm_ref1_4,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref1_4
C3,C3_tr3_T0,330,5cm,ref1,5,330_5cm_ref1_5,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref1_5
C3,C3_tr3_T0,330,5cm,ref1,6,330_5cm_ref1_6,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref1_6
C3,C3_tr3_T0,330,5cm,ref2,1,330_5cm_ref2_1,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref2_1
C3,C3_tr3_T0,330,5cm,ref2,2,330_5cm_ref2_2,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref2_2
C3,C3_tr3_T0,330,5cm,ref2,3,330_5cm_ref2_3,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref2_3
C3,C3_tr3_T0,330,5cm,ref2,4,330_5cm_ref2_4,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref2_4
C3,C3_tr3_T0,330,5cm,ref2,5,330_5cm_ref2_5,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref2_5
C3,C3_tr3_T0,330,5cm,ref2,6,330_5cm_ref2_6,T0,tr3,amb,amb,amb_x_amb,redox3,330_5cm_ref2_6
C3,C3_tr3_T0,330,20cm,ref1,1,330_20cm_ref1_1,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref1_1
C3,C3_tr3_T0,330,20cm,ref1,2,330_20cm_ref1_2,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref1_2
C3,C3_tr3_T0,330,20cm,ref1,3,330_20cm_ref1_3,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref1_3
C3,C3_tr3_T0,330,20cm,ref1,4,330_20cm_ref1_4,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref1_4
C3,C3_tr3_T0,330,20cm,ref1,5,330_20cm_ref1_5,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref1_5
C3,C3_tr3_T0,330,20cm,ref1,6,330_20cm_ref1_6,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref1_6
C3,C3_tr3_T0,330,20cm,ref2,1,330_20cm_ref2_1,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref2_1
C3,C3_tr3_T0,330,20cm,ref2,2,330_20cm_ref2_2,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref2_2
C3,C3_tr3_T0,330,20cm,ref2,3,330_20cm_ref2_3,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref2_3
C3,C3_tr3_T0,330,20cm,ref2,4,330_20cm_ref2_4,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref2_4
C3,C3_tr3_T0,330,20cm,ref2,5,330_20cm_ref2_5,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref2_5
C3,C3_tr3_T0,330,20cm,ref2,6,330_20cm_ref2_6,T0,tr3,amb,amb,amb_x_amb,redox3,330_20cm_ref2_6
C3,C3e_tr3_T0,630,5cm,ref1,1,630_5cm_ref1_1,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref1_1
C3,C3e_tr3_T0,630,5cm,ref1,2,630_5cm_ref1_2,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref1_2
C3,C3e_tr3_T0,630,5cm,ref1,3,630_5cm_ref1_3,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref1_3
C3,C3e_tr3_T0,630,5cm,ref1,4,630_5cm_ref1_4,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref1_4
C3,C3e_tr3_T0,630,5cm,ref1,5,630_5cm_ref1_5,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref1_5
C3,C3e_tr3_T0,630,5cm,ref1,6,630_5cm_ref1_6,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref1_6
C3,C3e_tr3_T0,630,5cm,ref2,1,630_5cm_ref2_1,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref2_1
C3,C3e_tr3_T0,630,5cm,ref2,2,630_5cm_ref2_2,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref2_2
C3,C3e_tr3_T0,630,5cm,ref2,3,630_5cm_ref2_3,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref2_3
C3,C3e_tr3_T0,630,5cm,ref2,4,630_5cm_ref2_4,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref2_4
C3,C3e_tr3_T0,630,5cm,ref2,5,630_5cm_ref2_5,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref2_5
C3,C3e_tr3_T0,630,5cm,ref2,6,630_5cm_ref2_6,eT0,tr3,amb,elev,amb_x_elev,redox3,630_5cm_ref2_6
C3,C3e_tr3_T0,630,20cm,ref1,1,630_20cm_ref1_1,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref1_1
C3,C3e_tr3_T0,630,20cm,ref1,2,630_20cm_ref1_2,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref1_2
C3,C3e_tr3_T0,630,20cm,ref1,3,630_20cm_ref1_3,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref1_3
C3,C3e_tr3_T0,630,20cm,ref1,4,630_20cm_ref1_4,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref1_4
C3,C3e_tr3_T0,630,20cm,ref1,5,630_20cm_ref1_5,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref1_5
C3,C3e_tr3_T0,630,20cm,ref1,6,630_20cm_ref1_6,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref1_6
C3,C3e_tr3_T0,630,20cm,ref2,1,630_20cm_ref2_1,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref2_1
C3,C3e_tr3_T0,630,20cm,ref2,2,630_20cm_ref2_2,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref2_2
C3,C3e_tr3_T0,630,20cm,ref2,3,630_20cm_ref2_3,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref2_3
C3,C3e_tr3_T0,630,20cm,ref2,4,630_20cm_ref2_4,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref2_4
C3,C3e_tr3_T0,630,20cm,ref2,5,630_20cm_ref2_5,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref2_5
C3,C3e_tr3_T0,630,20cm,ref2,6,630_20cm_ref2_6,eT0,tr3,amb,elev,amb_x_elev,redox3,630_20cm_ref2_6
C3,C3_tr3_T3,333,5cm,ref1,1,333_5cm_ref1_1,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref1_1
C3,C3_tr3_T3,333,5cm,ref1,2,333_5cm_ref1_2,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref1_2
C3,C3_tr3_T3,333,5cm,ref1,3,333_5cm_ref1_3,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref1_3
C3,C3_tr3_T3,333,5cm,ref1,4,333_5cm_ref1_4,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref1_4
C3,C3_tr3_T3,333,5cm,ref1,5,333_5cm_ref1_5,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref1_5
C3,C3_tr3_T3,333,5cm,ref1,6,333_5cm_ref1_6,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref1_6
C3,C3_tr3_T3,333,5cm,ref2,1,333_5cm_ref2_1,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref2_1
C3,C3_tr3_T3,333,5cm,ref2,2,333_5cm_ref2_2,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref2_2
C3,C3_tr3_T3,333,5cm,ref2,3,333_5cm_ref2_3,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref2_3
C3,C3_tr3_T3,333,5cm,ref2,4,333_5cm_ref2_4,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref2_4
C3,C3_tr3_T3,333,5cm,ref2,5,333_5cm_ref2_5,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref2_5
C3,C3_tr3_T3,333,5cm,ref2,6,333_5cm_ref2_6,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_5cm_ref2_6
C3,C3_tr3_T3,333,20cm,ref1,1,333_20cm_ref1_1,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref1_1
C3,C3_tr3_T3,333,20cm,ref1,2,333_20cm_ref1_2,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref1_2
C3,C3_tr3_T3,333,20cm,ref1,3,333_20cm_ref1_3,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref1_3
C3,C3_tr3_T3,333,20cm,ref1,4,333_20cm_ref1_4,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref1_4
C3,C3_tr3_T3,333,20cm,ref1,5,333_20cm_ref1_5,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref1_5
C3,C3_tr3_T3,333,20cm,ref1,6,333_20cm_ref1_6,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref1_6
C3,C3_tr3_T3,333,20cm,ref2,1,333_20cm_ref2_1,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref2_1
C3,C3_tr3_T3,333,20cm,ref2,2,333_20cm_ref2_2,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref2_2
C3,C3_tr3_T3,333,20cm,ref2,3,333_20cm_ref2_3,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref2_3
C3,C3_tr3_T3,333,20cm,ref2,4,333_20cm_ref2_4,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref2_4
C3,C3_tr3_T3,333,20cm,ref2,5,333_20cm_ref2_5,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref2_5
C3,C3_tr3_T3,333,20cm,ref2,6,333_20cm_ref2_6,T3,tr3,5.1,amb,5.1_x_amb,redox3,333_20cm_ref2_6
C3,C3e_tr3_T3,633,5cm,ref1,1,633_5cm_ref1_1,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref1_1
C3,C3e_tr3_T3,633,5cm,ref1,2,633_5cm_ref1_2,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref1_2
C3,C3e_tr3_T3,633,5cm,ref1,3,633_5cm_ref1_3,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref1_3
C3,C3e_tr3_T3,633,5cm,ref1,4,633_5cm_ref1_4,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref1_4
C3,C3e_tr3_T3,633,5cm,ref1,5,633_5cm_ref1_5,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref1_5
C3,C3e_tr3_T3,633,5cm,ref1,6,633_5cm_ref1_6,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref1_6
C3,C3e_tr3_T3,633,5cm,ref2,1,633_5cm_ref2_1,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref2_1
C3,C3e_tr3_T3,633,5cm,ref2,2,633_5cm_ref2_2,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref2_2
C3,C3e_tr3_T3,633,5cm,ref2,3,633_5cm_ref2_3,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref2_3
C3,C3e_tr3_T3,633,5cm,ref2,4,633_5cm_ref2_4,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref2_4
C3,C3e_tr3_T3,633,5cm,ref2,5,633_5cm_ref2_5,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref2_5
C3,C3e_tr3_T3,633,5cm,ref2,6,633_5cm_ref2_6,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_5cm_ref2_6
C3,C3e_tr3_T3,633,20cm,ref1,1,633_20cm_ref1_1,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref1_1
C3,C3e_tr3_T3,633,20cm,ref1,2,633_20cm_ref1_2,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref1_2
C3,C3e_tr3_T3,633,20cm,ref1,3,633_20cm_ref1_3,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref1_3
C3,C3e_tr3_T3,633,20cm,ref1,4,633_20cm_ref1_4,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref1_4
C3,C3e_tr3_T3,633,20cm,ref1,5,633_20cm_ref1_5,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref1_5
C3,C3e_tr3_T3,633,20cm,ref1,6,633_20cm_ref1_6,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref1_6
C3,C3e_tr3_T3,633,20cm,ref2,1,633_20cm_ref2_1,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref2_1
C3,C3e_tr3_T3,633,20cm,ref2,2,633_20cm_ref2_2,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref2_2
C3,C3e_tr3_T3,633,20cm,ref2,3,633_20cm_ref2_3,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref2_3
C3,C3e_tr3_T3,633,20cm,ref2,4,633_20cm_ref2_4,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref2_4
C3,C3e_tr3_T3,633,20cm,ref2,5,633_20cm_ref2_5,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref2_5
C3,C3e_tr3_T3,633,20cm,ref2,6,633_20cm_ref2_6,eT3,tr3,5.1,elev,5.1_x_elev,redox3,633_20cm_ref2_6
