"Year","Chamber","CO2","Nitrogen","Treatment","SCmass_m2","SCdensity_m2","SPmass_m2","SPdensity_m2","DImass_m2","DIdensity_m2","LitterMass_m2"
2007,13,1,0,3,434.5559081,488.8888889,121.8933333,-99,0,-99,1000.873333
2007,14,0,1,2,472.9920331,442.5925926,0,-99,0,-99,1058.766667
2007,15,1,1,4,807.7330818,716.6666667,0,-99,0,-99,966
2007,16,0,0,1,527.8957579,546.2962963,0,-99,0,-99,798.6666667
2007,17,0,0,1,577.1703123,607.4074074,0.953333333,-99,54.13333333,-99,628
2007,18,1,1,4,836.7253069,698.1481481,0,-99,194.6533333,-99,1289.98
2007,19,1,0,3,673.0376224,616.6666667,0,-99,0,-99,1205.333333
2007,20,0,1,2,322.4209864,277.7777778,1241.313333,-99,0,-99,1261.806667
2008,1,1,1,4,604.6210637,496.2962963,110.6666667,-99,231.3333333,-99,1284
2008,2,0,0,1,385.4877697,385.1851852,100,-99,0,-99,828.6666667
2008,3,1,0,3,479.9899861,464.8148148,0,-99,0,-99,1121.333333
2008,4,0,1,2,522.7352588,466.6666667,54.66666667,-99,248,-99,1254.666667
2008,5,1,1,4,591.7567538,464.8148148,230,-99,0,-99,873.3333333
2008,6,0,0,1,590.8951195,559.2592593,0,-99,0,-99,976
2008,7,0,0,1,416.2911599,457.4074074,4,-99,0,-99,358.6666667
2008,8,1,0,3,503.8773643,533.3333333,2,-99,12.66666667,-99,936
2008,9,1,0,3,475.2050507,507.4074074,14,-99,0,-99,743.3333333
2008,10,0,1,2,437.2889013,412.962963,385.3333333,-99,52,-99,846
2008,11,0,1,2,347.531975,331.4814815,262,-99,566.6666667,-99,1718.666667
2008,12,1,1,4,569.291247,538.8888889,54.66666667,-99,122.6666667,-99,953.3333333
2008,13,1,0,3,360.7693395,455.5555556,53.33333333,-99,0,-99,490
2008,14,0,1,2,440.9303982,462.962963,168,-99,280,-99,968
2008,15,1,1,4,563.2705194,561.1111111,63.33333333,-99,15.33333333,-99,1176
2008,16,0,0,1,549.8386381,542.5925926,8.666666667,-99,40.66666667,-99,734.6666667
2008,17,0,0,1,501.9228141,512.962963,0.333333333,-99,193.3333333,-99,1012
2008,18,1,1,4,721.4290473,546.2962963,6,-99,183.3333333,-99,1662
2008,19,1,0,3,690.5384261,596.2962963,0,-99,0,-99,872.6666667
2008,20,0,1,2,443.9520483,418.5185185,17.33333333,-99,461.3333333,-99,1332.666667
2009,1,1,1,4,529.1008357,514.8148148,54.66666667,-99,202,-99,704
2009,2,0,0,1,476.5914277,466.6666667,8,-99,24,-99,550
2009,3,1,0,3,670.3391796,614.8148148,4.666666667,-99,0,-99,397.3333333
2009,4,0,1,2,435.4759947,387.037037,94.66666667,-99,165.3333333,-99,833.3333333
2009,5,1,1,4,656.916956,503.7037037,216.6666667,-99,0,-99,1040
2009,6,0,0,1,551.6326148,475.9259259,0,-99,0,-99,590.6666667
2009,7,0,0,1,442.4855055,444.4444444,22.66666667,-99,10,-99,784.6666667
2009,8,1,0,3,545.0768859,546.2962963,42.66666667,-99,0,-99,628.6666667
2009,9,1,0,3,475.3368331,483.3333333,24,-99,21.33333333,-99,-99
2009,10,0,1,2,392.4082979,370.3703704,346.6666667,-99,9.333333333,-99,-99
2009,11,0,1,2,428.2538865,455.5555556,120,-99,286.6666667,-99,993.3333333
2009,12,1,1,4,555.6146966,483.3333333,134,-99,150,-99,1198
2009,13,1,0,3,427.2581766,479.6296296,58,-99,0,-99,886.6666667
2009,14,0,1,2,349.1575243,340.7407407,262,-99,238,-99,1071.333333
2009,15,1,1,4,591.0327624,507.4074074,41.33333333,-99,0,-99,-99
2009,16,0,0,1,654.4834783,629.6296296,0,-99,0,-99,424.6666667
2009,17,0,0,1,456.3719756,453.7037037,0,-99,40,-99,1142.666667
2009,18,1,1,4,690.3056103,518.5185185,115.3333333,-99,138,-99,1438.666667
2009,19,1,0,3,687.5547835,605.5555556,0,-99,0,-99,813.3333333
2009,20,0,1,2,318.3279094,322.2222222,670,-99,4.666666667,-99,1392.666667
2010,1,1,1,4,539.6306832,537.037037,18,-99,129.3333333,-99,1080.666667
2010,2,0,0,1,480.9001645,516.6666667,16,-99,31.33333333,-99,734.6666667
2010,3,1,0,3,650.5226934,687.037037,0,-99,0,-99,562.6666667
2010,4,0,1,2,534.5210057,555.5555556,1.333333333,-99,182.6666667,-99,839.3333333
2010,5,1,1,4,774.4259055,705.5555556,40,-99,94,-99,684
2010,6,0,0,1,656.2161208,679.6296296,0,-99,28,-99,636
2010,7,0,0,1,584.728185,631.4814815,0,-99,0,-99,622
2010,8,1,0,3,494.6681281,618.5185185,8.666666667,-99,36,-99,1065.333333
2010,9,1,0,3,447.3205798,603.7037037,16,-99,18.66666667,-99,1252
2010,10,0,1,2,535.8049221,646.2962963,80,-99,88.66666667,-99,748.6666667
2010,11,0,1,2,364.7718436,496.2962963,3,-99,305.3333333,-99,688.6666667
2010,12,1,1,4,771.5082827,725.9259259,64.66666667,-99,113.3333333,-99,599.3333333
2010,13,1,0,3,570.1742289,711.1111111,43.33333333,-99,26,-99,439.3333333
2010,14,0,1,2,370.9529147,455.5555556,100,-99,225.3333333,-99,517.3333333
2010,15,1,1,4,705.5144377,720.3703704,88.66666667,-99,40,-99,842.6666667
2010,16,0,0,1,647.6706368,664.8148148,19.33333333,-99,16,-99,452.6666667
2010,17,0,0,1,431.3120178,520.3703704,26,-99,188.6666667,-99,1136.666667
2010,18,1,1,4,1007.835938,811.1111111,0,-99,106,-99,750.6666667
2010,19,1,0,3,683.8440171,677.7777778,0,-99,0,-99,1002.666667
2010,20,0,1,2,473.7151294,588.8888889,446,-99,120.6666667,-99,1249.333333
2011,1,1,1,4,1095.264647,909.2592593,0,0,230,1466.666667,1484
2011,2,0,0,1,703.5365306,688.8888889,42,200,13.33333333,66.66666667,704.6666667
2011,3,1,0,3,979.4613288,838.8888889,16.66666667,133.3333333,0,0,714.6666667
2011,4,0,1,2,666.9466877,562.962963,107.3333333,600,192,1333.333333,969.3333333
2011,5,1,1,4,1273.248494,907.4074074,5.333333333,66.66666667,18,66.66666667,434
2011,6,0,0,1,873.6269861,772.2222222,0,0,9.333333333,66.66666667,507.3333333
2011,7,0,0,1,841.6714995,687.037037,0,0,12.66666667,66.66666667,506.6666667
2011,8,1,0,3,782.7845585,764.8148148,0,0,18.66666667,133.3333333,515.3333333
2011,9,1,0,3,648.7981536,755.5555556,11.33333333,66.66666667,0,0,880
2011,10,0,1,2,727.3091007,712.962963,10.66666667,66.66666667,151.3333333,1200,560.6666667
2011,11,0,1,2,567.7044493,585.1851852,0,0,322,2400,751.3333333
2011,12,1,1,4,1057.887615,962.962963,0,0,40.66666667,200,702
2011,13,1,0,3,652.6555373,788.8888889,71.66666667,400,17,133.3333333,1042.6
2011,14,0,1,2,618.3195432,627.7777778,19.53333333,66.66666667,115.1333333,1400,637.1333333
2011,15,1,1,4,880.5298079,809.2592593,8.666666667,133.3333333,0,0,513.2666667
2011,16,0,0,1,841.4238121,727.7777778,0,0,28.6,266.6666667,509.5333333
2011,17,0,0,1,509.8769089,548.1481481,0,0,167.0666667,1000,601.7333333
2011,18,1,1,4,1262.950552,864.8148148,0,0,178.6,933.3333333,669.4666667
2011,19,1,0,3,917.7705404,883.3333333,0,0,0,0,583.5333333
2011,20,0,1,2,1058.214847,862.962963,107.9333333,666.6666667,0,0,564.5333333
2012,1,1,1,4,599.5555484,511.1111111,14.66666667,66.66666667,74.66666667,400,-99
2012,2,0,0,1,503.3968813,481.4814815,0,0,27.33333333,133.3333333,-99
2012,3,1,0,3,586.7658995,516.6666667,0,0,0,0,-99
2012,4,0,1,2,427.9738427,385.1851852,112.6666667,1266.666667,204,533.3333333,-99
2012,5,1,1,4,1037.831769,666.6666667,0,0,0,0,-99
2012,6,0,0,1,662.8442087,512.962963,0,0,8,133.3333333,-99
2012,7,0,0,1,177.1452071,177.7777778,0,0,0,0,-99
2012,8,1,0,3,559.2202678,535.1851852,0,0,0,0,-99
2012,9,1,0,3,553.9076163,631.4814815,0,0,12.66666667,133.3333333,-99
2012,10,0,1,2,544.4558152,531.4814815,0,0,60,266.6666667,-99
2012,11,0,1,2,66.24438881,103.7037037,0,0,18.66666667,200,-99
2012,12,1,1,4,749.8834702,709.2592593,0,0,16.66666667,333.3333333,-99
2012,13,1,0,3,575.6817683,681.4814815,0,0,0,0,-99
2012,14,0,1,2,443.7363922,427.7777778,66.66666667,400,294.6666667,1666.666667,-99
2012,15,1,1,4,808.0138772,668.5185185,46,266.6666667,0,0,-99
2012,16,0,0,1,650.898887,631.4814815,0,0,8,133.3333333,-99
2012,17,0,0,1,501.2438267,440.7407407,0,0,83.33333333,400,-99
2012,18,1,1,4,415.7188469,346.2962963,0,0,2,66.66666667,-99
2012,19,1,0,3,800.3559304,677.7777778,0,0,0,0,-99
2012,20,0,1,2,756.2066093,592.5925926,0,0,0,0,-99
2013,1,1,1,4,800.1748448,485.1851852,0,0,69.33333333,466.6666667,-99
2013,2,0,0,1,787.2880205,479.6296296,0,0,74.66666667,400,-99
2013,3,1,0,3,981.0101788,638.8888889,0,0,0,0,-99
2013,4,0,1,2,788.8513915,492.5925926,0,0,222,933.3333333,-99
2013,5,1,1,4,1246.745342,659.2592593,0,0,0,0,-99
2013,6,0,0,1,870.4163314,568.5185185,0,0,0,0,-99
2013,7,0,0,1,545.3160167,412.962963,0,0,0,0,-99
2013,8,1,0,3,944.122913,687.037037,0,0,0,0,-99
2013,9,1,0,3,732.2185435,590.7407407,0,0,0,66.66666667,-99
2013,10,0,1,2,738.147473,535.1851852,0,0,315.3333333,1066.666667,-99
2013,11,0,1,2,233.4412992,275.9259259,0,0,0,0,-99
2013,12,1,1,4,1120.782812,685.1851852,0,0,9.333333333,66.66666667,-99
2013,13,1,0,3,797.4561095,672.2222222,0,0,0,0,-99
2013,14,0,1,2,628.0381411,448.1481481,0,0,150,400,-99
2013,15,1,1,4,1087.691696,653.7037037,0,0,40.66666667,133.3333333,-99
2013,16,0,0,1,902.5778282,561.1111111,0,0,60,200,-99
2013,17,0,0,1,550.4276517,461.1111111,26,133.3333333,0,0,-99
2013,18,1,1,4,727.4512675,529.6296296,0,0,146.6666667,666.6666667,-99
2013,19,1,0,3,873.2532641,638.8888889,0,0,0,0,-99
2013,20,0,1,2,836.4068529,594.4444444,8,133.3333333,0,0,-99
2014,1,1,1,4,885.7244202,544.4444444,0,0,98,600,-99
2014,2,0,0,1,973.8431146,653.7037037,0,0,28.66666667,266.6666667,-99
2014,3,1,0,3,1514.669956,775.9259259,0,0,0,0,-99
2014,4,0,1,2,1041.032763,664.8148148,0,0,33.2,400,-99
2014,5,1,1,4,1773.315276,881.4814815,0,0,6.666666667,66.66666667,-99
2014,6,0,0,1,1201.69751,757.4074074,0,0,3.333333333,66.66666667,-99
2014,7,0,0,1,791.7636258,561.1111111,18,66.66666667,0,0,-99
2014,8,1,0,3,1025.105697,735.1851852,0,0,0,0,-99
2014,9,1,0,3,880.8144759,722.2222222,0,0,22.66666667,133.3333333,-99
2014,10,0,1,2,936.9717767,603.7037037,0,0,47.33333333,400,-99
2014,11,0,1,2,601.3146914,570.3703704,0,0,88.66666667,466.6666667,-99
2014,12,1,1,4,1485.378463,883.3333333,0,0,0,66.66666667,-99
2014,13,1,0,3,910.4505487,735.1851852,0,66.66666667,0,0,-99
2014,14,0,1,2,875.2564238,585.1851852,0,0,280.6666667,1200,-99
2014,15,1,1,4,1250.250822,761.1111111,0,0,34.66666667,133.3333333,-99
2014,16,0,0,1,1016.649027,703.7037037,0,0,0,0,-99
2014,17,0,0,1,782.06132,592.5925926,0,0,11.33333333,200,-99
2014,18,1,1,4,1077.384302,712.962963,2,66.66666667,34.66666667,400,-99
2014,19,1,0,3,1038.83174,737.037037,0,0,0,0,-99
2014,20,0,1,2,1136.317416,687.037037,0,0,129.3333333,266.6666667,-99
2015,1,1,1,4,1113.916686,620.3703704,0,0,34,200,-99
2015,2,0,0,1,877.0302844,512.962963,0,0,19.33333333,200,-99
2015,3,1,0,3,886.8477676,550,0,0,0,0,-99
2015,4,0,1,2,850.558042,646.2962963,0,0,84.66666667,266.6666667,-99
2015,5,1,1,4,1153.839121,705.5555556,0,0,4.666666667,66.66666667,-99
2015,6,0,0,1,883.9155583,553.7037037,0,0,0,0,-99
2015,7,0,0,1,239.6861417,175.9259259,0,0,0,0,-99
2015,8,1,0,3,953.0223062,605.5555556,0,0,0,0,-99
2015,9,1,0,3,912.176872,637.037037,0,0,0,0,-99
2015,10,0,1,2,823.3858524,550,0,0,45.33333333,400,-99
2015,11,0,1,2,877.9568316,668.5185185,12,66.66666667,69.6,400,-99
2015,12,1,1,4,1386.754036,837.037037,0,0,27.33333333,133.3333333,-99
2015,13,1,0,3,878.5756904,659.2592593,0,0,0,0,-99
2015,14,0,1,2,774.2657623,537.037037,0,0,156.6666667,400,-99
2015,15,1,1,4,1144.660707,712.962963,0,0,98,200,-99
2015,16,0,0,1,894.651002,598.1481481,0,0,0,0,-99
2015,17,0,0,1,576.9030927,464.8148148,0,0,31.33333333,133.3333333,-99
2015,18,1,1,4,763.3487572,503.7037037,0,0,1,66.66666667,-99
2015,19,1,0,3,752.7357212,537.037037,0,0,0,0,-99
2015,20,0,1,2,1049.772859,631.4814815,0,0,0,0,-99
2016,1,1,1,4,677.8232104,524.0740741,18.66666667,66.66666667,15.33333333,66.66666667,-99
2016,2,0,0,1,553.4696828,466.6666667,0,0,0,0,-99
2016,3,1,0,3,536.1994036,574.0740741,0,0,0,0,-99
2016,4,0,1,2,442.1061538,435.1851852,0,0,80.66666667,466.6666667,-99
2016,5,1,1,4,882.3244086,709.2592593,0,0,15.33333333,133.3333333,-99
2016,6,0,0,1,556.7462507,518.5185185,0,0,0,0,-99
2016,7,0,0,1,291.643907,329.6296296,0,0,17.53333333,200,-99
2016,8,1,0,3,627.2787082,553.7037037,0,0,0,0,-99
2016,9,1,0,3,567.0566503,564.8148148,0,0,0,0,-99
2016,10,0,1,2,506.4333711,438.8888889,0,0,37.33333333,133.3333333,-99
2016,11,0,1,2,211.2385535,279.6296296,0,0,14,133.3333333,-99
2016,12,1,1,4,757.4118946,662.962963,0,0,0.333333333,133.3333333,-99
2016,13,1,0,3,475.1450802,500,0,0,0,0,-99
2016,14,0,1,2,479.493994,462.962963,0,0,180.6666667,1000,-99
2016,15,1,1,4,605.3126619,575.9259259,0,0,45.33333333,133.3333333,-99
2016,16,0,0,1,569.6450401,574.0740741,0,0,0,0,-99
2016,17,0,0,1,418.8835783,464.8148148,0,0,60.66666667,333.3333333,-99
2016,18,1,1,4,618.827231,505.5555556,0,0,103.3333333,600,-99
2016,19,1,0,3,636.4078238,596.2962963,0,0,0,0,-99
2016,20,0,1,2,599.5385833,562.962963,0,0,57.33333333,266.6666667,-99
2017,1,1,1,4,800.9449088,644.4444444,0,0,41.33333333,200,-99
2017,2,0,0,1,653.7428241,518.5185185,0,0,2.666666667,66.66666667,-99
2017,3,1,0,3,774.7142488,657.4074074,0,0,0,0,-99
2017,4,0,1,2,512.4407034,468.5185185,0,0,59.33333333,333.3333333,-99
2017,5,1,1,4,925.4348709,746.2962963,0,0,0,0,-99
2017,6,0,0,1,681.2382213,537.037037,0,0,0,0,-99
2017,7,0,0,1,510.2672027,448.1481481,0,0,17.33333333,66.66666667,-99
2017,8,1,0,3,705.9986458,600,0,0,0,0,-99
2017,9,1,0,3,776.8444683,742.5925926,0,0,0,0,-99
2017,10,0,1,2,617.7189385,512.962963,0,0,488,2000,-99
2017,11,0,1,2,565.2671926,577.7777778,0,0,64,333.3333333,-99
2017,12,1,1,4,995.0998092,796.2962963,0,0,24.66666667,66.66666667,-99
2017,13,1,0,3,629.6352488,629.6296296,0,0,0,0,-99
2017,14,0,1,2,404.3617681,390.7407407,0,0,291.3333333,1533.333333,-99
2017,15,1,1,4,698.2976376,624.0740741,0,0,56,133.3333333,-99
2017,16,0,0,1,553.5312924,518.5185185,0,0,0,0,-99
2017,17,0,0,1,478.2308562,424.0740741,0,0,91.33333333,533.3333333,-99
2017,18,1,1,4,712.5480229,524.0740741,0,0,54,266.6666667,-99
2017,19,1,0,3,637.1968643,561.1111111,0,0,0,0,-99
2017,20,0,1,2,608.3525698,511.1111111,0,0,84,333.3333333,-99
2018,1,1,1,4,1521.18748,1040.740741,0,0,16,66.66666667,-99
2018,2,0,0,1,1079.137971,701.8518519,0,0,36.66666667,66.66666667,-99
2018,3,1,0,3,1045.302459,774.0740741,0,0,0,0,-99
2018,4,0,1,2,924.7828528,694.4444444,0,0,75.33333333,400,-99
2018,5,1,1,4,1895.46073,1122.222222,0,0,0,0,-99
2018,6,0,0,1,1139.371788,824.0740741,0,0,0,0,-99
2018,7,0,0,1,819.7654021,538.8888889,8.666666667,66.66666667,30,133.3333333,-99
2018,8,1,0,3,1095.889304,768.5185185,0,0,0,0,-99
2018,9,1,0,3,1098.081352,942.5925926,0,0,0,0,-99
2018,10,0,1,2,1005.550128,650,0,0,92,866.6666667,-99
2018,11,0,1,2,727.7337012,596.2962963,0,0,246.6666667,1333.333333,-99
2018,12,1,1,4,1980.67175,1209.259259,0,0,28,266.6666667,-99
2018,13,1,0,3,1155.500281,892.5925926,0,0,0,0,-99
2018,14,0,1,2,949.9406257,640.7407407,0,0,377.3333333,2266.666667,-99
2018,15,1,1,4,1511.877229,955.5555556,0,0,18,133.3333333,-99
2018,16,0,0,1,915.8604114,731.4814815,0,0,0,0,-99
2018,17,0,0,1,1014.567067,753.7037037,0,0,38,333.3333333,-99
2018,18,1,1,4,1116.114233,657.4074074,0,0,24.66666667,133.3333333,-99
2018,19,1,0,3,1220.357179,927.7777778,0,0,0,0,-99
2018,20,0,1,2,1353.302077,820.3703704,0,0,122.6666667,266.6666667,-99
2019,1,1,1,4,1516.781343,909.2592593,0,0,26,200,-99
2019,2,0,0,1,1026.574235,625.9259259,0,0,0,0,-99
2019,3,1,0,3,800.1851067,664.8148148,0,0,0,0,-99
2019,4,0,1,2,1112.754958,692.5925926,0,0,100.6666667,466.6666667,-99
2019,5,1,1,4,2000.257212,1070.37037,0,0,0,0,-99
2019,6,0,0,1,1051.854878,722.2222222,0,0,0,0,-99
2019,7,0,0,1,830.4796294,542.5925926,0,0,18.66666667,66.66666667,-99
2019,8,1,0,3,1097.85986,818.5185185,0,0,0,0,-99
2019,9,1,0,3,1072.757315,951.8518519,0,0,0,0,-99
2019,10,0,1,2,1179.715852,690.7407407,0,0,22,266.6666667,-99
2019,11,0,1,2,866.5116629,642.5925926,0,0,22.66666667,200,-99
2019,12,1,1,4,1872.247636,1125.925926,0,0,6,133.3333333,-99
2019,13,1,0,3,1091.436019,946.2962963,0,0,0,0,-99
2019,14,0,1,2,1103.798351,683.3333333,0,0,112,733.3333333,-99
2019,15,1,1,4,1271.317219,846.2962963,0,0,8.666666667,66.66666667,-99
2019,16,0,0,1,846.5015741,696.2962963,0,0,0,0,-99
2019,17,0,0,1,1082.215712,740.7407407,0,0,10.66666667,66.66666667,-99
2019,18,1,1,4,1201.674577,670.3703704,0,0,0,0,-99
2019,19,1,0,3,931.5148772,816.6666667,0,0,0,0,-99
2019,20,0,1,2,1208.618672,870.3703704,0,0,12.66666667,133.3333333,-99
2020,1,1,1,4,985.520328,574.0740741,0,0,0,0,-99
2020,2,0,0,1,752.4436588,507.4074074,0,0,5.533333333,66.66666667,-99
2020,3,1,0,3,797.6691754,638.8888889,0,0,0,0,-99
2020,4,0,1,2,803.497809,537.037037,0,0,15.13333333,66.66666667,-99
2020,5,1,1,4,1396.077682,833.3333333,0,0,0,0,-99
2020,6,0,0,1,720.5332141,544.4444444,0,0,0,0,-99
2020,7,0,0,1,711.2434951,474.0740741,0,0,6.933333333,133.3333333,-99
2020,8,1,0,3,954.1218735,675.9259259,0,0,0,0,-99
2020,9,1,0,3,765.3828793,724.0740741,0,0,0,0,-99
2020,10,0,1,2,859.802668,557.4074074,0,0,18.53333333,133.3333333,-99
2020,11,0,1,2,810.160188,657.4074074,0,0,98.86666667,800,-99
2020,12,1,1,4,1309.594871,874.0740741,0,0,12.86666667,200,-99
2020,13,1,0,3,742.1744154,707.4074074,0,0,0,0,-99
2020,14,0,1,2,841.2384114,581.4814815,0,0,70.8,533.3333333,-99
2020,15,1,1,4,1136.005276,731.4814815,0,0,29.26666667,133.3333333,-99
2020,16,0,0,1,652.435377,540.7407407,0,0,0,0,-99
2020,17,0,0,1,738.6315131,601.8518519,0,0,0,0,-99
2020,18,1,1,4,1001.246088,609.2592593,0,0,0,0,-99
2020,19,1,0,3,728.3023411,598.1481481,0,0,0,0,-99
2020,20,0,1,2,874.2980748,644.4444444,0,0,87.4,466.6666667,-99
2021,1,1,1,4,1185.240192,598.1481481,0,0,0,0,-99
2021,2,0,0,1,780.8040312,507.4074074,0,0,0,0,-99
2021,3,1,0,3,932.8728356,659.2592593,0,0,0,0,-99
2021,4,0,1,2,760.9396129,498.1481481,0,0,0,0,-99
2021,5,1,1,4,1341.71175,675.9259259,0,0,0,0,-99
2021,6,0,0,1,805.1718935,522.2222222,0,0,0,0,-99
2021,7,0,0,1,893.7527281,518.5185185,0,0,0,0,-99
2021,8,1,0,3,852.7992602,590.7407407,0,0,0,0,-99
2021,9,1,0,3,859.6778325,683.3333333,0,0,0,0,-99
2021,10,0,1,2,695.8217645,461.1111111,0,0,33.71333333,333.3333333,-99
2021,11,0,1,2,951.7581229,661.1111111,0,0,208.6666667,666.6666667,-99
2021,12,1,1,4,1177.790477,751.8518519,0,0,0,0,-99
2021,13,1,0,3,789.0339501,694.4444444,0,0,0,0,-99
2021,14,0,1,2,742.6155039,520.3703704,0,0,67.33333333,333.3333333,-99
2021,15,1,1,4,1009.087957,655.5555556,5.333333333,66.66666667,14,133.3333333,-99
2021,16,0,0,1,684.5370306,564.8148148,0,0,0,0,-99
2021,17,0,0,1,857.3329938,616.6666667,0,0,2.666666667,66.66666667,-99
2021,18,1,1,4,897.4692876,542.5925926,8,66.66666667,22,133.3333333,-99
2021,19,1,0,3,730.072566,575.9259259,0,0,0,0,-99
2021,20,0,1,2,521.2405562,431.4814815,0,0,0,0,-99
2022,1,1,1,4,1032.582521,640.7407407,0,0,17.33333333,133.3333333,-99
2022,2,0,0,1,690.8099721,574.0740741,0,0,4.666666667,66.66666667,-99
2022,3,1,0,3,672.5944546,600,0,0,0,0,-99
2022,4,0,1,2,865.9173917,633.3333333,0,0,17.33333333,133.3333333,-99
2022,5,1,1,4,1177.246812,777.7777778,0,0,0,0,-99
2022,6,0,0,1,722.1797845,574.0740741,0,0,0,0,-99
2022,7,0,0,1,845.4161812,557.4074074,0,0,0,0,-99
2022,8,1,0,3,800.9988462,651.8518519,0,0,0,0,-99
2022,9,1,0,3,765.8864677,781.4814815,0,0,0,0,-99
2022,10,0,1,2,795.6219188,601.8518519,0,0,20.66666667,266.6666667,-99
2022,11,0,1,2,1029.210231,714.8148148,0,0,136,466.6666667,-99
2022,12,1,1,4,1098.095988,853.7037037,0,0,0,0,-99
2022,13,1,0,3,876.8240709,850,0,0,0,0,-99
2022,14,0,1,2,938.0475645,661.1111111,0,0,44.66666667,200,-99
2022,15,1,1,4,1051.848815,827.7777778,0,0,0,0,-99
