,1,2,3,4,5,6,7,8,9,10,11,12
A,0.062,0.065,0.065,0.614,0.486,0.648,0.434,0.439,0.398,0.261,0.301,0.319
B,0.239,0.268,0.128,0.415,0.411,0.457,0.067,0.064,0.066,0.418,0.452,0.403
C,0.24,0.313,0.246,0.265,0.29,0.285,0.453,0.455,0.375,0.306,0.302,0.385
D,0.396,0.349,0.38,0.374,0.459,0.417,0.394,0.423,0.414,0.735,0.716,0.755
E,0.832,0.734,0.728,0.471,0.487,0.506,0.476,0.507,0.523,0.724,0.861,0.676
F,1.348,1.104,1.153,0.413,0.362,0.379,0.794,0.668,0.569,0.068,0.063,0.065
G,1.325,1.299,1.402,0.517,0.398,0.406,0.373,0.382,0.391,0.282,0.287,0.336
H,0.583,0.465,0.445,0.24,0.251,0.245,0.192,0.197,0.191,0.658,0.638,0.72
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,312-80,312-80,312-80,613-20,613-20,613-20,620-20,620-20,620-20
B,Std 1,Std 1,Std 1,312-120,312-120,312-120,ChkStd 0,ChkStd 0,ChkStd 0,620-40,620-40,620-40
C,Std 2,Std 2,Std 2,313-10,313-10,313-10,613-20 Dup,613-20 Dup,613-20 Dup,620-80,620-80,620-80
D,Std 3,Std 3,Std 3,313-20,313-20,313-20,ChkStd 3,ChkStd 3,ChkStd 3,312-40 Spike,312-40 Spike,312-40 Spike
E,Std 4,Std 4,Std 4,313-40,313-40,313-40,613-40,613-40,613-40,613-40 Spike,613-40 Spike,613-40 Spike
F,Std 5,Std 5,Std 5,313-80,313-80,313-80,613-80,613-80,613-80,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,313-120,313-120,313-120,613-120,613-120,613-120,620-80 Dup,620-80 Dup,620-80 Dup
H,312-40,312-40,312-40,613-10,613-10,613-10,620-10,620-10,620-10,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,100,100,100,100,100,100,100,100,100
B,1,1,1,100,100,100,1,1,1,100,100,100
C,1,1,1,100,100,100,100,100,100,100,100,100
D,1,1,1,100,100,100,1,1,1,100,100,100
E,1,1,1,100,100,100,100,100,100,100,100,100
F,1,1,1,100,100,100,100,100,100,1,1,1
G,1,1,1,100,100,100,100,100,100,100,100,100
H,100,100,100,100,100,100,100,100,100,1,1,1
