,1,2,3,4,5,6,7,8,9,10,11,12
A,0.057,0.059,0.063,0.743,0.662,0.599,0.627,0.628,0.513,0.387,0.368,0.325
B,0.123,0.113,0.189,0.333,0.386,0.359,0.067,0.059,0.061,0.363,0.394,0.389
C,0.242,0.273,0.219,0.451,0.505,0.484,0.647,0.716,0.635,0.294,0.331,0.327
D,0.421,0.404,0.406,0.672,0.676,0.694,0.529,0.445,0.427,0.897,1.043,0.839
E,0.722,0.831,0.753,0.682,0.734,0.737,0.6,0.606,0.646,0.69,0.82,0.931
F,1.434,1.033,1.272,0.541,0.633,0.608,0.521,0.536,0.646,0.06,0.063,0.059
G,1.356,1.221,1.286,0.437,0.466,0.435,0.5,0.577,0.625,0.268,0.32,0.279
H,0.668,0.703,0.634,0.588,0.514,0.52,0.323,0.291,0.319,0.786,0.791,0.684
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,312-80,312-80,312-80,613-20,613-20,613-20,620-20,620-20,620-20
B,Std 1,Std 1,Std 1,312-120,312-120,312-120,ChkStd 0,ChkStd 0,ChkStd 0,620-40,620-40,620-40
C,Std 2,Std 2,Std 2,313-10,313-10,313-10,613-20 Dup,613-20 Dup,613-20 Dup,620-80,620-80,620-80
D,Std 3,Std 3,Std 3,313-20,313-20,313-20,ChkStd 3,ChkStd 3,ChkStd 3,312-40 Spike,312-40 Spike,312-40 Spike
E,Std 4,Std 4,Std 4,313-40,313-40,313-40,613-40,613-40,613-40,613-40 Spike,613-40 Spike,613-40 Spike
F,Std 5,Std 5,Std 5,313-80,313-80,313-80,613-80,613-80,613-80,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,313-120,313-120,313-120,613-120,613-120,613-120,620-80 Dup,620-80 Dup,620-80 Dup
H,312-40,312-40,312-40,613-10,613-10,613-10,620-10,620-10,620-10,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,100,100,100,100,100,100,100,100,100
B,1,1,1,100,100,100,1,1,1,100,100,100
C,1,1,1,100,100,100,100,100,100,100,100,100
D,1,1,1,100,100,100,1,1,1,100,100,100
E,1,1,1,100,100,100,100,100,100,100,100,100
F,1,1,1,100,100,100,100,100,100,1,1,1
G,1,1,1,100,100,100,100,100,100,100,100,100
H,100,100,100,100,100,100,100,100,100,1,1,1
