"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.813,"L12-80",50,"Ok",3416.81464429914,3416.81464429914,"Within_Range"
"2","A05",0.725,"L12-80",50,"Ok",2996.61401612671,2996.61401612671,"Within_Range"
"3","A06",0.862,"L12-80",50,"Ok",3650.78999407696,3650.78999407696,"Within_Range"
"4","A07",1.045,"L15-40",50,"Ok",4524.61630039007,4524.61630039007,"Within_Range"
"5","A08",0.893,"L15-40",50,"Ok",3798.81521536497,3798.81521536497,"Within_Range"
"6","A09",0.857,"L15-40",50,"Ok",3626.91495838535,3626.91495838535,"Within_Range"
"7","A10",1.051,"L17-20",50,"Ok",4553.26634322001,4553.26634322001,"Within_Range"
"8","A11",1.047,"L17-20",50,"Ok",4534.16631466672,4534.16631466672,"Within_Range"
"9","A12",0.856,"L17-20",50,"Ok",3622.13995124702,3622.13995124702,"Within_Range"
"10","B04",1.159,"L13-20",50,"Dilute",5068.96711415889,5068.96711415889,"adl"
"11","B05",0.89,"L13-20",50,"Ok",3784.49019395001,3784.49019395001,"Within_Range"
"12","B06",0.985,"L13-20",50,"Ok",4238.11587209069,4238.11587209069,"Within_Range"
"13","B10",0.802,"L17-40",50,"Ok",3364.28956577758,3364.28956577758,"Within_Range"
"14","B11",0.66,"L17-40",50,"Ok",2686.23855213572,2686.23855213572,"Within_Range"
"15","B12",0.845,"L17-40",50,"Ok",3569.61487272547,3569.61487272547,"Within_Range"
"16","C04",0.874,"L13-40",50,"Ok",3708.09007973684,3708.09007973684,"Within_Range"
"17","C05",0.913,"L13-40",50,"Ok",3894.31535813144,3894.31535813144,"Within_Range"
"18","C06",0.955,"L13-40",50,"Ok",4094.865657941,4094.865657941,"Within_Range"
"19","C07",0.803,"L15-40 Dup",50,"Ok",3369.06457291591,3369.06457291591,"Within_Range"
"20","C08",0.99,"L15-40 Dup",50,"Ok",4261.99090778231,4261.99090778231,"Within_Range"
"21","C09",0.761,"L15-40 Dup",50,"Ok",3168.51427310634,3168.51427310634,"Within_Range"
"22","C10",0.883,"L17-80",50,"Ok",3751.06514398175,3751.06514398175,"Within_Range"
"23","C11",0.721,"L17-80",50,"Ok",2977.51398757342,2977.51398757342,"Within_Range"
"24","C12",0.894,"L17-80",50,"Ok",3803.5902225033,3803.5902225033,"Within_Range"
"25","D04",0.923,"L13-80",50,"Ok",3942.06542951467,3942.06542951467,"Within_Range"
"26","D05",0.643,"L13-80",50,"Ok",2605.06343078422,2605.06343078422,"Within_Range"
"27","D06",0.961,"L13-80",50,"Ok",4123.51570077094,4123.51570077094,"Within_Range"
"28","D10",1.172,"L12-40 Spike",50,"Dilute",5131.04220695709,5131.04220695709,"adl"
"29","D11",1.079,"L12-40 Spike",50,"Ok",4686.96654309305,4686.96654309305,"Within_Range"
"30","D12",1.027,"L12-40 Spike",50,"Ok",4438.66617190026,4438.66617190026,"Within_Range"
"31","E04",1.047,"L14-20",50,"Ok",4534.16631466672,4534.16631466672,"Within_Range"
"32","E05",0.848,"L14-20",50,"Ok",3583.93989414044,3583.93989414044,"Within_Range"
"33","E06",0.901,"L14-20",50,"Ok",3837.01527247156,3837.01527247156,"Within_Range"
"34","E07",0.862,"L15-80",50,"Ok",3650.78999407696,3650.78999407696,"Within_Range"
"35","E08",0.667,"L15-80",50,"Ok",2719.66360210398,2719.66360210398,"Within_Range"
"36","E09",0.613,"L15-80",50,"Ok",2461.81321663453,2461.81321663453,"Within_Range"
"37","E10",0.824,"L15-80 Spike",50,"Ok",3469.33972282069,3469.33972282069,"Within_Range"
"38","E11",0.949,"L15-80 Spike",50,"Ok",4066.21561511106,4066.21561511106,"Within_Range"
"39","E12",0.804,"L15-80 Spike",50,"Ok",3373.83958005423,3373.83958005423,"Within_Range"
"40","F04",0.849,"L14-40",50,"Ok",3588.71490127876,3588.71490127876,"Within_Range"
"41","F05",0.922,"L14-40",50,"Ok",3937.29042237634,3937.29042237634,"Within_Range"
"42","F06",0.861,"L14-40",50,"Ok",3646.01498693864,3646.01498693864,"Within_Range"
"43","F07",1.214,"L16-20",50,"Dilute",5331.59250676666,5331.59250676666,"adl"
"44","F08",0.975,"L16-20",50,"Ok",4190.36580070746,4190.36580070746,"Within_Range"
"45","F09",1.112,"L16-20",50,"Ok",4844.54177865771,4844.54177865771,"Within_Range"
"46","G04",0.869,"L14-80",50,"Ok",3684.21504404522,3684.21504404522,"Within_Range"
"47","G05",0.814,"L14-80",50,"Ok",3421.58965143746,3421.58965143746,"Within_Range"
"48","G06",0.68,"L14-80",50,"Ok",2781.73869490218,2781.73869490218,"Within_Range"
"49","G07",1.075,"L16-40",50,"Ok",4667.86651453976,4667.86651453976,"Within_Range"
"50","G08",1.091,"L16-40",50,"Ok",4744.26662875293,4744.26662875293,"Within_Range"
"51","G09",0.96,"L16-40",50,"Ok",4118.74069363262,4118.74069363262,"Within_Range"
"52","G10",0.799,"L17-80 Dup",50,"Ok",3349.96454436261,3349.96454436261,"Within_Range"
"53","G11",0.837,"L17-80 Dup",50,"Ok",3531.41481561889,3531.41481561889,"Within_Range"
"54","G12",0.862,"L17-80 Dup",50,"Ok",3650.78999407696,3650.78999407696,"Within_Range"
"55","H01",0.74,"L12-40",50,"Ok",3068.23912320156,3068.23912320156,"Within_Range"
"56","H02",0.86,"L12-40",50,"Ok",3641.23997980032,3641.23997980032,"Within_Range"
"57","H03",0.786,"L12-40",50,"Ok",3287.88945156441,3287.88945156441,"Within_Range"
"58","H04",0.962,"L15-20",50,"Ok",4128.29070790926,4128.29070790926,"Within_Range"
"59","H05",1.194,"L15-20",50,"Dilute",5236.0923640002,5236.0923640002,"adl"
"60","H06",1.126,"L15-20",50,"Ok",4911.39187859423,4911.39187859423,"Within_Range"
"61","H07",0.928,"L16-80",50,"Ok",3965.94046520628,3965.94046520628,"Within_Range"
"62","H08",0.811,"L16-80",50,"Ok",3407.26463002249,3407.26463002249,"Within_Range"
"63","H09",0.974,"L16-80",50,"Ok",4185.59079356914,4185.59079356914,"Within_Range"
