"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.164,"P3A-40",50,"Ok",329.956188389923,329.956188389923,"Within_Range"
"2","A05",0.164,"P3A-40",50,"Ok",329.956188389923,329.956188389923,"Within_Range"
"3","A06",0.16,"P3A-40",50,"Ok",312.355274147649,312.355274147649,"Within_Range"
"4","A07",0.585,"P5A-40",50,"Ok",2182.45241238928,2182.45241238928,"Within_Range"
"5","A08",0.795,"P5A-40",50,"Ok",3106.50041010868,3106.50041010868,"Within_Range"
"6","A09",0.749,"P5A-40",50,"Ok",2904.08989632252,2904.08989632252,"Within_Range"
"7","A10",0.734,"P6B-20",50,"Ok",2838.086467914,2838.086467914,"Within_Range"
"8","A11",0.686,"P6B-20",50,"Ok",2626.87549700671,2626.87549700671,"Within_Range"
"9","A12",0.742,"P6B-20",50,"Ok",2873.28829639854,2873.28829639854,"Within_Range"
"10","B04",0.061,"P3B-20",50,"Ok",-123.267353348637,0,"bdl"
"11","B05",0.063,"P3B-20",50,"Ok",-114.4668962275,0,"bdl"
"12","B06",0.066,"P3B-20",50,"Ok",-101.266210545794,0,"bdl"
"13","B10",0.652,"P6B-40",50,"Ok",2477.26772594738,2477.26772594738,"Within_Range"
"14","B11",0.713,"P6B-40",50,"Ok",2745.68166814206,2745.68166814206,"Within_Range"
"15","B12",0.702,"P6B-40",50,"Ok",2697.2791539758,2697.2791539758,"Within_Range"
"16","C04",0.19,"P3B-40",50,"Ok",444.362130964706,444.362130964706,"Within_Range"
"17","C05",0.193,"P3B-40",50,"Ok",457.562816646411,457.562816646411,"Within_Range"
"18","C06",0.18,"P3B-40",50,"Ok",400.35984535902,400.35984535902,"Within_Range"
"19","C07",0.668,"P5A-40 Dup",50,"Ok",2547.67138291647,2547.67138291647,"Within_Range"
"20","C08",0.716,"P5A-40 Dup",50,"Ok",2758.88235382376,2758.88235382376,"Within_Range"
"21","C09",0.767,"P5A-40 Dup",50,"Ok",2983.29401041276,2983.29401041276,"Within_Range"
"22","C10",0.606,"P7A-20",50,"Ok",2274.85721216122,2274.85721216122,"Within_Range"
"23","C11",0.704,"P7A-20",50,"Ok",2706.07961109694,2706.07961109694,"Within_Range"
"24","C12",0.828,"P7A-20",50,"Ok",3251.70795260744,3251.70795260744,"Within_Range"
"25","D04",0.692,"P4A-20",50,"Ok",2653.27686837012,2653.27686837012,"Within_Range"
"26","D05",0.615,"P4A-20",50,"Ok",2314.45926920634,2314.45926920634,"Within_Range"
"27","D06",0.568,"P4A-20",50,"Ok",2107.64852685962,2107.64852685962,"Within_Range"
"28","D10",0.237,"P3A-20 Spike",50,"Ok",651.172873311427,651.172873311427,"Within_Range"
"29","D11",0.175,"P3A-20 Spike",50,"Ok",378.358702556177,378.358702556177,"Within_Range"
"30","D12",0.226,"P3A-20 Spike",50,"Ok",602.770359145174,602.770359145174,"Within_Range"
"31","E04",0.29,"P4A-40",50,"Ok",884.384987021561,884.384987021561,"Within_Range"
"32","E05",0.291,"P4A-40",50,"Ok",888.785215582129,888.785215582129,"Within_Range"
"33","E06",0.269,"P4A-40",50,"Ok",791.980187249621,791.980187249621,"Within_Range"
"34","E07",0.711,"P5B-20",50,"Ok",2736.88121102092,2736.88121102092,"Within_Range"
"35","E08",0.813,"P5B-20",50,"Ok",3185.70452419891,3185.70452419891,"Within_Range"
"36","E09",1.017,"P5B-20",50,"Ok",4083.3511505549,4083.3511505549,"Within_Range"
"37","E10",0.899,"P5B-20 Spike",50,"Ok",3564.12418040781,3564.12418040781,"Within_Range"
"38","E11",0.923,"P5B-20 Spike",50,"Ok",3669.72966586145,3669.72966586145,"Within_Range"
"39","E12",0.888,"P5B-20 Spike",50,"Ok",3515.72166624155,3515.72166624155,"Within_Range"
"40","F04",0.751,"P4B-20",50,"Ok",2912.89035344366,2912.89035344366,"Within_Range"
"41","F05",0.591,"P4B-20",50,"Ok",2208.85378375269,2208.85378375269,"Within_Range"
"42","F06",0.466,"P4B-20",50,"Ok",1658.82521368163,1658.82521368163,"Within_Range"
"43","F07",0.779,"P5B-40",50,"Ok",3036.09675313958,3036.09675313958,"Within_Range"
"44","F08",0.739,"P5B-40",50,"Ok",2860.08761071684,2860.08761071684,"Within_Range"
"45","F09",0.796,"P5B-40",50,"Ok",3110.90063866925,3110.90063866925,"Within_Range"
"46","G04",0.668,"P4B-40",50,"Ok",2547.67138291647,2547.67138291647,"Within_Range"
"47","G05",0.689,"P4B-40",50,"Ok",2640.07618268841,2640.07618268841,"Within_Range"
"48","G06",0.529,"P4B-40",50,"Ok",1936.03961299744,1936.03961299744,"Within_Range"
"49","G07",0.592,"P6A-20",50,"Ok",2213.25401231326,2213.25401231326,"Within_Range"
"50","G08",0.714,"P6A-20",50,"Ok",2750.08189670263,2750.08189670263,"Within_Range"
"51","G09",0.69,"P6A-20",50,"Ok",2644.47641124898,2644.47641124898,"Within_Range"
"52","G10",0.782,"P7A-20 Dup",50,"Ok",3049.29743882129,3049.29743882129,"Within_Range"
"53","G11",0.747,"P7A-20 Dup",50,"Ok",2895.28943920139,2895.28943920139,"Within_Range"
"54","G12",0.784,"P7A-20 Dup",50,"Ok",3058.09789594242,3058.09789594242,"Within_Range"
"55","H01",0.147,"P3A-20",50,"Ok",255.152302860258,255.152302860258,"Within_Range"
"56","H02",0.168,"P3A-20",50,"Ok",347.557102632198,347.557102632198,"Within_Range"
"57","H03",0.132,"P3A-20",50,"Ok",189.14887445173,189.14887445173,"Within_Range"
"58","H04",0.895,"P5A-20",50,"Ok",3546.52326616553,3546.52326616553,"Within_Range"
"59","H05",0.829,"P5A-20",50,"Ok",3256.10818116801,3256.10818116801,"Within_Range"
"60","H06",0.797,"P5A-20",50,"Ok",3115.30086722982,3115.30086722982,"Within_Range"
"61","H07",0.756,"P6A-40",50,"Ok",2934.89149624651,2934.89149624651,"Within_Range"
"62","H08",0.613,"P6A-40",50,"Ok",2305.6588120852,2305.6588120852,"Within_Range"
"63","H09",0.744,"P6A-40",50,"Ok",2882.08875351968,2882.08875351968,"Within_Range"
