"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.803,"L18-40",50,"Ok",2827.43498785684,2827.43498785684,"Within_Range"
"2","A05",1.016,"L18-40",50,"Ok",3660.326258225,3660.326258225,"Within_Range"
"3","A06",0.879,"L18-40",50,"Ok",3124.61684958444,3124.61684958444,"Within_Range"
"4","A07",0.538,"P1A-20",50,"Ok",1791.20875946452,1791.20875946452,"Within_Range"
"5","A08",0.616,"P1A-20",50,"Ok",2096.21119650075,2096.21119650075,"Within_Range"
"6","A09",0.633,"P1A-20",50,"Ok",2162.68608662403,2162.68608662403,"Within_Range"
"7","A10",0.754,"P2A-40",50,"Ok",2635.83089279562,2635.83089279562,"Within_Range"
"8","A11",0.838,"P2A-40",50,"Ok",2964.29505575771,2964.29505575771,"Within_Range"
"9","A12",0.697,"P2A-40",50,"Ok",2412.94449649991,2412.94449649991,"Within_Range"
"10","B04",0.686,"L18-80",50,"Ok",2369.93133230249,2369.93133230249,"Within_Range"
"11","B05",0.73,"L18-80",50,"Ok",2541.98398909216,2541.98398909216,"Within_Range"
"12","B06",0.729,"L18-80",50,"Ok",2538.07370143785,2538.07370143785,"Within_Range"
"13","B10",0.75,"P2B-20",50,"Ok",2620.18974217837,2620.18974217837,"Within_Range"
"14","B11",0.667,"P2B-20",50,"Ok",2295.63586687059,2295.63586687059,"Within_Range"
"15","B12",0.662,"P2B-20",50,"Ok",2276.08442859904,2276.08442859904,"Within_Range"
"16","C04",1.029,"L19-20",50,"Ok",3711.15999773103,3711.15999773103,"Within_Range"
"17","C05",0.909,"L19-20",50,"Ok",3241.92547921376,3241.92547921376,"Within_Range"
"18","C06",1.002,"L19-20",50,"Ok",3605.58223106465,3605.58223106465,"Within_Range"
"19","C07",0.49,"P1A-20 Dup",50,"Ok",1603.51495205761,1603.51495205761,"Within_Range"
"20","C08",0.598,"P1A-20 Dup",50,"Ok",2025.82601872316,2025.82601872316,"Within_Range"
"21","C09",0.612,"P1A-20 Dup",50,"Ok",2080.57004588351,2080.57004588351,"Within_Range"
"22","C10",0.723,"P2B-40",50,"Ok",2514.61197551199,2514.61197551199,"Within_Range"
"23","C11",0.6,"P2B-40",50,"Ok",2033.64659403178,2033.64659403178,"Within_Range"
"24","C12",0.715,"P2B-40",50,"Ok",2483.3296742775,2483.3296742775,"Within_Range"
"25","D04",1.07,"L19-40",50,"Ok",3871.48179155777,3871.48179155777,"Within_Range"
"26","D05",0.78,"L19-40",50,"Ok",2737.49837180769,2737.49837180769,"Within_Range"
"27","D06",1.067,"L19-40",50,"Ok",3859.75092859484,3859.75092859484,"Within_Range"
"28","D10",0.807,"L18-20 Spike",50,"Ok",2843.07613847408,2843.07613847408,"Within_Range"
