"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.983,"L7-20",50,"Ok",4029.67790168378,4029.67790168378,"Within_Range"
"2","A05",1.053,"L7-20",50,"Ok",4342.12726308501,4342.12726308501,"Within_Range"
"3","A06",0.912,"L7-20",50,"Ok",3712.76497797681,3712.76497797681,"Within_Range"
"4","A07",0.697,"L9-80",50,"Ok",2753.09908224445,2753.09908224445,"Within_Range"
"5","A08",0.969,"L9-80",50,"Ok",3967.18802940353,3967.18802940353,"Within_Range"
"6","A09",0.848,"L9-80",50,"Ok",3427.09699040997,3427.09699040997,"Within_Range"
"7","A10",0.892,"L11-40",50,"Ok",3623.49373186218,3623.49373186218,"Within_Range"
"8","A11",0.634,"L11-40",50,"Ok",2471.89465698334,2471.89465698334,"Within_Range"
"9","A12",0.707,"L11-40",50,"Ok",2797.73470530177,2797.73470530177,"Within_Range"
"10","B04",0.789,"L7-40",50,"Ok",3163.74681437179,3163.74681437179,"Within_Range"
"11","B05",0.761,"L7-40",50,"Ok",3038.76706981129,3038.76706981129,"Within_Range"
"12","B06",0.748,"L7-40",50,"Ok",2980.74075983678,2980.74075983678,"Within_Range"
"13","B10",0.798,"L11-80",50,"Ok",3203.91887512337,3203.91887512337,"Within_Range"
"14","B11",0.796,"L11-80",50,"Ok",3194.99175051191,3194.99175051191,"Within_Range"
"15","B12",0.747,"L11-80",50,"Ok",2976.27719753105,2976.27719753105,"Within_Range"
"16","C04",0.767,"L7-80",50,"Ok",3065.54844364568,3065.54844364568,"Within_Range"
"17","C05",0.675,"L7-80",50,"Ok",2654.90071151835,2654.90071151835,"Within_Range"
"18","C06",0.711,"L7-80",50,"Ok",2815.5889545247,2815.5889545247,"Within_Range"
"19","C07",0.77,"L9-80 Dup",50,"Ok",3078.93913056288,3078.93913056288,"Within_Range"
"20","C08",0.76,"L9-80 Dup",50,"Ok",3034.30350750556,3034.30350750556,"Within_Range"
"21","C09",0.723,"L9-80 Dup",50,"Ok",2869.15170219348,2869.15170219348,"Within_Range"
"22","C10",0.989,"L12-20",50,"Ok",4056.45927551817,4056.45927551817,"Within_Range"
"23","C11",1.029,"L12-20",50,"Ok",4235.00176774745,4235.00176774745,"Within_Range"
"24","C12",0.858,"L12-20",50,"Ok",3471.73261346729,3471.73261346729,"Within_Range"
"25","D04",0.946,"L8-20",50,"Ok",3864.5260963717,3864.5260963717,"Within_Range"
"26","D05",1.045,"L8-20",50,"Ok",4306.41876463916,4306.41876463916,"Within_Range"
"27","D06",0.953,"L8-20",50,"Ok",3895.77103251182,3895.77103251182,"Within_Range"
"28","D10",0.83,"L6-80 Spike",50,"Ok",3346.7528689068,3346.7528689068,"Within_Range"
"29","D11",0.786,"L6-80 Spike",50,"Ok",3150.35612745459,3150.35612745459,"Within_Range"
"30","D12",0.981,"L6-80 Spike",50,"Ok",4020.75077707232,4020.75077707232,"Within_Range"
"31","E04",1.003,"L8-40",50,"Ok",4118.94914779842,4118.94914779842,"Within_Range"
"32","E05",0.882,"L8-40",50,"Ok",3578.85810880486,3578.85810880486,"Within_Range"
"33","E06",0.765,"L8-40",50,"Ok",3056.62131903422,3056.62131903422,"Within_Range"
"34","E07",1.246,"L10-20",50,"Dilute",5203.59478809128,5203.59478809128,"adl"
"35","E08",1.12,"L10-20",50,"Ok",4641.18593756905,4641.18593756905,"Within_Range"
"36","E09",1.055,"L10-20",50,"Ok",4351.05438769648,4351.05438769648,"Within_Range"
"37","E10",0.915,"L10-20 Spike",50,"Ok",3726.15566489401,3726.15566489401,"Within_Range"
"38","E11",0.884,"L10-20 Spike",50,"Ok",3587.78523341632,3587.78523341632,"Within_Range"
"39","E12",0.943,"L10-20 Spike",50,"Ok",3851.1354094545,3851.1354094545,"Within_Range"
"40","F04",0.783,"L8-80",50,"Ok",3136.9654405374,3136.9654405374,"Within_Range"
"41","F05",0.78,"L8-80",50,"Ok",3123.5747536202,3123.5747536202,"Within_Range"
"42","F06",0.761,"L8-80",50,"Ok",3038.76706981129,3038.76706981129,"Within_Range"
"43","F07",0.537,"L10-40",50,"Ok",2038.92911332734,2038.92911332734,"Within_Range"
"44","F08",0.608,"L10-40",50,"Ok",2355.84203703431,2355.84203703431,"Within_Range"
"45","F09",0.713,"L10-40",50,"Ok",2824.51607913616,2824.51607913616,"Within_Range"
"46","G04",0.816,"L9-20",50,"Ok",3284.26299662655,3284.26299662655,"Within_Range"
"47","G05",0.903,"L9-20",50,"Ok",3672.59291722523,3672.59291722523,"Within_Range"
"48","G06",0.736,"L9-20",50,"Ok",2927.178012168,2927.178012168,"Within_Range"
"49","G07",0.842,"L10-80",50,"Ok",3400.31561657558,3400.31561657558,"Within_Range"
"50","G08",0.85,"L10-80",50,"Ok",3436.02411502143,3436.02411502143,"Within_Range"
"51","G09",0.752,"L10-80",50,"Ok",2998.59500905971,2998.59500905971,"Within_Range"
"52","G10",0.832,"L12-20 Dup",50,"Ok",3355.67999351826,3355.67999351826,"Within_Range"
"53","G11",0.797,"L12-20 Dup",50,"Ok",3199.45531281764,3199.45531281764,"Within_Range"
"54","G12",0.864,"L12-20 Dup",50,"Ok",3498.51398730168,3498.51398730168,"Within_Range"
"55","H01",0.905,"L6-80",50,"Ok",3681.52004183669,3681.52004183669,"Within_Range"
"56","H02",0.789,"L6-80",50,"Ok",3163.74681437179,3163.74681437179,"Within_Range"
"57","H03",0.652,"L6-80",50,"Ok",2552.23877848651,2552.23877848651,"Within_Range"
"58","H04",0.87,"L9-40",50,"Ok",3525.29536113607,3525.29536113607,"Within_Range"
"59","H05",0.881,"L9-40",50,"Ok",3574.39454649912,3574.39454649912,"Within_Range"
