"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"40","F04",0.624,"P8B-40",50,"Ok",2194.06783139119,2194.06783139119,"Within_Range"
"41","F05",0.529,"P8B-40",50,"Ok",1806.54482584019,1806.54482584019,"Within_Range"
"42","F06",0.566,"P8B-40",50,"Ok",1957.47483852848,1957.47483852848,"Within_Range"
"43","F07",0.696,"P10A-20",50,"Ok",2487.76947770353,2487.76947770353,"Within_Range"
"44","F08",0.575,"P10A-20",50,"Ok",1994.18754431752,1994.18754431752,"Within_Range"
"45","F09",0.681,"P10A-20",50,"Ok",2426.58163472179,2426.58163472179,"Within_Range"
"46","G04",0.649,"P9A-20",50,"Ok",2296.04756969409,2296.04756969409,"Within_Range"
"47","G05",0.598,"P9A-20",50,"Ok",2088.00890355618,2088.00890355618,"Within_Range"
"48","G06",0.604,"P9A-20",50,"Ok",2112.48404074888,2112.48404074888,"Within_Range"
"49","G07",0.755,"P10A-40",50,"Ok",2728.44166009836,2728.44166009836,"Within_Range"
"50","G08",0.63,"P10A-40",50,"Ok",2218.54296858389,2218.54296858389,"Within_Range"
"51","G09",0.561,"P10A-40",50,"Ok",1937.0788908679,1937.0788908679,"Within_Range"
"52","G10",0.663,"P11A-40 Dup",50,"Ok",2353.15622314371,2353.15622314371,"Within_Range"
"53","G11",0.706,"P11A-40 Dup",50,"Ok",2528.56137302469,2528.56137302469,"Within_Range"
"54","G12",0.629,"P11A-40 Dup",50,"Ok",2214.46377905177,2214.46377905177,"Within_Range"
"55","H01",0.622,"P7A-40",50,"Ok",2185.90945232696,2185.90945232696,"Within_Range"
"56","H02",0.798,"P7A-40",50,"Ok",2903.84680997934,2903.84680997934,"Within_Range"
"57","H03",0.812,"P7A-40",50,"Ok",2960.95546342896,2960.95546342896,"Within_Range"
"58","H04",0.661,"P9A-40",50,"Ok",2344.99784407948,2344.99784407948,"Within_Range"
"59","H05",0.685,"P9A-40",50,"Ok",2442.89839285026,2442.89839285026,"Within_Range"
"60","H06",0.566,"P9A-40",50,"Ok",1957.47483852848,1957.47483852848,"Within_Range"
"61","H07",0.628,"P10B-20",50,"Ok",2210.38458951966,2210.38458951966,"Within_Range"
"62","H08",0.585,"P10B-20",50,"Ok",2034.97943963868,2034.97943963868,"Within_Range"
"63","H09",0.721,"P10B-20",50,"Ok",2589.74921600642,2589.74921600642,"Within_Range"
