"","IDs","H2S_Conc_Final","H2S_info"
"49","L5-20",3851.01532755705,"Within_Range"
"50","L5-20",3893.57587916884,"Within_Range"
"51","L5-20",3229.63127402494,"Within_Range"
"52","L6-40 Dup",3229.63127402494,"Within_Range"
"53","L6-40 Dup",3250.91154983083,"Within_Range"
"54","L6-40 Dup",2791.25759242352,"Within_Range"
"55","L1-20",3723.33367272169,"Within_Range"
"56","L1-20",3565.85963175807,"Within_Range"
"57","L1-20",2863.61053016356,"Within_Range"
"58","L3-80",3442.43403208388,"Within_Range"
"59","L3-80",3123.22989499547,"Within_Range"
"60","L3-80",2744.44098565055,"Within_Range"
"61","L5-40",3961.6727617477,"Within_Range"
"62","L5-40",3076.4132882225,"Within_Range"
"63","L5-40",3284.95999112026,"Within_Range"
"64","L7-20",4029.67790168378,"Within_Range"
"65","L7-20",4342.12726308501,"Within_Range"
"66","L7-20",3712.76497797681,"Within_Range"
"67","L9-80",2753.09908224445,"Within_Range"
"68","L9-80",3967.18802940353,"Within_Range"
"69","L9-80",3427.09699040997,"Within_Range"
"70","L11-40",3623.49373186218,"Within_Range"
"71","L11-40",2471.89465698334,"Within_Range"
"72","L11-40",2797.73470530177,"Within_Range"
"73","L7-40",3163.74681437179,"Within_Range"
"74","L7-40",3038.76706981129,"Within_Range"
"75","L7-40",2980.74075983678,"Within_Range"
"76","L11-80",3203.91887512337,"Within_Range"
"77","L11-80",3194.99175051191,"Within_Range"
"78","L11-80",2976.27719753105,"Within_Range"
"79","L7-80",3065.54844364568,"Within_Range"
"80","L7-80",2654.90071151835,"Within_Range"
"81","L7-80",2815.5889545247,"Within_Range"
"82","L9-80 Dup",3078.93913056288,"Within_Range"
"83","L9-80 Dup",3034.30350750556,"Within_Range"
"84","L9-80 Dup",2869.15170219348,"Within_Range"
"85","L12-20",4056.45927551817,"Within_Range"
"86","L12-20",4235.00176774745,"Within_Range"
"87","L12-20",3471.73261346729,"Within_Range"
"88","L8-20",3864.5260963717,"Within_Range"
"89","L8-20",4306.41876463916,"Within_Range"
"90","L8-20",3895.77103251182,"Within_Range"
"91","L6-80 Spike",3346.7528689068,"Within_Range"
"92","L6-80 Spike",3150.35612745459,"Within_Range"
"93","L6-80 Spike",4020.75077707232,"Within_Range"
"94","L8-40",4118.94914779842,"Within_Range"
"95","L8-40",3578.85810880486,"Within_Range"
"96","L8-40",3056.62131903422,"Within_Range"
"97","L10-20",5203.59478809128,"adl"
"98","L10-20",4641.18593756905,"Within_Range"
"99","L10-20",4351.05438769648,"Within_Range"
"100","L10-20 Spike",3726.15566489401,"Within_Range"
"101","L10-20 Spike",3587.78523341632,"Within_Range"
"102","L10-20 Spike",3851.1354094545,"Within_Range"
"103","L8-80",3136.9654405374,"Within_Range"
"104","L8-80",3123.5747536202,"Within_Range"
"105","L8-80",3038.76706981129,"Within_Range"
"106","L10-40",2038.92911332734,"Within_Range"
"107","L10-40",2355.84203703431,"Within_Range"
"108","L10-40",2824.51607913616,"Within_Range"
"109","L9-20",3284.26299662655,"Within_Range"
"110","L9-20",3672.59291722523,"Within_Range"
"111","L9-20",2927.178012168,"Within_Range"
"112","L10-80",3400.31561657558,"Within_Range"
"113","L10-80",3436.02411502143,"Within_Range"
"114","L10-80",2998.59500905971,"Within_Range"
"115","L12-20 Dup",3355.67999351826,"Within_Range"
"116","L12-20 Dup",3199.45531281764,"Within_Range"
"117","L12-20 Dup",3498.51398730168,"Within_Range"
"118","L6-80",3681.52004183669,"Within_Range"
"119","L6-80",3163.74681437179,"Within_Range"
"120","L6-80",2552.23877848651,"Within_Range"
"121","L9-40",3525.29536113607,"Within_Range"
"122","L9-40",3574.39454649912,"Within_Range"
"123","L9-40",2989.66788444824,"Within_Range"
"124","L11-20",1891.63155723819,"Within_Range"
"125","L11-20",1793.43318651209,"Within_Range"
"126","L11-20",1931.80361798978,"Within_Range"
"127","L12-80",3416.81464429914,"Within_Range"
"128","L12-80",2996.61401612671,"Within_Range"
"129","L12-80",3650.78999407696,"Within_Range"
"130","L15-40",4524.61630039007,"Within_Range"
"131","L15-40",3798.81521536497,"Within_Range"
"132","L15-40",3626.91495838535,"Within_Range"
"133","L17-20",4553.26634322001,"Within_Range"
"134","L17-20",4534.16631466672,"Within_Range"
"135","L17-20",3622.13995124702,"Within_Range"
"136","L13-20",5068.96711415889,"adl"
"137","L13-20",3784.49019395001,"Within_Range"
"138","L13-20",4238.11587209069,"Within_Range"
"139","L17-40",3364.28956577758,"Within_Range"
"140","L17-40",2686.23855213572,"Within_Range"
"141","L17-40",3569.61487272547,"Within_Range"
"142","L13-40",3708.09007973684,"Within_Range"
"143","L13-40",3894.31535813144,"Within_Range"
"144","L13-40",4094.865657941,"Within_Range"
"145","L15-40 Dup",3369.06457291591,"Within_Range"
"146","L15-40 Dup",4261.99090778231,"Within_Range"
"147","L15-40 Dup",3168.51427310634,"Within_Range"
"148","L17-80",3751.06514398175,"Within_Range"
"149","L17-80",2977.51398757342,"Within_Range"
"150","L17-80",3803.5902225033,"Within_Range"
"151","L13-80",3942.06542951467,"Within_Range"
"152","L13-80",2605.06343078422,"Within_Range"
"153","L13-80",4123.51570077094,"Within_Range"
"154","L12-40 Spike",5131.04220695709,"adl"
"155","L12-40 Spike",4686.96654309305,"Within_Range"
"156","L12-40 Spike",4438.66617190026,"Within_Range"
"157","L14-20",4534.16631466672,"Within_Range"
"158","L14-20",3583.93989414044,"Within_Range"
"159","L14-20",3837.01527247156,"Within_Range"
"160","L15-80",3650.78999407696,"Within_Range"
"161","L15-80",2719.66360210398,"Within_Range"
"162","L15-80",2461.81321663453,"Within_Range"
"163","L15-80 Spike",3469.33972282069,"Within_Range"
"164","L15-80 Spike",4066.21561511106,"Within_Range"
"165","L15-80 Spike",3373.83958005423,"Within_Range"
"166","L14-40",3588.71490127876,"Within_Range"
"167","L14-40",3937.29042237634,"Within_Range"
"168","L14-40",3646.01498693864,"Within_Range"
"169","L16-20",5331.59250676666,"adl"
"170","L16-20",4190.36580070746,"Within_Range"
"171","L16-20",4844.54177865771,"Within_Range"
"172","L14-80",3684.21504404522,"Within_Range"
"173","L14-80",3421.58965143746,"Within_Range"
"174","L14-80",2781.73869490218,"Within_Range"
"175","L16-40",4667.86651453976,"Within_Range"
"176","L16-40",4744.26662875293,"Within_Range"
"177","L16-40",4118.74069363262,"Within_Range"
"178","L17-80 Dup",3349.96454436261,"Within_Range"
"179","L17-80 Dup",3531.41481561889,"Within_Range"
"180","L17-80 Dup",3650.78999407696,"Within_Range"
"181","L12-40",3068.23912320156,"Within_Range"
"182","L12-40",3641.23997980032,"Within_Range"
"183","L12-40",3287.88945156441,"Within_Range"
"184","L15-20",4128.29070790926,"Within_Range"
"185","L15-20",5236.0923640002,"adl"
"186","L15-20",4911.39187859423,"Within_Range"
"187","L16-80",3965.94046520628,"Within_Range"
"188","L16-80",3407.26463002249,"Within_Range"
"189","L16-80",4185.59079356914,"Within_Range"
"190","L18-40",2827.43498785684,"Within_Range"
"191","L18-40",3660.326258225,"Within_Range"
"192","L18-40",3124.61684958444,"Within_Range"
"193","P1A-20",1791.20875946452,"Within_Range"
"194","P1A-20",2096.21119650075,"Within_Range"
"195","P1A-20",2162.68608662403,"Within_Range"
"196","P2A-40",2635.83089279562,"Within_Range"
"197","P2A-40",2964.29505575771,"Within_Range"
"198","P2A-40",2412.94449649991,"Within_Range"
"199","L18-80",2369.93133230249,"Within_Range"
"200","L18-80",2541.98398909216,"Within_Range"
"201","L18-80",2538.07370143785,"Within_Range"
"202","P2B-20",2620.18974217837,"Within_Range"
"203","P2B-20",2295.63586687059,"Within_Range"
"204","P2B-20",2276.08442859904,"Within_Range"
"205","L19-20",3711.15999773103,"Within_Range"
"206","L19-20",3241.92547921376,"Within_Range"
"207","L19-20",3605.58223106465,"Within_Range"
"208","P1A-20 Dup",1603.51495205761,"Within_Range"
"209","P1A-20 Dup",2025.82601872316,"Within_Range"
"210","P1A-20 Dup",2080.57004588351,"Within_Range"
"211","P2B-40",2514.61197551199,"Within_Range"
"212","P2B-40",2033.64659403178,"Within_Range"
"213","P2B-40",2483.3296742775,"Within_Range"
"214","L19-40",3871.48179155777,"Within_Range"
"215","L19-40",2737.49837180769,"Within_Range"
"216","L19-40",3859.75092859484,"Within_Range"
"217","L18-20 Spike",2843.07613847408,"Within_Range"
"218","L18-20 Spike",2635.83089279562,"Within_Range"
"219","L18-20 Spike",2432.49593477146,"Within_Range"
"220","L19-80",3460.90158785516,"Within_Range"
"221","L19-80",3625.1336693362,"Within_Range"
"222","L19-80",3144.168287856,"Within_Range"
"223","P1A-40",2139.22436069817,"Within_Range"
"224","P1A-40",2033.64659403178,"Within_Range"
"225","P1A-40",1802.93962242746,"Within_Range"
"226","P1A-40 Spike",2139.22436069817,"Within_Range"
"227","P1A-40 Spike",2018.00544341454,"Within_Range"
"228","P1A-40 Spike",1928.0688273654,"Within_Range"
"229","L20-20",4129.56077674227,"Within_Range"
"230","L20-20",4239.04883106297,"Within_Range"
"231","L20-20",3195.00202736203,"Within_Range"
"232","P1B-20",2733.58808415338,"Within_Range"
"233","P1B-20",2479.41938662319,"Within_Range"
"234","P1B-20",2651.47204341286,"Within_Range"
"235","L20-40",4090.45790019916,"Within_Range"
"236","L20-40",3077.69339773272,"Within_Range"
"237","L20-40",2893.90987798012,"Within_Range"
"238","P1B-40",2373.84161995681,"Within_Range"
"239","P1B-40",2025.82601872316,"Within_Range"
"240","P1B-40",1971.08199156281,"Within_Range"
"241","P2B-40 Dup",2471.59881131457,"Within_Range"
"242","P2B-40 Dup",2706.21607057321,"Within_Range"
"243","P2B-40 Dup",2495.06053724043,"Within_Range"
"244","L18-20",2979.93620637495,"Within_Range"
"245","L18-20",2800.06297427666,"Within_Range"
"246","L18-20",2706.21607057321,"Within_Range"
"247","L20-80",2839.16585081977,"Within_Range"
"248","L20-80",2948.65390514047,"Within_Range"
"249","L20-80",2714.03664588183,"Within_Range"
"250","P2A-20",2882.17901501718,"Within_Range"
"251","P2A-20",2659.29261872148,"Within_Range"
"252","P2A-20",2639.74118044993,"Within_Range"
"253","P3A-40",329.956188389923,"Within_Range"
"254","P3A-40",329.956188389923,"Within_Range"
"255","P3A-40",312.355274147649,"Within_Range"
"256","P5A-40",2182.45241238928,"Within_Range"
"257","P5A-40",3106.50041010868,"Within_Range"
"258","P5A-40",2904.08989632252,"Within_Range"
"259","P6B-20",2838.086467914,"Within_Range"
"260","P6B-20",2626.87549700671,"Within_Range"
"261","P6B-20",2873.28829639854,"Within_Range"
"262","P3B-20",0,"bdl"
"263","P3B-20",0,"bdl"
"264","P3B-20",0,"bdl"
"265","P6B-40",2477.26772594738,"Within_Range"
"266","P6B-40",2745.68166814206,"Within_Range"
"267","P6B-40",2697.2791539758,"Within_Range"
"268","P3B-40",444.362130964706,"Within_Range"
"269","P3B-40",457.562816646411,"Within_Range"
"270","P3B-40",400.35984535902,"Within_Range"
"271","P5A-40 Dup",2547.67138291647,"Within_Range"
"272","P5A-40 Dup",2758.88235382376,"Within_Range"
"273","P5A-40 Dup",2983.29401041276,"Within_Range"
"274","P7A-20",2274.85721216122,"Within_Range"
"275","P7A-20",2706.07961109694,"Within_Range"
"276","P7A-20",3251.70795260744,"Within_Range"
"277","P4A-20",2653.27686837012,"Within_Range"
"278","P4A-20",2314.45926920634,"Within_Range"
"279","P4A-20",2107.64852685962,"Within_Range"
"280","P3A-20 Spike",651.172873311427,"Within_Range"
"281","P3A-20 Spike",378.358702556177,"Within_Range"
"282","P3A-20 Spike",602.770359145174,"Within_Range"
"283","P4A-40",884.384987021561,"Within_Range"
"284","P4A-40",888.785215582129,"Within_Range"
"285","P4A-40",791.980187249621,"Within_Range"
"286","P5B-20",2736.88121102092,"Within_Range"
"287","P5B-20",3185.70452419891,"Within_Range"
"288","P5B-20",4083.3511505549,"Within_Range"
"289","P5B-20 Spike",3564.12418040781,"Within_Range"
"290","P5B-20 Spike",3669.72966586145,"Within_Range"
"291","P5B-20 Spike",3515.72166624155,"Within_Range"
"292","P4B-20",2912.89035344366,"Within_Range"
"293","P4B-20",2208.85378375269,"Within_Range"
"294","P4B-20",1658.82521368163,"Within_Range"
"295","P5B-40",3036.09675313958,"Within_Range"
"296","P5B-40",2860.08761071684,"Within_Range"
"297","P5B-40",3110.90063866925,"Within_Range"
"298","P4B-40",2547.67138291647,"Within_Range"
"299","P4B-40",2640.07618268841,"Within_Range"
"300","P4B-40",1936.03961299744,"Within_Range"
"301","P6A-20",2213.25401231326,"Within_Range"
"302","P6A-20",2750.08189670263,"Within_Range"
"303","P6A-20",2644.47641124898,"Within_Range"
"304","P7A-20 Dup",3049.29743882129,"Within_Range"
"305","P7A-20 Dup",2895.28943920139,"Within_Range"
"306","P7A-20 Dup",3058.09789594242,"Within_Range"
"307","P3A-20",255.152302860258,"Within_Range"
"308","P3A-20",347.557102632198,"Within_Range"
"309","P3A-20",189.14887445173,"Within_Range"
"310","P5A-20",3546.52326616553,"Within_Range"
"311","P5A-20",3256.10818116801,"Within_Range"
"312","P5A-20",3115.30086722982,"Within_Range"
"313","P6A-40",2934.89149624651,"Within_Range"
"314","P6A-40",2305.6588120852,"Within_Range"
"315","P6A-40",2882.08875351968,"Within_Range"
"316","P7B-20",2871.21329372241,"Within_Range"
"317","P7B-20",2426.58163472179,"Within_Range"
"318","P7B-20",2597.90759507066,"Within_Range"
"319","P9B-20",2051.29619776714,"Within_Range"
"320","P9B-20",1977.87078618905,"Within_Range"
"321","P9B-20",2194.06783139119,"Within_Range"
"322","P10B-40",2761.07517635529,"Within_Range"
"323","P10B-40",2667.25381711662,"Within_Range"
"324","P10B-40",2030.90025010656,"Within_Range"
"325","P7B-40",2430.66082425391,"Within_Range"
"326","P7B-40",2887.53005185088,"Within_Range"
"327","P7B-40",2765.1543658874,"Within_Range"
"328","P11A-20",2985.43060062166,"Within_Range"
"329","P11A-20",3340.32008991573,"Within_Range"
"330","P11A-20",3087.41033892455,"Within_Range"
"331","P8A-20",1280.32937619725,"Within_Range"
"332","P8A-20",1317.0420819863,"Within_Range"
"333","P8A-20",1259.93342853667,"Within_Range"
"334","P9B-20 Dup",1822.86158396865,"Within_Range"
"335","P9B-20 Dup",2153.27593607003,"Within_Range"
"336","P9B-20 Dup",2304.20594875832,"Within_Range"
"337","P11A-40",2226.70134764812,"Within_Range"
"338","P11A-40",2655.01624852028,"Within_Range"
"339","P11A-40",1773.91130958326,"Within_Range"
"340","P8A-40",1598.50615970229,"Within_Range"
"341","P8A-40",2006.42511291386,"Within_Range"
"342","P8A-40",1606.66453876652,"Within_Range"
"343","P7A-40 Spike",3148.59818190629,"Within_Range"
"344","P7A-40 Spike",2899.76762044723,"Within_Range"
"345","P7A-40 Spike",3364.79522710843,"Within_Range"
"346","P8B-20",1357.83397730745,"Within_Range"
"347","P8B-20",1500.60561093151,"Within_Range"
"348","P8B-20",1618.90210736286,"Within_Range"
"349","P9B-40",2161.43431513427,"Within_Range"
"350","P9B-40",2703.96652290567,"Within_Range"
"351","P9B-40",2361.31460220794,"Within_Range"
"352","P9B-40 Spike",2161.43431513427,"Within_Range"
"353","P9B-40 Spike",2969.11384249319,"Within_Range"
"354","P9B-40 Spike",2573.43245787796,"Within_Range"
"355","P8B-40",2194.06783139119,"Within_Range"
"356","P8B-40",1806.54482584019,"Within_Range"
"357","P8B-40",1957.47483852848,"Within_Range"
"358","P10A-20",2487.76947770353,"Within_Range"
"359","P10A-20",1994.18754431752,"Within_Range"
"360","P10A-20",2426.58163472179,"Within_Range"
"361","P9A-20",2296.04756969409,"Within_Range"
"362","P9A-20",2088.00890355618,"Within_Range"
"363","P9A-20",2112.48404074888,"Within_Range"
"364","P10A-40",2728.44166009836,"Within_Range"
"365","P10A-40",2218.54296858389,"Within_Range"
"366","P10A-40",1937.0788908679,"Within_Range"
"367","P11A-40 Dup",2353.15622314371,"Within_Range"
"368","P11A-40 Dup",2528.56137302469,"Within_Range"
"369","P11A-40 Dup",2214.46377905177,"Within_Range"
"370","P7A-40",2185.90945232696,"Within_Range"
"371","P7A-40",2903.84680997934,"Within_Range"
"372","P7A-40",2960.95546342896,"Within_Range"
"373","P9A-40",2344.99784407948,"Within_Range"
"374","P9A-40",2442.89839285026,"Within_Range"
"375","P9A-40",1957.47483852848,"Within_Range"
"376","P10B-20",2210.38458951966,"Within_Range"
"377","P10B-20",2034.97943963868,"Within_Range"
"378","P10B-20",2589.74921600642,"Within_Range"
"379","P11B-40",3502.01124402847,"Within_Range"
"380","P11B-40",3009.29753600558,"Within_Range"
"381","P11B-40",3321.19887411181,"Within_Range"
"382","L4-20",2204.68248987647,"Within_Range"
"383","L4-20",2127.8372326619,"Within_Range"
"384","L4-20",2136.87785115773,"Within_Range"
"385","P12A-20",4080.61082776176,"Within_Range"
"386","P12A-20",4437.71525834715,"Within_Range"
"387","P12A-20",3547.21433650763,"Within_Range"
"388","P12A-40",2891.76949555976,"Within_Range"
"389","P12A-40",3140.38650419516,"Within_Range"
"390","P12A-40",3244.35361689723,"Within_Range"
"391","L4-20 Dup",1766.21249282859,"Within_Range"
"392","L4-20 Dup",1856.61867778692,"Within_Range"
"393","L4-20 Dup",1734.57032809318,"Within_Range"
"394","P12B-20",3095.183411716,"Within_Range"
"395","P12B-20",3194.63021517015,"Within_Range"
"396","P12B-20",3434.20660530972,"Within_Range"
"397","P11B-20 Spike",3230.79268915349,"Within_Range"
"398","P11B-20 Spike",2923.41166029517,"Within_Range"
"399","P11B-20 Spike",2909.85073255142,"Within_Range"
"400","P12B-40",3407.08474982222,"Within_Range"
"401","P12B-40",2579.86815745353,"Within_Range"
"402","P12B-40",3461.32846079722,"Within_Range"
"403","P3B-20",1.33152431224087,"Within_Range"
"404","P3B-20",1.51233668215753,"Within_Range"
"405","P3B-20",3.95330367603235,"Within_Range"
"406","L4-40",1761.69218358067,"Within_Range"
"407","L4-40",2109.75599567023,"Within_Range"
"408","L4-40",1852.098368539,"Within_Range"
"409","P11B-20",3253.39423539307,"Within_Range"
"410","P11B-20",3104.22403021183,"Within_Range"
"411","P11B-20",3036.41939149308,"Within_Range"
"412","L4-80",2927.93196954309,"Within_Range"
"413","L4-80",2882.72887706393,"Within_Range"
"414","L4-80",3407.08474982222,"Within_Range"
