"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"120","H03",0.652,"L6-80",50,"Ok",2552.23877848651,2552.23877848651,"Within_Range"
"121","H04",0.87,"L9-40",50,"Ok",3525.29536113607,3525.29536113607,"Within_Range"
"122","H05",0.881,"L9-40",50,"Ok",3574.39454649912,3574.39454649912,"Within_Range"
"123","H06",0.75,"L9-40",50,"Ok",2989.66788444824,2989.66788444824,"Within_Range"
"124","H07",0.504,"L11-20",50,"Ok",1891.63155723819,1891.63155723819,"Within_Range"
"125","H08",0.482,"L11-20",50,"Ok",1793.43318651209,1793.43318651209,"Within_Range"
"126","H09",0.513,"L11-20",50,"Ok",1931.80361798978,1931.80361798978,"Within_Range"
"127","A04",0.813,"L12-80",50,"Ok",3416.81464429914,3416.81464429914,"Within_Range"
"128","A05",0.725,"L12-80",50,"Ok",2996.61401612671,2996.61401612671,"Within_Range"
"129","A06",0.862,"L12-80",50,"Ok",3650.78999407696,3650.78999407696,"Within_Range"
"130","A07",1.045,"L15-40",50,"Ok",4524.61630039007,4524.61630039007,"Within_Range"
"131","A08",0.893,"L15-40",50,"Ok",3798.81521536497,3798.81521536497,"Within_Range"
"132","A09",0.857,"L15-40",50,"Ok",3626.91495838535,3626.91495838535,"Within_Range"
"133","A10",1.051,"L17-20",50,"Ok",4553.26634322001,4553.26634322001,"Within_Range"
"134","A11",1.047,"L17-20",50,"Ok",4534.16631466672,4534.16631466672,"Within_Range"
"135","A12",0.856,"L17-20",50,"Ok",3622.13995124702,3622.13995124702,"Within_Range"
"136","B04",1.159,"L13-20",50,"Dilute",5068.96711415889,5068.96711415889,"adl"
"137","B05",0.89,"L13-20",50,"Ok",3784.49019395001,3784.49019395001,"Within_Range"
"138","B06",0.985,"L13-20",50,"Ok",4238.11587209069,4238.11587209069,"Within_Range"
"139","B10",0.802,"L17-40",50,"Ok",3364.28956577758,3364.28956577758,"Within_Range"
"140","B11",0.66,"L17-40",50,"Ok",2686.23855213572,2686.23855213572,"Within_Range"
"141","B12",0.845,"L17-40",50,"Ok",3569.61487272547,3569.61487272547,"Within_Range"
"142","C04",0.874,"L13-40",50,"Ok",3708.09007973684,3708.09007973684,"Within_Range"
"143","C05",0.913,"L13-40",50,"Ok",3894.31535813144,3894.31535813144,"Within_Range"
"144","C06",0.955,"L13-40",50,"Ok",4094.865657941,4094.865657941,"Within_Range"
"145","C07",0.803,"L15-40 Dup",50,"Ok",3369.06457291591,3369.06457291591,"Within_Range"
"146","C08",0.99,"L15-40 Dup",50,"Ok",4261.99090778231,4261.99090778231,"Within_Range"
"147","C09",0.761,"L15-40 Dup",50,"Ok",3168.51427310634,3168.51427310634,"Within_Range"
"148","C10",0.883,"L17-80",50,"Ok",3751.06514398175,3751.06514398175,"Within_Range"
"149","C11",0.721,"L17-80",50,"Ok",2977.51398757342,2977.51398757342,"Within_Range"
"150","C12",0.894,"L17-80",50,"Ok",3803.5902225033,3803.5902225033,"Within_Range"
"151","D04",0.923,"L13-80",50,"Ok",3942.06542951467,3942.06542951467,"Within_Range"
"152","D05",0.643,"L13-80",50,"Ok",2605.06343078422,2605.06343078422,"Within_Range"
"153","D06",0.961,"L13-80",50,"Ok",4123.51570077094,4123.51570077094,"Within_Range"
"154","D10",1.172,"L12-40 Spike",50,"Dilute",5131.04220695709,5131.04220695709,"adl"
"155","D11",1.079,"L12-40 Spike",50,"Ok",4686.96654309305,4686.96654309305,"Within_Range"
"156","D12",1.027,"L12-40 Spike",50,"Ok",4438.66617190026,4438.66617190026,"Within_Range"
"157","E04",1.047,"L14-20",50,"Ok",4534.16631466672,4534.16631466672,"Within_Range"
"158","E05",0.848,"L14-20",50,"Ok",3583.93989414044,3583.93989414044,"Within_Range"
"159","E06",0.901,"L14-20",50,"Ok",3837.01527247156,3837.01527247156,"Within_Range"
"160","E07",0.862,"L15-80",50,"Ok",3650.78999407696,3650.78999407696,"Within_Range"
"161","E08",0.667,"L15-80",50,"Ok",2719.66360210398,2719.66360210398,"Within_Range"
"162","E09",0.613,"L15-80",50,"Ok",2461.81321663453,2461.81321663453,"Within_Range"
"163","E10",0.824,"L15-80 Spike",50,"Ok",3469.33972282069,3469.33972282069,"Within_Range"
"164","E11",0.949,"L15-80 Spike",50,"Ok",4066.21561511106,4066.21561511106,"Within_Range"
"165","E12",0.804,"L15-80 Spike",50,"Ok",3373.83958005423,3373.83958005423,"Within_Range"
"166","F04",0.849,"L14-40",50,"Ok",3588.71490127876,3588.71490127876,"Within_Range"
"167","F05",0.922,"L14-40",50,"Ok",3937.29042237634,3937.29042237634,"Within_Range"
"168","F06",0.861,"L14-40",50,"Ok",3646.01498693864,3646.01498693864,"Within_Range"
"169","F07",1.214,"L16-20",50,"Dilute",5331.59250676666,5331.59250676666,"adl"
"170","F08",0.975,"L16-20",50,"Ok",4190.36580070746,4190.36580070746,"Within_Range"
"171","F09",1.112,"L16-20",50,"Ok",4844.54177865771,4844.54177865771,"Within_Range"
"172","G04",0.869,"L14-80",50,"Ok",3684.21504404522,3684.21504404522,"Within_Range"
"173","G05",0.814,"L14-80",50,"Ok",3421.58965143746,3421.58965143746,"Within_Range"
"174","G06",0.68,"L14-80",50,"Ok",2781.73869490218,2781.73869490218,"Within_Range"
"175","G07",1.075,"L16-40",50,"Ok",4667.86651453976,4667.86651453976,"Within_Range"
"176","G08",1.091,"L16-40",50,"Ok",4744.26662875293,4744.26662875293,"Within_Range"
"177","G09",0.96,"L16-40",50,"Ok",4118.74069363262,4118.74069363262,"Within_Range"
"178","G10",0.799,"L17-80 Dup",50,"Ok",3349.96454436261,3349.96454436261,"Within_Range"
"179","G11",0.837,"L17-80 Dup",50,"Ok",3531.41481561889,3531.41481561889,"Within_Range"
"180","G12",0.862,"L17-80 Dup",50,"Ok",3650.78999407696,3650.78999407696,"Within_Range"
"181","H01",0.74,"L12-40",50,"Ok",3068.23912320156,3068.23912320156,"Within_Range"
"182","H02",0.86,"L12-40",50,"Ok",3641.23997980032,3641.23997980032,"Within_Range"
"183","H03",0.786,"L12-40",50,"Ok",3287.88945156441,3287.88945156441,"Within_Range"
"184","H04",0.962,"L15-20",50,"Ok",4128.29070790926,4128.29070790926,"Within_Range"
"185","H05",1.194,"L15-20",50,"Dilute",5236.0923640002,5236.0923640002,"adl"
"186","H06",1.126,"L15-20",50,"Ok",4911.39187859423,4911.39187859423,"Within_Range"
"187","H07",0.928,"L16-80",50,"Ok",3965.94046520628,3965.94046520628,"Within_Range"
"188","H08",0.811,"L16-80",50,"Ok",3407.26463002249,3407.26463002249,"Within_Range"
"189","H09",0.974,"L16-80",50,"Ok",4185.59079356914,4185.59079356914,"Within_Range"
"190","A04",0.803,"L18-40",50,"Ok",2827.43498785684,2827.43498785684,"Within_Range"
"191","A05",1.016,"L18-40",50,"Ok",3660.326258225,3660.326258225,"Within_Range"
"192","A06",0.879,"L18-40",50,"Ok",3124.61684958444,3124.61684958444,"Within_Range"
"193","A07",0.538,"P1A-20",50,"Ok",1791.20875946452,1791.20875946452,"Within_Range"
"194","A08",0.616,"P1A-20",50,"Ok",2096.21119650075,2096.21119650075,"Within_Range"
"195","A09",0.633,"P1A-20",50,"Ok",2162.68608662403,2162.68608662403,"Within_Range"
"196","A10",0.754,"P2A-40",50,"Ok",2635.83089279562,2635.83089279562,"Within_Range"
"197","A11",0.838,"P2A-40",50,"Ok",2964.29505575771,2964.29505575771,"Within_Range"
"198","A12",0.697,"P2A-40",50,"Ok",2412.94449649991,2412.94449649991,"Within_Range"
"199","B04",0.686,"L18-80",50,"Ok",2369.93133230249,2369.93133230249,"Within_Range"
"200","B05",0.73,"L18-80",50,"Ok",2541.98398909216,2541.98398909216,"Within_Range"
"201","B06",0.729,"L18-80",50,"Ok",2538.07370143785,2538.07370143785,"Within_Range"
"202","B10",0.75,"P2B-20",50,"Ok",2620.18974217837,2620.18974217837,"Within_Range"
"203","B11",0.667,"P2B-20",50,"Ok",2295.63586687059,2295.63586687059,"Within_Range"
"204","B12",0.662,"P2B-20",50,"Ok",2276.08442859904,2276.08442859904,"Within_Range"
"205","C04",1.029,"L19-20",50,"Ok",3711.15999773103,3711.15999773103,"Within_Range"
"206","C05",0.909,"L19-20",50,"Ok",3241.92547921376,3241.92547921376,"Within_Range"
"207","C06",1.002,"L19-20",50,"Ok",3605.58223106465,3605.58223106465,"Within_Range"
"208","C07",0.49,"P1A-20 Dup",50,"Ok",1603.51495205761,1603.51495205761,"Within_Range"
"209","C08",0.598,"P1A-20 Dup",50,"Ok",2025.82601872316,2025.82601872316,"Within_Range"
"210","C09",0.612,"P1A-20 Dup",50,"Ok",2080.57004588351,2080.57004588351,"Within_Range"
"211","C10",0.723,"P2B-40",50,"Ok",2514.61197551199,2514.61197551199,"Within_Range"
"212","C11",0.6,"P2B-40",50,"Ok",2033.64659403178,2033.64659403178,"Within_Range"
"213","C12",0.715,"P2B-40",50,"Ok",2483.3296742775,2483.3296742775,"Within_Range"
"214","D04",1.07,"L19-40",50,"Ok",3871.48179155777,3871.48179155777,"Within_Range"
"215","D05",0.78,"L19-40",50,"Ok",2737.49837180769,2737.49837180769,"Within_Range"
"216","D06",1.067,"L19-40",50,"Ok",3859.75092859484,3859.75092859484,"Within_Range"
"217","D10",0.807,"L18-20 Spike",50,"Ok",2843.07613847408,2843.07613847408,"Within_Range"
"218","D11",0.754,"L18-20 Spike",50,"Ok",2635.83089279562,2635.83089279562,"Within_Range"
"219","D12",0.702,"L18-20 Spike",50,"Ok",2432.49593477146,2432.49593477146,"Within_Range"
"220","E04",0.965,"L19-80",50,"Ok",3460.90158785516,3460.90158785516,"Within_Range"
"221","E05",1.007,"L19-80",50,"Ok",3625.1336693362,3625.1336693362,"Within_Range"
"222","E06",0.884,"L19-80",50,"Ok",3144.168287856,3144.168287856,"Within_Range"
"223","E07",0.627,"P1A-40",50,"Ok",2139.22436069817,2139.22436069817,"Within_Range"
"224","E08",0.6,"P1A-40",50,"Ok",2033.64659403178,2033.64659403178,"Within_Range"
"225","E09",0.541,"P1A-40",50,"Ok",1802.93962242746,1802.93962242746,"Within_Range"
"226","E10",0.627,"P1A-40 Spike",50,"Ok",2139.22436069817,2139.22436069817,"Within_Range"
"227","E11",0.596,"P1A-40 Spike",50,"Ok",2018.00544341454,2018.00544341454,"Within_Range"
"228","E12",0.573,"P1A-40 Spike",50,"Ok",1928.0688273654,1928.0688273654,"Within_Range"
"229","F04",1.136,"L20-20",50,"Ok",4129.56077674227,4129.56077674227,"Within_Range"
"230","F05",1.164,"L20-20",50,"Ok",4239.04883106297,4239.04883106297,"Within_Range"
"231","F06",0.897,"L20-20",50,"Ok",3195.00202736203,3195.00202736203,"Within_Range"
"232","F07",0.779,"P1B-20",50,"Ok",2733.58808415338,2733.58808415338,"Within_Range"
"233","F08",0.714,"P1B-20",50,"Ok",2479.41938662319,2479.41938662319,"Within_Range"
"234","F09",0.758,"P1B-20",50,"Ok",2651.47204341286,2651.47204341286,"Within_Range"
"235","G04",1.126,"L20-40",50,"Ok",4090.45790019916,4090.45790019916,"Within_Range"
"236","G05",0.867,"L20-40",50,"Ok",3077.69339773272,3077.69339773272,"Within_Range"
"237","G06",0.82,"L20-40",50,"Ok",2893.90987798012,2893.90987798012,"Within_Range"
"238","G07",0.687,"P1B-40",50,"Ok",2373.84161995681,2373.84161995681,"Within_Range"
"239","G08",0.598,"P1B-40",50,"Ok",2025.82601872316,2025.82601872316,"Within_Range"
"240","G09",0.584,"P1B-40",50,"Ok",1971.08199156281,1971.08199156281,"Within_Range"
"241","G10",0.712,"P2B-40 Dup",50,"Ok",2471.59881131457,2471.59881131457,"Within_Range"
"242","G11",0.772,"P2B-40 Dup",50,"Ok",2706.21607057321,2706.21607057321,"Within_Range"
"243","G12",0.718,"P2B-40 Dup",50,"Ok",2495.06053724043,2495.06053724043,"Within_Range"
"244","H01",0.842,"L18-20",50,"Ok",2979.93620637495,2979.93620637495,"Within_Range"
"245","H02",0.796,"L18-20",50,"Ok",2800.06297427666,2800.06297427666,"Within_Range"
"246","H03",0.772,"L18-20",50,"Ok",2706.21607057321,2706.21607057321,"Within_Range"
"247","H04",0.806,"L20-80",50,"Ok",2839.16585081977,2839.16585081977,"Within_Range"
"248","H05",0.834,"L20-80",50,"Ok",2948.65390514047,2948.65390514047,"Within_Range"
"249","H06",0.774,"L20-80",50,"Ok",2714.03664588183,2714.03664588183,"Within_Range"
"250","H07",0.817,"P2A-20",50,"Ok",2882.17901501718,2882.17901501718,"Within_Range"
"251","H08",0.76,"P2A-20",50,"Ok",2659.29261872148,2659.29261872148,"Within_Range"
"252","H09",0.755,"P2A-20",50,"Ok",2639.74118044993,2639.74118044993,"Within_Range"
"253","A04",0.164,"P3A-40",50,"Ok",329.956188389923,329.956188389923,"Within_Range"
"254","A05",0.164,"P3A-40",50,"Ok",329.956188389923,329.956188389923,"Within_Range"
"255","A06",0.16,"P3A-40",50,"Ok",312.355274147649,312.355274147649,"Within_Range"
"256","A07",0.585,"P5A-40",50,"Ok",2182.45241238928,2182.45241238928,"Within_Range"
"257","A08",0.795,"P5A-40",50,"Ok",3106.50041010868,3106.50041010868,"Within_Range"
"258","A09",0.749,"P5A-40",50,"Ok",2904.08989632252,2904.08989632252,"Within_Range"
"259","A10",0.734,"P6B-20",50,"Ok",2838.086467914,2838.086467914,"Within_Range"
"260","A11",0.686,"P6B-20",50,"Ok",2626.87549700671,2626.87549700671,"Within_Range"
"261","A12",0.742,"P6B-20",50,"Ok",2873.28829639854,2873.28829639854,"Within_Range"
"262","B04",0.061,"P3B-20",50,"Ok",-123.267353348637,0,"bdl"
"263","B05",0.063,"P3B-20",50,"Ok",-114.4668962275,0,"bdl"
"264","B06",0.066,"P3B-20",50,"Ok",-101.266210545794,0,"bdl"
"265","B10",0.652,"P6B-40",50,"Ok",2477.26772594738,2477.26772594738,"Within_Range"
"266","B11",0.713,"P6B-40",50,"Ok",2745.68166814206,2745.68166814206,"Within_Range"
"267","B12",0.702,"P6B-40",50,"Ok",2697.2791539758,2697.2791539758,"Within_Range"
"268","C04",0.19,"P3B-40",50,"Ok",444.362130964706,444.362130964706,"Within_Range"
"269","C05",0.193,"P3B-40",50,"Ok",457.562816646411,457.562816646411,"Within_Range"
"270","C06",0.18,"P3B-40",50,"Ok",400.35984535902,400.35984535902,"Within_Range"
"271","C07",0.668,"P5A-40 Dup",50,"Ok",2547.67138291647,2547.67138291647,"Within_Range"
"272","C08",0.716,"P5A-40 Dup",50,"Ok",2758.88235382376,2758.88235382376,"Within_Range"
"273","C09",0.767,"P5A-40 Dup",50,"Ok",2983.29401041276,2983.29401041276,"Within_Range"
"274","C10",0.606,"P7A-20",50,"Ok",2274.85721216122,2274.85721216122,"Within_Range"
"275","C11",0.704,"P7A-20",50,"Ok",2706.07961109694,2706.07961109694,"Within_Range"
"276","C12",0.828,"P7A-20",50,"Ok",3251.70795260744,3251.70795260744,"Within_Range"
"277","D04",0.692,"P4A-20",50,"Ok",2653.27686837012,2653.27686837012,"Within_Range"
"278","D05",0.615,"P4A-20",50,"Ok",2314.45926920634,2314.45926920634,"Within_Range"
"279","D06",0.568,"P4A-20",50,"Ok",2107.64852685962,2107.64852685962,"Within_Range"
"280","D10",0.237,"P3A-20 Spike",50,"Ok",651.172873311427,651.172873311427,"Within_Range"
"281","D11",0.175,"P3A-20 Spike",50,"Ok",378.358702556177,378.358702556177,"Within_Range"
"282","D12",0.226,"P3A-20 Spike",50,"Ok",602.770359145174,602.770359145174,"Within_Range"
"283","E04",0.29,"P4A-40",50,"Ok",884.384987021561,884.384987021561,"Within_Range"
"284","E05",0.291,"P4A-40",50,"Ok",888.785215582129,888.785215582129,"Within_Range"
"285","E06",0.269,"P4A-40",50,"Ok",791.980187249621,791.980187249621,"Within_Range"
"286","E07",0.711,"P5B-20",50,"Ok",2736.88121102092,2736.88121102092,"Within_Range"
"287","E08",0.813,"P5B-20",50,"Ok",3185.70452419891,3185.70452419891,"Within_Range"
"288","E09",1.017,"P5B-20",50,"Ok",4083.3511505549,4083.3511505549,"Within_Range"
"289","E10",0.899,"P5B-20 Spike",50,"Ok",3564.12418040781,3564.12418040781,"Within_Range"
"290","E11",0.923,"P5B-20 Spike",50,"Ok",3669.72966586145,3669.72966586145,"Within_Range"
"291","E12",0.888,"P5B-20 Spike",50,"Ok",3515.72166624155,3515.72166624155,"Within_Range"
