"Year","Chamber","CO2","Nitrogen","Treatment","Category","RootMass_m2","C3RhizMass_m2","C4RhizMass_m2","PhragRhizMass_m2","OtherRootRhizMass_m2","TotalBelowMass_m2"
2012,10,1,0,3,1,126.3180445,0,3.00446228,0,-99,30.32250682
2012,11,0,0,1,0,17.89614488,0,39.44989602,0,-99,-41.6539591
2012,11,0,0,1,1,25.21135739,0,56.56226813,0,-99,-17.22637448
2012,12,0,1,2,0,16.06734176,83.73305745,20.50872078,0,-99,21.30911998
2012,12,0,1,2,1,15.0223114,0,5.878295764,599.1942816,-99,521.0948888
2013,1,0,0,1,0,62.83245028,0,7.184583712,0,0,70.01703399
2013,1,0,0,1,1,77.98539048,0,83.86368624,0,0,161.8490767
2013,2,1,0,3,0,53.81906344,0,57.4766697,0,24.42758462,135.7233178
2013,2,1,0,3,1,85.69248937,0,18.54928886,326.1801005,0,430.4218788
2013,3,0,1,2,0,44.8056766,0,173.736297,176.4795017,0,395.0214754
2013,3,0,1,2,1,107.1156117,0,1.959431921,352.1752307,0,461.2502743
2013,4,1,1,4,0,122.6604383,0,43.10750227,662.2879895,0,828.05593
2013,4,1,1,4,1,110.773218,0,0.914401563,0,0,111.6876195
2013,5,1,0,3,0,24.16632703,0,49.63894201,93.39958826,169.1642892,336.3691465
2013,5,1,0,3,1,41.40932794,0,1.436916742,83.34117106,0,126.1874157
2013,6,0,1,2,0,25.99513016,0,29.78336521,0,0,55.77849537
2013,6,0,1,2,1,66.09817015,0,0,25.86450136,0,91.96267152
2013,7,1,1,4,0,145.781735,241.1407551,7.707098891,673.6526946,61.00364716,1129.285931
2013,7,1,1,4,1,107.2462405,0,1.045030358,402.7285743,0,511.0198451
2013,8,0,0,1,0,40.88681276,204.6953214,65.05313979,0,0,310.635274
2013,8,0,0,1,1,51.07585875,96.79593692,124.3586126,0,0,272.2304083
2013,9,1,1,4,0,60.48113198,37.75172169,24.16632703,389.7963236,24.29695583,536.4924601
2013,9,1,1,4,1,47.15699491,104.5030358,23.38255426,465.1691382,0,640.2117232
2013,10,1,0,3,0,61.91804872,234.6093154,14.36916742,0,6.792697328,317.6892289
2013,10,1,0,3,1,102.2823463,0,22.07626632,264.784567,0,389.1431796
2013,11,0,0,1,0,34.74725941,272.4916659,44.15253263,0,0,351.3914579
2013,11,0,0,1,1,33.83285784,181.4433959,88.04380767,0,0,303.3200614
2013,12,0,1,2,0,51.46774514,0,30.30588039,367.0669133,42.06247191,490.9030107
2013,12,0,1,2,1,40.23366879,0,0,844.9070445,0,885.1407133
2014,1,0,0,1,0,46.89573732,0,18.28803127,0,0,65.18376859
2014,1,0,0,1,1,63.35496546,0,24.68884221,5.355780585,0,93.39958826
2014,2,1,0,3,0,69.62514761,0,20.76997837,0,0,90.39512598
2014,2,1,0,3,1,21.03123596,0,24.16632703,29.26085003,8.22961407,82.68802709
2014,3,0,1,2,0,80.46733758,0,74.32778422,405.3411502,33.96348664,594.0997586
2014,3,0,1,2,1,68.71074605,0,16.45922814,328.2701612,0,413.4401354
2014,4,1,1,4,0,261.6494759,0,38.01297928,459.4214712,31.08965315,790.1735795
2014,4,1,1,4,1,204.4340638,0,0,195.5513058,0,399.9853696
2014,5,1,0,3,0,101.3679447,213.1861931,72.23772351,364.8462238,0,751.6380851
2014,5,1,0,3,1,53.29654826,0,24.42758462,0,0,77.72413289
2014,6,0,1,2,0,42.58498709,0,0,0,7.576470096,50.16145719
2014,6,0,1,2,1,88.56632285,0,0,0,34.35537302,122.9216959
2014,7,1,1,4,0,214.7537386,24.03569824,38.27423687,458.5070696,80.20607999,815.7768233
2014,7,1,1,4,1,128.7999916,0,0,649.4863676,117.3046577,895.5910169
2014,8,0,0,1,0,49.9001996,357.4003825,32.65719869,0,0,439.9577808
2014,8,0,0,1,1,47.4182525,29.65273641,10.71156117,0,0,87.78255008
2014,9,1,1,4,0,75.24218579,381.9585959,79.9448224,0,0,537.1456041
2014,9,1,1,4,1,57.21541211,561.9650751,4.180121433,0,0,623.3606086
2014,10,1,0,3,0,131.4125675,712.1881891,36.96794892,0,0,880.5687055
2014,10,1,0,3,1,49.9001996,0,10.45030358,117.1740289,0,177.5245321
2014,11,0,0,1,0,33.31034267,107.2462405,10.58093238,0,0,151.1375155
2014,11,0,0,1,1,86.60689093,447.2729933,24.29695583,0,0,558.17684
2014,12,0,1,2,0,63.22433667,45.06693419,34.8778882,101.3679447,0,244.5371038
2014,12,0,1,2,1,53.68843465,0,15.41419778,0,0,69.10263243
2015,1,0,0,1,0,154.011349,0,216.4519129,33.96348664,0.391886384,404.818635
2015,1,0,0,1,1,123.7054686,0,87.12940611,124.097355,0,334.9322298
2015,2,1,0,3,0,140.8178408,0,93.26895946,0,0,234.0868002
2015,2,1,0,3,1,81.12048155,0,67.79634448,100.1922856,0,249.1091116
2015,3,0,1,2,0,49.63894201,0,54.9947226,0,0,104.6336646
2015,3,0,1,2,1,23.64381185,0,14.36916742,94.70587621,0,132.7188555
2015,4,1,1,4,0,131.0206812,0,56.82352572,0,0,187.8442069
2015,4,1,1,4,1,102.6742327,0,0.653143974,0,0,103.3273767
2015,5,1,0,3,0,48.33265406,0,30.43650918,0,0,78.76916324
2015,5,1,0,3,1,91.17889875,0,62.70182149,804.8040046,0,958.6847248
2015,6,0,1,2,0,39.9724112,0,0.130628795,138.3358937,0,178.4389337
2015,6,0,1,2,1,60.35050318,0,0,0,0,60.35050318
2015,7,1,1,4,0,87.52129249,0,26.77890293,115.7371122,0,230.0373076
2015,7,1,1,4,1,57.60729849,0,0,0,0,57.60729849
2015,8,0,0,1,0,51.59837393,226.7715877,35.40040338,0,0,313.770365
2015,8,0,0,1,1,41.53995674,171.7768651,32.91845628,0,0,246.2352781
2015,9,1,1,4,0,81.51236793,0,70.27829158,0,0,151.7906595
2015,9,1,1,4,1,70.40892038,0,25.21135739,0,2.873833485,98.49411125
2015,10,1,0,3,0,76.15658735,0,13.71602345,0,0,89.8726108
2015,10,1,0,3,1,50.16145719,0,0.522515179,0,0,50.68397237
2015,11,0,0,1,0,57.08478331,386.1387173,13.58539466,0,0,456.8088953
2015,11,0,0,1,1,62.4405639,165.1147966,6.662068533,0,0,234.217429
2015,12,0,1,2,0,84.51683021,0,126.8405597,88.56632285,0,299.9237128
2015,12,0,1,2,1,21.81500873,0,24.55821342,0,0,46.37322214
2016,1,0,0,1,0,72.89086748,0,134.939545,0,0,207.8304125
2016,1,0,0,1,1,58.12981367,0,108.6831572,118.3496881,0,285.162659
2016,2,1,0,3,0,38.40486566,0,8.752129249,0,0,47.15699491
2016,2,1,0,3,1,68.71074605,0,227.1634741,0,0,295.8742201
2016,3,0,1,2,0,36.05354736,0,39.18863843,134.5476586,0,209.7898444
2016,3,0,1,2,1,55.64786657,0,38.27423687,0,0,93.92210344
2016,4,1,1,4,0,109.9894452,0,55.51723778,12.14847791,0,177.6551609
2016,4,1,1,4,1,29.13022123,0,0,0,0,29.13022123
2016,5,1,0,3,0,10.0584172,0,45.58944937,0,0,55.64786657
2016,5,1,0,3,1,33.70222905,0,27.69330449,0,0,61.39553354
2016,6,0,1,2,0,37.75172169,0,39.44989602,100.584172,0,177.7857897
2016,6,0,1,2,1,61.78741992,0,0,0,0,61.78741992
2016,7,1,1,4,0,56.95415452,0,16.58985694,95.75090656,0,169.294918
2016,7,1,1,4,1,83.47179986,0,10.58093238,57.21541211,0,151.2681443
2016,8,0,0,1,0,41.40932794,139.7728104,13.97728104,0,0,195.1594194
2016,8,0,0,1,1,32.3959411,0,50.16145719,0,0,82.55739829
2016,9,1,1,4,0,54.21094983,0,28.47707726,0,0,82.68802709
2016,9,1,1,4,1,62.96307908,316.6441985,127.2324461,16.58985694,0,523.4295806
2016,10,1,0,3,0,211.0961323,203.9115486,37.09857771,0,0,452.1062587
2016,10,1,0,3,1,300.7074856,175.1732138,28.86896364,225.7265574,0,730.4762203
2016,11,0,0,1,0,23.51318306,0,68.05760207,69.36389002,0,160.9346752
2016,11,0,0,1,1,41.93184312,172.0381227,10.58093238,0,0,224.5508982
2016,12,0,1,2,0,47.4182525,0,119.655976,0,0,167.0742285
2016,12,0,1,2,1,33.44097146,0,71.32332194,0,0,104.7642934
2017,1,0,0,1,0,102.1517175,0,19.46369042,0,0,121.6154079
2017,1,0,0,1,1,66.49005654,0,41.14807035,17.76551609,0,125.403643
2017,2,1,0,3,0,147.0880229,0,115.3452258,0,0,262.4332487
2017,2,1,0,3,1,101.1066871,0,67.79634448,256.9468393,29.52210762,455.3719786
2017,3,0,1,2,0,48.59391165,0,47.67951009,310.1127588,0,406.3861805
2017,3,0,1,2,1,86.86814852,0,0,24.29695583,0,111.1651043
2017,4,1,1,4,0,127.3630749,0,51.07585875,173.3444107,0,351.7833443
2017,4,1,1,4,1,62.83245028,0,13.71602345,170.7318348,0,247.2803085
2017,5,1,0,3,0,67.79634448,103.1967479,18.81054645,0,33.96348664,223.7671254
2017,5,1,0,3,1,111.8182483,0,4.702636612,135.7233178,0,252.2442027
2017,6,0,1,2,0,83.73305745,0,7.445841302,314.5541378,17.11237211,422.8454087
2017,6,0,1,2,1,232.6498835,0,0,211.2267611,0,443.8766446
2017,7,1,1,4,0,91.96267152,0,6.008924559,189.019866,0,286.9914621
2017,7,1,1,4,1,161.0653039,0,0.914401563,17.11237211,0,179.0920776
2017,8,0,0,1,0,122.9216959,191.7630707,41.67058553,0,75.76470096,432.1200531
2017,8,0,0,1,1,182.7496839,136.3764617,20.50872078,0,0,339.6348664
2017,9,1,1,4,0,142.3853863,0,82.4267695,987.4230596,0,1212.235215
2017,9,1,1,4,1,76.41784494,0,84.38620142,79.8141936,0,240.61824
2017,10,1,0,3,0,47.02636612,0,0,0,0,47.02636612
2017,10,1,0,3,1,96.27342174,473.1374946,23.38255426,0,0,592.7934707
2017,11,0,0,1,0,56.56226813,0,61.39553354,0,0,117.9578017
2017,11,0,0,1,1,74.9809282,108.0300133,26.12575895,11.62596273,0,220.7626632
2017,12,0,1,2,0,50.16145719,0,154.5338642,407.4312109,0,612.1265323
2017,12,0,1,2,1,45.85070696,0,74.8502994,131.4125675,0,252.1135739
2018,1,0,0,1,0,64.26936703,0,8.882758044,0,0,73.15212507
2018,1,0,0,1,1,74.9809282,0,10.31967479,152.8356899,0,238.1362929
2018,2,1,0,3,0,134.6782874,0,23.51318306,0,0,158.1914705
2018,2,1,0,3,1,118.6109456,0,9.274644428,205.609723,0,333.495313
2018,3,0,1,2,0,114.0389378,0,15.67545537,335.7160025,0,465.4303958
2018,3,0,1,2,1,126.7099309,0,0,210.3123596,0,337.0222905
2018,4,1,1,4,0,126.0567869,0,20.50872078,48.07139647,18.41866006,213.0555643
2018,4,1,1,4,1,61.91804872,0,0,141.2097271,0,203.1277759
2018,5,1,0,3,0,121.7460367,0,13.32413707,0,0,135.0701738
2018,5,1,0,3,1,71.84583712,0,6.792697328,73.02149627,0,151.6600307
2018,6,0,1,2,0,85.30060298,0,11.10344756,103.0661191,0,199.4701696
2018,6,0,1,2,1,170.8624636,0,0.914401563,372.1614363,0,543.9383014
2018,7,1,1,4,0,160.6734176,0,44.02190384,97.18782331,0,301.8831447
2018,7,1,1,4,1,116.9127713,0,0.783772769,0,0,117.6965441
2018,8,0,0,1,0,70.14766279,104.6336646,5.094522996,69.23326123,0,249.1091116
2018,8,0,0,1,1,57.08478331,166.5517133,8.882758044,0,0,232.5192547
2018,9,1,1,4,0,75.76470096,0,2.220689511,261.2575895,0,339.24298
2018,9,1,1,4,1,163.547251,0,17.63488729,595.2754178,0,776.4575561
2018,10,1,0,3,0,51.46774514,12.4097355,16.85111452,0,0,80.72859517
2018,10,1,0,3,1,88.69695165,293.7841594,12.4097355,0,0,394.8908466
2018,11,0,0,1,0,69.8864052,264.3926806,4.572007817,0,0,338.8510936
2018,11,0,0,1,1,73.67464025,114.561453,44.28316143,0,0,232.5192547
2018,12,0,1,2,0,53.81906344,0,1.045030358,0,0,54.8640938
2018,12,0,1,2,1,2792.059859,0,1.959431921,0,0,2794.019291
2019,1,0,0,1,0,54.60283621,0,14.36916742,0,0,68.97200364
2019,1,0,0,1,1,63.48559426,5.617038175,56.56226813,0,0,125.6649006
2019,2,1,0,3,0,170.8624636,0,2.873833485,0,0,173.736297
2019,2,1,0,3,1,158.3220993,0,1.045030358,0,0,159.3671296
2019,3,0,1,2,0,103.3273767,0,0,425.4579846,0,528.7853612
2019,3,0,1,2,1,71.84583712,0,0,0,0,71.84583712
2019,4,1,1,4,0,266.0908549,0,0,751.3768275,0,1017.467682
2019,4,1,1,4,1,119.2640896,0,0,0,0,119.2640896
2019,5,1,0,3,0,193.7225026,36.44543374,8.752129249,0,0,238.9200656
2019,5,1,0,3,1,99.53914161,48.59391165,0,0,0,148.1330533
2019,6,0,1,2,0,267.0052565,0,0.914401563,98.36348246,0,366.2831405
2019,6,0,1,2,1,235.1318306,0,0,154.7951218,0,389.9269524
2019,7,1,1,4,0,163.2859935,0,0.783772769,0,0,164.0697662
2019,7,1,1,4,1,135.7233178,0,0,0,0,135.7233178
2019,8,0,0,1,0,112.2101347,0,31.48153954,0,0,143.6916742
2019,8,0,0,1,1,126.8405597,464.5159942,43.63001745,0,0,634.9865714
2019,9,1,1,4,0,128.5387341,0,13.97728104,547.987794,0,690.5038091
2019,9,1,1,4,1,258.383756,16.45922814,52.12088911,941.3110951,0,1268.274968
2019,10,1,0,3,0,232.7805123,425.4579846,51.33711634,230.0373076,0,939.6129208
2019,10,1,0,3,1,174.7813274,348.6482532,11.10344756,0,0,534.5330282
2019,11,0,0,1,0,105.678695,480.4527072,0,0,0,586.1314021
2019,11,0,0,1,1,56.03975295,8.22961407,0,0,0,64.26936703
2019,12,0,1,2,0,73.80526904,0,1.567545537,71.32332194,0,146.6961365
2019,12,0,1,2,1,110.6425892,0,0,0,0,110.6425892
2020,1,0,0,1,0,66.09817015,0,42.58498709,0,15.28356899,123.9667262
2020,1,0,0,1,1,51.99026032,0,74.32778422,0,0,126.3180445
2020,2,1,0,3,0,115.9983698,0,62.3099351,669.2113156,4.441379022,851.9609995
2020,2,1,0,3,1,58.26044247,0,0,0,0,58.26044247
2020,3,0,1,2,0,111.8182483,0,0,0,0,111.8182483
2020,3,0,1,2,1,77.20161771,0,1.828803127,100.4535432,0,179.483964
2020,4,1,1,4,0,120.7010064,0,1.698174332,195.6819346,7.184583712,325.265699
2020,4,1,1,4,1,159.8896448,0,5.48640938,480.7139647,0,646.0900189
2020,5,1,0,3,0,130.2369084,36.31480495,0.391886384,300.7074856,0,467.6510853
2020,5,1,0,3,1,122.1379231,0,2.481947101,151.1375155,0,275.7573858
2020,6,0,1,2,0,130.498166,0,6.270182149,0,0,136.7683481
2020,6,0,1,2,1,127.4937037,0,0,38.27423687,0,165.7679406
2020,7,1,1,4,0,240.61824,0,5.225151791,238.9200656,0,484.7634574
2020,7,1,1,4,1,109.46693,0,0.26125759,0,0,109.7281876
2020,8,0,0,1,0,55.90912416,140.034068,5.617038175,0,0,201.5602303
2020,8,0,0,1,1,49.9001996,61.52616234,11.36470514,0,0,122.7910671
2020,9,1,1,4,0,90.39512598,0,9.535902018,137.4214921,0,237.3525201
2020,9,1,1,4,1,49.63894201,128.7999916,17.3736297,0,0,195.8125634
2020,10,1,0,3,0,95.88153536,495.213761,40.62555517,133.633257,0,765.3541085
2020,10,1,0,3,1,67.01257172,274.5817266,10.97281876,0,0,352.5671171
2020,11,0,0,1,0,13.19350827,58.12981367,15.80608417,0,0,87.12940611
2020,11,0,0,1,1,52.3821467,121.7460367,1.828803127,0,0,175.9569866
2020,12,0,1,2,0,170.601206,0,4.833265406,974.6214378,0,1150.055909
2020,12,0,1,2,1,42.58498709,0,0,0,0,42.58498709
2021,1,0,0,1,0,111.2434816,0,3.696794892,0,0,114.9402765
2021,1,0,0,1,1,48.09752223,0,14.956997,0,0,63.05451923
2021,2,1,0,3,0,90.15999415,0,0,191.0446123,0,281.2046065
2021,2,1,0,3,1,86.38482198,0,0,0,0,86.38482198
2021,3,0,1,2,0,43.57776593,0,0,24.91091116,0,68.4886771
2021,3,0,1,2,1,61.98336312,0,0,317.2059023,0,379.1892654
2021,4,1,1,4,0,134.2472124,0,0,0,0,134.2472124
2021,4,1,1,4,1,85.31366586,0,0,237.3002686,0,322.6139344
2021,5,1,0,3,0,124.2018581,0,1.841866006,0,0,126.0437241
2021,5,1,0,3,1,66.94725732,0,0,0,0,66.94725732
2021,6,0,1,2,0,125.1423854,0,0,184.6307385,0,309.7731239
2021,6,0,1,2,1,100.9499326,0,0,0,0,100.9499326
2021,7,1,1,4,0,109.1795467,0,0,110.6425892,0,219.8221358
2021,7,1,1,4,1,97.77565288,0,17.19074939,280.1334504,0,395.0998527
2021,8,0,0,1,0,101.7990198,0,5.708478331,432.7601342,0,540.2676323
2021,8,0,0,1,1,54.68121349,64.43918446,8.9741982,281.3874868,0,409.482083
2021,9,1,1,4,0,93.9482292,0,9.888599764,94.9671338,0,198.8039628
2021,9,1,1,4,1,67.13013763,0,43.30344547,0,0,110.4335831
2021,10,1,0,3,0,76.80973132,0,15.36194626,61.50003658,0,153.6717142
2021,10,1,0,3,1,100.2837257,139.9818165,0,0,0,240.2655422
2021,11,0,0,1,0,19.84251393,149.2825867,29.23472427,212.0366597,0,410.3964845
2021,11,0,0,1,1,67.19545203,85.3528545,0,263.2953987,0,415.8437053
2021,12,0,1,2,0,67.62652705,5.9827988,6.923326123,124.4761785,0,205.0088305
2021,12,0,1,2,1,32.0171176,1.907180404,5.603975295,0,0,39.5282733
2022,1,0,0,1,0,NA,NA,NA,NA,-99,-99
2022,1,0,0,1,1,NA,NA,NA,NA,-99,-99
2022,2,1,0,3,0,NA,NA,NA,NA,-99,-99
2022,2,1,0,3,1,NA,NA,NA,NA,-99,-99
2022,3,0,1,2,0,NA,NA,NA,NA,-99,-99
2022,3,0,1,2,1,NA,NA,NA,NA,-99,-99
2022,4,1,1,4,0,NA,NA,NA,NA,-99,-99
2022,4,1,1,4,1,NA,NA,NA,NA,-99,-99
2022,5,1,0,3,0,NA,NA,NA,NA,-99,-99
2022,5,1,0,3,1,NA,NA,NA,NA,-99,-99
2022,6,0,1,2,0,NA,NA,NA,NA,-99,-99
2022,6,0,1,2,1,NA,NA,NA,NA,-99,-99
2022,7,1,1,4,0,NA,NA,NA,NA,-99,-99
2022,7,1,1,4,1,NA,NA,NA,NA,-99,-99
2022,8,0,0,1,0,NA,NA,NA,NA,-99,-99
2022,8,0,0,1,1,NA,NA,NA,NA,-99,-99
2022,9,1,1,4,0,NA,NA,NA,NA,-99,-99
2022,9,1,1,4,1,NA,NA,NA,NA,-99,-99
2022,10,1,0,3,0,NA,NA,NA,NA,-99,-99
2022,10,1,0,3,1,NA,NA,NA,NA,-99,-99
2022,11,0,0,1,0,NA,NA,NA,NA,-99,-99
2022,11,0,0,1,1,NA,NA,NA,NA,-99,-99
2022,12,0,1,2,0,NA,NA,NA,NA,-99,-99
2022,12,0,1,2,1,NA,NA,NA,NA,-99,-99
2023,1,0,0,1,0,54.39383014,0,6.113427595,0,0,60.50725774
2023,1,0,0,1,1,18.66685477,0,1.319350827,0,0,19.9862056
2023,2,1,0,3,0,105.9660783,0,6.884137484,0,0,112.8502158
2023,2,1,0,3,1,145.4943516,0,24.02263536,0,0,169.516987
2023,3,0,1,2,0,57.90774472,0,0,0,0,57.90774472
2023,3,0,1,2,1,169.0467233,0,0,0,0,169.0467233
2023,4,1,1,4,0,173.7101713,0,0,0,0,173.7101713
2023,4,1,1,4,1,107.4029951,0,2.155375114,0,0,109.5583702
2023,5,1,0,3,0,155.317637,0,4.728762371,182.1357285,0,342.1821279
2023,5,1,0,3,1,86.46319926,35.43959202,18.35334566,168.5633968,0,308.8195337
2023,6,0,1,2,0,186.524856,0,30.82839556,0,0,217.3532516
2023,6,0,1,2,1,119.6821018,0,10.64624677,0,0,130.3283485
2023,7,1,1,4,0,177.1979601,0,4.781013888,126.8274968,0,308.8064708
2023,7,1,1,4,1,157.9824644,0,5.460283621,0,0,163.442748
2023,8,0,0,1,0,46.3993479,103.6800744,23.85281792,0,0,173.9322402
2023,8,0,0,1,1,51.02360724,33.88510936,32.51350702,104.2287153,0,221.650939
2023,9,1,1,4,0,43.59082881,19.29387299,61.18652747,0,0,124.0712293
2023,9,1,1,4,1,83.2497309,0,54.68121349,44.21784703,0,182.1487914
2023,10,1,0,3,0,73.8313948,182.0573513,1.201784912,495.2268238,0,752.3173548
2023,10,1,0,3,1,47.70563585,14.14709847,59.86717664,0,0,121.719911
2023,11,0,0,1,0,10.21517175,0,0,0,0,10.21517175
2023,11,0,0,1,1,9.875536884,0,0,0,0,9.875536884
2023,12,0,1,2,0,23.53930882,0,0,0,0,23.53930882
2023,12,0,1,2,1,3.722920651,0,0,138.5579626,0,142.2808833
2024,1,0,0,1,0,34.95626548,0,63.47253138,0,0,98.42879686
2024,1,0,0,1,1,14.21241287,0,22.25914663,0,0,36.4715595
2024,2,1,0,3,0,42.4543583,0,13.08900524,0,0,55.54336353
2024,2,1,0,3,1,42.72867877,0,12.17460367,0,0,54.90328244
2024,3,0,1,2,0,58.10368791,0,0,0,0,58.10368791
2024,3,0,1,2,1,77.27999498,0,0,0,0,77.27999498
2024,4,1,1,4,0,138.296705,0,1.097281876,625.058783,0,764.4527699
2024,4,1,1,4,1,57.24153787,0,0,84.49070445,0,141.7322423
2024,5,1,0,3,0,139.7597475,15.34888339,0,729.6010074,0,884.7096383
2024,5,1,0,3,1,81.77362552,0,78.57322005,0,0,160.3468456
2024,6,0,1,2,0,186.31585,0,0,149.1519579,0,335.4678078
2024,6,0,1,2,1,104.7904192,0,0,0,0,104.7904192
2024,7,1,1,4,0,272.5308545,0,8.72600349,445.3266242,0,726.5834823
2024,7,1,1,4,1,144.370944,27.35366962,0,212.6767408,0,384.4013544
2024,8,0,0,1,0,58.61314021,0,55.41273474,0,0,114.025875
2024,8,0,0,1,1,77.76332152,18.22271687,0,0,0,95.98603839
2024,9,1,1,4,0,125.2599513,254.9482187,90.61719493,161.3134987,0,632.1388636
2024,9,1,1,4,1,96.10360431,0,0,84.36007566,0,180.46368
2024,10,1,0,3,0,158.348225,218.4766592,16.30247359,0,0,393.1273578
2024,10,1,0,3,1,77.51512681,34.91707684,4.611196455,0,0,117.0434001
2024,11,0,0,1,0,25.57711802,133.0454275,0,413.0874377,0,571.7099832
2024,11,0,0,1,1,10.51561798,0,0,390.2012728,0,400.7168908
2024,12,0,1,2,0,66.56843381,0,1.476105381,0,0,68.04453919
2024,12,0,1,2,1,81.30336186,0,0,421.2386745,0,502.5420363
2024,1,0,0,1,0,34.95626548,0,63.47253138,0,0,98.42879686
2024,1,0,0,1,1,14.21241287,0,22.25914663,0,0,36.4715595
2024,2,1,0,3,0,42.4543583,0,13.08900524,0,0,55.54336353
2024,2,1,0,3,1,42.72867877,0,12.17460367,0,0,54.90328244
2024,3,0,1,2,0,58.10368791,0,0,0,0,58.10368791
2024,3,0,1,2,1,77.27999498,0,0,0,0,77.27999498
2024,4,1,1,4,0,138.296705,0,1.097281876,625.058783,0,764.4527699
2024,4,1,1,4,1,57.24153787,0,0,84.49070445,0,141.7322423
2024,5,1,0,3,0,139.7597475,15.34888339,0,729.6010074,0,884.7096383
2024,5,1,0,3,1,81.77362552,0,78.57322005,0,0,160.3468456
2024,6,0,1,2,0,186.31585,0,0,149.1519579,0,335.4678078
2024,6,0,1,2,1,104.7904192,0,0,0,0,104.7904192
2024,7,1,1,4,0,272.5308545,0,8.72600349,445.3266242,0,726.5834823
2024,7,1,1,4,1,144.370944,27.35366962,0,212.6767408,0,384.4013544
2024,8,0,0,1,0,58.61314021,0,55.41273474,0,0,114.025875
2024,8,0,0,1,1,77.76332152,18.22271687,0,0,0,95.98603839
2024,9,1,1,4,0,125.2599513,254.9482187,90.61719493,161.3134987,0,632.1388636
2024,9,1,1,4,1,96.10360431,0,0,84.36007566,0,180.46368
2024,10,1,0,3,0,158.348225,218.4766592,16.30247359,0,0,393.1273578
