"Year","Community","Treatment","Chamber","SCmass_m2","SCdensity_m2"
1987,"MX","A",2,100.9862926,231.9148936
1987,"MX","A",6,73.37517061,180.8510638
1987,"MX","A",9,21.20349678,80.85106383
1987,"MX","A",12,88.99588379,263.8297872
1987,"MX","A",15,77.6338862,225.5319149
1987,"MX","C",3,87.57793318,221.2765957
1987,"MX","C",5,69.22081539,217.0212766
1987,"MX","C",7,90.98468862,276.5957447
1987,"MX","C",10,84.3016183,242.5531915
1987,"MX","C",14,23.08120497,114.893617
1987,"MX","E",1,157.6149685,323.4042553
1987,"MX","E",4,135.8491785,327.6595745
1987,"MX","E",8,140.9153819,355.3191489
1987,"MX","E",11,205.3712243,410.6382979
1987,"MX","E",13,51.12814715,155.3191489
1987,"SC","A",2,591.6335596,678.7234043
1987,"SC","A",4,859.8711492,787.2340426
1987,"SC","A",8,670.1614112,831.9148936
1987,"SC","A",12,444.8918262,702.1276596
1987,"SC","A",15,479.7838321,702.1276596
1987,"SC","C",3,590.6997371,631.9148936
1987,"SC","C",5,587.1876344,814.893617
1987,"SC","C",7,670.6051247,648.9361702
1987,"SC","C",11,525.9127806,761.7021277
1987,"SC","C",13,436.3251916,578.7234043
1987,"SC","E",1,835.7605167,997.8723404
1987,"SC","E",6,701.4162569,963.8297872
1987,"SC","E",9,694.2712857,897.8723404
1987,"SC","E",10,656.0516539,840.4255319
1987,"SC","E",14,533.1660237,772.3404255
1987,"SP","A",2,0,0
1987,"SP","A",5,0,0
1987,"SP","A",9,0,0
1987,"SP","A",11,0,0
1987,"SP","A",13,0,0
1987,"SP","C",3,0,0
1987,"SP","C",6,0,0
1987,"SP","C",7,0,0
1987,"SP","C",12,0,0
1987,"SP","C",15,0,0
1987,"SP","E",1,0,0
1987,"SP","E",4,0,0
1987,"SP","E",8,0,0
1987,"SP","E",10,0,0
1987,"SP","E",14,0,0
1988,"MX","A",2,52.93430615,148.9361702
1988,"MX","A",6,61.51463975,153.1914894
1988,"MX","A",9,4.008855768,19.14893617
1988,"MX","A",12,26.72273611,80.85106383
1988,"MX","A",15,37.53068498,100
1988,"MX","C",3,40.33602201,146.8085106
1988,"MX","C",5,34.99664731,123.4042553
1988,"MX","C",7,39.86071246,127.6595745
1988,"MX","C",10,89.93954443,229.787234
1988,"MX","C",14,7.565899792,31.91489362
1988,"MX","E",1,153.7050236,370.212766
1988,"MX","E",4,131.8353973,308.5106383
1988,"MX","E",8,92.4908115,227.6595745
1988,"MX","E",11,239.0728647,521.2765957
1988,"MX","E",13,74.71518344,189.3617021
1988,"SC","A",2,586.7657182,906.3829787
1988,"SC","A",4,833.0706737,910.6382979
1988,"SC","A",8,586.4308111,791.4893617
1988,"SC","A",12,380.3517438,755.3191489
1988,"SC","A",15,346.9245703,689.3617021
1988,"SC","C",3,586.4751596,736.1702128
1988,"SC","C",5,593.9096924,863.8297872
1988,"SC","C",7,715.0974272,900
1988,"SC","C",11,451.6923969,808.5106383
1988,"SC","C",13,406.0292269,729.787234
1988,"SC","E",1,749.6588521,1102.12766
1988,"SC","E",6,643.3242254,965.9574468
1988,"SC","E",9,676.2861096,1021.276596
1988,"SC","E",10,614.8623901,919.1489362
1988,"SC","E",14,431.6286383,723.4042553
1988,"SP","A",2,0,0
1988,"SP","A",5,0,0
1988,"SP","A",9,0,0
1988,"SP","A",11,0,0
1988,"SP","A",13,0,0
1988,"SP","C",3,0,0
1988,"SP","C",6,0,0
1988,"SP","C",7,0,0
1988,"SP","C",12,0,0
1988,"SP","C",15,0,0
1988,"SP","E",1,0,0
1988,"SP","E",4,0,0
1988,"SP","E",8,0,0
1988,"SP","E",10,0,0
1988,"SP","E",14,0,0
1989,"MX","A",2,125.2114663,168.0851064
1989,"MX","A",6,79.77801207,110.6382979
1989,"MX","A",9,14.32980012,34.04255319
1989,"MX","A",12,62.45970515,117.0212766
1989,"MX","A",15,65.04519581,129.787234
1989,"MX","C",3,68.49938663,127.6595745
1989,"MX","C",5,66.02480195,138.2978723
1989,"MX","C",7,50.92321351,70.21276596
1989,"MX","C",10,111.9693045,148.9361702
1989,"MX","C",14,1.591981258,10.63829787
1989,"MX","E",1,263.6361497,336.1702128
1989,"MX","E",4,201.1786615,261.7021277
1989,"MX","E",8,157.0752372,261.7021277
1989,"MX","E",11,362.3970092,434.0425532
1989,"MX","E",13,110.0168281,197.8723404
1989,"SC","A",2,737.1406587,772.3404255
1989,"SC","A",4,1361.645547,827.6595745
1989,"SC","A",8,1065.895799,721.2765957
1989,"SC","A",12,468.6967671,561.7021277
1989,"SC","A",15,256.6286172,321.2765957
1989,"SC","C",3,1147.479337,793.6170213
1989,"SC","C",5,783.2309642,638.2978723
1989,"SC","C",7,998.9061592,710.6382979
1989,"SC","C",11,250.3530267,225.5319149
1989,"SC","C",13,301.9608668,382.9787234
1989,"SC","E",1,907.5672198,872.3404255
1989,"SC","E",6,782.5579083,717.0212766
1989,"SC","E",9,747.7798949,706.3829787
1989,"SC","E",10,894.0950532,836.1702128
1989,"SC","E",14,395.4639012,485.106383
1989,"SP","A",2,0,0
1989,"SP","A",5,0,0
1989,"SP","A",9,0,0
1989,"SP","A",11,0,0
1989,"SP","A",13,0,0
1989,"SP","C",3,0,0
1989,"SP","C",6,0,0
1989,"SP","C",7,0,0
1989,"SP","C",12,0,0
1989,"SP","C",15,0,0
1989,"SP","E",1,0,0
1989,"SP","E",4,0,0
1989,"SP","E",8,0,0
1989,"SP","E",10,0,0
1989,"SP","E",14,0,0
1990,"MX","A",2,191.3255418,253.1914894
1990,"MX","A",6,107.9661973,170.212766
1990,"MX","A",9,9.017461834,19.14893617
1990,"MX","A",12,28.24563322,63.82978723
1990,"MX","A",15,34.79424626,63.82978723
1990,"MX","C",3,64.03686684,110.6382979
1990,"MX","C",5,55.32163825,108.5106383
1990,"MX","C",7,104.8252597,178.7234043
1990,"MX","C",10,69.35388038,89.36170213
1990,"MX","C",14,0.303563742,2.127659574
1990,"MX","E",1,250.4552658,331.9148936
1990,"MX","E",4,154.8915619,265.9574468
1990,"MX","E",8,60.07634172,108.5106383
1990,"MX","E",11,147.9540276,212.7659574
1990,"MX","E",13,70.23752959,151.0638298
1990,"SC","A",2,844.220859,997.8723404
1990,"SC","A",4,1308.151385,1012.765957
1990,"SC","A",8,590.4512645,634.0425532
1990,"SC","A",12,243.4539983,344.6808511
1990,"SC","A",15,136.7866837,174.4680851
1990,"SC","C",3,1003.63945,819.1489362
1990,"SC","C",5,826.1855455,708.5106383
1990,"SC","C",7,1019.490162,738.2978723
1990,"SC","C",11,326.3332246,319.1489362
1990,"SC","C",13,237.0658682,285.106383
1990,"SC","E",1,896.1883108,1029.787234
1990,"SC","E",6,659.3365468,712.7659574
1990,"SC","E",9,597.7745134,727.6595745
1990,"SC","E",10,587.1678877,738.2978723
1990,"SC","E",14,216.3371852,382.9787234
1990,"SP","A",2,0,0
1990,"SP","A",5,0,0
1990,"SP","A",9,0,0
1990,"SP","A",11,0,0
1990,"SP","A",13,0,0
1990,"SP","C",3,0,0
1990,"SP","C",6,0,0
1990,"SP","C",7,0,0
1990,"SP","C",12,0,0
1990,"SP","C",15,0,0
1990,"SP","E",1,0,0
1990,"SP","E",4,0,0
1990,"SP","E",8,0,0
1990,"SP","E",10,0,0
1990,"SP","E",14,0,0
1991,"MX","A",2,238.4064851,321.2765957
1991,"MX","A",6,252.3939742,342.5531915
1991,"MX","A",9,34.34260435,57.44680851
1991,"MX","A",12,30.35525248,89.36170213
1991,"MX","A",15,73.26861412,170.212766
1991,"MX","C",3,154.4545763,248.9361702
1991,"MX","C",5,175.4453542,317.0212766
1991,"MX","C",7,104.0655658,170.212766
1991,"MX","C",10,106.6019371,202.1276596
1991,"MX","C",14,0.526322839,4.255319149
1991,"MX","E",1,270.3633821,421.2765957
1991,"MX","E",4,144.128665,227.6595745
