"","IDs","H2S_info"
"1","P12A-20","Within_Range"
"2","P12A-20","Within_Range"
"3","P12A-20","Within_Range"
"4","P3A-40","Within_Range"
"5","P3A-40","Within_Range"
"6","P3A-40","Within_Range"
"7","P12A-40","Within_Range"
"8","P12A-40","Within_Range"
"9","P12A-40","Within_Range"
"10","P12B-20","Within_Range"
"11","P12B-20","Within_Range"
"12","P12B-20","Within_Range"
"13","P3A-40 Dup","Within_Range"
"14","P3A-40 Dup","Within_Range"
"15","P3A-40 Dup","Within_Range"
"16","P12B-40","Within_Range"
"17","P12B-40","Within_Range"
"18","P12B-40","Within_Range"
"19","P11B-40 Spike","Within_Range"
"20","P11B-40 Spike","Within_Range"
"21","P11B-40 Spike","Within_Range"
"22","Sc6-80","Within_Range"
"23","Sc6-80","Within_Range"
"24","Sc6-80","Within_Range"
"25","P3B-20","Within_Range"
"26","P3B-20","Within_Range"
"27","P3B-20","Within_Range"
"28","P3B-20 Spike","Within_Range"
"29","P3B-20 Spike","Within_Range"
"30","P3B-20 Spike","Within_Range"
"31","P1B-40","adl"
"32","P1B-40","adl"
"33","P1B-40","adl"
"34","P3B-40","adl"
"35","P3B-40","Within_Range"
"36","P3B-40","Within_Range"
"37","P2B-20","adl"
"38","P2B-20","adl"
"39","P2B-20","adl"
"40","P3B-40 Dup","Within_Range"
"41","P3B-40 Dup","Within_Range"
"42","P3B-40 Dup","Within_Range"
"43","P11B-40","Within_Range"
"44","P11B-40","Within_Range"
"45","P11B-40","Within_Range"
"46","P3A-20","Within_Range"
"47","P3A-20","Within_Range"
"48","P3A-20","Within_Range"
