"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"24","C12",0.598,"P11B-20",50,"Ok",2170.20903820784,2170.20903820784,"Within_Range"
"25","D04",0.469,"P8B-20",50,"Ok",1620.59638105464,1620.59638105464,"Within_Range"
"26","D05",0.415,"P8B-20",50,"Ok",1390.52596643237,1390.52596643237,"Within_Range"
"27","D06",0.433,"P8B-20",50,"Ok",1467.21610463979,1467.21610463979,"Within_Range"
"28","D10",0.551,"P7B-20 Spike",50,"Ok",1969.96256622179,1969.96256622179,"Within_Range"
"29","D11",0.515,"P7B-20 Spike",50,"Ok",1816.58228980694,1816.58228980694,"Within_Range"
"30","D12",0.557,"P7B-20 Spike",50,"Ok",1995.52594562426,1995.52594562426,"Within_Range"
"31","E04",0.46,"P8B-40",50,"Ok",1582.25131195093,1582.25131195093,"Within_Range"
"32","E05",0.637,"P8B-40",50,"Ok",2336.37100432392,2336.37100432392,"Within_Range"
"33","E06",0.601,"P8B-40",50,"Ok",2182.99072790908,2182.99072790908,"Within_Range"
"34","E07",0.415,"P10A-20",50,"Ok",1390.52596643237,1390.52596643237,"Within_Range"
"35","E08",0.448,"P10A-20",50,"Ok",1531.12455314598,1531.12455314598,"Within_Range"
"36","E09",0.415,"P10A-20",50,"Ok",1390.52596643237,1390.52596643237,"Within_Range"
"37","E10",0.384,"P10A-20 Spike",50,"Ok",1258.44850618625,1258.44850618625,"Within_Range"
"38","E11",0.42,"P10A-20 Spike",50,"Ok",1411.8287826011,1411.8287826011,"Within_Range"
"39","E12",0.487,"P10A-20 Spike",50,"Ok",1697.28651926206,1697.28651926206,"Within_Range"
"40","F04",0.346,"P9A-20",50,"Ok",1096.54710330391,1096.54710330391,"Within_Range"
"41","F05",0.345,"P9A-20",50,"Ok",1092.28654007016,1092.28654007016,"Within_Range"
"42","F06",0.324,"P9A-20",50,"Ok",1002.8147121615,1002.8147121615,"Within_Range"
"43","F07",0.383,"P10A-40",50,"Ok",1254.1879429525,1254.1879429525,"Within_Range"
"44","F08",0.339,"P10A-40",50,"Ok",1066.72316066769,1066.72316066769,"Within_Range"
"45","F09",0.349,"P10A-40",50,"Ok",1109.32879300515,1109.32879300515,"Within_Range"
"46","G04",0.55,"P9A-40",50,"Ok",1965.70200298804,1965.70200298804,"Within_Range"
"47","G05",0.447,"P9A-40",50,"Ok",1526.86398991223,1526.86398991223,"Within_Range"
"48","G06",0.444,"P9A-40",50,"Ok",1514.08230021099,1514.08230021099,"Within_Range"
"49","G07",0.542,"P10B-20",50,"Ok",1931.61749711808,1931.61749711808,"Within_Range"
"50","G08",0.562,"P10B-20",50,"Ok",2016.82876179299,2016.82876179299,"Within_Range"
"51","G09",0.55,"P10B-20",50,"Ok",1965.70200298804,1965.70200298804,"Within_Range"
"52","G10",0.44,"P11B-20 Dup",50,"Ok",1497.04004727601,1497.04004727601,"Within_Range"
"53","G11",0.6,"P11B-20 Dup",50,"Ok",2178.73016467533,2178.73016467533,"Within_Range"
"54","G12",0.427,"P11B-20 Dup",50,"Ok",1441.65272523732,1441.65272523732,"Within_Range"
"55","H01",0.482,"P7B-20",50,"Ok",1675.98370309333,1675.98370309333,"Within_Range"
"56","H02",0.502,"P7B-20",50,"Ok",1761.19496776825,1761.19496776825,"Within_Range"
"57","H03",0.46,"P7B-20",50,"Ok",1582.25131195093,1582.25131195093,"Within_Range"
"58","H04",0.371,"P9B-20",50,"Ok",1203.06118414755,1203.06118414755,"Within_Range"
"59","H05",0.394,"P9B-20",50,"Ok",1301.05413852371,1301.05413852371,"Within_Range"
"60","H06",0.341,"P9B-20",50,"Ok",1075.24428713518,1075.24428713518,"Within_Range"
"61","H07",0.54,"P10B-40",50,"Ok",1923.09637065059,1923.09637065059,"Within_Range"
"62","H08",0.472,"P10B-40",50,"Ok",1633.37807075588,1633.37807075588,"Within_Range"
"63","H09",0.424,"P10B-40",50,"Ok",1428.87103553608,1428.87103553608,"Within_Range"
