"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.49,"Sc4-20",50,"Ok",1616.76516538402,1616.76516538402,"Within_Range"
"2","A05",0.442,"Sc4-20",50,"Ok",1415.8692398161,1415.8692398161,"Within_Range"
"3","A06",0.609,"Sc4-20",50,"Ok",2114.81964752115,2114.81964752115,"Within_Range"
"4","A07",1.231,"Sc8-80",50,"Ok",4718.09601633875,4718.09601633875,"Within_Range"
"5","A08",1.191,"Sc8-80",50,"Ok",4550.68274503215,4550.68274503215,"Within_Range"
"6","A09",1.142,"Sc8-80",50,"Ok",4345.60148768157,4345.60148768157,"Within_Range"
"7","A10",0.63,"Sc10-40",50,"Ok",2202.71161495711,2202.71161495711,"Within_Range"
"8","A11",0.708,"Sc10-40",50,"Ok",2529.16749400498,2529.16749400498,"Within_Range"
"9","A12",0.79,"Sc10-40",50,"Ok",2872.36470018351,2872.36470018351,"Within_Range"
"10","B04",0.884,"Sc4-40",50,"Ok",3265.78588775401,3265.78588775401,"Within_Range"
"11","B05",0.737,"Sc4-40",50,"Ok",2650.54211570226,2650.54211570226,"Within_Range"
"12","B06",0.878,"Sc4-40",50,"Ok",3240.67389705802,3240.67389705802,"Within_Range"
"13","B10",0.581,"Sc10-80",50,"Ok",1997.63035760653,1997.63035760653,"Within_Range"
"14","B11",0.658,"Sc10-80",50,"Ok",2319.90090487173,2319.90090487173,"Within_Range"
"15","B12",0.754,"Sc10-80",50,"Ok",2721.69275600757,2721.69275600757,"Within_Range"
"16","C04",0.954,"Sc4-80",50,"Ok",3558.75911254056,3558.75911254056,"Within_Range"
"17","C05",0.953,"Sc4-80",50,"Ok",3554.57378075789,3554.57378075789,"Within_Range"
"18","C06",0.808,"Sc4-80",50,"Ok",2947.70067227148,2947.70067227148,"Within_Range"
"19","C07",0.961,"Sc8-80 Dup",50,"Ok",3588.05643501921,3588.05643501921,"Within_Range"
"20","C08",0.828,"Sc8-80 Dup",50,"Ok",3031.40730792477,3031.40730792477,"Within_Range"
"21","C09",1.039,"Sc8-80 Dup",50,"Ok",3914.51231406708,3914.51231406708,"Within_Range"
"22","C10",0.422,"Sc12-20",50,"Ok",1332.1626041628,1332.1626041628,"Within_Range"
"23","C11",0.338,"Sc12-20",50,"Ok",980.594734418947,980.594734418947,"Within_Range"
"24","C12",0.384,"Sc12-20",50,"Ok",1173.11999642153,1173.11999642153,"Within_Range"
"25","D04",0.767,"Sc6-20",50,"Ok",2776.10206918221,2776.10206918221,"Within_Range"
"26","D05",0.756,"Sc6-20",50,"Ok",2730.0634195729,2730.0634195729,"Within_Range"
"27","D06",0.84,"Sc6-20",50,"Ok",3081.63128931675,3081.63128931675,"Within_Range"
"28","D10",0.848,"Sc2-80 Spike",50,"Ok",3115.11394357807,3115.11394357807,"Within_Range"
"29","D11",1.153,"Sc2-80 Spike",50,"Ok",4391.64013729088,4391.64013729088,"Within_Range"
"30","D12",1.066,"Sc2-80 Spike",50,"Ok",4027.51627219903,4027.51627219903,"Within_Range"
"31","E04",1.04,"Sc6-40",50,"Ok",3918.69764584974,3918.69764584974,"Within_Range"
"32","E05",1.127,"Sc6-40",50,"Ok",4282.8215109416,4282.8215109416,"Within_Range"
"33","E06",0.998,"Sc6-40",50,"Ok",3742.91371097782,3742.91371097782,"Within_Range"
"34","E07",0.834,"Sc9-20",50,"Ok",3056.51929862076,3056.51929862076,"Within_Range"
