"","IDs","H2S_info"
"1","Sc4-20","Within_Range"
"2","Sc4-20","Within_Range"
"3","Sc4-20","Within_Range"
"4","Sc8-80","Within_Range"
"5","Sc8-80","Within_Range"
"6","Sc8-80","Within_Range"
"7","Sc10-40","Within_Range"
"8","Sc10-40","Within_Range"
"9","Sc10-40","Within_Range"
"10","Sc4-40","Within_Range"
"11","Sc4-40","Within_Range"
"12","Sc4-40","Within_Range"
"13","Sc10-80","Within_Range"
"14","Sc10-80","Within_Range"
"15","Sc10-80","Within_Range"
"16","Sc4-80","Within_Range"
"17","Sc4-80","Within_Range"
"18","Sc4-80","Within_Range"
"19","Sc8-80 Dup","Within_Range"
"20","Sc8-80 Dup","Within_Range"
"21","Sc8-80 Dup","Within_Range"
"22","Sc12-20","Within_Range"
"23","Sc12-20","Within_Range"
"24","Sc12-20","Within_Range"
"25","Sc6-20","Within_Range"
"26","Sc6-20","Within_Range"
"27","Sc6-20","Within_Range"
"28","Sc2-80 Spike","Within_Range"
"29","Sc2-80 Spike","Within_Range"
"30","Sc2-80 Spike","Within_Range"
"31","Sc6-40","Within_Range"
"32","Sc6-40","Within_Range"
"33","Sc6-40","Within_Range"
"34","Sc9-20","Within_Range"
"35","Sc9-20","Within_Range"
"36","Sc9-20","Within_Range"
"37","Sc9-20 Spike","Within_Range"
"38","Sc9-20 Spike","Within_Range"
"39","Sc9-20 Spike","Within_Range"
"40","Sc6-80","Within_Range"
"41","Sc6-80","Within_Range"
"42","Sc6-80","Within_Range"
"43","Sc9-40","Within_Range"
"44","Sc9-40","Within_Range"
"45","Sc9-40","Within_Range"
"46","Sc8-20","Within_Range"
"47","Sc8-20","Within_Range"
"48","Sc8-20","Within_Range"
"49","Sc9-80","Within_Range"
"50","Sc9-80","Within_Range"
"51","Sc9-80","Within_Range"
"52","Sc12-20 Dup","Within_Range"
"53","Sc12-20 Dup","Within_Range"
"54","Sc12-20 Dup","Within_Range"
"55","Sc2-80","Within_Range"
"56","Sc2-80","Within_Range"
"57","Sc2-80","Within_Range"
"58","Sc8-40","Within_Range"
"59","Sc8-40","Within_Range"
"60","Sc8-40","Within_Range"
"61","Sc10-20","Within_Range"
"62","Sc10-20","Within_Range"
"63","Sc10-20","Within_Range"
