"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.075,"P3B-20",50,"Ok",-28.166139951176,0,"bdl"
"2","A05",0.068,"P3B-20",50,"Ok",-57.3143444253874,0,"bdl"
"3","A06",0.07,"P3B-20",50,"Ok",-48.9862860041841,0,"bdl"
"4","A07",0.489,"P5B-20",50,"Ok",1695.7419532379,1695.7419532379,"Within_Range"
"5","A08",0.526,"P5B-20",50,"Ok",1849.81103403016,1849.81103403016,"Within_Range"
"6","A09",0.498,"P5B-20",50,"Ok",1733.21821613332,1733.21821613332,"Within_Range"
"7","A10",0.437,"P6B-40",50,"Ok",1479.21243428662,1479.21243428662,"Within_Range"
"8","A11",0.48,"P6B-40",50,"Ok",1658.26569034249,1658.26569034249,"Within_Range"
"9","A12",0.446,"P6B-40",50,"Ok",1516.68869718203,1516.68869718203,"Within_Range"
"10","B04",0.112,"P3B-40",50,"Ok",125.902940841085,125.902940841085,"Within_Range"
"11","B05",0.106,"P3B-40",50,"Ok",100.918765577475,100.918765577475,"Within_Range"
"12","B06",0.107,"P3B-40",50,"Ok",105.082794788077,105.082794788077,"Within_Range"
"13","B10",0.486,"P7A-20",50,"Ok",1683.2498656061,1683.2498656061,"Within_Range"
"14","B11",0.465,"P7A-20",50,"Ok",1595.80525218346,1595.80525218346,"Within_Range"
"15","B12",0.423,"P7A-20",50,"Ok",1420.9160253382,1420.9160253382,"Within_Range"
"16","C04",0.382,"P4A-20",50,"Ok",1250.19082770353,1250.19082770353,"Within_Range"
"17","C05",0.396,"P4A-20",50,"Ok",1308.48723665195,1308.48723665195,"Within_Range"
"18","C06",0.368,"P4A-20",50,"Ok",1191.89441875511,1191.89441875511,"Within_Range"
"19","C07",0.558,"P5B-20 Dup",50,"Ok",1983.05996876942,1983.05996876942,"Within_Range"
"20","C08",0.522,"P5B-20 Dup",50,"Ok",1833.15491718776,1833.15491718776,"Within_Range"
"21","C09",0.503,"P5B-20 Dup",50,"Ok",1754.03836218633,1754.03836218633,"Within_Range"
"22","C10",0.63,"P7A-40",50,"Ok",2282.87007193274,2282.87007193274,"Within_Range"
"23","C11",0.573,"P7A-40",50,"Ok",2045.52040692844,2045.52040692844,"Within_Range"
"24","C12",0.604,"P7A-40",50,"Ok",2174.60531245709,2174.60531245709,"Within_Range"
"25","D04",0.5,"P4A-40",50,"Ok",1741.54627455452,1741.54627455452,"Within_Range"
"26","D05",0.468,"P4A-40",50,"Ok",1608.29733981527,1608.29733981527,"Within_Range"
"27","D06",0.372,"P4A-40",50,"Ok",1208.55053559751,1208.55053559751,"Within_Range"
"28","D10",0.138,"P3A-40 Spike",50,"Ok",234.167700316728,234.167700316728,"Within_Range"
"29","D11",0.131,"P3A-40 Spike",50,"Ok",205.019495842516,205.019495842516,"Within_Range"
"30","D12",0.121,"P3A-40 Spike",50,"Ok",163.3792037365,163.3792037365,"Within_Range"
"31","E04",0.394,"P4B-20",50,"Ok",1300.15917823075,1300.15917823075,"Within_Range"
"32","E05",0.34,"P4B-20",50,"Ok",1075.30160085826,1075.30160085826,"Within_Range"
"33","E06",0.352,"P4B-20",50,"Ok",1125.26995138548,1125.26995138548,"Within_Range"
"34","E07",0.525,"P5B-40",50,"Ok",1845.64700481956,1845.64700481956,"Within_Range"
"35","E08",0.475,"P5B-40",50,"Ok",1637.44554428948,1637.44554428948,"Within_Range"
"36","E09",0.388,"P5B-40",50,"Ok",1275.17500296714,1275.17500296714,"Within_Range"
"37","E10",0.492,"P5B-40 Spike",50,"Ok",1708.23404086971,1708.23404086971,"Within_Range"
"38","E11",0.541,"P5B-40 Spike",50,"Ok",1912.27147218919,1912.27147218919,"Within_Range"
"39","E12",0.529,"P5B-40 Spike",50,"Ok",1862.30312166197,1862.30312166197,"Within_Range"
"40","F04",0.365,"P4B-40",50,"Ok",1179.4023311233,1179.4023311233,"Within_Range"
"41","F05",0.322,"P4B-40",50,"Ok",1000.34907506743,1000.34907506743,"Within_Range"
"42","F06",0.321,"P4B-40",50,"Ok",996.185045856828,996.185045856828,"Within_Range"
"43","F07",0.535,"P6A-20",50,"Ok",1887.28729692558,1887.28729692558,"Within_Range"
"44","F08",0.448,"P6A-20",50,"Ok",1525.01675560324,1525.01675560324,"Within_Range"
"45","F09",0.421,"P6A-20",50,"Ok",1412.58796691699,1412.58796691699,"Within_Range"
"46","G04",0.487,"P5A-20",50,"Ok",1687.4138948167,1687.4138948167,"Within_Range"
"47","G05",0.477,"P5A-20",50,"Ok",1645.77360271068,1645.77360271068,"Within_Range"
"48","G06",0.43,"P5A-20",50,"Ok",1450.06422981241,1450.06422981241,"Within_Range"
"49","G07",0.45,"P6A-40",50,"Ok",1533.34481402444,1533.34481402444,"Within_Range"
"50","G08",0.475,"P6A-40",50,"Ok",1637.44554428948,1637.44554428948,"Within_Range"
"51","G09",0.432,"P6A-40",50,"Ok",1458.39228823361,1458.39228823361,"Within_Range"
"52","G10",0.528,"P7A-40 Dup",50,"Ok",1858.13909245137,1858.13909245137,"Within_Range"
"53","G11",0.518,"P7A-40 Dup",50,"Ok",1816.49880034535,1816.49880034535,"Within_Range"
"54","G12",0.532,"P7A-40 Dup",50,"Ok",1874.79520929377,1874.79520929377,"Within_Range"
"55","H01",0.068,"P3A-40",50,"Ok",-57.3143444253874,0,"bdl"
"56","H02",0.093,"P3A-40",50,"Ok",46.7863858396536,46.7863858396536,"Within_Range"
"57","H03",0.066,"P3A-40",50,"Ok",-65.6424028465907,0,"bdl"
"58","H04",0.522,"P5A-40",50,"Ok",1833.15491718776,1833.15491718776,"Within_Range"
"59","H05",0.607,"P5A-40",50,"Ok",2187.0974000889,2187.0974000889,"Within_Range"
"60","H06",0.533,"P5A-40",50,"Ok",1878.95923850438,1878.95923850438,"Within_Range"
"61","H07",0.608,"P6B-20",50,"Ok",2191.2614292995,2191.2614292995,"Within_Range"
"62","H08",0.633,"P6B-20",50,"Ok",2295.36215956454,2295.36215956454,"Within_Range"
"63","H09",0.653,"P6B-20",50,"Ok",2378.64274377657,2378.64274377657,"Within_Range"
