"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.698,"L12-80",50,"Ok",2809.66799304995,2809.66799304995,"Within_Range"
"2","A05",0.694,"L12-80",50,"Ok",2791.14458726823,2791.14458726823,"Within_Range"
"3","A06",0.645,"L12-80",50,"Ok",2564.23286644211,2564.23286644211,"Within_Range"
"4","A07",0.743,"L15-40",50,"Ok",3018.05630809435,3018.05630809435,"Within_Range"
"5","A08",0.805,"L15-40",50,"Ok",3305.16909771107,3305.16909771107,"Within_Range"
"6","A09",0.854,"L15-40",50,"Ok",3532.08081853719,3532.08081853719,"Within_Range"
"7","A10",0.567,"L17-20",50,"Ok",2203.02645369849,2203.02645369849,"Within_Range"
"8","A11",0.629,"L17-20",50,"Ok",2490.13924331521,2490.13924331521,"Within_Range"
"9","A12",0.497,"L17-20",50,"Ok",1878.86685251831,1878.86685251831,"Within_Range"
"10","B04",0.741,"L13-20",50,"Ok",3008.79460520349,3008.79460520349,"Within_Range"
"11","B05",0.74,"L13-20",50,"Ok",3004.16375375806,3004.16375375806,"Within_Range"
"12","B06",0.645,"L13-20",50,"Ok",2564.23286644211,2564.23286644211,"Within_Range"
"13","B10",0.516,"L17-40",50,"Ok",1966.8530299815,1966.8530299815,"Within_Range"
"14","B11",0.468,"L17-40",50,"Ok",1744.57216060081,1744.57216060081,"Within_Range"
"15","B12",0.517,"L17-40",50,"Ok",1971.48388142693,1971.48388142693,"Within_Range"
"16","C04",0.735,"L13-40",50,"Ok",2981.0094965309,2981.0094965309,"Within_Range"
"17","C05",0.685,"L13-40",50,"Ok",2749.46692425935,2749.46692425935,"Within_Range"
"18","C06",0.823,"L13-40",50,"Ok",3388.52442372883,3388.52442372883,"Within_Range"
"19","C07",0.962,"L15-40 Dup",50,"Ok",4032.21277464374,4032.21277464374,"Within_Range"
"20","C08",0.894,"L15-40 Dup",50,"Ok",3717.31487635443,3717.31487635443,"Within_Range"
"21","C09",0.931,"L15-40 Dup",50,"Ok",3888.65637983538,3888.65637983538,"Within_Range"
"22","C10",0.63,"L17-80",50,"Ok",2494.77009476064,2494.77009476064,"Within_Range"
"23","C11",0.537,"L17-80",50,"Ok",2064.10091033556,2064.10091033556,"Within_Range"
"24","C12",0.784,"L17-80",50,"Ok",3207.92121735702,3207.92121735702,"Within_Range"
"25","D04",0.954,"L13-80",50,"Ok",3995.1659630803,3995.1659630803,"Within_Range"
