"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.695,"L7-20",50,"Ok",2744.77016156193,2744.77016156193,"Within_Range"
"2","A05",0.668,"L7-20",50,"Ok",2619.2217925879,2619.2217925879,"Within_Range"
"3","A06",0.587,"L7-20",50,"Ok",2242.5766856658,2242.5766856658,"Within_Range"
"4","A07",0.783,"L9-80",50,"Ok",3153.96484562544,3153.96484562544,"Within_Range"
"5","A08",0.689,"L9-80",50,"Ok",2716.87052401215,2716.87052401215,"Within_Range"
"6","A09",0.677,"L9-80",50,"Ok",2661.07124891258,2661.07124891258,"Within_Range"
"7","A10",0.595,"L11-40",50,"Ok",2279.77620239885,2279.77620239885,"Within_Range"
"8","A11",0.582,"L11-40",50,"Ok",2219.32698770765,2219.32698770765,"Within_Range"
"9","A12",0.649,"L11-40",50,"Ok",2530.87294034691,2530.87294034691,"Within_Range"
"10","B04",0.67,"L7-40",50,"Ok",2628.52167177116,2628.52167177116,"Within_Range"
"11","B05",0.624,"L7-40",50,"Ok",2414.62445055614,2414.62445055614,"Within_Range"
"12","B06",0.658,"L7-40",50,"Ok",2572.72239667159,2572.72239667159,"Within_Range"
"13","B10",0.635,"L11-80",50,"Ok",2465.77378606408,2465.77378606408,"Within_Range"
"14","B11",0.694,"L11-80",50,"Ok",2740.1202219703,2740.1202219703,"Within_Range"
"15","B12",0.643,"L11-80",50,"Ok",2502.97330279713,2502.97330279713,"Within_Range"
"16","C04",0.841,"L7-80",50,"Ok",3423.66134194003,3423.66134194003,"Within_Range"
"17","C05",0.66,"L7-80",50,"Ok",2582.02227585485,2582.02227585485,"Within_Range"
"18","C06",0.669,"L7-80",50,"Ok",2623.87173217953,2623.87173217953,"Within_Range"
"19","C07",0.71,"L9-80 Dup",50,"Ok",2814.51925543639,2814.51925543639,"Within_Range"
"20","C08",0.848,"L9-80 Dup",50,"Ok",3456.21091908145,3456.21091908145,"Within_Range"
"21","C09",0.804,"L9-80 Dup",50,"Ok",3251.61357704969,3251.61357704969,"Within_Range"
"22","C10",0.745,"L12-20",50,"Ok",2977.26714114347,2977.26714114347,"Within_Range"
"23","C11",0.779,"L12-20",50,"Ok",3135.36508725892,3135.36508725892,"Within_Range"
"24","C12",0.795,"L12-20",50,"Ok",3209.76412072501,3209.76412072501,"Within_Range"
"25","D04",0.725,"L8-20",50,"Ok",2884.26834931086,2884.26834931086,"Within_Range"
"26","D05",0.649,"L8-20",50,"Ok",2530.87294034691,2530.87294034691,"Within_Range"
"27","D06",0.768,"L8-20",50,"Ok",3084.21575175098,3084.21575175098,"Within_Range"
"28","D10",0.913,"L6-80 Spike",50,"Ok",3758.45699253745,3758.45699253745,"Within_Range"
"29","D11",0.817,"L6-80 Spike",50,"Ok",3312.06279174089,3312.06279174089,"Within_Range"
"30","D12",0.898,"L6-80 Spike",50,"Ok",3688.70789866299,3688.70789866299,"Within_Range"
