"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"31","E04",0.671,"L8-40",50,"Ok",2633.17161136279,2633.17161136279,"Within_Range"
"32","E05",0.726,"L8-40",50,"Ok",2888.91828890249,2888.91828890249,"Within_Range"
"33","E06",0.649,"L8-40",50,"Ok",2530.87294034691,2530.87294034691,"Within_Range"
"34","E07",0.779,"L10-20",50,"Ok",3135.36508725892,3135.36508725892,"Within_Range"
"35","E08",0.83,"L10-20",50,"Ok",3372.51200643209,3372.51200643209,"Within_Range"
"36","E09",0.704,"L10-20",50,"Ok",2786.61961788661,2786.61961788661,"Within_Range"
"37","E10",0.832,"L10-20 Spike",50,"Ok",3381.81188561535,3381.81188561535,"Within_Range"
"38","E11",0.737,"L10-20 Spike",50,"Ok",2940.06762441043,2940.06762441043,"Within_Range"
"39","E12",0.711,"L10-20 Spike",50,"Ok",2819.16919502803,2819.16919502803,"Within_Range"
"40","F04",0.816,"L8-80",50,"Ok",3307.41285214926,3307.41285214926,"Within_Range"
"41","F05",0.746,"L8-80",50,"Ok",2981.9170807351,2981.9170807351,"Within_Range"
"42","F06",0.765,"L8-80",50,"Ok",3070.26593297609,3070.26593297609,"Within_Range"
"43","F07",0.651,"L10-40",50,"Ok",2540.17281953018,2540.17281953018,"Within_Range"
"44","F08",0.659,"L10-40",50,"Ok",2577.37233626322,2577.37233626322,"Within_Range"
"45","F09",0.643,"L10-40",50,"Ok",2502.97330279713,2502.97330279713,"Within_Range"
"46","G04",0.79,"L9-20",50,"Ok",3186.51442276686,3186.51442276686,"Within_Range"
"47","G05",0.849,"L9-20",50,"Ok",3460.86085867308,3460.86085867308,"Within_Range"
"48","G06",0.851,"L9-20",50,"Ok",3470.16073785634,3470.16073785634,"Within_Range"
"49","G07",0.958,"L10-80",50,"Ok",3967.70427416084,3967.70427416084,"Within_Range"
"50","G08",0.94,"L10-80",50,"Ok",3884.00536151148,3884.00536151148,"Within_Range"
"51","G09",0.896,"L10-80",50,"Ok",3679.40801947973,3679.40801947973,"Within_Range"
"52","G10",0.817,"L12-20 Dup",50,"Ok",3312.06279174089,3312.06279174089,"Within_Range"
"53","G11",0.834,"L12-20 Dup",50,"Ok",3391.11176479862,3391.11176479862,"Within_Range"
"54","G12",0.765,"L12-20 Dup",50,"Ok",3070.26593297609,3070.26593297609,"Within_Range"
"55","H01",0.83,"L6-80",50,"Ok",3372.51200643209,3372.51200643209,"Within_Range"
"56","H02",0.813,"L6-80",50,"Ok",3293.46303337437,3293.46303337437,"Within_Range"
"57","H03",0.765,"L6-80",50,"Ok",3070.26593297609,3070.26593297609,"Within_Range"
"58","H04",0.557,"L9-40",50,"Ok",2103.07849791688,2103.07849791688,"Within_Range"
"59","H05",0.547,"L9-40",50,"Ok",2056.57910200057,2056.57910200057,"Within_Range"
"60","H06",0.513,"L9-40",50,"Ok",1898.48115588512,1898.48115588512,"Within_Range"
"61","H07",0.711,"L11-20",50,"Ok",2819.16919502803,2819.16919502803,"Within_Range"
"62","H08",0.589,"L11-20",50,"Ok",2251.87656484906,2251.87656484906,"Within_Range"
"63","H09",0.49,"L11-20",50,"Ok",1791.53254527761,1791.53254527761,"Within_Range"
