"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.616,"L18-40",50,"Ok",2226.83135882997,2226.83135882997,"Within_Range"
"2","A05",0.701,"L18-40",50,"Ok",2587.65355630866,2587.65355630866,"Within_Range"
"3","A06",0.585,"L18-40",50,"Ok",2095.23738092598,2095.23738092598,"Within_Range"
"4","A07",0.52,"Sp1-20",50,"Ok",1819.31452403051,1819.31452403051,"Within_Range"
"5","A08",0.443,"Sp1-20",50,"Ok",1492.45206278511,1492.45206278511,"Within_Range"
"6","A09",0.433,"Sp1-20",50,"Ok",1450.00239249349,1450.00239249349,"Within_Range"
"7","A10",0.767,"Sp4-40",50,"Ok",2867.8213802333,2867.8213802333,"Within_Range"
"8","A11",0.577,"Sp4-40",50,"Ok",2061.27764469269,2061.27764469269,"Within_Range"
"9","A12",0.588,"Sp4-40",50,"Ok",2107.97228201346,2107.97228201346,"Within_Range"
"10","B04",0.448,"L18-20",50,"Ok",1513.67689793091,1513.67689793091,"Within_Range"
"11","B05",0.444,"L18-20",50,"Ok",1496.69702981427,1496.69702981427,"Within_Range"
"12","B06",0.593,"L18-20",50,"Ok",2129.19711715927,2129.19711715927,"Within_Range"
"13","B10",0.775,"Sp5-20",50,"Ok",2901.78111646658,2901.78111646658,"Within_Range"
"14","B11",0.824,"Sp5-20",50,"Ok",3109.78450089548,3109.78450089548,"Within_Range"
"15","B12",0.85,"Sp5-20",50,"Ok",3220.15364365366,3220.15364365366,"Within_Range"
"16","C04",0.781,"L19-20",50,"Ok",2927.25091864155,2927.25091864155,"Within_Range"
"17","C05",0.767,"L19-20",50,"Ok",2867.8213802333,2867.8213802333,"Within_Range"
"18","C06",0.829,"L19-20",50,"Ok",3131.00933604128,3131.00933604128,"Within_Range"
"19","C07",0.616,"Sp1-20 Dup",50,"Ok",2226.83135882997,2226.83135882997,"Within_Range"
"20","C08",0.557,"Sp1-20 Dup",50,"Ok",1976.37830410947,1976.37830410947,"Within_Range"
"21","C09",0.586,"Sp1-20 Dup",50,"Ok",2099.48234795514,2099.48234795514,"Within_Range"
"22","C10",0.88,"Sp5-40",50,"Ok",3347.5026545285,3347.5026545285,"Within_Range"
"23","C11",0.87,"Sp5-40",50,"Ok",3305.05298423689,3305.05298423689,"Within_Range"
"24","C12",0.931,"Sp5-40",50,"Ok",3563.99597301571,3563.99597301571,"Within_Range"
"25","D04",0.913,"L19-40",50,"Ok",3487.58656649081,3487.58656649081,"Within_Range"
"26","D05",0.711,"L19-40",50,"Ok",2630.10322660027,2630.10322660027,"Within_Range"
"27","D06",0.765,"L19-40",50,"Ok",2859.33144617497,2859.33144617497,"Within_Range"
"28","D10",0.647,"L18-80 Spike",50,"Ok",2358.42533673397,2358.42533673397,"Within_Range"
"29","D11",0.578,"L18-80 Spike",50,"Ok",2065.52261172185,2065.52261172185,"Within_Range"
"30","D12",0.633,"L18-80 Spike",50,"Ok",2298.99579832571,2298.99579832571,"Within_Range"
"31","E04",0.68,"L19-80",50,"Ok",2498.50924869628,2498.50924869628,"Within_Range"
"32","E05",0.756,"L19-80",50,"Ok",2821.12674291252,2821.12674291252,"Within_Range"
"33","E06",0.738,"L19-80",50,"Ok",2744.71733638762,2744.71733638762,"Within_Range"
"34","E07",0.654,"Sp1-40",50,"Ok",2388.14010593809,2388.14010593809,"Within_Range"
"35","E08",0.8,"Sp1-40",50,"Ok",3007.90529219561,3007.90529219561,"Within_Range"
"36","E09",0.657,"Sp1-40",50,"Ok",2400.87500702558,2400.87500702558,"Within_Range"
"37","E10",0.653,"Sp1-40 Spike",50,"Ok",2383.89513890893,2383.89513890893,"Within_Range"
"38","E11",0.879,"Sp1-40 Spike",50,"Ok",3343.25768749934,3343.25768749934,"Within_Range"
"39","E12",0.701,"Sp1-40 Spike",50,"Ok",2587.65355630866,2587.65355630866,"Within_Range"
"40","F04",0.855,"L20-20",50,"Ok",3241.37847879947,3241.37847879947,"Within_Range"
"41","F05",0.729,"L20-20",50,"Ok",2706.51263312517,2706.51263312517,"Within_Range"
"42","F06",0.737,"L20-20",50,"Ok",2740.47236935846,2740.47236935846,"Within_Range"
"43","F07",0.394,"Sp2-20",50,"Ok",1284.44867835621,1284.44867835621,"Within_Range"
"44","F08",0.369,"Sp2-20",50,"Ok",1178.32450262719,1178.32450262719,"Within_Range"
"45","F09",0.352,"Sp2-20",50,"Ok",1106.16006313145,1106.16006313145,"Within_Range"
"46","G04",0.765,"L20-40",50,"Ok",2859.33144617497,2859.33144617497,"Within_Range"
"47","G05",0.686,"L20-40",50,"Ok",2523.97905087125,2523.97905087125,"Within_Range"
"48","G06",0.574,"L20-40",50,"Ok",2048.54274360521,2048.54274360521,"Within_Range"
"49","G07",0.555,"Sp2-40",50,"Ok",1967.88837005115,1967.88837005115,"Within_Range"
"50","G08",0.609,"Sp2-40",50,"Ok",2197.11658962584,2197.11658962584,"Within_Range"
"51","G09",0.576,"Sp2-40",50,"Ok",2057.03267766353,2057.03267766353,"Within_Range"
"52","G10",1.144,"Sp5-40 Dup",50,"Ok",4468.17395022702,4468.17395022702,"Within_Range"
"53","G11",0.934,"Sp5-40 Dup",50,"Ok",3576.7308741032,3576.7308741032,"Within_Range"
"54","G12",0.772,"Sp5-40 Dup",50,"Ok",2889.0462153791,2889.0462153791,"Within_Range"
"55","H01",0.714,"L18-80",50,"Ok",2642.83812768776,2642.83812768776,"Within_Range"
"56","H02",0.731,"L18-80",50,"Ok",2715.0025671835,2715.0025671835,"Within_Range"
"57","H03",0.592,"L18-80",50,"Ok",2124.95215013011,2124.95215013011,"Within_Range"
