"","IDs","H2S_info"
"1","Sc12-80","Within_Range"
"2","Sc12-80","Within_Range"
"3","Sc12-80","Within_Range"
"4","P1A-40","Within_Range"
"5","P1A-40","Within_Range"
"6","P1A-40","Within_Range"
"7","P2B-20","bdl"
"8","P2B-20","bdl"
"9","P2B-20","bdl"
"10","Sc14-20","Within_Range"
"11","Sc14-20","Within_Range"
"12","Sc14-20","Within_Range"
"13","P2B-40","Within_Range"
"14","P2B-40","Within_Range"
"15","P2B-40","Within_Range"
"16","Sc14-40","Within_Range"
"17","Sc14-40","Within_Range"
"18","Sc14-40","Within_Range"
"19","P1A-40 Dup","Within_Range"
"20","P1A-40 Dup","Within_Range"
"21","P1A-40 Dup","Within_Range"
"22","P3A-20","bdl"
"23","P3A-20","bdl"
"24","P3A-20","bdl"
"25","Sc14-80","Within_Range"
"26","Sc14-80","Within_Range"
"27","Sc14-80","Within_Range"
"28","Sc12-40 Spike","Within_Range"
"29","Sc12-40 Spike","Within_Range"
"30","Sc12-40 Spike","Within_Range"
"31","Sc15-20","Within_Range"
"32","Sc15-20","Within_Range"
"33","Sc15-20","Within_Range"
"34","P1B-20","Within_Range"
"35","P1B-20","Within_Range"
"36","P1B-20","Within_Range"
"37","P1B-20 Spike","Within_Range"
"38","P1B-20 Spike","Within_Range"
"39","P1B-20 Spike","Within_Range"
"40","Sc15-40","Within_Range"
"41","Sc15-40","Within_Range"
"42","Sc15-40","Within_Range"
"43","P1B-40","bdl"
"44","P1B-40","bdl"
"45","P1B-40","bdl"
"46","Sc15-80","Within_Range"
"47","Sc15-80","Within_Range"
"48","Sc15-80","Within_Range"
"49","P2A-20","Within_Range"
"50","P2A-20","Within_Range"
"51","P2A-20","Within_Range"
"52","P3A-20 Dup","bdl"
"53","P3A-20 Dup","bdl"
"54","P3A-20 Dup","bdl"
"55","Sc12-40","Within_Range"
"56","Sc12-40","Within_Range"
"57","Sc12-40","Within_Range"
"58","P1A-20","Within_Range"
"59","P1A-20","Within_Range"
"60","P1A-20","Within_Range"
"61","P2A-40","Within_Range"
"62","P2A-40","Within_Range"
"63","P2A-40","Within_Range"
