"","IDs","H2S_info"
"1","P7B-40","Within_Range"
"2","P7B-40","Within_Range"
"3","P7B-40","Within_Range"
"4","P9B-40","Within_Range"
"5","P9B-40","Within_Range"
"6","P9B-40","Within_Range"
"7","P11A-20","Within_Range"
"8","P11A-20","Within_Range"
"9","P11A-20","Within_Range"
"10","P8A-20","Within_Range"
"11","P8A-20","Within_Range"
"12","P8A-20","Within_Range"
"13","P11A-40","Within_Range"
"14","P11A-40","Within_Range"
"15","P11A-40","Within_Range"
"16","P8A-40","Within_Range"
"17","P8A-40","Within_Range"
"18","P8A-40","Within_Range"
"19","P9B-40 Dup","Within_Range"
"20","P9B-40 Dup","Within_Range"
"21","P9B-40 Dup","Within_Range"
"22","P11B-20","Within_Range"
"23","P11B-20","Within_Range"
"24","P11B-20","Within_Range"
"25","P8B-20","Within_Range"
"26","P8B-20","Within_Range"
"27","P8B-20","Within_Range"
"28","P7B-20 Spike","Within_Range"
"29","P7B-20 Spike","Within_Range"
"30","P7B-20 Spike","Within_Range"
"31","P8B-40","Within_Range"
"32","P8B-40","Within_Range"
"33","P8B-40","Within_Range"
"34","P10A-20","Within_Range"
"35","P10A-20","Within_Range"
"36","P10A-20","Within_Range"
"37","P10A-20 Spike","Within_Range"
"38","P10A-20 Spike","Within_Range"
"39","P10A-20 Spike","Within_Range"
"40","P9A-20","Within_Range"
"41","P9A-20","Within_Range"
"42","P9A-20","Within_Range"
"43","P10A-40","Within_Range"
"44","P10A-40","Within_Range"
"45","P10A-40","Within_Range"
"46","P9A-40","Within_Range"
"47","P9A-40","Within_Range"
"48","P9A-40","Within_Range"
"49","P10B-20","Within_Range"
"50","P10B-20","Within_Range"
"51","P10B-20","Within_Range"
"52","P11B-20 Dup","Within_Range"
"53","P11B-20 Dup","Within_Range"
"54","P11B-20 Dup","Within_Range"
"55","P7B-20","Within_Range"
"56","P7B-20","Within_Range"
"57","P7B-20","Within_Range"
"58","P9B-20","Within_Range"
"59","P9B-20","Within_Range"
"60","P9B-20","Within_Range"
"61","P10B-40","Within_Range"
"62","P10B-40","Within_Range"
"63","P10B-40","Within_Range"
