"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.674,"Sc12-80",50,"Ok",2358.92691586273,2358.92691586273,"Within_Range"
"2","A05",0.585,"Sc12-80",50,"Ok",2000.39312126711,2000.39312126711,"Within_Range"
"3","A06",0.676,"Sc12-80",50,"Ok",2366.98385506713,2366.98385506713,"Within_Range"
"4","A07",0.331,"P1A-40",50,"Ok",977.161842308826,977.161842308826,"Within_Range"
"5","A08",0.431,"P1A-40",50,"Ok",1380.00880252862,1380.00880252862,"Within_Range"
"6","A09",0.383,"P1A-40",50,"Ok",1186.64226162312,1186.64226162312,"Within_Range"
"7","A10",0.06,"P2B-20",50,"Ok",-114.553419886827,0,"bdl"
"8","A11",0.06,"P2B-20",50,"Ok",-114.553419886827,0,"bdl"
"9","A12",0.063,"P2B-20",50,"Ok",-102.468011080233,0,"bdl"
"10","B04",0.704,"Sc14-20",50,"Ok",2479.78100392867,2479.78100392867,"Within_Range"
"11","B05",0.657,"Sc14-20",50,"Ok",2290.44293262537,2290.44293262537,"Within_Range"
"12","B06",0.63,"Sc14-20",50,"Ok",2181.67425336602,2181.67425336602,"Within_Range"
"13","B10",0.578,"P2B-40",50,"Ok",1972.19383405173,1972.19383405173,"Within_Range"
"14","B11",0.531,"P2B-40",50,"Ok",1782.85576274842,1782.85576274842,"Within_Range"
"15","B12",0.424,"P2B-40",50,"Ok",1351.80951531324,1351.80951531324,"Within_Range"
"16","C04",0.83,"Sc14-40",50,"Ok",2987.36817380562,2987.36817380562,"Within_Range"
"17","C05",0.775,"Sc14-40",50,"Ok",2765.80234568473,2765.80234568473,"Within_Range"
"18","C06",0.721,"Sc14-40",50,"Ok",2548.26498716604,2548.26498716604,"Within_Range"
"19","C07",0.411,"P1A-40 Dup",50,"Ok",1299.43941048466,1299.43941048466,"Within_Range"
"20","C08",0.417,"P1A-40 Dup",50,"Ok",1323.61022809785,1323.61022809785,"Within_Range"
"21","C09",0.429,"P1A-40 Dup",50,"Ok",1371.95186332423,1371.95186332423,"Within_Range"
"22","C10",0.067,"P3A-20",50,"Ok",-86.3541326714407,0,"bdl"
"23","C11",0.068,"P3A-20",50,"Ok",-82.3256630692427,0,"bdl"
"24","C12",0.077,"P3A-20",50,"Ok",-46.0694366494609,0,"bdl"
"25","D04",0.74,"Sc14-80",50,"Ok",2624.8059096078,2624.8059096078,"Within_Range"
"26","D05",0.827,"Sc14-80",50,"Ok",2975.28276499902,2975.28276499902,"Within_Range"
