"","IDs","H2S_Conc_Final","H2S_info"
"168","L14-40",3365.37016650168,"Within_Range"
"169","L16-20",3879.39467694452,"Within_Range"
"170","L16-20",2943.96268496745,"Within_Range"
"171","L16-20",3425.57123529228,"Within_Range"
"172","L14-80",3717.31487635443,"Within_Range"
"173","L14-80",3467.24889830116,"Within_Range"
"174","L14-80",3453.35634396487,"Within_Range"
"175","L16-40",3212.55206880245,"Within_Range"
"176","L16-40",3106.04248555754,"Within_Range"
"177","L16-40",2869.86906184055,"Within_Range"
"178","L17-80 Dup",2730.94351847762,"Within_Range"
"179","L17-80 Dup",2425.30732307918,"Within_Range"
"180","L17-80 Dup",2416.04562018831,"Within_Range"
"181","L12-40",2291.01263116168,"Within_Range"
"182","L12-40",2999.53290231262,"Within_Range"
"183","L12-40",2568.86371788754,"Within_Range"
"184","L15-20",3272.75313759306,"Within_Range"
"185","L15-20",3564.49677865521,"Within_Range"
"186","L15-20",3745.09998502702,"Within_Range"
"187","L16-80",3550.60422431892,"Within_Range"
"188","L16-80",3319.06165204737,"Within_Range"
"189","L16-80",3717.31487635443,"Within_Range"
"190","L18-40",2226.83135882997,"Within_Range"
"191","L18-40",2587.65355630866,"Within_Range"
"192","L18-40",2095.23738092598,"Within_Range"
"193","Sp1-20",1819.31452403051,"Within_Range"
"194","Sp1-20",1492.45206278511,"Within_Range"
"195","Sp1-20",1450.00239249349,"Within_Range"
"196","Sp4-40",2867.8213802333,"Within_Range"
"197","Sp4-40",2061.27764469269,"Within_Range"
"198","Sp4-40",2107.97228201346,"Within_Range"
"199","L18-20",1513.67689793091,"Within_Range"
"200","L18-20",1496.69702981427,"Within_Range"
"201","L18-20",2129.19711715927,"Within_Range"
"202","Sp5-20",2901.78111646658,"Within_Range"
"203","Sp5-20",3109.78450089548,"Within_Range"
"204","Sp5-20",3220.15364365366,"Within_Range"
"205","L19-20",2927.25091864155,"Within_Range"
"206","L19-20",2867.8213802333,"Within_Range"
"207","L19-20",3131.00933604128,"Within_Range"
"208","Sp1-20 Dup",2226.83135882997,"Within_Range"
"209","Sp1-20 Dup",1976.37830410947,"Within_Range"
"210","Sp1-20 Dup",2099.48234795514,"Within_Range"
"211","Sp5-40",3347.5026545285,"Within_Range"
"212","Sp5-40",3305.05298423689,"Within_Range"
"213","Sp5-40",3563.99597301571,"Within_Range"
"214","L19-40",3487.58656649081,"Within_Range"
"215","L19-40",2630.10322660027,"Within_Range"
"216","L19-40",2859.33144617497,"Within_Range"
"217","L18-80 Spike",2358.42533673397,"Within_Range"
"218","L18-80 Spike",2065.52261172185,"Within_Range"
"219","L18-80 Spike",2298.99579832571,"Within_Range"
"220","L19-80",2498.50924869628,"Within_Range"
"221","L19-80",2821.12674291252,"Within_Range"
"222","L19-80",2744.71733638762,"Within_Range"
"223","Sp1-40",2388.14010593809,"Within_Range"
"224","Sp1-40",3007.90529219561,"Within_Range"
"225","Sp1-40",2400.87500702558,"Within_Range"
"226","Sp1-40 Spike",2383.89513890893,"Within_Range"
"227","Sp1-40 Spike",3343.25768749934,"Within_Range"
"228","Sp1-40 Spike",2587.65355630866,"Within_Range"
"229","L20-20",3241.37847879947,"Within_Range"
"230","L20-20",2706.51263312517,"Within_Range"
"231","L20-20",2740.47236935846,"Within_Range"
"232","Sp2-20",1284.44867835621,"Within_Range"
"233","Sp2-20",1178.32450262719,"Within_Range"
"234","Sp2-20",1106.16006313145,"Within_Range"
"235","L20-40",2859.33144617497,"Within_Range"
"236","L20-40",2523.97905087125,"Within_Range"
"237","L20-40",2048.54274360521,"Within_Range"
"238","Sp2-40",1967.88837005115,"Within_Range"
"239","Sp2-40",2197.11658962584,"Within_Range"
"240","Sp2-40",2057.03267766353,"Within_Range"
"241","Sp5-40 Dup",4468.17395022702,"Within_Range"
"242","Sp5-40 Dup",3576.7308741032,"Within_Range"
"243","Sp5-40 Dup",2889.0462153791,"Within_Range"
"244","L18-80",2642.83812768776,"Within_Range"
"245","L18-80",2715.0025671835,"Within_Range"
"246","L18-80",2124.95215013011,"Within_Range"
"247","L20-80",2523.97905087125,"Within_Range"
"248","L20-80",2540.95891898789,"Within_Range"
"249","L20-80",2078.25751280933,"Within_Range"
"250","Sp4-20",1288.69364538537,"Within_Range"
"251","Sp4-20",1377.83795299776,"Within_Range"
"252","Sp4-20",1123.13993124809,"Within_Range"
"253","Sp8-40",4102.852244287,"Within_Range"
"254","Sp8-40",3470.8671451046,"Within_Range"
"255","Sp8-40",4270.2655155936,"Within_Range"
"256","Sp13-40",2106.44898395582,"Within_Range"
"257","Sp13-40",2190.15561960912,"Within_Range"
"258","Sp13-40",1997.63035760653,"Within_Range"
"259","Sc1-20",3023.03664435944,"Within_Range"
"260","Sc1-20",3190.44991566604,"Within_Range"
"261","Sc1-20",3090.00195288208,"Within_Range"
"262","Sp9-20",1219.15864603085,"Within_Range"
"263","Sp9-20",1210.78798246552,"Within_Range"
"264","Sp9-20",1457.72255764275,"Within_Range"
"265","Sc2-20",2608.68879787561,"Within_Range"
"266","Sc2-20",2345.01289556772,"Within_Range"
"267","Sc2-20",2608.68879787561,"Within_Range"
"268","Sp9-40",2838.88204592219,"Within_Range"
"269","Sp9-40",2621.24479322361,"Within_Range"
"270","Sp9-40",2755.17541026889,"Within_Range"
"271","Sp13-40 Dup",1901.36772660524,"Within_Range"
"272","Sp13-40 Dup",2006.00102117186,"Within_Range"
"273","Sp13-40 Dup",1918.1090537359,"Within_Range"
"274","Sc2-40",3152.78192962206,"Within_Range"
"275","Sc2-40",3190.44991566604,"Within_Range"
"276","Sc2-40",2361.75422269838,"Within_Range"
"277","Sp10-20",2424.53419943836,"Within_Range"
"278","Sp10-20",3483.42314045259,"Within_Range"
"279","Sp10-20",3362.04851875531,"Within_Range"
"280","Sp8-20 Spike",2935.14467692348,"Within_Range"
"281","Sp8-20 Spike",3010.48064901145,"Within_Range"
"282","Sp8-20 Spike",2746.80474670356,"Within_Range"
"283","Sp10-40",3629.90975284586,"Within_Range"
"284","Sp10-40",3713.61638849916,"Within_Range"
"285","Sp10-40",3964.73629545906,"Within_Range"
"286","Sp14-20",3634.09508462853,"Within_Range"
"287","Sp14-20",3592.24176680188,"Within_Range"
"288","Sp14-20",3236.48856527536,"Within_Range"
"289","Sp14-20 Spike",3324.38053271132,"Within_Range"
"290","Sp14-20 Spike",3236.48856527536,"Within_Range"
"291","Sp14-20 Spike",3249.04456062335,"Within_Range"
"292","Sp11-20",3947.9949683284,"Within_Range"
"293","Sp11-20",3483.42314045259,"Within_Range"
"294","Sp11-20",3994.03361793771,"Within_Range"
"295","Sp14-40",4487.90276829218,"Within_Range"
"296","Sp14-40",3705.24572493383,"Within_Range"
"297","Sp14-40",3709.4310567165,"Within_Range"
"298","Sp11-40",1826.03175451727,"Within_Range"
"299","Sp11-40",1558.17052042671,"Within_Range"
"300","Sp11-40",1507.94653903473,"Within_Range"
"301","Sc1-80",4441.86411868286,"Within_Range"
"302","Sc1-80",3119.29927536074,"Within_Range"
"303","Sc1-80",3755.46970632581,"Within_Range"
"304","Sc2-40 Dup",3211.37657457937,"Within_Range"
"305","Sc2-40 Dup",2922.58868157549,"Within_Range"
"306","Sc2-40 Dup",3508.53513114858,"Within_Range"
"307","Sp8-20",2558.46481648363,"Within_Range"
"308","Sp8-20",2596.13280252762,"Within_Range"
"309","Sp8-20",2206.89694673978,"Within_Range"
"310","Sp13-20",1432.61056694676,"Within_Range"
"311","Sp13-20",1315.42127703214,"Within_Range"
"312","Sp13-20",1365.64525842412,"Within_Range"
"313","Sc1-40",2976.99799475013,"Within_Range"
"314","Sc1-40",3525.27645827924,"Within_Range"
"315","Sc1-40",3274.15655131934,"Within_Range"
"316","Sc4-20",1616.76516538402,"Within_Range"
"317","Sc4-20",1415.8692398161,"Within_Range"
"318","Sc4-20",2114.81964752115,"Within_Range"
"319","Sc8-80",4718.09601633875,"Within_Range"
"320","Sc8-80",4550.68274503215,"Within_Range"
"321","Sc8-80",4345.60148768157,"Within_Range"
"322","Sc10-40",2202.71161495711,"Within_Range"
"323","Sc10-40",2529.16749400498,"Within_Range"
"324","Sc10-40",2872.36470018351,"Within_Range"
"325","Sc4-40",3265.78588775401,"Within_Range"
"326","Sc4-40",2650.54211570226,"Within_Range"
"327","Sc4-40",3240.67389705802,"Within_Range"
"328","Sc10-80",1997.63035760653,"Within_Range"
"329","Sc10-80",2319.90090487173,"Within_Range"
"330","Sc10-80",2721.69275600757,"Within_Range"
"331","Sc4-80",3558.75911254056,"Within_Range"
"332","Sc4-80",3554.57378075789,"Within_Range"
"333","Sc4-80",2947.70067227148,"Within_Range"
"334","Sc8-80 Dup",3588.05643501921,"Within_Range"
"335","Sc8-80 Dup",3031.40730792477,"Within_Range"
"336","Sc8-80 Dup",3914.51231406708,"Within_Range"
"337","Sc12-20",1332.1626041628,"Within_Range"
"338","Sc12-20",980.594734418947,"Within_Range"
"339","Sc12-20",1173.11999642153,"Within_Range"
"340","Sc6-20",2776.10206918221,"Within_Range"
"341","Sc6-20",2730.0634195729,"Within_Range"
"342","Sc6-20",3081.63128931675,"Within_Range"
"343","Sc2-80 Spike",3115.11394357807,"Within_Range"
"344","Sc2-80 Spike",4391.64013729088,"Within_Range"
"345","Sc2-80 Spike",4027.51627219903,"Within_Range"
"346","Sc6-40",3918.69764584974,"Within_Range"
"347","Sc6-40",4282.8215109416,"Within_Range"
"348","Sc6-40",3742.91371097782,"Within_Range"
"349","Sc9-20",3056.51929862076,"Within_Range"
"350","Sc9-20",3717.80172028183,"Within_Range"
"351","Sc9-20",3755.46970632581,"Within_Range"
"352","Sc9-20 Spike",2964.44199940214,"Within_Range"
"353","Sc9-20 Spike",2843.06737770485,"Within_Range"
"354","Sc9-20 Spike",3608.98309393254,"Within_Range"
"355","Sc6-80",4245.15352489761,"Within_Range"
"356","Sc6-80",4902.25061477601,"Within_Range"
"357","Sc6-80",4680.42803029477,"Within_Range"
"358","Sc9-40",3901.95631871909,"Within_Range"
"359","Sc9-40",3872.65899624043,"Within_Range"
"360","Sc9-40",4496.27343185751,"Within_Range"
"361","Sc8-20",2805.39939166087,"Within_Range"
"362","Sc8-20",2918.40334979282,"Within_Range"
"363","Sc8-20",2608.68879787561,"Within_Range"
"364","Sc9-80",4060.99892646035,"Within_Range"
"365","Sc9-80",4245.15352489761,"Within_Range"
"366","Sc9-80",4814.35864734005,"Within_Range"
"367","Sc12-20 Dup",1281.93862277082,"Within_Range"
"368","Sc12-20 Dup",1553.98518864405,"Within_Range"
"369","Sc12-20 Dup",1315.42127703214,"Within_Range"
"370","Sc2-80",4404.19613263888,"Within_Range"
"371","Sc2-80",3734.54304741249,"Within_Range"
"372","Sc2-80",4282.8215109416,"Within_Range"
"373","Sc8-40",2868.17936840084,"Within_Range"
"374","Sc8-40",4140.52023033099,"Within_Range"
"375","Sc8-40",3901.95631871909,"Within_Range"
"376","Sc10-20",1001.52139333227,"Within_Range"
"377","Sc10-20",1478.64921655608,"Within_Range"
"378","Sc10-20",1474.46388477341,"Within_Range"
"379","Sc12-80",2358.92691586273,"Within_Range"
"380","Sc12-80",2000.39312126711,"Within_Range"
"381","Sc12-80",2366.98385506713,"Within_Range"
"382","P1A-40",977.161842308826,"Within_Range"
"383","P1A-40",1380.00880252862,"Within_Range"
"384","P1A-40",1186.64226162312,"Within_Range"
"385","P2B-20",0,"bdl"
"386","P2B-20",0,"bdl"
"387","P2B-20",0,"bdl"
"388","Sc14-20",2479.78100392867,"Within_Range"
"389","Sc14-20",2290.44293262537,"Within_Range"
"390","Sc14-20",2181.67425336602,"Within_Range"
"391","P2B-40",1972.19383405173,"Within_Range"
"392","P2B-40",1782.85576274842,"Within_Range"
"393","P2B-40",1351.80951531324,"Within_Range"
"394","Sc14-40",2987.36817380562,"Within_Range"
"395","Sc14-40",2765.80234568473,"Within_Range"
"396","Sc14-40",2548.26498716604,"Within_Range"
"397","P1A-40 Dup",1299.43941048466,"Within_Range"
"398","P1A-40 Dup",1323.61022809785,"Within_Range"
"399","P1A-40 Dup",1371.95186332423,"Within_Range"
"400","P3A-20",0,"bdl"
"401","P3A-20",0,"bdl"
"402","P3A-20",0,"bdl"
"403","Sc14-80",2624.8059096078,"Within_Range"
"404","Sc14-80",2975.28276499902,"Within_Range"
"405","Sc14-80",2600.63509199461,"Within_Range"
"406","Sc12-40 Spike",1976.22230365392,"Within_Range"
"407","Sc12-40 Spike",1541.14758661654,"Within_Range"
"408","Sc12-40 Spike",1939.96607723414,"Within_Range"
"409","Sc15-20",1645.88779627369,"Within_Range"
"410","Sc15-20",2121.24720933305,"Within_Range"
"411","Sc15-20",1742.57106672644,"Within_Range"
"412","P1B-20",143.268634653844,"Within_Range"
"413","P1B-20",159.382513062636,"Within_Range"
"414","P1B-20",127.154756245052,"Within_Range"
"415","P1B-20 Spike",465.546202829682,"Within_Range"
"416","P1B-20 Spike",437.346915614297,"Within_Range"
"417","P1B-20 Spike",445.403854818693,"Within_Range"
"418","Sc15-40",2286.41446302317,"Within_Range"
"419","Sc15-40",1662.00167468248,"Within_Range"
"420","Sc15-40",1798.96964115721,"Within_Range"
"421","P1B-40",0,"bdl"
"422","P1B-40",0,"bdl"
"423","P1B-40",0,"bdl"
"424","Sc15-80",2914.85572096605,"Within_Range"
"425","Sc15-80",2955.14041698803,"Within_Range"
"426","Sc15-80",2669.11907523198,"Within_Range"
"427","P2A-20",1863.42515479238,"Within_Range"
"428","P2A-20",1617.6885090583,"Within_Range"
"429","P2A-20",1287.35400167807,"Within_Range"
"430","P3A-20 Dup",0,"bdl"
"431","P3A-20 Dup",0,"bdl"
"432","P3A-20 Dup",0,"bdl"
"433","Sc12-40",1343.75257610884,"Within_Range"
"434","Sc12-40",1545.17605621874,"Within_Range"
"435","Sc12-40",1911.76679001876,"Within_Range"
"436","P1A-20",876.450102253876,"Within_Range"
"437","P1A-20",743.510605381343,"Within_Range"
"438","P1A-20",884.507041458272,"Within_Range"
"439","P2A-40",1452.52125536819,"Within_Range"
"440","P2A-40",1299.43941048466,"Within_Range"
"441","P2A-40",1182.61379202092,"Within_Range"
"442","P3B-20",0,"bdl"
"443","P3B-20",0,"bdl"
"444","P3B-20",0,"bdl"
"445","P5B-20",1695.7419532379,"Within_Range"
"446","P5B-20",1849.81103403016,"Within_Range"
"447","P5B-20",1733.21821613332,"Within_Range"
"448","P6B-40",1479.21243428662,"Within_Range"
"449","P6B-40",1658.26569034249,"Within_Range"
"450","P6B-40",1516.68869718203,"Within_Range"
"451","P3B-40",125.902940841085,"Within_Range"
"452","P3B-40",100.918765577475,"Within_Range"
"453","P3B-40",105.082794788077,"Within_Range"
"454","P7A-20",1683.2498656061,"Within_Range"
"455","P7A-20",1595.80525218346,"Within_Range"
"456","P7A-20",1420.9160253382,"Within_Range"
"457","P4A-20",1250.19082770353,"Within_Range"
"458","P4A-20",1308.48723665195,"Within_Range"
"459","P4A-20",1191.89441875511,"Within_Range"
"460","P5B-20 Dup",1983.05996876942,"Within_Range"
"461","P5B-20 Dup",1833.15491718776,"Within_Range"
"462","P5B-20 Dup",1754.03836218633,"Within_Range"
"463","P7A-40",2282.87007193274,"Within_Range"
"464","P7A-40",2045.52040692844,"Within_Range"
"465","P7A-40",2174.60531245709,"Within_Range"
"466","P4A-40",1741.54627455452,"Within_Range"
"467","P4A-40",1608.29733981527,"Within_Range"
"468","P4A-40",1208.55053559751,"Within_Range"
"469","P3A-40 Spike",234.167700316728,"Within_Range"
"470","P3A-40 Spike",205.019495842516,"Within_Range"
"471","P3A-40 Spike",163.3792037365,"Within_Range"
"472","P4B-20",1300.15917823075,"Within_Range"
"473","P4B-20",1075.30160085826,"Within_Range"
"474","P4B-20",1125.26995138548,"Within_Range"
"475","P5B-40",1845.64700481956,"Within_Range"
"476","P5B-40",1637.44554428948,"Within_Range"
"477","P5B-40",1275.17500296714,"Within_Range"
"478","P5B-40 Spike",1708.23404086971,"Within_Range"
"479","P5B-40 Spike",1912.27147218919,"Within_Range"
"480","P5B-40 Spike",1862.30312166197,"Within_Range"
"481","P4B-40",1179.4023311233,"Within_Range"
"482","P4B-40",1000.34907506743,"Within_Range"
"483","P4B-40",996.185045856828,"Within_Range"
"484","P6A-20",1887.28729692558,"Within_Range"
"485","P6A-20",1525.01675560324,"Within_Range"
"486","P6A-20",1412.58796691699,"Within_Range"
"487","P5A-20",1687.4138948167,"Within_Range"
"488","P5A-20",1645.77360271068,"Within_Range"
"489","P5A-20",1450.06422981241,"Within_Range"
"490","P6A-40",1533.34481402444,"Within_Range"
"491","P6A-40",1637.44554428948,"Within_Range"
"492","P6A-40",1458.39228823361,"Within_Range"
"493","P7A-40 Dup",1858.13909245137,"Within_Range"
"494","P7A-40 Dup",1816.49880034535,"Within_Range"
"495","P7A-40 Dup",1874.79520929377,"Within_Range"
"496","P3A-40",0,"bdl"
"497","P3A-40",46.7863858396536,"Within_Range"
"498","P3A-40",0,"bdl"
"499","P5A-40",1833.15491718776,"Within_Range"
"500","P5A-40",2187.0974000889,"Within_Range"
"501","P5A-40",1878.95923850438,"Within_Range"
"502","P6B-20",2191.2614292995,"Within_Range"
"503","P6B-20",2295.36215956454,"Within_Range"
"504","P6B-20",2378.64274377657,"Within_Range"
"505","P7B-40",1722.84989866454,"Within_Range"
"506","P7B-40",1629.11750752213,"Within_Range"
"507","P7B-40",1944.39918681932,"Within_Range"
"508","P9B-40",1914.57524418309,"Within_Range"
"509","P9B-40",2033.87101472798,"Within_Range"
"510","P9B-40",1782.49778393698,"Within_Range"
"511","P11A-20",1624.85694428838,"Within_Range"
"512","P11A-20",1335.13864439367,"Within_Range"
"513","P11A-20",1803.80060010571,"Within_Range"
"514","P8A-20",2157.4273485066,"Within_Range"
"515","P8A-20",1940.13862358557,"Within_Range"
"516","P8A-20",2025.34988826048,"Within_Range"
"517","P11A-40",1693.02595602832,"Within_Range"
"518","P11A-40",2195.77241761031,"Within_Range"
"519","P11A-40",2055.1738308967,"Within_Range"
"520","P8A-40",2404.54001606386,"Within_Range"
"521","P8A-40",2093.51890000042,"Within_Range"
"522","P8A-40",1923.09637065059,"Within_Range"
"523","P9B-40 Dup",1876.23017507938,"Within_Range"
"524","P9B-40 Dup",1978.48369268928,"Within_Range"
"525","P9B-40 Dup",1675.98370309333,"Within_Range"
"526","P11B-20",1931.61749711808,"Within_Range"
"527","P11B-20",2178.73016467533,"Within_Range"
"528","P11B-20",2170.20903820784,"Within_Range"
"529","P8B-20",1620.59638105464,"Within_Range"
"530","P8B-20",1390.52596643237,"Within_Range"
"531","P8B-20",1467.21610463979,"Within_Range"
"532","P7B-20 Spike",1969.96256622179,"Within_Range"
"533","P7B-20 Spike",1816.58228980694,"Within_Range"
"534","P7B-20 Spike",1995.52594562426,"Within_Range"
"535","P8B-40",1582.25131195093,"Within_Range"
"536","P8B-40",2336.37100432392,"Within_Range"
"537","P8B-40",2182.99072790908,"Within_Range"
"538","P10A-20",1390.52596643237,"Within_Range"
"539","P10A-20",1531.12455314598,"Within_Range"
"540","P10A-20",1390.52596643237,"Within_Range"
"541","P10A-20 Spike",1258.44850618625,"Within_Range"
"542","P10A-20 Spike",1411.8287826011,"Within_Range"
"543","P10A-20 Spike",1697.28651926206,"Within_Range"
"544","P9A-20",1096.54710330391,"Within_Range"
"545","P9A-20",1092.28654007016,"Within_Range"
"546","P9A-20",1002.8147121615,"Within_Range"
"547","P10A-40",1254.1879429525,"Within_Range"
"548","P10A-40",1066.72316066769,"Within_Range"
