"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag"
"43","L13-80",3254.22973181133,72.0391421140999,2.2137079447677,"Within_Range",50,"within range"
"44","L15-80",2969.43236791732,127.705751929541,4.30067892130879,"Within_Range",50,"within range"
"45","L16-20",3652.4829561184,320.901633053717,8.78584888441886,"Within_Range",50,"within range"
"46","L13-40",2865.23821039512,163.72532298659,5.71419585263775,"Within_Range",50,"within range"
"47","L17-20",2346.58284850685,203.019400503372,8.65170392907948,"Within_Range",50,"within range"
"48","L17-80",2279.4355025481,304.529100755058,13.3598472259748,"Within_Range",50,"High CV"
"49","L12-40",2619.80308378728,356.996299569973,13.6268371382282,"Within_Range",50,"High CV"
"50","L12-40 Spike",2758.72862715021,236.491013710815,8.57246382929343,"Within_Range",50,"within range"
"51","L12-80",2721.68181558676,136.668971718184,5.02148968830582,"Within_Range",50,"within range"
"52","L13-20",2859.06374180122,255.341526186089,8.93094905345565,"Within_Range",50,"within range"
"53","L14-20",3434.83293818314,296.048706707431,8.61901326892556,"Within_Range",50,"within range"
"54","L14-40",3474.96698404354,121.848018275151,3.50645110686392,"Within_Range",50,"within range"
"55","L14-80",3545.97337287349,148.548590965484,4.18921901957507,"Within_Range",50,"within range"
"56","L15-20",3527.44996709176,238.342685550584,6.75679847408546,"Within_Range",50,"within range"
"57","L15-40",3285.10207478087,257.599133133173,7.84143467293497,"Within_Range",50,"within range"
"58","L15-40 Dup",3879.39467694452,157.65311903697,4.06385872450443,"Within_Range",50,"within range"
"59","L15-80 Spike",3488.85953837984,233.953499357312,6.7057299608558,"Within_Range",50,"within range"
"60","L16-40",3062.82120540018,175.382354040942,5.72617016402128,"Within_Range",50,"within range"
"61","L16-80",3528.99358424024,200.004181184299,5.66745663912443,"Within_Range",50,"within range"
"62","L17-40",1894.30302400308,129.691402134719,6.84639154830951,"Within_Range",50,"within range"
"63","L17-80 Dup",2524.0988205817,179.192610257372,7.09927078909196,"Within_Range",50,"within range"
"64","L19-40",2744.71733638762,162.088828500588,5.90548346642924,"Within_Range",50,"within range"
"65","L20-20",2723.49250124182,24.0131597778647,0.88170464089457,"Within_Range",50,"within range"
"66","Sp1-20",1471.2272276393,30.0164497223311,2.04023207009939,"Within_Range",50,"within range"
"67","Sp4-40",2084.62496335308,33.0180946945643,1.58388656353109,"Within_Range",50,"within range"
"68","Sp5-40 Dup",3232.88854474115,486.266485501764,15.0412387798757,"Within_Range",50,"High CV"
"69","L18-40",2161.03436987798,93.0509941392266,4.30585442953787,"Within_Range",50,"within range"
"70","Sp1-40",2394.50755648183,9.00493491669931,0.376066255974984,"Within_Range",50,"within range"
"71","Sp1-40 Spike",2485.7743476088,144.078958667189,5.79613989523171,"Within_Range",50,"within range"
"72","L18-20",1505.18696387259,12.0065798889325,0.797680299996861,"Within_Range",50,"within range"
"73","L20-40",2691.65524852311,237.129952806416,8.80981889996971,"Within_Range",50,"within range"
"74","L20-80",2532.46898492957,12.0065798889322,0.474105703184598,"Within_Range",50,"within range"
"75","Sp4-20",1333.26579919157,63.0345444168955,4.7278302987384,"Within_Range",50,"within range"
"76","L18-80",2494.26428166712,321.862570761564,12.9041085632849,"Within_Range",50,"High CV"
"77","L18-80 Spike",2240.98124892718,154.829801835166,6.90901817716182,"Within_Range",50,"within range"
"78","L19-20",2975.36054497204,138.032159766633,4.63917423385508,"Within_Range",50,"within range"
"79","L19-80",2688.11777599881,168.591650358928,6.27173600294672,"Within_Range",50,"within range"
"80","Sp1-20 Dup",2100.89733696486,125.232522932867,5.96090635793698,"Within_Range",50,"within range"
"81","Sp2-20",1189.64441470495,89.6817310647901,7.5385325191505,"Within_Range",50,"within range"
"82","Sp2-40",2074.01254578017,115.553585419452,5.5714988636187,"Within_Range",50,"within range"
"83","Sp5-20",3077.23975367191,161.662107328083,5.25347780052497,"Within_Range",50,"within range"
"84","Sp5-40",3405.51720392703,138.878125764514,4.07803330443811,"Within_Range",50,"within range"
"85","Sp10-20",3422.73582960395,85.8248180661011,2.50749173581509,"Within_Range",50,"within range"
"86","Sp11-40",1533.05852973072,35.5137178204554,2.3165271991731,"Within_Range",50,"within range"
"87","Sp14-40",3707.33839082516,2.95947648503857,0.0798275251151233,"Within_Range",50,"within range"
"88","Sc1-80",4098.66691250434,485.354143546228,11.8417562077439,"Within_Range",50,"High CV"
"89","Sp8-40",4186.5588799403,118.379059401519,2.8275981013602,"Within_Range",50,"within range"
"90","Sc2-40",3171.61592264405,26.6352883653416,0.83980182389603,"Within_Range",50,"within range"
"91","Sp9-20",1214.97331424818,5.91895297007585,0.48716732299083,"Within_Range",50,"within range"
"92","Sc1-20",3101.16283763586,84.2628320421256,2.71713665014645,"Within_Range",50,"within range"
"93","Sc1-40",3258.8103347829,274.461196098734,8.42212856542379,"Within_Range",50,"within range"
"94","Sc2-20",2520.79683043965,152.233353176279,6.03909650067785,"Within_Range",50,"within range"
"95","Sc2-40 Dup",3214.16679576781,292.983189692751,9.11536980839112,"Within_Range",50,"within range"
"96","Sp10-40",3769.42081226803,174.249257369172,4.6227064063014,"Within_Range",50,"within range"
"97","Sp11-20",3808.48390890623,282.450467702247,7.41634924705154,"Within_Range",50,"within range"
"98","Sp13-20",1371.22570080101,58.7936086706239,4.28766822531691,"Within_Range",50,"within range"
"99","Sp13-40",2098.07832039049,96.5352015260975,4.60112478108685,"Within_Range",50,"within range"
"100","Sp13-40 Dup",1941.82593383766,56.2040869002218,2.89439366942353,"Within_Range",50,"within range"
"101","Sp14-20",3487.60847223525,218.480733262536,6.26448567841987,"Within_Range",50,"within range"
"102","Sp14-20 Spike",3269.97121953668,47.5362311810381,1.45372017028864,"Within_Range",50,"within range"
"103","Sp8-20",2453.83152191701,214.679371637385,8.74874129376538,"Within_Range",50,"within range"
"104","Sp8-20 Spike",2897.4766908795,135.813855125048,4.68731484717564,"Within_Range",50,"within range"
"105","Sp9-40",2738.43408313823,109.780223474531,4.00886857750192,"Within_Range",50,"within range"
"106","Sc10-20",1476.55655066474,2.95947648503792,0.200430961056356,"Within_Range",50,"within range"
"107","Sc10-40",2700.76609709424,242.677071773114,8.98549015533816,"Within_Range",50,"within range"
"108","Sc2-80 Spike",4209.57820474496,257.474454198303,6.11639555497705,"Within_Range",50,"within range"
"109","Sc8-40",4021.23827452504,168.690159647164,4.19498045454887,"Within_Range",50,"within range"
"110","Sc9-20",3736.63571330382,26.6352883653413,0.712814692385178,"Within_Range",50,"within range"
"111","Sc12-20",1252.64130029217,112.460106431443,8.97783798164824,"Within_Range",50,"within range"
"112","Sc12-20 Dup",1298.67994990148,23.6758118803037,1.82306748341651,"Within_Range",50,"within range"
"113","Sc4-40",3253.22989240602,17.7568589102275,0.545822444078644,"Within_Range",50,"within range"
"114","Sc8-80 Dup",3751.28437454315,230.839165832962,6.15360348043662,"Within_Range",50,"within range"
"115","Sc10-80",2158.76563123913,227.879689347924,10.5560180341171,"Within_Range",50,"High CV"
"116","Sc4-20",1516.31720260006,142.054871281823,9.36841388056787,"Within_Range",50,"within range"
"117","Sc4-80",3556.66644664923,2.95947648503857,0.0832092783911947,"Within_Range",50,"within range"
"118","Sc9-20 Spike",2903.75468855349,85.8248180661014,2.9556497456352,"Within_Range",50,"within range"
"119","Sc2-80",4140.52023033099,356.785726292225,8.61692991326611,"Within_Range",50,"within range"
"120","Sc6-20",2862.59892602395,191.079228179527,6.67502619533673,"Within_Range",50,"within range"
"121","Sc6-40",3981.47762258972,275.374476349998,6.91638890013109,"Within_Range",50,"within range"
"122","Sc6-80",4609.27738998946,334.276766457909,7.25225969658279,"Within_Range",50,"within range"
"123","Sc8-20",2777.49717977643,156.731222123583,5.64289401497064,"Within_Range",50,"within range"
"124","Sc8-80",4538.12674968416,186.564421137226,4.1110447421992,"Within_Range",50,"within range"
"125","Sc9-40",4090.29624893901,351.891585667994,8.60308310820451,"Within_Range",50,"within range"
"126","Sc9-80",4373.503699566,392.737880480145,8.97993708154672,"Within_Range",50,"within range"
"127","P1A-40",1283.32553207587,136.730792328867,10.6544122213243,"Within_Range",50,"High CV"
"128","P2A-40",1241.02660125279,82.6081870320239,6.65643967249634,"Within_Range",50,"within range"
"129","Sc15-40",1730.48565791985,96.8509778996141,5.59675126207258,"Within_Range",50,"within range"
"130","Sc12-40 Spike",1958.09419044403,25.6370235616626,1.30928449135784,"Within_Range",50,"within range"
"131","Sc15-20",1694.22943150007,68.3653961644335,4.03519115494901,"Within_Range",50,"within range"
"132","P1B-20",151.32557385824,11.3942326940723,7.52961472642174,"Within_Range",50,"within range"
"133","P2A-20",1740.55683192534,173.762048584602,9.98312984657861,"Within_Range",50,"within range"
"134","P2B-40",1877.52479840007,133.882234155349,7.13078379947025,"Within_Range",50,"within range"
"135","P1A-20",834.822583031164,79.1810363286366,9.48477412304031,"Within_Range",50,"within range"
"136","P1A-40 Dup",1331.66716730225,36.9215337738017,2.77257971664189,"Within_Range",50,"within range"
"137","P1B-20 Spike",449.432324420891,14.5248537123728,3.23182221730237,"Within_Range",50,"within range"
"138","P1B-40",0,0,0,"bdl",50,"within range"
"139","P2B-20",0,0,0,"bdl",50,"within range"
"140","P3A-20",0,0,0,"bdl",50,"within range"
"141","P3A-20 Dup",0,0,0,"bdl",50,"within range"
"142","Sc12-40",1600.23180744878,287.981576856146,17.9962412642747,"Within_Range",50,"High CV"
"143","Sc12-80",2242.10129739899,209.36418121084,9.33785558456785,"Within_Range",50,"within range"
"144","Sc14-20",2317.29939664002,150.857087759519,6.51003871050307,"Within_Range",50,"within range"
"145","Sc14-40",2767.14516888546,219.554673167915,7.93433881375822,"Within_Range",50,"within range"
"146","Sc14-80",2733.57458886714,209.67400628779,7.67032321494776,"Within_Range",50,"within range"
"147","Sc15-80",2846.37173772869,154.821167658126,5.43924623779704,"Within_Range",50,"within range"
"148","P3B-40",103.000780182776,2.94441329187529,2.85863202846658,"Within_Range",50,"within range"
"149","P4B-20",1100.28577612187,35.3329595025034,3.21125295530403,"Within_Range",50,"within range"
"150","P6A-20",1468.80236126011,79.4991588806328,5.41251573237048,"Within_Range",50,"within range"
"151","P3A-40 Spike",219.593598079622,20.610893043127,9.38592619428448,"Within_Range",50,"within range"
"152","P4A-40",1674.9218071849,94.221225340009,5.62541038846286,"Within_Range",50,"within range"
"153","P5B-40",1741.54627455452,147.220664593764,8.45344546652501,"Within_Range",50,"within range"
"154","P3A-40",15.5954619465512,27.0121324589337,173.205080756888,"bdl",50,"High CV"
"155","P3B-20",0,0,0,"bdl",50,"within range"
"156","P4A-20",1250.19082770353,58.296408948423,4.66300085207852,"Within_Range",50,"within range"
"157","P4B-40",1058.64548401585,104.599220251947,9.88047668754619,"Within_Range",50,"within range"
"158","P5A-20",1594.4172424466,126.735246376427,7.94868764602384,"Within_Range",50,"within range"
"159","P5A-40",1966.40385192701,192.493482001421,9.78911233380587,"Within_Range",50,"within range"
"160","P5B-20",1759.5904011338,80.3488613504733,4.56633892175704,"Within_Range",50,"within range"
"161","P5B-20 Dup",1856.7510827145,116.319853598382,6.26469830454208,"Within_Range",50,"within range"
"162","P5B-40 Spike",1827.60287824029,106.352708075563,5.81924603762742,"Within_Range",50,"within range"
"163","P6A-40",1543.06088218251,89.9211799933225,5.82745509471653,"Within_Range",50,"within range"
"164","P6B-20",2288.4221108802,93.883238443264,4.102531521475,"Within_Range",50,"within range"
"165","P6B-40",1551.38894060371,94.4356780893493,6.08716973659746,"Within_Range",50,"within range"
"166","P7A-20",1566.65704770925,133.573853375125,8.52604298882355,"Within_Range",50,"within range"
"167","P7A-40",2167.66526377276,118.82692908688,5.48179329496958,"Within_Range",50,"within range"
"168","P7A-40 Dup",1849.81103403016,30.0272416627082,1.62325994981705,"Within_Range",50,"within range"
"169","P10B-40",1531.12455314598,144.608311404274,9.44458183412639,"Within_Range",50,"within range"
"170","P11A-40",2125.47312425351,99.4182140904388,4.67746277080571,"Within_Range",50,"within range"
"171","P8A-40",2008.3076353255,120.506926170228,6.00042165107322,"Within_Range",50,"within range"
"172","P8B-40",2259.6808661165,108.456233553206,4.7996261409957,"Within_Range",50,"within range"
"173","P9A-40",1520.47314506161,9.03801946276721,0.594421512285307,"Within_Range",50,"within range"
"174","P11A-20",1714.32877219704,126.53227247874,7.380863841921,"Within_Range",50,"within range"
"175","P11B-20 Dup",1469.34638625666,39.1647510053241,2.66545393051267,"Within_Range",50,"within range"
"176","P10A-20 Spike",1335.13864439367,108.456233553205,8.12321881391267,"Within_Range",50,"within range"
"177","P10A-20",1437.39216200357,81.1746318867836,5.64735456562076,"Within_Range",50,"within range"
"178","P10A-40",1143.41329887511,98.2704243634517,8.59447974412488,"Within_Range",50,"within range"
"179","P10B-20",1971.38275396637,42.8887293543763,2.17556581886928,"Within_Range",50,"within range"
"180","P11B-20",2093.51890000042,140.275445429771,6.70046233782476,"Within_Range",50,"within range"
"181","P7B-20",1673.14332760417,89.5056355153495,5.34954979879193,"Within_Range",50,"within range"
"182","P7B-20 Spike",1927.35693388433,96.7813924237143,5.02145662395103,"Within_Range",50,"within range"
"183","P7B-40",1765.45553100199,161.901402882339,9.17051718603474,"Within_Range",50,"within range"
"184","P8A-20",2040.97195345089,109.483488184575,5.36428185597846,"Within_Range",50,"within range"
"185","P8B-20",1492.77948404227,117.146121130714,7.84751682234385,"Within_Range",50,"within range"
"186","P9A-20",1063.88278517853,52.9293893435062,4.97511474768569,"Within_Range",50,"within range"
"187","P9B-20",1193.11986993548,113.232700851937,9.49047146939731,"Within_Range",50,"within range"
"188","P9B-40",1910.31468094935,125.740763433653,6.58220159681569,"Within_Range",50,"within range"
"189","P9B-40 Dup",1843.565856954,153.872607001163,8.34646651871699,"Within_Range",50,"within range"
"190","P11B-40 Spike",2375.81431120319,200.252989222242,8.42881483952452,"Within_Range",50,"within range"
"191","P12A-20",1736.75004021964,50.0632473055604,2.8825821877758,"Within_Range",50,"within range"
"192","P12B-40",2163.4139412553,163.364280681302,7.55122621547459,"Within_Range",50,"within range"
"193","P3A-20",25.3819318821262,1.05396310116969,4.15241482037024,"Within_Range",1,"within range"
"194","P3B-20",2.98673498060357,0.0526981550584846,1.76440679875237,"Within_Range",1,"within range"
"195","P3A-40 Dup",64.4710525970968,0.790472325877263,1.22608875461863,"Within_Range",1,"within range"
"196","P3B-20 Spike",4.36547422412493,0.316188930350908,7.24294576299529,"Within_Range",1,"within range"
"197","P3B-40",98.4923750115563,3.68887085409393,3.74533648281007,"adl",1,"within range"
"198","P3A-40",66.2596872913948,2.37141697763181,3.57897399545952,"Within_Range",1,"within range"
"199","P11B-40",1992.00311638508,207.372429552742,10.4102462414348,"Within_Range",50,"High CV"
"200","P12A-40",2047.89795058189,121.491822070498,5.93251348466737,"Within_Range",50,"within range"
"201","P12B-20",2097.58224764573,52.3456550818422,2.49552336460674,"Within_Range",50,"within range"
"202","P1B-40",198.556549298116,3.97815809406514,2.00353909660883,"adl",1,"within range"
"203","P2B-20",206.679931868052,3.96066749980955,1.91632901366452,"adl",1,"within range"
"204","P3B-40 Dup",89.1517271635557,4.35219979144173,4.88178965221535,"Within_Range",1,"within range"
"205","Sc6-80",4954.32265274424,162.782431505482,3.28566471978395,"Within_Range",250,"within range"
"206","P2B-20",1574.55184855933,125.701791586469,7.98333771615604,"Within_Range",50,"within range"
"207","P3B-40",196.606730115568,17.0595288581636,8.67698112273971,"Within_Range",5,"within range"
"208","P1B-40",1774.89489096899,153.096893399416,8.62568787472443,"Within_Range",50,"within range"
