"Year","Community","Treatment","Chamber","SPmass_m2","DImass_m2","OTHERmass_m2","SPdensity_m2","DIdensity_m2","OTHERdensity_m2"
2009,"SC","C",13,470,30.16,0,2480,160,0
2009,"SC","E",1,97.04,141.04,0.72,560,880,80
2009,"SC","E",6,0,110.88,0,0,480,0
2009,"SC","E",9,4.4,29.92,123.76,240,160,640
2009,"SC","E",10,5.52,16.16,30.8,160,240,160
2009,"SC","E",14,105.92,87.44,0,640,640,0
2009,"SP","A",2,366.64,47.68,12.08,2800,160,320
2009,"SP","A",5,532.8,0,0.96,2960,0,80
2009,"SP","A",9,270.8,75.76,24.72,1600,560,240
2009,"SP","A",11,431.84,271.68,0,3040,1440,0
2009,"SP","A",13,488,0,0,3040,0,0
2009,"SP","C",3,322.96,0,0,1760,0,0
2009,"SP","C",6,269.36,119.92,0,1920,320,0
2009,"SP","C",7,194.48,101.4,0,1440,400,0
2009,"SP","C",12,192,151.84,0.48,1440,640,80
2009,"SP","C",15,581.36,96.72,0,3600,160,0
2009,"SP","E",1,32.8,0,0,160,0,0
2009,"SP","E",4,448,0,16.72,2720,0,160
2009,"SP","E",8,0,71.12,25.76,0,240,80
2009,"SP","E",10,169.68,0,0,1360,0,0
2009,"SP","E",14,489.12,7.68,1375.36,3520,320,400
2010,"MX","A",2,206.4,61.6,0,2720,640,0
2010,"MX","A",6,240.8,217.6,0,2480,1520,0
2010,"MX","A",9,677.6,92,0,4720,720,0
2010,"MX","A",12,0,306.4,0,0,2640,0
2010,"MX","A",15,169.6,135.2,67.2,1120,400,720
2010,"MX","C",3,572.8,220,8,4240,1760,320
2010,"MX","C",5,272,335.2,2.4,1920,2720,80
2010,"MX","C",7,296,395.2,0,2000,3200,0
2010,"MX","C",10,261.6,134.4,141.6,2480,1440,320
2010,"MX","C",14,331.2,396,0,3200,2640,0
2010,"MX","E",1,0,92,9.6,0,720,80
2010,"MX","E",4,36,96,4.8,560,800,240
2010,"MX","E",8,518.4,176,0,4320,1280,0
2010,"MX","E",11,298.4,148.8,0.88,2640,1520,160
2010,"MX","E",13,45.6,452.8,22.4,800,2560,240
2010,"SC","A",2,32,63.2,0,240,400,0
2010,"SC","A",4,22.4,183.2,0,160,880,0
2010,"SC","A",8,121.6,359.2,0,640,1920,0
2010,"SC","A",12,563.2,124.8,0,4560,1920,0
2010,"SC","A",15,1.6,227.2,0,80,1600,0
2010,"SC","C",3,752,0,0,4000,0,0
2010,"SC","C",5,1003.2,0,0,7360,0,0
2010,"SC","C",7,66.4,281.6,28,480,1440,160
2010,"SC","C",11,235.2,11.2,0,1760,240,0
2010,"SC","C",13,950.4,104.8,0,7440,960,0
2010,"SC","E",1,18.4,220.8,0,80,1920,0
2010,"SC","E",6,24.8,41.6,0,80,160,0
2010,"SC","E",9,56,86.4,76.56,560,560,400
2010,"SC","E",10,0,24,24,0,240,320
2010,"SC","E",14,164,98.4,0,960,640,0
2010,"SP","A",2,546.32,0,37.84,5520,0,240
2010,"SP","A",5,808,0,0,6640,0,0
2010,"SP","A",9,339.2,0,14.4,3920,0,560
2010,"SP","A",11,419.2,169.6,22.4,3680,1600,80
2010,"SP","A",13,543.2,0,0,5760,0,0
2010,"SP","C",3,1370.96,0,0.32,8080,0,80
2010,"SP","C",6,691.2,0,0.88,4240,0,80
2010,"SP","C",7,728.8,0,0,7360,0,0
2010,"SP","C",12,800.8,0,2.4,6960,0,80
2010,"SP","C",15,862.4,0,0,5200,0,0
2010,"SP","E",1,53.28,0,0,560,0,0
2010,"SP","E",4,860.96,0,0.4,7040,0,160
2010,"SP","E",8,332,0,0,4320,0,0
2010,"SP","E",10,276,0,3.2,2960,0,160
2010,"SP","E",14,413.6,0,1176,3040,0,320
2011,"MX","A",2,458.24,68.48,0,3120,560,0
2011,"MX","A",6,276.16,83.84,0,2480,640,0
2011,"MX","A",9,440.8,84.96,0,2800,720,0
2011,"MX","A",12,0,382.72,3.04,0,2960,320
2011,"MX","A",15,146.8,114.48,8.64,1520,640,800
2011,"MX","C",3,738.72,104.96,4.4,4933.333333,500,160
2011,"MX","C",5,257.28,455.68,23.6,1760,3040,320
2011,"MX","C",7,408.32,228.48,32.08,2880,1840,320
2011,"MX","C",10,389.2,228.48,0,2960,1680,0
2011,"MX","C",14,556,291.28,57.92,3520,1600,80
2011,"MX","E",1,0,151.36,0.16,0,1040,80
2011,"MX","E",4,4.32,230.72,0,80,1680,0
2011,"MX","E",8,426.64,107.6,0,2160,1040,0
2011,"MX","E",11,66.64,161.04,0,480,1280,0
2011,"MX","E",13,4.8,360.8,0,80,2160,0
2011,"SC","A",2,176.88,13.68,0,960,80,0
2011,"SC","A",4,57.28,189.76,0,480,1280,0
2011,"SC","A",8,105.36,217.2,0,640,1280,0
2011,"SC","A",12,335.92,163.76,0,2960,1680,0
2011,"SC","A",15,12.08,266.8,0,80,1920,0
2011,"SC","C",3,947.68,0,0,5760,0,0
2011,"SC","C",5,1150.88,0,0,7360,0,0
2011,"SC","C",7,407.28,466.88,1.84,2640,3520,80
2011,"SC","C",11,737.44,178.6,0,5040,800,0
2011,"SC","C",13,746.72,299.68,0,4000,720,0
2011,"SC","E",1,49.68,168.4,0,400,1120,0
2011,"SC","E",6,108.16,119.84,0,640,640,0
2011,"SC","E",9,0,101.2,74.64,0,800,560
2011,"SC","E",10,0,39.52,11.68,0,400,80
2011,"SC","E",14,281.2,210.96,0,1360,1840,0
2011,"SP","A",2,452.88,0,0,2320,0,0
2011,"SP","A",5,748.24,0,0,4240,0,0
2011,"SP","A",9,242.56,0,0.16,960,0,80
2011,"SP","A",11,554.08,88,0,4160,800,0
2011,"SP","A",13,579.44,36,0,5360,160,0
2011,"SP","C",3,982.16,0,14.08,5120,0,400
2011,"SP","C",6,1236.64,0,53.76,5440,0,320
2011,"SP","C",7,1223.2,0,8.16,7120,0,160
2011,"SP","C",12,1026.24,0,0,6400,0,0
2011,"SP","C",15,1725.44,0,0,8960,0,0
2011,"SP","E",1,92.32,17.52,79.6,640,240,1440
2011,"SP","E",4,808.72,0,0,4080,0,0
2011,"SP","E",8,645.12,0,11.92,5280,0,240
2011,"SP","E",10,207.76,100.72,24.72,2480,320,640
2011,"SP","E",14,871.28,0,271.28,4880,0,80
2012,"MX","A",2,103.28,24,0,720,240,0
2012,"MX","A",6,155.12,76,0,1360,560,0
2012,"MX","A",9,550.64,65.52,0,3440,640,0
2012,"MX","A",12,0,113.44,0,0,1040,0
2012,"MX","A",15,194.24,93.28,46.96,1360,480,160
2012,"MX","C",3,245.36,72.48,14.4,1360,800,160
2012,"MX","C",5,228.64,390.96,17.28,1200,1920,160
2012,"MX","C",7,400,35.36,59.6,2960,400,400
2012,"MX","C",10,343.28,140.24,0,2240,1120,0
2012,"MX","C",14,388.88,67.12,0,2160,320,0
2012,"MX","E",1,0,169.2,0,0,960,0
2012,"MX","E",4,141.68,207.84,0,1120,1600,0
2012,"MX","E",8,18.4,19.76,0.64,160,80,160
2012,"MX","E",11,29.44,122.24,0,400,880,0
2012,"MX","E",13,48.24,261.04,0,320,1680,0
2012,"SC","A",2,0,14.16,0,0,80,0
2012,"SC","A",4,121.6,179.76,0,560,1040,0
2012,"SC","A",8,5.92,122.24,0,80,720,0
2012,"SC","A",12,308.48,166.64,0,2480,1600,0
2012,"SC","A",15,0,151.04,0,0,1440,0
2012,"SC","C",3,210.08,29.28,0,1040,80,0
2012,"SC","C",5,448.64,0,0,2800,0,0
2012,"SC","C",7,233.36,85.6,0,1360,720,0
2012,"SC","C",11,626.16,85.28,1.2,3520,800,80
2012,"SC","C",13,535.52,1.68,0,3360,80,0
2012,"SC","E",1,44.4,32.88,0,160,240,0
2012,"SC","E",6,0,31.28,0,80,240,0
2012,"SC","E",9,30.16,48.4,105.84,240,400,480
2012,"SC","E",10,0,45.76,51.68,0,400,80
2012,"SC","E",14,0,103.6,0,0,720,0
2012,"SP","A",2,652.56,0,54,2720,0,240
2012,"SP","A",5,773.36,0,0,4320,0,0
2012,"SP","A",9,455.12,0,206.72,2560,0,240
2012,"SP","A",11,408.48,44.8,0,3120,480,0
2012,"SP","A",13,674.24,0,0,5040,0,0
2012,"SP","C",3,837.6,0,0,4720,0,0
2012,"SP","C",6,500.88,0,4.96,3120,0,80
2012,"SP","C",7,617.44,0,0,4400,0,0
2012,"SP","C",12,781.44,0,0,5200,0,0
2012,"SP","C",15,754.4,0,104.4,3840,0,80
2012,"SP","E",1,62.8,32.88,0,320,240,0
2012,"SP","E",4,596.64,0,0,3920,0,0
2012,"SP","E",8,689.44,0,0,4400,0,0
2012,"SP","E",10,512.48,30,14.72,4160,240,160
2012,"SP","E",14,422.64,0,212.88,2480,0,320
2013,"MX","A",2,36.96,58.08,0,240,320,0
2013,"MX","A",6,208.16,39.44,0,1360,320,0
2013,"MX","A",9,315.52,54.4,0,3280,320,0
2013,"MX","A",12,29.92,180.8,0,160,1120,0
2013,"MX","A",15,251.68,146.568,0.8,1760,720,80
2013,"MX","C",3,162.4,238.64,0,1120,960,0
2013,"MX","C",5,65.6,344.56,0,400,2320,0
2013,"MX","C",7,614,54.4,0,5920,480,0
2013,"MX","C",10,365.84,111.92,0,2800,960,0
2013,"MX","C",14,315.36,108.8,0,2880,720,0
2013,"MX","E",1,33.6,100.88,0,160,640,0
2013,"MX","E",4,113.28,196.48,0,560,1040,0
2013,"MX","E",8,90.4,57.44,0,720,480,0
2013,"MX","E",11,38.48,128.24,0,480,1120,0
2013,"MX","E",13,52.08,139.12,0,240,1120,0
2013,"SC","A",2,60.48,10.8,0,320,80,0
2013,"SC","A",4,99.36,59.68,0,320,240,0
2013,"SC","A",8,0,92.56,0,0,800,0
2013,"SC","A",12,65.76,10.24,0,880,80,0
2013,"SC","A",15,0,426.88,1.28,0,1280,80
2013,"SC","C",3,449.36,0,0,2000,0,0
2013,"SC","C",5,604.4,0,0,4000,0,0
2013,"SC","C",7,226.48,164.8,101.2,2080,960,160
2013,"SC","C",11,244.16,135.84,0,1760,960,0
2013,"SC","C",13,574.32,53.12,0,3920,320,0
2013,"SC","E",1,113.92,56.8,0,560,400,0
2013,"SC","E",6,52.8,47.12,0,240,320,0
2013,"SC","E",9,0,26.64,11.76,0,160,80
2013,"SC","E",10,0,34.32,0,0,320,0
2013,"SC","E",14,115.04,48.08,0,880,240,0
2013,"SP","A",2,465.6,0,0,2880,0,0
2013,"SP","A",5,571.52,0,0,3600,0,0
2013,"SP","A",9,107.2,0,0,720,0,0
2013,"SP","A",11,506.88,61.12,0,4000,560,0
2013,"SP","A",13,457.84,0,0,3120,0,0
2013,"SP","C",3,1468.4,0,0,9440,0,0
2013,"SP","C",6,804.16,0,0,4640,0,0
2013,"SP","C",7,448.88,0,0,4000,0,0
2013,"SP","C",12,641.44,0,109.12,4400,0,80
2013,"SP","C",15,400.64,0,0,2080,0,0
2013,"SP","E",1,119.28,18.56,0,560,80,0
2013,"SP","E",4,788,0,0,5840,0,0
2013,"SP","E",8,372.8,0,0,2800,0,0
2013,"SP","E",10,545.28,12.2,17.76,4880,160,240
2013,"SP","E",14,668.24,0,0,4320,0,0
2014,"MX","A",2,30.96,63.2,0,240,480,0
2014,"MX","A",6,157.12,4.16,0,1040,80,0
2014,"MX","A",9,292.96,3.84,0,1920,80,0
2014,"MX","A",12,6.32,87.84,0,80,640,0
2014,"MX","A",15,205.68,168.08,0,1120,720,0
2014,"MX","C",3,122.32,404.24,29.36,560,2240,240
2014,"MX","C",5,166.48,215.2,0,800,1440,0
2014,"MX","C",7,366.72,109.6,12.64,2160,800,80
2014,"MX","C",10,296.56,21.52,0,2080,240,0
2014,"MX","C",14,689.44,8.24,0,4720,80,0
2014,"MX","E",1,0,88.96,0,0,560,0
2014,"MX","E",4,60.64,50.64,0,480,400,0
2014,"MX","E",8,132.16,12.88,0,1120,160,0
2014,"MX","E",11,45.6,50.64,0,400,400,0
2014,"MX","E",13,228.24,90.88,0,1600,400,0
2014,"SC","A",2,54.72,13.04,0,320,80,0
2014,"SC","A",4,148.96,0,0,480,0,0
2014,"SC","A",8,1.2,40.08,0,80,400,0
2014,"SC","A",12,34.8,36,0,480,400,0
2014,"SC","A",15,0,82.08,0,0,720,0
2014,"SC","C",3,670.72,0,0,4720,0,0
2014,"SC","C",5,508.96,0,0,4160,0,0
2014,"SC","C",7,204.56,81.84,0,1840,800,0
2014,"SC","C",11,146.64,98.96,0,1360,1040,0
2014,"SC","C",13,457.52,38.56,0,3200,400,0
2014,"SC","E",1,0,16.72,0,0,80,0
2014,"SC","E",6,140.56,0,0,800,0,0
2014,"SC","E",9,0,22.8,0,0,240,0
2014,"SC","E",10,37.44,36,0,240,320,0
2014,"SC","E",14,114.16,47.68,0,640,320,0
2014,"SP","A",2,665.36,0,0,4960,0,0
2014,"SP","A",5,494.8,0,0,3920,0,0
2014,"SP","A",9,39.92,0,0,560,0,0
2014,"SP","A",11,327.44,0,0,2720,0,0
2014,"SP","A",13,355.44,0,0,2960,0,0
2014,"SP","C",3,1050.32,0,0,4960,0,0
2014,"SP","C",6,845.28,0,20.72,4160,0,160
2014,"SP","C",7,1021.92,0,0,7280,0,0
2014,"SP","C",12,855.44,0,0,5520,0,0
2014,"SP","C",15,591.2,0,0,3200,0,0
2014,"SP","E",1,126.88,15.84,97.12,640,80,80
2014,"SP","E",4,330.16,0,0,2080,0,0
2014,"SP","E",8,513.6,0,0,6240,0,0
2014,"SP","E",10,205.68,38.24,26.72,1920,400,1280
2014,"SP","E",14,195.2,0,340.88,1440,0,80
2015,"MX","A",2,5.76,64.16,0,80,320,0
2015,"MX","A",6,19.384,162.24,0,240,720,0
2015,"MX","A",9,158.88,29.04,0,1120,160,0
2015,"MX","A",12,0,171.28,0,0,1200,0
2015,"MX","A",15,127.28,203.52,0,720,880,0
2015,"MX","C",3,38.32,194.64,0,640,1360,0
2015,"MX","C",5,19.496,217.968,0,320,960,0
2015,"MX","C",7,585.04,43.52,0,3360,320,0
2015,"MX","C",10,441.12,127.92,0,2960,960,0
2015,"MX","C",14,437.04,141.84,0,3920,880,0
2015,"MX","E",1,0,45.552,0,0,400,0
2015,"MX","E",4,61.04,104.88,0,320,400,0
2015,"MX","E",8,66.48,134.88,0,320,720,0
2015,"MX","E",11,144.32,88.08,0,800,560,0
2015,"MX","E",13,143.68,35.976,0,1040,320,0
2015,"SC","A",2,0,156.512,0,0,720,0
2015,"SC","A",4,10.408,43.264,0,80,240,0
2015,"SC","A",8,0,56.792,0,0,320,0
2015,"SC","A",12,30.208,0,0,240,0,0
2015,"SC","A",15,0,65.648,0,0,480,0
2015,"SC","C",3,155.368,0,0,1040,0,0
2015,"SC","C",5,365.208,42.112,0,3200,160,0
2015,"SC","C",7,83.784,0,0,400,0,0
2015,"SC","C",11,267.824,130.264,0,1840,640,0
2015,"SC","C",13,658.096,71.68,0,3680,320,0
2015,"SC","E",1,0,0,0,0,0,0
2015,"SC","E",6,5.664,18.088,0,80,80,0
2015,"SC","E",9,0,9.608,0,0,80,0
2015,"SC","E",10,0,11.952,0,0,0,0
2015,"SC","E",14,19.776,16.144,0,80,160,0
2015,"SP","A",2,809.2,0,0,3680,0,0
2015,"SP","A",5,391.488,0,0,2640,0,0
2015,"SP","A",9,30.784,7.432,0,160,80,0
2015,"SP","A",11,210.92,7.6,0,1520,80,0
2015,"SP","A",13,235.824,0,0,1920,0,0
2015,"SP","C",3,896.0208,0,0,3760,0,0
2015,"SP","C",6,911.04,0,28.936,5200,0,80
2015,"SP","C",7,859.888,0,0,7360,0,0
2015,"SP","C",12,635.792,0,140.288,4320,0,80
2015,"SP","C",15,1014.952,0,0,5600,0,0
2015,"SP","E",1,56.328,20.144,0,160,160,0
2015,"SP","E",4,330.872,0,620.76,2000,0,880
2015,"SP","E",8,472.872,0,0,2960,0,0
2015,"SP","E",10,160.848,48.896,6.856,1920,240,400
2015,"SP","E",14,250.536,0,72.128,1680,0,80
2016,"MX","A",2,78.4,175.68,0,400,960,0
2016,"MX","A",6,33.2,47.6,0,320,320,0
2016,"MX","A",9,154.08,0,0,1520,0,0
2016,"MX","A",12,0,71.76,0,0,320,0
2016,"MX","A",15,96.96,105.36,0,1040,880,0
2016,"MX","C",3,0,208.72,0,0,1200,0
2016,"MX","C",5,18,125.2,0,320,1040,0
2016,"MX","C",7,111.92,15.12,0,1200,80,0
2016,"MX","C",10,382.88,49.04,0,2960,480,0
2016,"MX","C",14,239.4,225.2,0,2000,1760,0
2016,"MX","E",1,0,94.88,0,0,480,0
2016,"MX","E",4,40.8,145.36,0,480,960,0
2016,"MX","E",8,112.96,0,0,880,0,0
2016,"MX","E",11,25.84,24.96,0,240,320,0
2016,"MX","E",13,178.4,15.2,0,1840,160,0
2016,"SC","A",2,0,34.8,0,0,160,0
2016,"SC","A",4,38.96,0,0,320,0,0
2016,"SC","A",8,0,29.2,0,0,240,0
2016,"SC","A",12,24.32,38.48,0,320,240,0
2016,"SC","A",15,0,82.32,0,0,560,0
2016,"SC","C",3,400.88,0,0,2720,0,0
2016,"SC","C",5,575.12,45.52,0,4720,320,0
2016,"SC","C",7,206.88,82.08,0,2560,640,0
2016,"SC","C",11,521.92,75.04,0,3120,480,0
2016,"SC","C",13,292.8,58.96,0,1680,400,0
2016,"SC","E",1,17.04,0,0,160,0,0
2016,"SC","E",6,0,0,0,0,0,0
2016,"SC","E",9,22.48,0,145.36,160,0,80
2016,"SC","E",10,17.68,0,0,80,0,0
2016,"SC","E",14,105.36,101.76,0,720,720,0
2016,"SP","A",2,144.48,0,0,960,0,0
2016,"SP","A",5,390.8,0,0,2880,0,0
2016,"SP","A",9,165.12,0,0,320,0,0
2016,"SP","A",11,182.08,0,0,2160,0,0
2016,"SP","A",13,199.92,0,0,1760,0,0
2016,"SP","C",3,234.48,0,0,1360,0,0
2016,"SP","C",6,260.4,0,0,1920,0,0
2016,"SP","C",7,476.16,0,215.36,4640,0,160
2016,"SP","C",12,313.36,0,0,2720,0,0
2016,"SP","C",15,493.12,0,0,3840,0,0
2016,"SP","E",1,5.12,57.76,0,80,320,0
2016,"SP","E",4,256.16,0,0,2640,0,0
2016,"SP","E",8,420.96,0,0,2480,0,0
2016,"SP","E",10,75.76,20.64,0,640,160,0
2016,"SP","E",14,152.8,0,0.72,1360,0,160
2017,"MX","A",2,11.92,122.16,0,240,480,0
2017,"MX","A",6,23.68,142,0,240,2400,0
2017,"MX","A",9,167.68,86.64,0,880,480,0
2017,"MX","A",12,0,80.88,0,0,640,0
2017,"MX","A",15,114.64,205.28,0,1520,1200,0
2017,"MX","C",3,62.64,89.76,0,320,560,0
2017,"MX","C",5,135.92,352.08,0,800,2080,0
2017,"MX","C",7,601.76,139.28,0,4640,960,0
2017,"MX","C",10,427.44,77.84,0,3840,880,0
2017,"MX","C",14,526.96,159.76,0,4960,1280,0
2017,"MX","E",1,0,85.12,0,0,400,0
2017,"MX","E",4,132.96,704.08,0,1200,3680,0
2017,"MX","E",8,25.52,172.16,0,80,400,0
2017,"MX","E",11,36.56,39.44,0,400,320,0
2017,"MX","E",13,251.04,7.04,0,1440,160,0
2017,"SC","A",2,0,36.24,0,0,240,0
2017,"SC","A",4,0,0,0,0,0,0
2017,"SC","A",8,0,23.84,0,0,160,0
2017,"SC","A",12,40.16,52,0,160,320,0
2017,"SC","A",15,38.56,133.44,0,240,960,0
2017,"SC","C",3,312.16,0,0,2640,0,0
2017,"SC","C",5,563.92,0,0,2200,0,0
2017,"SC","C",7,284.8,15.52,0,2400,80,0
2017,"SC","C",11,461.68,22,0,3760,160,0
2017,"SC","C",13,327.44,61.6,0,2400,400,0
2017,"SC","E",1,0,0,0,0,0,0
2017,"SC","E",6,0,0,0,0,0,0
2017,"SC","E",9,0,41.28,0,0,240,0
2017,"SC","E",10,0,42.88,0,0,400,0
2017,"SC","E",14,44.4,53.04,0,320,320,0
2017,"SP","A",2,207.36,0,0,1520,0,0
2017,"SP","A",5,424.56,0,0,1760,0,0
2017,"SP","A",9,55.84,0,0,560,0,0
2017,"SP","A",11,124.08,7.68,0,1520,160,0
2017,"SP","A",13,163.36,0,0,1280,0,0
2017,"SP","C",3,399.04,0,0,2560,0,0
2017,"SP","C",6,581.52,0,0,3520,0,0
2017,"SP","C",7,570.64,0,0,4800,0,0
2017,"SP","C",12,489.68,0,0,3040,0,0
2017,"SP","C",15,701.68,0,0,4000,0,0
2017,"SP","E",1,42.24,36.32,0,320,240,0
2017,"SP","E",4,328.16,0,0,2800,0,0
2017,"SP","E",8,218.4,0,0,2320,0,0
2017,"SP","E",10,19.28,82.48,0,80,480,0
2017,"SP","E",14,91.92,0,2.16,720,0,80
2018,"MX","A",2,64.08,89.6,0,240,480,0
2018,"MX","A",6,0,95.12,0,0,560,0
2018,"MX","A",9,89.52,55.6,0,800,560,0
2018,"MX","A",12,0,42.4,0,0,320,0
2018,"MX","A",15,60.64,59.04,0,320,160,0
2018,"MX","C",3,342.4,271.2,65.84,720,1200,80
2018,"MX","C",5,48.88,351.52,0,160,1760,0
2018,"MX","C",7,582.64,95.52,0,4000,1280,0
2018,"MX","C",10,925.84,202.56,0,7840,1600,0
2018,"MX","C",14,785.28,27.936,0,4880,320,0
2018,"MX","E",1,0,28.96,0,0,160,0
2018,"MX","E",4,2.64,63.04,0,80,560,0
2018,"MX","E",8,28.88,91.44,0,400,560,0
2018,"MX","E",11,114.56,13.92,0,640,160,0
2018,"MX","E",13,116.64,41.92,0,480,160,0
2018,"SC","A",2,0,56.72,0,0,400,0
2018,"SC","A",4,0,159.28,0,0,400,0
2018,"SC","A",8,0,29.28,0,0,160,0
2018,"SC","A",12,6.64,16.48,0,80,80,0
2018,"SC","A",15,126.72,110.24,0,720,640,0
2018,"SC","C",3,185.84,0,0,1360,0,0
2018,"SC","C",5,578.08,0,0,2720,0,0
2018,"SC","C",7,276.8,91.12,0,1520,560,0
2018,"SC","C",11,431.68,176.8,0,2080,1360,0
2018,"SC","C",13,399.44,74.4,0,2560,400,0
2018,"SC","E",1,0,0,0,0,0,0
2018,"SC","E",6,0,0,0,0,0,0
2018,"SC","E",9,0,67.68,0,0,240,0
2018,"SC","E",10,0,23.12,0,0,240,0
2018,"SC","E",14,0,18.64,0,0,80,0
2018,"SP","A",2,235.2,0,0,1120,0,0
2018,"SP","A",5,378.24,0,0,1600,0,0
2018,"SP","A",9,177.92,8,2.136,880,80,80
2018,"SP","A",11,179.28,36.72,0,1600,240,0
2018,"SP","A",13,28.96,0,0,160,0,0
2018,"SP","C",3,952,0,0,3840,0,0
2018,"SP","C",6,660.56,0,185.36,3360,0,80
2018,"SP","C",7,399.28,0,0,2800,0,0
2018,"SP","C",12,771.2,0,0,4640,0,0
2018,"SP","C",15,283.76,0,0,1840,0,0
2018,"SP","E",1,0,103.84,274.16,0,720,80
2018,"SP","E",4,309.28,0,86.64,1280,0,320
2018,"SP","E",8,237.84,0,0,1680,0,0
2018,"SP","E",10,2.72,100.24,0,80,720,0
2018,"SP","E",14,15.2,0,0,80,0,0
2019,"MX","A",2,33.92,24.4,0,320,160,0
2019,"MX","A",6,26.56,78.88,0,320,640,0
2019,"MX","A",9,25.2,14.96,0,240,240,0
2019,"MX","A",12,0,33.52,0,0,400,0
2019,"MX","A",15,0.88,66.16,0,80,320,0
2019,"MX","C",3,62.24,264.88,90.88,480,1920,80
2019,"MX","C",5,88.96,253.92,116.72,400,1600,1200
2019,"MX","C",7,332.32,64.24,0,1760,560,0
2019,"MX","C",10,362.08,56.88,0,3360,480,0
2019,"MX","C",14,331.92,82.64,0,2080,640,0
2019,"MX","E",1,73.52,0,8.72,640,0,160
2019,"MX","E",4,0,0,0,0,0,0
2019,"MX","E",8,31.12,120.72,0,320,720,0
2019,"MX","E",11,131.68,19.44,0,1040,240,0
2019,"MX","E",13,194,57.92,0,1280,240,0
2019,"SC","A",2,0,0,0,0,0,0
2019,"SC","A",4,0,0,0,0,0,0
2019,"SC","A",8,0,0.88,0,0,80,0
2019,"SC","A",12,0,6.24,0,0,160,0
2019,"SC","A",15,0,49.84,0,0,240,0
2019,"SC","C",3,110.72,23.6,0,1600,80,0
2019,"SC","C",5,154.8,13.04,0,880,400,0
2019,"SC","C",7,122.64,51.28,3.2,1520,880,80
2019,"SC","C",11,199.68,63.92,0,1600,640,0
2019,"SC","C",13,236.88,37.68,0,3440,480,0
2019,"SC","E",1,0,0,0,0,0,0
2019,"SC","E",6,0,0,0,0,0,0
2019,"SC","E",9,44.8,26.32,0,240,160,0
2019,"SC","E",10,0,30.48,0,0,240,0
2019,"SC","E",14,1.44,37.84,0,80,320,0
2019,"SP","A",2,65.36,0,0,480,0,0
2019,"SP","A",5,115.04,0,12.96,960,0,480
2019,"SP","A",9,58.96,2.96,21.12,240,80,80
2019,"SP","A",11,51.68,16.56,0,560,80,0
2019,"SP","A",13,0,0,0,0,0,0
2019,"SP","C",3,515.2,0,0,2480,0,0
2019,"SP","C",6,361.6,0,0,2240,0,0
2019,"SP","C",7,303.2,0,0,1840,0,0
2019,"SP","C",12,255.6,0,300.64,1760,0,400
2019,"SP","C",15,634.08,0,0,4240,0,0
2019,"SP","E",1,20.72,49.2,491.36,240,400,160
2019,"SP","E",4,385.92,0,0,3040,0,0
2019,"SP","E",8,148.24,1.04,0,1280,80,0
2019,"SP","E",10,53.6,53.2,0,320,560,0
2019,"SP","E",14,61.68,0,0,400,0,0
2020,"MX","A",2,0,39.84,0,0,240,0
2020,"MX","A",6,8.48,27.12,0,80,240,0
2020,"MX","A",9,71.12,70.64,0,640,480,0
2020,"MX","A",12,0,21.84,0,0,240,0
2020,"MX","A",15,0,18.88,0,0,160,0
2020,"MX","C",3,109.6,118.96,5.12,880,640,80
2020,"MX","C",5,36.56,64.08,0,320,400,0
2020,"MX","C",7,284.4,29.68,41.76,1520,240,160
2020,"MX","C",10,338.72,41.76,0,2800,400,0
2020,"MX","C",14,263.44,58.48,0,1920,720,0
2020,"MX","E",1,0,0,9.2,0,0,80
2020,"MX","E",4,41.68,33.2,5.52,240,320,80
2020,"MX","E",8,44.72,26,0,320,160,0
2020,"MX","E",11,22.56,8.96,0,240,160,0
2020,"MX","E",13,36.56,23.12,0,400,160,0
2020,"SC","A",2,0,27.2,0,0,240,0
2020,"SC","A",4,0,0,0,0,0,0
2020,"SC","A",8,0,0,0,0,0,0
2020,"SC","A",12,90.72,0,0,560,0,0
2020,"SC","A",15,0,28.96,0,0,240,0
2020,"SC","C",3,258,0,0,2000,0,0
2020,"SC","C",5,747.28,0,6.48,4560,0,160
2020,"SC","C",7,211.68,9.84,3.04,1520,160,80
2020,"SC","C",11,126.16,20.96,0,720,160,0
2020,"SC","C",13,293.52,19.36,0,1840,240,0
2020,"SC","E",1,6.8,0,0,80,0,0
2020,"SC","E",6,0,0,0,0,0,0
2020,"SC","E",9,0,7.6,0,0,80,0
2020,"SC","E",10,0,0,0,0,0,0
2020,"SC","E",14,0,0,0,0,0,0
2020,"SP","A",2,202.64,0,0,1600,0,0
2020,"SP","A",5,580.56,0,0,2960,0,0
2020,"SP","A",9,0,0,12.16,0,0,80
2020,"SP","A",11,173.76,0,0,1360,0,0
2020,"SP","A",13,0,0,0,0,0,0
2020,"SP","C",3,424.64,0,0,1920,0,0
2020,"SP","C",6,546.8,0,506.4,3600,0,160
2020,"SP","C",7,255.36,0,0,1920,0,0
2020,"SP","C",12,243.92,0,0,1600,0,0
2020,"SP","C",15,119.04,0,0,720,0,0
2020,"SP","E",1,48,86.48,0,240,480,0
2020,"SP","E",4,26.96,0,0,160,0,0
2020,"SP","E",8,94.56,0,0,560,0,0
2020,"SP","E",10,32.72,39.04,0,240,320,0
2020,"SP","E",14,10.4,0,231.36,80,0,80
2021,"MX","A",2,0,39.68,14.24,0,400,80
2021,"MX","A",6,0,0,0,0,0,0
