"Year","Plot","Temperature","CO2","Vegetation","SCmass_m2","SCdensity_m2","SPmass_m2","SPdensity_m2","DImass_m2","DIdensity_m2","Other1mass_m2","Other1density_m2","Other2mass_m2","Other2density_m2"
2016,610,0,1,3,458.9958011,493.3333333,0,0,30.08,240,0,0,0,0
2016,613,3,1,3,502.5285108,600,0,0,7.84,320,0,0,0,0
2016,620,0,1,3,410.0318302,508.8888889,1.76,80,2.48,80,0,0,0,0
2016,623,3,1,3,339.2843616,477.7777778,0,0,0,0,0,0,0,0
2016,630,0,1,3,301.4875762,471.1111111,54.24,560,30.4,320,0,0,0,0
2016,633,3,1,3,454.0539558,588.8888889,0,0,0,0,0,0,0,0
2017,310,0,0,3,391.1106108,387.037037,93.13333333,666.6666667,2.933333333,66.66666667,0,0,0,0
2017,311,1,0,3,499.0400246,431.4814815,20.66666667,333.3333333,0,0,0,0,0,0
2017,312,2,0,3,415.5535705,398.1481481,63.93333333,666.6666667,0,0,0,0,0,0
2017,313,3,0,3,300.5476925,350,207.0666667,2666.666667,6.933333333,66.66666667,0,0,0,0
2017,320,0,0,3,401.388492,409.2592593,21.73333333,200,26.46666667,200,0,0,0,0
2017,321,1,0,3,428.1100987,433.3333333,18.6,333.3333333,5.6,66.66666667,0,0,0,0
2017,322,2,0,3,551.4361363,520.3703704,0,0,10.53333333,200,0,0,0,0
2017,323,3,0,3,497.597309,455.5555556,0,0,16.46666667,66.66666667,0,0,0,0
2017,330,0,0,3,504.1380885,566.6666667,0,0,0,0,0,0,0,0
2017,331,1,0,3,577.1256797,564.8148148,0,0,0,0,0,0,0,0
2017,332,2,0,3,409.3173039,481.4814815,0,0,34.73333333,133.3333333,0,0,0,0
2017,333,3,0,3,618.7784059,609.2592593,0,0,2.466666667,66.66666667,0,0,0,0
2017,440,0,0,4,83.14633541,211.1111111,334,2333.333333,46.4,266.6666667,0,0,0,0
2017,441,1,0,4,69.19231505,179.6296296,155.4666667,1400,0,0,0,0,0,0
2017,442,2,0,4,68.09806121,172.2222222,216.7333333,1666.666667,0,0,0,0,0,0
2017,443,3,0,4,87.49853231,209.2592593,187.4666667,1400,0,0,0,0,0,0
2017,450,0,0,4,38.00780929,107.4074074,284.1333333,2666.666667,0,0,0,0,0,0
2017,451,1,0,4,0,0,311.2666667,2666.666667,12.4,66.66666667,0,0,0,0
2017,452,2,0,4,0,0,156.5333333,2333.333333,0,0,0,0,0,0
2017,453,3,0,4,3.000484125,16.66666667,198.3333333,2733.333333,0,0,0,0,0,0
2017,460,0,0,4,10.53696835,37.03703704,218.3333333,1800,0,0,0,0,0,0
2017,461,1,0,4,0,0,95.03333333,1133.333333,44,400,0,0,0,0
2017,462,2,0,4,3.373540183,12.96296296,200.1333333,2400,40.33333333,600,0,0,0,0
2017,463,3,0,4,8.600815327,29.62962963,150.4,1733.333333,31.13333333,333.3333333,0,0,0,0
2017,610,0,1,3,583.7479558,517.7777778,0,0,21.28,160,0,0,0,0
2017,613,3,1,3,319.6674224,413.3333333,0.88,80,72.88,560,0,0,0,0
2017,620,0,1,3,452.3625271,524.4444444,0,0,0,0,0,0,0,0
2017,623,3,1,3,441.5292689,482.2222222,0,0,0,0,0,0,0,0
2017,630,0,1,3,377.6278106,442.2222222,60.16,560,23.52,160,0,0,0,0
2017,633,3,1,3,509.120278,595.5555556,0,0,0,0,0,0,0,0
2018,310,0,0,3,512.3500712,483.3333333,79,666.6666667,0,0,0,0,0,0
2018,311,1,0,3,633.3256437,525.9259259,0,0,0,0,0,0,0,0
2018,312,2,0,3,700.9252483,568.5185185,8.533333333,133.3333333,5,66.66666667,0,0,0,0
2018,313,3,0,3,528.0143989,503.7037037,43.93333333,333.3333333,29.2,200,0,0,0,0
2018,320,0,0,3,543.8510802,564.8148148,9.2,66.66666667,41.66666667,266.6666667,0,0,0,0
2018,321,1,0,3,754.0927108,674.0740741,0,0,9.066666667,66.66666667,0,0,0,0
2018,322,2,0,3,592.7953221,520.3703704,0,0,0,0,0,0,0,0
2018,323,3,0,3,796.0374202,596.2962963,0,0,6.266666667,66.66666667,0,0,0,0
2018,330,0,0,3,504.1154596,598.1481481,0,0,41.73333333,200,0,0,0,0
2018,331,1,0,3,551.297477,574.0740741,15.93333333,133.3333333,36.46666667,200,0,0,0,0
2018,332,2,0,3,707.6047177,618.5185185,24,200,12.46666667,66.66666667,0,0,0,0
2018,333,3,0,3,697.5016548,614.8148148,0,0,0,0,0,0,0,0
2018,440,0,0,4,262.2416304,416.6666667,336.6,2000,29.13333333,600,0,0,0,0
2018,441,1,0,4,197.7720375,316.6666667,382.1333333,2266.666667,5.133333333,200,0,0,0,0
2018,442,2,0,4,244.0556864,416.6666667,186.2666667,1000,0,0,0,0,0,0
2018,443,3,0,4,227.8160565,427.7777778,193.6666667,1333.333333,0,0,0,0,0,0
2018,450,0,0,4,53.83424596,157.4074074,420.1333333,2666.666667,0,0,0,0,0,0
2018,451,1,0,4,0,0,308,2333.333333,19,866.6666667,0,0,0,0
2018,452,2,0,4,0,0,579.0666667,4466.666667,0,0,0,0,0,0
2018,453,3,0,4,14.8424455,48.14814815,380,2866.666667,0,0,0,0,0,0
2018,460,0,0,4,12.24878635,37.03703704,416.3333333,2466.666667,0,0,0,0,0,0
2018,461,1,0,4,0,0,390.9333333,4466.666667,220.0666667,1733.333333,0,0,0,0
2018,462,2,0,4,13.6573764,33.33333333,117.6666667,1400,195.6,2066.666667,0,0,0,0
2018,463,3,0,4,32.02000394,75.92592593,406.7333333,3266.666667,95.4,933.3333333,0,0,0,0
2018,610,0,1,3,777.3277785,673.3333333,0,0,37.6,240,0,0,0,0
2018,613,3,1,3,712.8350659,611.1111111,0,0,7.76,80,0,0,0,0
2018,620,0,1,3,580.7413927,622.2222222,0,0,0,0,0,0,0,0
2018,623,3,1,3,810.74737,673.3333333,0,0,20.24,80,0,0,0,0
2018,630,0,1,3,476.502711,551.1111111,63.2,400,76.24,320,0,0,0,0
2018,633,3,1,3,827.2418905,757.7777778,0,0,0,0,0,0,0,0
2019,310,0,0,3,537.5118182,353.7037037,104.4666667,666.6666667,8.6,66.66666667,55.8,66.66666667,0,0
2019,311,1,0,3,569.3204102,361.1111111,13.86666667,133.3333333,0,0,0,0,0,0
2019,312,2,0,3,870.988215,511.1111111,69.8,666.6666667,53.73333333,200,0,0,0,0
2019,313,3,0,3,755.1841979,500,56.06666667,400,15.13333333,66.66666667,0,0,0,0
2019,320,0,0,3,549.3457781,407.4074074,50.93333333,266.6666667,30.73333333,266.6666667,0,0,0,0
2019,321,1,0,3,775.7168718,559.2592593,0,0,13.46666667,133.3333333,0,0,0,0
2019,322,2,0,3,800.597818,498.1481481,0,0,26.46666667,200,0,0,0,0
2019,323,3,0,3,889.152298,511.1111111,0,0,45.86666667,266.6666667,0,0,0,0
2019,330,0,0,3,598.4006285,527.7777778,17.53333333,200,32.8,200,0,0,0,0
2019,331,1,0,3,589.501418,514.8148148,18.33333333,133.3333333,16,133.3333333,0,0,0,0
2019,332,2,0,3,711.8219022,581.4814815,0,0,7,66.66666667,0,0,0,0
2019,333,3,0,3,686.7071111,522.2222222,0,0,0,0,0,0,0,0
2019,440,0,0,4,273.57921,368.5185185,287.4,1800,10.66666667,66.66666667,0,0,0,0
2019,441,1,0,4,308.5402106,329.6296296,279.2666667,2466.666667,30.66666667,133.3333333,0,0,0,0
2019,442,2,0,4,389.5196139,422.2222222,141.2666667,800,16.46666667,133.3333333,0,0,0,0
2019,443,3,0,4,402.1119379,424.0740741,193.6666667,1600,54.73333333,466.6666667,0,0,0,0
2019,450,0,0,4,230.9837045,324.0740741,511.6,3533.333333,2.533333333,133.3333333,0,0,0,0
2019,451,1,0,4,0,0,562.6666667,4733.333333,0,0,0,0,0,0
2019,452,2,0,4,14.53045858,20.37037037,484,5800,0,0,0,0,0,0
2019,453,3,0,4,46.4781129,77.77777778,520.8,5400,45.86666667,400,640.0666667,66.66666667,0,0
2019,460,0,0,4,73.91069764,111.1111111,247.3333333,2800,22.13333333,133.3333333,0,0,0,0
2019,461,1,0,4,2.138847713,5.555555556,249.1333333,3133.333333,157.1333333,1733.333333,98.46666667,66.66666667,0,0
2019,462,2,0,4,42.81494891,73.33333333,360.0666667,4333.333333,158.7333333,1266.666667,19.53333333,466.6666667,0,0
2019,463,3,0,4,132.2187653,185.1851852,196.4,2466.666667,22.46666667,200,0,0,0,0
2019,610,0,1,3,835.1054018,591.1111111,55.36,320,7.44,80,0,0,0,0
2019,613,3,1,3,826.3575402,611.1111111,0,0,0,0,0,0,0,0
2019,620,0,1,3,801.4229448,651.1111111,27.36,160,12.48,80,0,0,0,0
2019,623,3,1,3,1042.540982,671.1111111,0,0,0,0,0,0,0,0
2019,630,0,1,3,538.2605604,513.3333333,2.08,80,0,0,0,0,0,0
2019,633,3,1,3,868.5349712,628.8888889,0,0,0,0,0,0,0,0
2020,310,0,0,3,564.9830315,481.4814815,36.8,333.3333333,20.93333333,200,0,0,0,0
2020,311,1,0,3,570.9688732,457.4074074,16.53333333,66.66666667,0,0,0,0,0,0
2020,312,2,0,3,658.8029732,514.8148148,0,0,8.466666667,133.3333333,0,0,0,0
2020,313,3,0,3,569.8249974,412.962963,148.8,1133.333333,43.73333333,266.6666667,0,0,0,0
2020,320,0,0,3,487.6190733,453.7037037,0,0,6.733333333,133.3333333,0,0,0,0
2020,321,1,0,3,614.5387919,559.2592593,0,0,49.06666667,400,0,0,0,0
2020,322,2,0,3,585.3449276,498.1481481,0,0,19.33333333,133.3333333,0,0,0,0
2020,323,3,0,3,702.1981602,529.6296296,2.2,66.66666667,10.2,133.3333333,0,0,0,0
2020,330,0,0,3,473.7237519,503.7037037,0,0,9.333333333,133.3333333,0,0,0,0
2020,331,1,0,3,681.0628707,537.037037,0,0,8.266666667,66.66666667,0,0,0,0
2020,332,2,0,3,517.1018052,533.3333333,0,0,25.4,200,0,0,0,0
2020,333,3,0,3,587.3287746,551.8518519,9.066666667,133.3333333,0,0,0,0,0,0
2020,440,0,0,4,161.0770265,264.8148148,200.8,1066.666667,26.6,200,0,0,0,0
2020,441,1,0,4,270.2901127,357.4074074,153.4666667,933.3333333,5.266666667,66.66666667,0,0,0,0
2020,442,2,0,4,287.9051147,394.4444444,289.6666667,1333.333333,0,0,0,0,0,0
2020,443,3,0,4,304.5188748,388.8888889,93.2,666.6666667,0,0,0,0,0,0
2020,450,0,0,4,200.3675647,285.1851852,342.6666667,2266.666667,0,0,17.93333333,200,0,0
2020,451,1,0,4,0.639803823,1.851851852,456.6,3400,18.53333333,133.3333333,0,0,0,0
2020,452,2,0,4,29.67788908,59.25925926,469.2,3266.666667,0,0,0,0,0,0
2020,453,3,0,4,92.46644124,198.1481481,243.5333333,2133.333333,16.13333333,133.3333333,99.2,200,0,0
2020,460,0,0,4,80.63058588,114.8148148,222.3333333,1333.333333,12.93333333,66.66666667,107.6666667,66.66666667,0,0
2020,461,1,0,4,4.634609992,9.259259259,379.1333333,3200,148.3333333,1866.666667,0,0,0,0
2020,462,2,0,4,45.25206674,74.07407407,240.2,1533.333333,129.4,1000,0,0,0,0
2020,463,3,0,4,145.6516932,183.3333333,325.9333333,1866.666667,32.73333333,200,370.9333333,66.66666667,0,0
2020,610,0,1,3,624.4771354,515.5555556,0,0,0,0,0,0,0,0
2020,613,3,1,3,621.5968158,553.3333333,0,0,4.64,80,0,0,0,0
2020,620,0,1,3,586.2147425,557.7777778,0,0,0,0,0,0,0,0
2020,623,3,1,3,727.5763142,562.2222222,0,0,5.84,80,0,0,0,0
2020,630,0,1,3,533.3485788,517.7777778,8.24,80,0,0,0,0,0,0
2020,633,3,1,3,655.8552262,617.7777778,0,0,19.68,80,0,0,0,0
2021,310,0,0,3,556.0039465,442.5925926,16.25066667,133.3333333,31.99466667,200,7.105333333,66.66666667,0,0
2021,311,1,0,3,769.093471,509.2592593,14.818,133.3333333,7.075333333,66.66666667,0,0,0,0
2021,312,2,0,3,505.189218,370.3703704,31.55333333,133.3333333,44.00666667,333.3333333,3.86,66.66666667,0,0
2021,313,3,0,3,548.0809721,374.0740741,49.39333333,466.6666667,87.30666667,333.3333333,27.42666667,66.66666667,0,0
2021,320,0,0,3,478.0585194,396.2962963,15.16,133.3333333,53.04666667,333.3333333,0,0,0,0
2021,321,1,0,3,624.7539429,525.9259259,26.88,200,0,0,0,0,0,0
2021,322,2,0,3,688.4668821,505.5555556,0,0,29.36,333.3333333,0,0,0,0
2021,323,3,0,3,620.685933,455.5555556,0,0,0,0,0,0,0,0
2021,330,0,0,3,577.3735869,505.5555556,2.286666667,66.66666667,41.92666667,400,0,0,0,0
2021,331,1,0,3,591.4137199,488.8888889,0,0,10.66,133.3333333,0,0,0,0
2021,332,2,0,3,700.5264497,564.8148148,0,0,22.17333333,133.3333333,0,0,0,0
2021,333,3,0,3,753.4251945,598.1481481,0,0,0,0,0,0,0,0
2021,440,0,0,4,175.9605527,237.037037,609.92,3600,74.14,266.6666667,0,0,0,0
2021,441,1,0,4,270.1131341,337.037037,424.5066667,2800,84.76666667,600,199.9333333,133.3333333,0,0
2021,442,2,0,4,284.9223006,427.7777778,646.3466667,4333.333333,29.84,133.3333333,0,0,0,0
2021,443,3,0,4,262.6103365,364.8148148,322.5666667,2000,27.22,200,0,0,0,0
2021,450,0,0,4,144.6710898,196.2962963,614.24,4333.333333,0,0,0,0,0,0
2021,451,1,0,4,9.577048763,16.66666667,781.64,6133.333333,0,0,0,0,0,0
2021,452,2,0,4,40.21324684,75.92592593,820.6133333,5666.666667,0,0,0,0,0,0
2021,453,3,0,4,91.10357288,190.7407407,288.36,2333.333333,15.86666667,66.66666667,160.0133333,133.3333333,0,0
2021,460,0,0,4,115.1928798,153.7037037,492.84,3333.333333,60.3,400,0,0,0,0
2021,461,1,0,4,8.088142949,11.11111111,448.5733333,3066.666667,134.6533333,1000,0,0,0,0
2021,462,2,0,4,57.09723752,101.8518519,399.1066667,3000,42.47333333,466.6666667,26.25333333,66.66666667,0,0
2021,463,3,0,4,106.8526035,129.6296296,649.12,3533.333333,140.0333333,666.6666667,0,0,0,0
2021,610,0,1,3,671.273593,475.5555556,0,0,8.7024,80,0,0,0,0
2021,613,3,1,3,772.0088635,613.3333333,0,0,27.352,160,0,0,0,0
2021,620,0,1,3,685.5307007,602.2222222,0,0,12.872,160,0,0,0,0
2021,623,3,1,3,716.687697,511.1111111,0,0,0,0,0,0,0,0
2021,630,0,1,3,612.8202863,533.3333333,12.296,80,0,0,0,0,0,0
2021,633,3,1,3,781.8733628,662.2222222,0,0,3.048,80,0,0,0,0
2022,310,0,0,3,713.2213188,535.1851852,35.42666667,266.6666667,46.1,466.6666667,0,0,0,0
2022,311,1,0,3,680.7242377,498.1481481,4.093333333,66.66666667,0,0,0,0,0,0
2022,312,2,0,3,494.6754526,377.7777778,23.01333333,66.66666667,0,0,0,0,0,0
2022,313,3,0,3,358.0337078,294.4444444,37.56,466.6666667,0,0,0,0,0,0
2022,320,0,0,3,465.5596581,414.8148148,32.24666667,200,47.5,400,0,0,0,0
2022,321,1,0,3,561.5654729,464.8148148,0,0,0,0,0,0,0,0
2022,322,2,0,3,577.6343471,418.5185185,0,0,0,0,0,0,0,0
2022,323,3,0,3,715.5697736,535.1851852,0,0,0,0,0,0,0,0
2022,330,0,0,3,493.2187459,481.4814815,0,0,83.67333333,400,0,0,0,0
2022,331,1,0,3,616.5203927,522.2222222,0,0,0,0,0,0,0,0
2022,332,2,0,3,625.2267214,501.8518519,0,0,16.56,66.66666667,0,0,0,0
2022,333,3,0,3,622.8852545,494.4444444,0,0,44.18,200,0,0,0,0
2022,440,0,0,4,196.1347642,292.5925926,774.9866667,4466.666667,51.87333333,333.3333333,0,0,0,0
2022,441,1,0,4,291.8451083,409.2592593,117.7533333,866.6666667,12.22666667,66.66666667,0,0,0,0
2022,442,2,0,4,300.656361,411.1111111,225.7533333,1400,0,0,0,0,0,0
2022,443,3,0,4,296.686937,401.8518519,165.7466667,1133.333333,20.60666667,200,0,0,0,0
2022,450,0,0,4,198.7560696,292.5925926,301.66,1800,0,0,0,0,0,0
2022,451,1,0,4,50.81710388,100,178.5933333,1000,0,0,0,0,0,0
2022,452,2,0,4,81.18807931,159.2592593,244.3,2000,62.94,400,0,0,0,0
2022,453,3,0,4,122.2144683,214.8148148,158.7466667,1266.666667,5.153333333,66.66666667,162.8133333,266.6666667,300.8533333,66.66666667
2022,460,0,0,4,145.9285811,211.1111111,455.14,2666.666667,6.02,66.66666667,0,0,0,0
2022,461,1,0,4,22.11547582,44.44444444,187.32,2533.333333,152.9,1333.333333,0,0,0,0
2022,462,2,0,4,81.19019413,138.8888889,379,2533.333333,37.09333333,266.6666667,86.6,66.66666667,0,0
2022,463,3,0,4,167.3274588,250,190.24,1333.333333,7.066666667,66.66666667,0,0,0,0
2022,610,0,1,3,662.1532785,473.3333333,0,0,0,0,0,0,0,0
2022,613,3,1,3,643.1313206,526.6666667,0,0,6.096,80,0,0,0,0
2022,620,0,1,3,603.1119162,615.5555556,0,0,50.544,240,0,0,0,0
2022,623,3,1,3,736.5961006,548.8888889,0,0,0,0,0,0,0,0
2022,630,0,1,3,539.4144575,488.8888889,18.6,80,0,0,0,0,0,0
2022,633,3,1,3,702.3340061,595.5555556,212.224,1280,16.792,80,0,0,0,0
2023,310,0,0,3,384.8967818,366.6666667,0,0,96.88666667,333.3333333,0,0,0,0
2023,311,1,0,3,395.1380524,372.2222222,14.09333333,66.66666667,6.913333333,66.66666667,0,0,0,0
2023,312,2,0,3,367.3020866,372.2222222,0,0,45.15333333,666.6666667,0,0,0,0
2023,313,3,0,3,300.4394195,303.7037037,0,0,126.4666667,1133.333333,0,0,0,0
2023,320,0,0,3,373.3341167,388.8888889,10.91333333,133.3333333,58.21333333,466.6666667,0,0,0,0
2023,321,1,0,3,338.7821475,361.1111111,17.13333333,133.3333333,11.98666667,266.6666667,0,0,0,0
2023,322,2,0,3,391.1141913,370.3703704,0,0,11.27333333,200,0,0,0,0
2023,323,3,0,3,367.5726415,342.5925926,0,0,99.67333333,333.3333333,0,0,0,0
2023,330,0,0,3,298.6156543,372.2222222,0,0,13.52,266.6666667,0,0,0,0
2023,331,1,0,3,364.6285231,420.3703704,0,0,0,0,0,0,0,0
2023,332,2,0,3,342.322432,362.962963,4.08,66.66666667,26.89333333,400,0,0,0,0
2023,333,3,0,3,369.3240312,420.3703704,0,0,22.39333333,133.3333333,0,0,0,0
2023,440,0,0,4,148.6032685,251.8518519,298.7466667,2200,96.31333333,466.6666667,0,0,0,0
2023,441,1,0,4,146.9214462,266.6666667,220.0266667,1866.666667,33.87333333,266.6666667,0,0,0,0
2023,442,2,0,4,135.6873337,274.0740741,171.5133333,1066.666667,36.02,266.6666667,0,0,0,0
2023,443,3,0,4,188.5342551,370.3703704,239.8866667,2600,89.24666667,600,0,0,0,0
2023,450,0,0,4,114.1557712,248.1481481,579.1066667,4200,16.4,66.66666667,0,0,0,0
2023,451,1,0,4,53.05983773,135.1851852,266.9533333,2333.333333,11.58,66.66666667,0,0,0,0
2023,452,2,0,4,24.8857024,74.07407407,296.3266667,2200,49.04666667,400,0,0,0,0
2023,453,3,0,4,41.62053566,103.7037037,141.3333333,1600,40.78666667,200,160.82,666.6666667,0,0
2023,460,0,0,4,105.2746052,227.7777778,435.0333333,3333.333333,12.09333333,266.6666667,0,0,0,0
2023,461,1,0,4,25.65509553,75.92592593,192.06,1466.666667,84.42,866.6666667,0,0,0,0
2023,462,2,0,4,55.1755008,120.3703704,290.68,2666.666667,91.35333333,666.6666667,39.99333333,66.66666667,0,0
2023,463,3,0,4,84.32936935,168.5185185,123.5,866.6666667,53.16,466.6666667,0,0,0,0
2023,610,0,1,3,423.9116121,375.5555556,16.416,80,0,0,0,0,0,0
2023,613,3,1,3,464.6504394,468.8888889,0,0,0,0,0,0,0,0
2023,620,0,1,3,424.4097596,453.3333333,0,0,9.696,80,0,0,0,0
2023,623,3,1,3,563.6691572,455.5555556,0,0,0,0,0,0,0,0
2023,630,0,1,3,358.0705509,400,-99,0,9.8,80,0,0,0,0
2023,633,3,1,3,416.7800071,431.1111111,0,0,0,0,0,0,0,0
2024,310,0,0,3,564.962801664221,390.740740740741,249.1,1266.66666666667,79.9533333333333,466.666666666667,0,0,0,0
2024,311,1,0,3,730.660463904038,507.407407407407,32.04,333.333333333333,44.1266666666667,266.666666666667,0,0,0,0
2024,312,2,0,3,632.835221501319,450,0,0,61.8266666666667,400,0,0,0,0
2024,313,3,0,3,437.561899866438,361.111111111111,24.08,600,25.4,200,0,0,0,0
2024,320,0,0,3,534.466169054185,435.185185185185,206.34,1200,117.633333333333,866.666666666667,124.206666666667,66.6666666666667,0,0
2024,321,1,0,3,678.258199397202,483.333333333333,8.06,266.666666666667,41.12,533.333333333333,0,0,0,0
2024,322,2,0,3,701.292545710052,464.814814814815,0,0,55.9133333333333,266.666666666667,0,0,0,0
2024,323,3,0,3,648.228704338183,493.333333333333,0,0,40.3666666666667,333.333333333333,0,0,0,0
2024,330,0,0,3,511.355915300873,481.481481481482,21.1,66.6666666666667,158.806666666667,866.666666666667,0,0,0,0
2024,331,1,0,3,700.745563190471,544.444444444444,0,0,30.8933333333333,400,0,0,0,0
2024,332,2,0,3,713.814229071448,537.037037037037,0,0,29.4,133.333333333333,0,0,0,0
2024,333,3,0,3,698.91626912798,514.814814814815,0,0,34.5066666666667,200,0,0,0,0
2024,440,0,0,4,246.403587218696,400,295.953333333333,1733.33333333333,38.7533333333333,200,0,0,0,0
2024,441,1,0,4,295.43515738084,446.296296296296,136.22,800,100.713333333333,800,0,0,0,0
2024,442,2,0,4,432.7257417462,588.888888888889,362.013333333333,2600,14.58,200,0,0,0,0
2024,443,3,0,4,387.717849807674,553.703703703704,749.46,5000,55.6933333333333,400,0,0,0,0
2024,450,0,0,4,189.860697115071,331.111111111111,689.853333333333,3800,0,0,0,0,0,0
2024,451,1,0,4,257.787473655454,375.925925925926,373.226666666667,2800,76.0333333333333,400,0,0,0,0
2024,452,2,0,4,137.999544089007,240.740740740741,361.24,3066.66666666667,17.2666666666667,133.333333333333,0,0,0,0
2024,453,3,0,4,159.035070408596,266.666666666667,295.386666666667,2066.66666666667,78.4733333333333,733.333333333333,640.653333333333,466.666666666667,0,0
2024,460,0,0,4,184.79438071753,281.481481481481,389.053333333333,2066.66666666667,50.2,333.333333333333,0,0,0,0
2024,461,1,0,4,98.9125599853176,222.222222222222,236.073333333333,2266.66666666667,205.46,1666.66666666667,0,0,0,0
2024,462,2,0,4,123.097906779369,235.185185185185,630.16,3933.33333333333,114.913333333333,933.333333333333,0,0,0,0
2024,463,3,0,4,202.823599799055,307.407407407407,154.053333333333,1000,76.0866666666667,400,0,0,0,0
2024,610,0,1,3,575.771953157187,375.555555555556,0,0,15.552,80,0,0,0,0
2024,613,3,1,3,814.697755810863,557.777777777778,0,0,17.296,80,0,0,0,0
2024,620,0,1,3,778.062211651893,611.111111111111,0,0,54.04,560,0,0,0,0
2024,623,3,1,3,841.177440881267,546.666666666667,0,0,0,0,0,0,0,0
2024,630,0,1,3,532.245323986867,468.888888888889,0,0,27.616,320,0,0,0,0
2024,633,3,1,3,763.991588053311,682.222222222222,0,0,0,0,0,0,0,0
2025,310,0,0,3,542.054238935429,442.222222222222,181.866666666667,1533.33333333333,94.0666666666667,733.333333333333,45.7333333333333,66.6666666666667,0,0
2025,311,1,0,3,545.229627283533,388.888888888889,7.66666666666667,133.333333333333,29.5333333333333,200,0,0,0,0
2025,312,2,0,3,503.915939329845,444.444444444444,35.2666666666667,266.666666666667,67.5333333333333,466.666666666667,4,133.333333333333,0,0
2025,313,3,0,3,505.10276944477,388.888888888889,40.9333333333333,666.666666666667,47.0666666666667,333.333333333333,38.4,66.6666666666667,0,0
2025,320,0,0,3,477.418415831754,393.333333333333,158.466666666667,1400,42.2666666666667,266.666666666667,0.8,133.333333333333,0,0
2025,321,1,0,3,569.274581474465,435.185185185185,193.8,1200,100.8,600,0,0,0,0
2025,322,2,0,3,526.120213038581,398.148148148148,0,0,25.7333333333333,133.333333333333,0,0,0,0
2025,323,3,0,3,541.632142582775,437.037037037037,0,0,118.733333333333,733.333333333333,16.2,66.6666666666667,0,0
2025,330,0,0,3,526.724638550915,446.296296296296,106.6,866.666666666667,92.1333333333333,733.333333333333,0,0,0,0
2025,331,1,0,3,635.644939408486,505.555555555556,0,0,38.3333333333333,333.333333333333,0,0,0,0
2025,332,2,0,3,546.789397704,433.333333333333,0,0,28.1333333333333,200,0,0,0,0
2025,333,3,0,3,607.241377487933,481.481481481481,0,0,79.8,400,0,0,0,0
2025,440,0,0,4,201.147281818804,284.444444444444,657.066666666667,4733.33333333333,112.4,800,0,0,0,0
2025,441,1,0,4,257.034243886648,403.703703703704,832.066666666667,6333.33333333333,101.2,666.666666666667,0,0,0,0
2025,442,2,0,4,274.250501913637,420.37037037037,373.066666666667,3533.33333333333,55.0666666666667,400,0,0,0,0
2025,443,3,0,4,224.808990007429,357.407407407407,302.2,2466.66666666667,169,933.333333333333,0,0,0,0
2025,450,0,0,4,173.233618584693,227.777777777778,763.466666666667,5466.66666666667,67.5333333333333,333.333333333333,0,0,0,0
2025,451,1,0,4,153.822627529975,261.111111111111,705.4,5133.33333333333,161.2,1000,0,0,0,0
