"Year","Plot","Temperature","CO2","Vegetation","SPdensity_m2","SPmass_m2","DIdensity_m2","DImass_m2","Other1density_m2","Other1mass_m2","Other2density_m2","Other2mass_m2"
2017,311,1,0,3,333.3333333,20.66666667,0,0,0,0,0,0
2017,312,2,0,3,666.6666667,63.93333333,0,0,0,0,0,0
2017,313,3,0,3,2666.666667,207.0666667,66.66666667,6.933333333,0,0,0,0
2017,320,0,0,3,200,21.73333333,200,26.46666667,0,0,0,0
2017,321,1,0,3,333.3333333,18.6,66.66666667,5.6,0,0,0,0
2017,322,2,0,3,0,0,200,10.53333333,0,0,0,0
2017,323,3,0,3,0,0,66.66666667,16.46666667,0,0,0,0
2017,330,0,0,3,0,0,0,0,0,0,0,0
2017,331,1,0,3,0,0,0,0,0,0,0,0
2017,332,2,0,3,0,0,133.3333333,34.73333333,0,0,0,0
2017,333,3,0,3,0,0,66.66666667,2.466666667,0,0,0,0
2017,440,0,0,4,2333.333333,334,266.6666667,46.4,0,0,0,0
2017,441,1,0,4,1400,155.4666667,0,0,0,0,0,0
2017,442,2,0,4,1666.666667,216.7333333,0,0,0,0,0,0
2017,443,3,0,4,1400,187.4666667,0,0,0,0,0,0
2017,450,0,0,4,2666.666667,284.1333333,0,0,0,0,0,0
2017,451,1,0,4,2666.666667,311.2666667,66.66666667,12.4,0,0,0,0
2017,452,2,0,4,2333.333333,156.5333333,0,0,0,0,0,0
2017,453,3,0,4,2733.333333,198.3333333,0,0,0,0,0,0
2017,460,0,0,4,1800,218.3333333,0,0,0,0,0,0
2017,461,1,0,4,1133.333333,95.03333333,400,44,0,0,0,0
2017,462,2,0,4,2400,200.1333333,600,40.33333333,0,0,0,0
2017,463,3,0,4,1733.333333,150.4,333.3333333,31.13333333,0,0,0,0
2017,610,0,1,3,0,0,160,21.28,0,0,0,0
2017,613,3,1,3,80,0.88,560,72.88,0,0,0,0
2017,620,0,1,3,0,0,0,0,0,0,0,0
2017,623,3,1,3,0,0,0,0,0,0,0,0
2017,630,0,1,3,560,60.16,160,23.52,0,0,0,0
2017,633,3,1,3,0,0,0,0,0,0,0,0
2018,310,0,0,3,666.6666667,79,0,0,0,0,0,0
2018,311,1,0,3,0,0,0,0,0,0,0,0
2018,312,2,0,3,133.3333333,8.533333333,66.66666667,5,0,0,0,0
2018,313,3,0,3,333.3333333,43.93333333,200,29.2,0,0,0,0
2018,320,0,0,3,66.66666667,9.2,266.6666667,41.66666667,0,0,0,0
2018,321,1,0,3,0,0,66.66666667,9.066666667,0,0,0,0
2018,322,2,0,3,0,0,0,0,0,0,0,0
2018,323,3,0,3,0,0,66.66666667,6.266666667,0,0,0,0
2018,330,0,0,3,0,0,200,41.73333333,0,0,0,0
2018,331,1,0,3,133.3333333,15.93333333,200,36.46666667,0,0,0,0
2018,332,2,0,3,200,24,66.66666667,12.46666667,0,0,0,0
2018,333,3,0,3,0,0,0,0,0,0,0,0
2018,440,0,0,4,2000,336.6,600,29.13333333,0,0,0,0
2018,441,1,0,4,2266.666667,382.1333333,200,5.133333333,0,0,0,0
2018,442,2,0,4,1000,186.2666667,0,0,0,0,0,0
2018,443,3,0,4,1333.333333,193.6666667,0,0,0,0,0,0
2018,450,0,0,4,2666.666667,420.1333333,0,0,0,0,0,0
2018,451,1,0,4,2333.333333,308,866.6666667,19,0,0,0,0
2018,452,2,0,4,4466.666667,579.0666667,0,0,0,0,0,0
2018,453,3,0,4,2866.666667,380,0,0,0,0,0,0
2018,460,0,0,4,2466.666667,416.3333333,0,0,0,0,0,0
2018,461,1,0,4,4466.666667,390.9333333,1733.333333,220.0666667,0,0,0,0
2018,462,2,0,4,1400,117.6666667,2066.666667,195.6,0,0,0,0
2018,463,3,0,4,3266.666667,406.7333333,933.3333333,95.4,0,0,0,0
2018,610,0,1,3,0,0,240,37.6,0,0,0,0
2018,613,3,1,3,0,0,80,7.76,0,0,0,0
2018,620,0,1,3,0,0,0,0,0,0,0,0
2018,623,3,1,3,0,0,80,20.24,0,0,0,0
2018,630,0,1,3,400,63.2,320,76.24,0,0,0,0
2018,633,3,1,3,0,0,0,0,0,0,0,0
2019,310,0,0,3,666.6666667,104.4666667,66.66666667,8.6,66.66666667,55.8,0,0
2019,311,1,0,3,133.3333333,13.86666667,0,0,0,0,0,0
2019,312,2,0,3,666.6666667,69.8,200,53.73333333,0,0,0,0
2019,313,3,0,3,400,56.06666667,66.66666667,15.13333333,0,0,0,0
2019,320,0,0,3,266.6666667,50.93333333,266.6666667,30.73333333,0,0,0,0
2019,321,1,0,3,0,0,133.3333333,13.46666667,0,0,0,0
2019,322,2,0,3,0,0,200,26.46666667,0,0,0,0
2019,323,3,0,3,0,0,266.6666667,45.86666667,0,0,0,0
2019,330,0,0,3,200,17.53333333,200,32.8,0,0,0,0
2019,331,1,0,3,133.3333333,18.33333333,133.3333333,16,0,0,0,0
2019,332,2,0,3,0,0,66.66666667,7,0,0,0,0
2019,333,3,0,3,0,0,0,0,0,0,0,0
2019,440,0,0,4,1800,287.4,66.66666667,10.66666667,0,0,0,0
2019,441,1,0,4,2466.666667,279.2666667,133.3333333,30.66666667,0,0,0,0
2019,442,2,0,4,800,141.2666667,133.3333333,16.46666667,0,0,0,0
2019,443,3,0,4,1600,193.6666667,466.6666667,54.73333333,0,0,0,0
2019,450,0,0,4,3533.333333,511.6,133.3333333,2.533333333,0,0,0,0
2019,451,1,0,4,4733.333333,562.6666667,0,0,0,0,0,0
2019,452,2,0,4,5800,484,0,0,0,0,0,0
2019,453,3,0,4,5400,520.8,400,45.86666667,66.66666667,640.0666667,0,0
2019,460,0,0,4,2800,247.3333333,133.3333333,22.13333333,0,0,0,0
2019,461,1,0,4,3133.333333,249.1333333,1733.333333,157.1333333,66.66666667,98.46666667,0,0
2019,462,2,0,4,4333.333333,360.0666667,1266.666667,158.7333333,466.6666667,19.53333333,0,0
2019,463,3,0,4,2466.666667,196.4,200,22.46666667,0,0,0,0
2019,610,0,1,3,320,55.36,80,7.44,0,0,0,0
2019,613,3,1,3,0,0,0,0,0,0,0,0
2019,620,0,1,3,160,27.36,80,12.48,0,0,0,0
2019,623,3,1,3,0,0,0,0,0,0,0,0
2019,630,0,1,3,80,2.08,0,0,0,0,0,0
2019,633,3,1,3,0,0,0,0,0,0,0,0
2020,310,0,0,3,333.3333333,36.8,200,20.93333333,0,0,0,0
2020,311,1,0,3,66.66666667,16.53333333,0,0,0,0,0,0
2020,312,2,0,3,0,0,133.3333333,8.466666667,0,0,0,0
2020,313,3,0,3,1133.333333,148.8,266.6666667,43.73333333,0,0,0,0
2020,320,0,0,3,0,0,133.3333333,6.733333333,0,0,0,0
2020,321,1,0,3,0,0,400,49.06666667,0,0,0,0
2020,322,2,0,3,0,0,133.3333333,19.33333333,0,0,0,0
2020,323,3,0,3,66.66666667,2.2,133.3333333,10.2,0,0,0,0
2020,330,0,0,3,0,0,133.3333333,9.333333333,0,0,0,0
2020,331,1,0,3,0,0,66.66666667,8.266666667,0,0,0,0
2020,332,2,0,3,0,0,200,25.4,0,0,0,0
2020,333,3,0,3,133.3333333,9.066666667,0,0,0,0,0,0
2020,440,0,0,4,1066.666667,200.8,200,26.6,0,0,0,0
2020,441,1,0,4,933.3333333,153.4666667,66.66666667,5.266666667,0,0,0,0
2020,442,2,0,4,1333.333333,289.6666667,0,0,0,0,0,0
2020,443,3,0,4,666.6666667,93.2,0,0,0,0,0,0
2020,450,0,0,4,2266.666667,342.6666667,0,0,200,17.93333333,0,0
2020,451,1,0,4,3400,456.6,133.3333333,18.53333333,0,0,0,0
2020,452,2,0,4,3266.666667,469.2,0,0,0,0,0,0
2020,453,3,0,4,2133.333333,243.5333333,133.3333333,16.13333333,200,99.2,0,0
2020,460,0,0,4,1333.333333,222.3333333,66.66666667,12.93333333,66.66666667,107.6666667,0,0
2020,461,1,0,4,3200,379.1333333,1866.666667,148.3333333,0,0,0,0
2020,462,2,0,4,1533.333333,240.2,1000,129.4,0,0,0,0
2020,463,3,0,4,1866.666667,325.9333333,200,32.73333333,66.66666667,370.9333333,0,0
2020,610,0,1,3,0,0,0,0,0,0,0,0
2020,613,3,1,3,0,0,80,4.64,0,0,0,0
2020,620,0,1,3,0,0,0,0,0,0,0,0
2020,623,3,1,3,0,0,80,5.84,0,0,0,0
2020,630,0,1,3,80,8.24,0,0,0,0,0,0
2020,633,3,1,3,0,0,80,19.68,0,0,0,0
2021,310,0,0,3,133.3333333,16.25066667,200,31.99466667,66.66666667,7.105333333,0,0
2021,311,1,0,3,133.3333333,14.818,66.66666667,7.075333333,0,0,0,0
2021,312,2,0,3,133.3333333,31.55333333,333.3333333,44.00666667,66.66666667,3.86,0,0
2021,313,3,0,3,466.6666667,49.39333333,333.3333333,87.30666667,66.66666667,27.42666667,0,0
2021,320,0,0,3,133.3333333,15.16,333.3333333,53.04666667,0,0,0,0
2021,321,1,0,3,200,26.88,0,0,0,0,0,0
2021,322,2,0,3,0,0,333.3333333,29.36,0,0,0,0
2021,323,3,0,3,0,0,0,0,0,0,0,0
2021,330,0,0,3,66.66666667,2.286666667,400,41.92666667,0,0,0,0
2021,331,1,0,3,0,0,133.3333333,10.66,0,0,0,0
2021,332,2,0,3,0,0,133.3333333,22.17333333,0,0,0,0
2021,333,3,0,3,0,0,0,0,0,0,0,0
2021,440,0,0,4,3600,609.92,266.6666667,74.14,0,0,0,0
2021,441,1,0,4,2800,424.5066667,600,84.76666667,133.3333333,199.9333333,0,0
2021,442,2,0,4,4333.333333,646.3466667,133.3333333,29.84,0,0,0,0
2021,443,3,0,4,2000,322.5666667,200,27.22,0,0,0,0
2021,450,0,0,4,4333.333333,614.24,0,0,0,0,0,0
2021,451,1,0,4,6133.333333,781.64,0,0,0,0,0,0
2021,452,2,0,4,5666.666667,820.6133333,0,0,0,0,0,0
2021,453,3,0,4,2333.333333,288.36,66.66666667,15.86666667,133.3333333,160.0133333,0,0
2021,460,0,0,4,3333.333333,492.84,400,60.3,0,0,0,0
2021,461,1,0,4,3066.666667,448.5733333,1000,134.6533333,0,0,0,0
2021,462,2,0,4,3000,399.1066667,466.6666667,42.47333333,66.66666667,26.25333333,0,0
2021,463,3,0,4,3533.333333,649.12,666.6666667,140.0333333,0,0,0,0
2021,610,0,1,3,0,0,80,8.7024,0,0,0,0
2021,613,3,1,3,0,0,160,27.352,0,0,0,0
2021,620,0,1,3,0,0,160,12.872,0,0,0,0
2021,623,3,1,3,0,0,0,0,0,0,0,0
2021,630,0,1,3,80,12.296,0,0,0,0,0,0
2021,633,3,1,3,0,0,80,3.048,0,0,0,0
2022,310,0,0,3,266.6666667,35.42666667,466.6666667,46.1,0,0,0,0
2022,311,1,0,3,66.66666667,4.093333333,0,0,0,0,0,0
2022,312,2,0,3,66.66666667,23.01333333,0,0,0,0,0,0
2022,313,3,0,3,466.6666667,37.56,0,0,0,0,0,0
2022,320,0,0,3,200,32.24666667,400,47.5,0,0,0,0
2022,321,1,0,3,0,0,0,0,0,0,0,0
2022,322,2,0,3,0,0,0,0,0,0,0,0
2022,323,3,0,3,0,0,0,0,0,0,0,0
2022,330,0,0,3,0,0,400,83.67333333,0,0,0,0
2022,331,1,0,3,0,0,0,0,0,0,0,0
2022,332,2,0,3,0,0,66.66666667,16.56,0,0,0,0
2022,333,3,0,3,0,0,200,44.18,0,0,0,0
2022,440,0,0,4,4466.666667,774.9866667,333.3333333,51.87333333,0,0,0,0
2022,441,1,0,4,866.6666667,117.7533333,66.66666667,12.22666667,0,0,0,0
2022,442,2,0,4,1400,225.7533333,0,0,0,0,0,0
2022,443,3,0,4,1133.333333,165.7466667,200,20.60666667,0,0,0,0
2022,450,0,0,4,1800,301.66,0,0,0,0,0,0
2022,451,1,0,4,1000,178.5933333,0,0,0,0,0,0
2022,452,2,0,4,2000,244.3,400,62.94,0,0,0,0
2022,453,3,0,4,1266.666667,158.7466667,66.66666667,5.153333333,266.6666667,162.8133333,66.66666667,300.8533333
2022,460,0,0,4,2666.666667,455.14,66.66666667,6.02,0,0,0,0
2022,461,1,0,4,2533.333333,187.32,1333.333333,152.9,0,0,0,0
2022,462,2,0,4,2533.333333,379,266.6666667,37.09333333,66.66666667,86.6,0,0
2022,463,3,0,4,1333.333333,190.24,66.66666667,7.066666667,0,0,0,0
2022,610,0,1,3,0,0,0,0,0,0,0,0
2022,613,3,1,3,0,0,80,6.096,0,0,0,0
2022,620,0,1,3,0,0,240,50.544,0,0,0,0
2022,623,3,1,3,0,0,0,0,0,0,0,0
2022,630,0,1,3,80,18.6,0,0,0,0,0,0
2022,633,3,1,3,1280,212.224,80,16.792,0,0,0,0
2023,310,0,0,3,0,0,333.3333333,96.88666667,0,0,0,0
2023,311,1,0,3,66.66666667,14.09333333,66.66666667,6.913333333,0,0,0,0
2023,312,2,0,3,0,0,666.6666667,45.15333333,0,0,0,0
2023,313,3,0,3,0,0,1133.333333,126.4666667,0,0,0,0
2023,320,0,0,3,133.3333333,10.91333333,466.6666667,58.21333333,0,0,0,0
2023,321,1,0,3,133.3333333,17.13333333,266.6666667,11.98666667,0,0,0,0
2023,322,2,0,3,0,0,200,11.27333333,0,0,0,0
2023,323,3,0,3,0,0,333.3333333,99.67333333,0,0,0,0
2023,330,0,0,3,0,0,266.6666667,13.52,0,0,0,0
2023,331,1,0,3,0,0,0,0,0,0,0,0
2023,332,2,0,3,66.66666667,4.08,400,26.89333333,0,0,0,0
2023,333,3,0,3,0,0,133.3333333,22.39333333,0,0,0,0
2023,440,0,0,4,2200,298.7466667,466.6666667,96.31333333,0,0,0,0
2023,441,1,0,4,1866.666667,220.0266667,266.6666667,33.87333333,0,0,0,0
2023,442,2,0,4,1066.666667,171.5133333,266.6666667,36.02,0,0,0,0
2023,443,3,0,4,2600,239.8866667,600,89.24666667,0,0,0,0
2023,450,0,0,4,4200,579.1066667,66.66666667,16.4,0,0,0,0
2023,451,1,0,4,2333.333333,266.9533333,66.66666667,11.58,0,0,0,0
2023,452,2,0,4,2200,296.3266667,400,49.04666667,0,0,0,0
2023,453,3,0,4,1600,141.3333333,200,40.78666667,666.6666667,160.82,0,0
2023,460,0,0,4,3333.333333,435.0333333,266.6666667,12.09333333,0,0,0,0
2023,461,1,0,4,1466.666667,192.06,866.6666667,84.42,0,0,0,0
2023,462,2,0,4,2666.666667,290.68,666.6666667,91.35333333,66.66666667,39.99333333,0,0
2023,463,3,0,4,866.6666667,123.5,466.6666667,53.16,0,0,0,0
2023,610,0,1,3,80,16.416,0,0,0,0,0,0
2023,613,3,1,3,0,0,0,0,0,0,0,0
2023,620,0,1,3,0,0,80,9.696,0,0,0,0
2023,623,3,1,3,0,0,0,0,0,0,0,0
2023,630,0,1,3,0,-99,80,9.8,0,0,0,0
2023,633,3,1,3,0,0,0,0,0,0,0,0
2024,310,0,0,3,1266.66666666667,249.1,466.666666666667,79.9533333333333,0,0,0,0
2024,311,1,0,3,333.333333333333,32.04,266.666666666667,44.1266666666667,0,0,0,0
2024,312,2,0,3,0,0,400,61.8266666666667,0,0,0,0
2024,313,3,0,3,600,24.08,200,25.4,0,0,0,0
2024,320,0,0,3,1200,206.34,866.666666666667,117.633333333333,66.6666666666667,124.206666666667,0,0
2024,321,1,0,3,266.666666666667,8.06,533.333333333333,41.12,0,0,0,0
2024,322,2,0,3,0,0,266.666666666667,55.9133333333333,0,0,0,0
2024,323,3,0,3,0,0,333.333333333333,40.3666666666667,0,0,0,0
2024,330,0,0,3,66.6666666666667,21.1,866.666666666667,158.806666666667,0,0,0,0
2024,331,1,0,3,0,0,400,30.8933333333333,0,0,0,0
2024,332,2,0,3,0,0,133.333333333333,29.4,0,0,0,0
2024,333,3,0,3,0,0,200,34.5066666666667,0,0,0,0
2024,440,0,0,4,1733.33333333333,295.953333333333,200,38.7533333333333,0,0,0,0
2024,441,1,0,4,800,136.22,800,100.713333333333,0,0,0,0
2024,442,2,0,4,2600,362.013333333333,200,14.58,0,0,0,0
2024,443,3,0,4,5000,749.46,400,55.6933333333333,0,0,0,0
2024,450,0,0,4,3800,689.853333333333,0,0,0,0,0,0
2024,451,1,0,4,2800,373.226666666667,400,76.0333333333333,0,0,0,0
2024,452,2,0,4,3066.66666666667,361.24,133.333333333333,17.2666666666667,0,0,0,0
2024,453,3,0,4,2066.66666666667,295.386666666667,733.333333333333,78.4733333333333,466.666666666667,640.653333333333,0,0
2024,460,0,0,4,2066.66666666667,389.053333333333,333.333333333333,50.2,0,0,0,0
2024,461,1,0,4,2266.66666666667,236.073333333333,1666.66666666667,205.46,0,0,0,0
2024,462,2,0,4,3933.33333333333,630.16,933.333333333333,114.913333333333,0,0,0,0
2024,463,3,0,4,1000,154.053333333333,400,76.0866666666667,0,0,0,0
2024,610,0,1,3,0,0,80,15.552,0,0,0,0
2024,613,3,1,3,0,0,80,17.296,0,0,0,0
2024,620,0,1,3,0,0,560,54.04,0,0,0,0
2024,623,3,1,3,0,0,0,0,0,0,0,0
2024,630,0,1,3,0,0,320,27.616,0,0,0,0
2024,633,3,1,3,0,0,0,0,0,0,0,0
2025,310,0,0,3,1533.33333333333,181.866666666667,733.333333333333,94.0666666666667,66.6666666666667,45.7333333333333,0,0
2025,311,1,0,3,133.333333333333,7.66666666666667,200,29.5333333333333,0,0,0,0
2025,312,2,0,3,266.666666666667,35.2666666666667,466.666666666667,67.5333333333333,133.333333333333,4,0,0
2025,313,3,0,3,666.666666666667,40.9333333333333,333.333333333333,47.0666666666667,66.6666666666667,38.4,0,0
2025,320,0,0,3,1400,158.466666666667,266.666666666667,42.2666666666667,133.333333333333,0.8,0,0
2025,321,1,0,3,1200,193.8,600,100.8,0,0,0,0
2025,322,2,0,3,0,0,133.333333333333,25.7333333333333,0,0,0,0
2025,323,3,0,3,0,0,733.333333333333,118.733333333333,66.6666666666667,16.2,0,0
2025,330,0,0,3,866.666666666667,106.6,733.333333333333,92.1333333333333,0,0,0,0
2025,331,1,0,3,0,0,333.333333333333,38.3333333333333,0,0,0,0
2025,332,2,0,3,0,0,200,28.1333333333333,0,0,0,0
2025,333,3,0,3,0,0,400,79.8,0,0,0,0
2025,440,0,0,4,4733.33333333333,657.066666666667,800,112.4,0,0,0,0
2025,441,1,0,4,6333.33333333333,832.066666666667,666.666666666667,101.2,0,0,0,0
2025,442,2,0,4,3533.33333333333,373.066666666667,400,55.0666666666667,0,0,0,0
2025,443,3,0,4,2466.66666666667,302.2,933.333333333333,169,0,0,0,0
2025,450,0,0,4,5466.66666666667,763.466666666667,333.333333333333,67.5333333333333,0,0,0,0
2025,451,1,0,4,5133.33333333333,705.4,1000,161.2,0,0,0,0
2025,452,2,0,4,5000,476.6,400,61.2,0,0,0,0
2025,453,3,0,4,3800,484.533333333333,400,75.6,1000,361,0,0
2025,460,0,0,4,6000,884.466666666667,666.666666666667,82.0666666666667,0,0,0,0
2025,461,1,0,4,4333.33333333333,474.133333333333,1600,186.066666666667,66.6666666666667,84.3333333333333,0,0
2025,462,2,0,4,4066.66666666667,475.533333333333,2133.33333333333,236.466666666667,0,0,0,0
2025,463,3,0,4,2266.66666666667,260.133333333333,733.333333333333,76.9333333333333,66.6666666666667,388.733333333333,0,0
2025,610,0,1,3,0,0,160,13.36,0,0,0,0
2025,613,3,1,3,0,0,320,56.16,0,0,0,0
2025,620,0,1,3,0,0,160,27.36,0,0,0,0
2025,623,3,1,3,0,0,0,0,0,0,0,0
2025,630,0,1,3,0,0,0,0,0,0,0,0
2025,633,3,1,3,0,0,0,0,0,0,0,0
