Year,Plot,Temperature,CO2,Vegetation,RootMass_m2,C3RhizMass_m2,C4RhizMass_m2,OtherRhizMass_m2,TotalBelowMass_m2
2016,310,0,0,3,106.951248,525.8922323,0,0,632.8434803
2016,311,1,0,3,441.5675297,631.0940051,23.44296711,0,1096.104502
2016,312,2,0,3,238.9783065,943.7835316,0,0,1182.761838
2016,313,3,0,3,91.4392349,418.1245626,0,0,509.5637975
2016,320,0,0,3,124.2127362,200.139958,3.032423606,0,327.3851178
2016,321,1,0,3,62.63121064,24.4926522,22.04338698,0,109.1672498
2016,322,2,0,3,217.1681829,711.8031257,0,0,928.9713086
2016,323,3,0,3,42.57056216,65.19710753,0,0,107.7676697
2016,330,0,0,3,141.0076977,201.7728015,18.42780499,0,361.2083042
2016,331,1,0,3,209.5871239,826.8019594,1.399580126,0,1037.788663
2016,332,2,0,3,95.05481689,175.9972008,0,0,271.0520177
2016,333,3,0,3,382.5519011,300.9097271,83.7415442,0,767.2031724
2016,440,0,0,4,98.20387217,233.6132494,27.87497084,0,359.6920924
2016,441,1,0,4,97.38745043,0,123.1630511,0,220.5505015
2016,442,2,0,4,48.16888267,12.12969443,15.74527642,0,76.04385351
2016,443,3,0,4,73.12806158,128.4114766,68.57942617,0,270.1189643
2016,450,0,0,4,59.94868206,24.95917891,57.96594355,0,142.8738045
2016,451,1,0,4,131.6771635,0,20.06064847,0,151.737812
2016,452,2,0,4,80.59248892,0,0,0,80.59248892
2016,453,3,0,4,106.2514579,0,64.8472125,0,171.0986704
2016,460,0,0,4,109.1672498,2.682528575,192.3256356,0,304.175414
2016,461,1,0,4,102.9857709,0,26.70865407,0,129.694425
2016,462,2,0,4,116.2817821,0,48.16888267,0,164.4506648
2016,463,3,0,4,122.3466293,0,52.6008864,0,174.9475157
2016,610,0,1,3,182.0620481,335.0828085,0,0,517.1448565
2016,613,3,1,3,26.24212736,0,0,0,26.24212736
2016,620,0,1,3,115.5819921,315.3720551,5.481688827,0,436.4357359
2016,623,3,1,3,157.1028691,61.69815722,0,0,218.8010264
2016,630,0,1,3,87.8236529,96.45439701,0.116631677,0,184.3946816
2016,633,3,1,3,103.8021927,403.6622347,0,0,507.4644273
2017,310,0,0,3,33.00676464,72.77816655,21.4602286,0,127.2451598
2017,311,1,0,3,153.9538139,434.4529974,6.648005598,0,595.0548169
2017,312,2,0,3,120.2472592,232.3303009,33.12339631,0,385.7009564
2017,313,3,0,3,30.09097271,0,17.26148822,0,47.35246093
2017,320,0,0,3,245.0431537,876.3704222,13.76253791,0,1135.176114
2017,321,1,0,3,94.58829018,575.6939585,10.14695591,0,680.4292046
2017,322,2,0,3,67.52974108,0,0,0,67.52974108
2017,323,3,0,3,65.8968976,5.36505715,1.166316772,0,72.42827152
2017,330,0,0,3,86.65733613,227.0818754,3.265686961,0,317.0048985
2017,331,1,0,3,144.6232797,514.6955913,1.749475157,0,661.0683462
2017,332,2,0,3,92.02239328,56.21646839,9.797060882,0,158.0359226
2017,333,3,0,3,86.07417775,184.97784,0,0,271.0520177
2017,440,0,0,4,60.06531374,34.63960812,6.764637275,0,101.4695591
2017,441,1,0,4,94.82155353,163.4009797,198.1572195,0,456.3797527
2017,442,2,0,4,74.87753674,158.968976,55.63331001,0,289.4798227
2017,443,3,0,4,65.8968976,164.5672965,44.20340564,0,274.6675997
2017,450,0,0,4,96.80429205,0,114.4156753,0,211.2199673
2017,451,1,0,4,106.951248,0,204.4553301,0,311.406578
2017,452,2,0,4,66.59668766,0,121.5302076,0,188.1268953
2017,453,3,0,4,70.44553301,0,114.6489387,0,185.0944717
2017,460,0,0,4,60.64847213,0,67.29647772,0,127.9449498
2017,461,1,0,4,77.67669699,0,105.3184045,0,182.9951015
2017,462,2,0,4,73.24469326,0,124.3293679,0,197.5740611
2017,463,3,0,4,62.74784231,0,117.3314672,0,180.0793095
2017,610,0,1,3,98.78703056,0,18.54443667,0,117.3314672
2017,613,3,1,3,146.7226499,162.0013996,0,0,308.7240495
2017,620,0,1,3,183.2283648,129.694425,0.81642174,0,313.7392116
2017,623,3,1,3,167.4830884,621.1803126,9.097270819,0,797.7606718
2017,630,0,1,3,90.03965477,138.3251691,1.749475157,0,230.114299
2017,633,3,1,3,184.2780499,498.4837882,48.5187777,0,731.2806158
2018,310,0,0,3,26.24212736,0,34.52297644,0,60.7651038
2018,311,1,0,3,102.1693492,40.93771868,18.07790996,0,161.1849778
2018,312,2,0,3,77.67669699,331.2339631,29.85770935,0,438.7683695
2018,313,3,0,3,153.6039188,366.340098,10.26358759,0,530.2076044
2018,320,0,0,3,39.77140191,28.34149755,18.42780499,0,86.54070446
2018,321,1,0,3,46.65267087,291.2292979,33.12339631,0,371.0053651
2018,322,2,0,3,25.5423373,0,1.516211803,0,27.0585491
2018,323,3,0,3,71.61184978,137.275484,13.06274784,0,221.9500816
2018,330,0,0,3,28.1082342,0,13.99580126,0,42.10403546
2018,331,1,0,3,79.89269886,267.5530674,1.166316772,0,348.612083
2018,332,2,0,3,37.32213669,116.5150455,1.282948449,0,155.1201306
2018,333,3,0,3,27.0585491,173.781199,0.699790063,0,201.5395381
2018,440,0,0,4,79.30954047,95.5213436,16.44506648,0,191.2759505
2018,441,1,0,4,51.0846746,37.08887334,22.16001866,0,110.3335666
2018,442,2,0,4,99.6034523,137.7420107,41.17098204,0,278.5164451
2018,443,3,0,4,85.37438768,140.0746443,22.74317705,0,248.192209
2018,450,0,0,4,94.70492186,54.35036156,70.67879636,0,219.7340798
2018,451,1,0,4,132.1436902,0,121.2969443,0,253.4406345
2018,452,2,0,4,93.53860509,0,85.84091439,0,179.3795195
2018,453,3,0,4,115.8152554,16.67832983,69.16258456,0,201.6561698
2018,460,0,0,4,128.7613716,210.986704,62.63121064,0,402.3792862
2018,461,1,0,4,93.77186844,0,106.6013529,0,200.3732214
2018,462,2,0,4,134.2430604,131.4439002,125.379053,0,391.0660135
2018,463,3,0,4,73.12806158,0,99.72008397,0,172.8481456
2018,610,0,1,3,62.74784231,0,7.81432237,0,70.56216468
2018,613,3,1,3,109.0506181,52.01772801,51.66783298,0,212.7361791
2018,620,0,1,3,97.73734546,0,6.99790063,0,104.7352461
2018,623,3,1,3,178.6797294,484.3713553,16.44506648,0,679.4961512
2018,630,0,1,3,63.21436902,64.14742244,1.282948449,0,128.6447399
2018,633,3,1,3,56.21646839,81.40891066,37.08887334,0,174.7142524
2019,310,0,0,3,57.83764871,1.761138325,0,0,59.59878703
2019,311,1,0,3,80.37088873,2.472591556,3.463960812,0,86.3074411
2019,312,2,0,3,141.6141824,318.2295311,0.291579193,0,460.1352927
2019,313,3,0,3,60.26358759,0,0.443200373,0,60.70678796
2019,320,0,0,3,185.6659669,399.4984838,2.099370189,0,587.2638209
2019,321,1,0,3,289.3865174,896.4777233,9.913692559,0,1195.777933
2019,322,2,0,3,55.98320504,0,4.641940751,0,60.62514579
2019,323,3,0,3,128.6330767,7.14952181,0,0,135.7825986
2019,330,0,0,3,27.52507581,233.2866807,0,0,260.8117565
2019,331,1,0,3,204.5136459,695.3230697,3.032423606,0,902.8691393
2019,332,2,0,3,61.90809424,104.6769303,0,0,166.5850245
2019,333,3,0,3,148.12223,390.7977607,0.326568696,0,539.2465594
2019,440,0,0,4,76.52204339,16.45672965,0,0,92.97877303
2019,441,1,0,4,81.96874271,1.084674598,32.40027992,0,115.4536972
2019,442,2,0,4,126.5570329,92.13902496,25.76393749,0,244.4599953
2019,443,3,0,4,85.9458829,24.63261022,13.14439002,0,123.7228831
2019,450,0,0,4,54.42034056,25.27408444,15.45369722,0,95.14812223
2019,451,1,0,4,46.88593422,38.46512713,15.29041288,0,100.6414742
2019,452,2,0,4,55.86657336,58.35082808,76.93025426,0,191.1476557
2019,453,3,0,4,63.27268486,0,31.04735246,0,94.32003732
2019,460,0,0,4,64.76557033,21.51854444,65.37205505,0,151.6561698
2019,461,1,0,4,92.27898297,0,77.75833916,0,170.0373221
2019,462,2,0,4,208.2808491,551.9594122,107.5227432,0,867.7630044
2019,463,3,0,4,172.8248192,557.6976907,79.07627712,0,809.598787
2019,610,0,1,3,119.2092372,0,0.314905528,0,119.5241428
2019,613,3,1,3,301.0730114,188.3601586,0,0,489.43317
2019,620,0,1,3,133.3683228,14.76557033,0,0,148.1338932
2019,623,3,1,3,183.0884068,616.3051085,0,0,799.3935153
2019,630,0,1,3,127.0702123,0,1.07301143,0,128.1432237
2019,633,3,1,3,70.24725916,30.58082575,1.551201306,0,102.3792862
2020,310,0,0,3,39.28154887,0,3.440634476,0,42.72218334
2020,311,1,0,3,19.72241661,0,3.685560998,0,23.40797761
2020,312,2,0,3,47.15418708,0,4.163750875,0,51.31793795
2020,313,3,0,3,31.52554234,158.5257756,1.644506648,0,191.6958246
2020,320,0,0,3,16.39841381,0,8.152554234,0,24.55096804
2020,321,1,0,3,98.49545136,230.6857943,2.181012363,0,331.362258
2020,322,2,0,3,33.21670166,84.70958712,22.47492419,0,140.401213
2020,323,3,0,3,66.15348729,0,13.68089573,0,79.83438302
2020,330,0,0,3,146.6526709,145.0314906,72.41660835,0,364.1007698
2020,331,1,0,3,14.66060182,103.0557499,0,0,117.7163518
2020,332,2,0,3,30.07930954,131.7238162,1.352927455,0,163.1560532
2020,333,3,0,3,83.3449965,60.17028225,8.514112433,0,152.0293912
2020,440,0,0,4,53.30067646,116.3051085,14.22906461,0,183.8348495
2020,441,1,0,4,33.12339631,20.94704922,59.52880802,0,113.5992536
2020,442,2,0,4,66.46839282,0,47.29414509,0,113.7625379
2020,443,3,0,4,55.90156286,81.85211103,10.92838815,0,148.682062
2020,450,0,0,4,54.1170982,60.18194542,35.17611383,0,149.4751575
2020,451,1,0,4,23.11639841,0,25.88056916,0,48.99696758
2020,452,2,0,4,49.06694658,184.0914392,27.71168649,0,260.8700723
2020,453,3,0,4,64.24072778,0,44.30837415,0,108.5491019
2020,460,0,0,4,54.4786564,151.7494752,60.68346163,0,266.9115932
2020,461,1,0,4,119.0926056,0,144.3433637,0,263.4359692
2020,462,2,0,4,82.50524843,62.33963144,64.89386517,0,209.738745
2020,463,3,0,4,52.50758106,35.71261955,58.80569163,0,147.0258922
2020,610,0,1,3,102.4842547,84.52297644,4.536972242,0,191.5442034
2020,613,3,1,3,89.60811756,84.4996501,4.709587124,0,178.8173548
2020,620,0,1,3,108.5141124,0,6.228131561,0,114.742244
2020,623,3,1,3,99.90669466,30.10263588,5.843247026,0,135.8525776
2020,630,0,1,3,183.6249125,67.86797294,12.2463261,0,263.7392116
2020,633,3,1,3,102.5542337,178.6797294,0.886400746,0,282.1203639
2021,310,0,0,3,184.5463028,484.9545136,6.193142057,0,675.6939585
2021,311,1,0,3,45.76627012,0,43.62024726,0,89.38651738
2021,312,2,0,3,113.5176114,84.0681129,7.277816655,0,204.8635409
2021,313,3,0,3,43.13039422,101.2246326,8.759038955,0,153.1140658
2021,320,0,0,3,126.428738,257.2894798,9.797060882,0,393.5152787
2021,321,1,0,3,54.01212969,0,1.551201306,0,55.563331
2021,322,2,0,3,71.14532307,0,0,0,71.14532307
2021,323,3,0,3,97.8306508,0,2.822486587,0,100.6531374
2021,330,0,0,3,48.11056683,0,8.199206905,0,56.30977373
2021,331,1,0,3,109.1439235,123.1863774,0.314905528,0,232.6452064
2021,332,2,0,3,34.59295545,123.5829251,1.63284348,0,159.808724
2021,333,3,0,3,46.13949149,0.221600187,3.802192676,0,50.16328435
2021,440,0,0,4,110.6834616,154.3153721,34.55796594,0,299.5567996
2021,441,1,0,4,136.4940518,170.3172382,61.86144157,0,368.6727315
2021,442,2,0,4,137.7653371,48.9153254,42.2323303,0,228.9129928
2021,443,3,0,4,143.3170049,102.5309074,57.30114299,0,303.1490553
2021,450,0,0,4,92.85047819,41.4392349,37.89363191,0,172.183345
2021,451,1,0,4,86.14415675,0,58.08257523,0,144.226732
2021,452,2,0,4,101.3296011,149.9533473,65.09213902,0,316.3750875
2021,453,3,0,4,95.42803826,35.03615582,76.94191742,0,207.4061115
2021,460,0,0,4,114.0424539,19.67576394,179.694425,0,313.4126429
2021,461,1,0,4,148.0055983,0,185.5959879,0,333.6015862
2021,462,2,0,4,123.921157,114.4040121,103.0207604,0,341.3459296
2021,463,3,0,4,103.4639608,124.1544203,39.32820154,0,266.9465827
2021,610,0,1,3,107.4061115,0,0.314905528,0,107.721017
2021,613,3,1,3,148.9153254,250.1632843,3.767203172,0,402.8458129
2021,620,0,1,3,311.7564731,362.3746209,2.682528575,0,676.8136226
2021,623,3,1,3,177.4900863,150.0233263,3.079076277,0,330.5924889
2021,630,0,1,3,143.1887101,0,0.489853044,0,143.6785631
2021,633,3,1,3,218.7893632,320.4688593,1.702822487,0,540.961045
2022,310,0,0,3,41.75414042,0,8.280849079,0,50.0349895
2022,311,1,0,3,36.2724516,0,4.315372055,0,40.58782365
2022,312,2,0,3,76.04385351,176.3470959,28.57476091,0,280.9657103
