"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.674,"L12-80",50,"Ok",3047.86652500456,3047.86652500456,"Within_Range"
"2","A05",0.642,"L12-80",50,"Ok",2881.48977746031,2881.48977746031,"Within_Range"
"3","A06",0.586,"L12-80",50,"Ok",2590.33046925787,2590.33046925787,"Within_Range"
"4","A07",0.694,"L15-40",50,"Ok",3151.85199221972,3151.85199221972,"Within_Range"
"5","A08",0.609,"L15-40",50,"Ok",2709.9137565553,2709.9137565553,"Within_Range"
"6","A09",0.631,"L15-40",50,"Ok",2824.29777049197,2824.29777049197,"Within_Range"
"7","A10",0.331,"L17-20",50,"Ok",1264.51576226461,1264.51576226461,"Within_Range"
"8","A11",0.286,"L17-20",50,"Ok",1030.5484610305,1030.5484610305,"Within_Range"
"9","A12",0.303,"L17-20",50,"Ok",1118.93610816339,1118.93610816339,"Within_Range"
"10","B04",0.602,"L13-20",50,"Ok",2673.51884302999,2673.51884302999,"Within_Range"
"11","B05",0.454,"L13-20",50,"Ok",1904.02638563783,1904.02638563783,"Within_Range"
"12","B06",0.565,"L13-20",50,"Ok",2481.14572868195,2481.14572868195,"Within_Range"
"13","B10",0.43,"L17-40",50,"Ok",1779.24382497964,1779.24382497964,"Within_Range"
"14","B11",0.547,"L17-40",50,"Ok",2387.55880818831,2387.55880818831,"Within_Range"
"15","B12",0.504,"L17-40",50,"Ok",2163.99005367572,2163.99005367572,"Within_Range"
"16","C04",0.619,"L13-40",50,"Ok",2761.90649016288,2761.90649016288,"Within_Range"
"17","C05",0.708,"L13-40",50,"Ok",3224.64181927033,3224.64181927033,"Within_Range"
"18","C06",0.652,"L13-40",50,"Ok",2933.48251106789,2933.48251106789,"Within_Range"
"19","C07",0.692,"L15-40 Dup",50,"Ok",3141.4534454982,3141.4534454982,"Within_Range"
"20","C08",0.671,"L15-40 Dup",50,"Ok",3032.26870492229,3032.26870492229,"Within_Range"
"21","C09",0.638,"L15-40 Dup",50,"Ok",2860.69268401728,2860.69268401728,"Within_Range"
"22","C10",0.449,"L17-80",50,"Ok",1878.03001883404,1878.03001883404,"Within_Range"
"23","C11",0.727,"L17-80",50,"Ok",3323.42801312473,3323.42801312473,"Within_Range"
"24","C12",0.606,"L17-80",50,"Ok",2694.31593647302,2694.31593647302,"Within_Range"
"25","D04",0.678,"L13-80",50,"Ok",3068.66361844759,3068.66361844759,"Within_Range"
"26","D05",0.74,"L13-80",50,"Ok",3391.01856681458,3391.01856681458,"Within_Range"
"27","D06",0.779,"L13-80",50,"Ok",3593.79022788414,3593.79022788414,"Within_Range"
"28","D10",0.531,"L12-40 Spike",50,"Ok",2304.37043441618,2304.37043441618,"Within_Range"
"29","D11",0.534,"L12-40 Spike",50,"Ok",2319.96825449846,2319.96825449846,"Within_Range"
"30","D12",0.603,"L12-40 Spike",50,"Ok",2678.71811639075,2678.71811639075,"Within_Range"
"31","E04",0.464,"L14-20",50,"Ok",1956.01911924541,1956.01911924541,"Within_Range"
"32","E05",0.393,"L14-20",50,"Ok",1586.8707106316,1586.8707106316,"Within_Range"
"33","E06",0.456,"L14-20",50,"Ok",1914.42493235934,1914.42493235934,"Within_Range"
"34","E07",0.524,"L15-80",50,"Ok",2267.97552089088,2267.97552089088,"Within_Range"
"35","E08",0.498,"L15-80",50,"Ok",2132.79441351117,2132.79441351117,"Within_Range"
"36","E09",0.596,"L15-80",50,"Ok",2642.32320286545,2642.32320286545,"Within_Range"
"37","E10",0.635,"L15-80 Spike",50,"Ok",2845.094863935,2845.094863935,"Within_Range"
"38","E11",0.751,"L15-80 Spike",50,"Ok",3448.21057378292,3448.21057378292,"Within_Range"
"39","E12",0.761,"L15-80 Spike",50,"Ok",3500.2033073905,3500.2033073905,"Within_Range"
"40","F04",0.694,"L14-40",50,"Ok",3151.85199221972,3151.85199221972,"Within_Range"
"41","F05",0.668,"L14-40",50,"Ok",3016.67088484001,3016.67088484001,"Within_Range"
"42","F06",0.755,"L14-40",50,"Ok",3469.00766722595,3469.00766722595,"Within_Range"
"43","F07",0.434,"L16-20",50,"Ok",1800.04091842267,1800.04091842267,"Within_Range"
"44","F08",0.492,"L16-20",50,"Ok",2101.59877334663,2101.59877334663,"Within_Range"
"45","F09",0.452,"L16-20",50,"Ok",1893.62783891631,1893.62783891631,"Within_Range"
"46","G04",0.667,"L14-80",50,"Ok",3011.47161147926,3011.47161147926,"Within_Range"
"47","G05",0.593,"L14-80",50,"Ok",2626.72538278317,2626.72538278317,"Within_Range"
"48","G06",0.626,"L14-80",50,"Ok",2798.30140368818,2798.30140368818,"Within_Range"
"49","G07",0.708,"L16-40",50,"Ok",3224.64181927033,3224.64181927033,"Within_Range"
"50","G08",0.617,"L16-40",50,"Ok",2751.50794344136,2751.50794344136,"Within_Range"
"51","G09",0.738,"L16-40",50,"Ok",3380.62002009307,3380.62002009307,"Within_Range"
"52","G10",0.714,"L17-80 Dup",50,"Ok",3255.83745943488,3255.83745943488,"Within_Range"
"53","G11",0.664,"L17-80 Dup",50,"Ok",2995.87379139698,2995.87379139698,"Within_Range"
"54","G12",0.653,"L17-80 Dup",50,"Ok",2938.68178442865,2938.68178442865,"Within_Range"
"55","H01",0.537,"L12-40",50,"Ok",2335.56607458073,2335.56607458073,"Within_Range"
"56","H02",0.437,"L12-40",50,"Ok",1815.63873850494,1815.63873850494,"Within_Range"
"57","H03",0.522,"L12-40",50,"Ok",2257.57697416936,2257.57697416936,"Within_Range"
"58","H04",0.49,"L15-20",50,"Ok",2091.20022662511,2091.20022662511,"Within_Range"
"59","H05",0.644,"L15-20",50,"Ok",2891.88832418182,2891.88832418182,"Within_Range"
"60","H06",0.626,"L15-20",50,"Ok",2798.30140368818,2798.30140368818,"Within_Range"
"61","H07",0.701,"L16-80",50,"Ok",3188.24690574502,3188.24690574502,"Within_Range"
"62","H08",0.617,"L16-80",50,"Ok",2751.50794344136,2751.50794344136,"Within_Range"
"63","H09",0.526,"L16-80",50,"Ok",2278.37406761239,2278.37406761239,"Within_Range"
