"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag"
"1","P3A-20",0,0,0,"bdl",50,"within range"
"2","P3A-40",0,0,0,"bdl",50,"within range"
"3","P3B-20",0,0,0,"bdl",50,"within range"
