"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.376,"P5A-40",50,"Ok",1531.50579184213,1531.50579184213,"Within_Range"
"2","A05",0.422,"P5A-40",50,"Ok",1778.04826244736,1778.04826244736,"Within_Range"
"3","A06",0.41,"P5A-40",50,"Ok",1713.73283533295,1713.73283533295,"Within_Range"
"4","A07",0.341,"P9A-40",50,"Ok",1343.9191294251,1343.9191294251,"Within_Range"
"5","A08",0.381,"P9A-40",50,"Ok",1558.30388647313,1558.30388647313,"Within_Range"
"6","A09",0.342,"P9A-40",50,"Ok",1349.2787483513,1349.2787483513,"Within_Range"
"7","A10",0.271,"P12A-20",50,"Ok",968.745804591045,968.745804591045,"Within_Range"
"8","A11",0.249,"P12A-20",50,"Ok",850.834188214628,850.834188214628,"Within_Range"
"9","A12",0.253,"P12A-20",50,"Ok",872.272663919431,872.272663919431,"Within_Range"
"10","B04",0.207,"P6A-20",50,"Ok",625.730193314196,625.730193314196,"Within_Range"
"11","B05",0.213,"P6A-20",50,"Ok",657.8879068714,657.8879068714,"Within_Range"
"12","B06",0.217,"P6A-20",50,"Ok",679.326382576203,679.326382576203,"Within_Range"
"13","B10",0.391,"P12A-40",50,"Ok",1611.90007573514,1611.90007573514,"Within_Range"
"14","B11",0.475,"P12A-40",50,"Ok",2062.108065536,2062.108065536,"Within_Range"
"15","B12",0.433,"P12A-40",50,"Ok",1837.00407063557,1837.00407063557,"Within_Range"
"16","C04",0.343,"P6A-40",50,"Ok",1354.6383672775,1354.6383672775,"Within_Range"
"17","C05",0.292,"P6A-40",50,"Ok",1081.29780204126,1081.29780204126,"Within_Range"
"18","C06",0.286,"P6A-40",50,"Ok",1049.14008848406,1049.14008848406,"Within_Range"
"19","C07",0.28,"P9A-40 Dup",50,"Ok",1016.98237492685,1016.98237492685,"Within_Range"
"20","C08",0.379,"P9A-40 Dup",50,"Ok",1547.58464862073,1547.58464862073,"Within_Range"
"21","C09",0.351,"P9A-40 Dup",50,"Ok",1397.51531868711,1397.51531868711,"Within_Range"
"22","C10",0.234,"P1B-20",50,"Ok",770.439904321616,770.439904321616,"Within_Range"
"23","C11",0.246,"P1B-20",50,"Ok",834.755331436026,834.755331436026,"Within_Range"
"24","C12",0.223,"P1B-20",50,"Ok",711.484096133408,711.484096133408,"Within_Range"
"25","D04",0.228,"P7A-20",50,"Ok",738.282190764412,738.282190764412,"Within_Range"
