"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.558,"L1-20",50,"Ok",2497.03448777969,2497.03448777969,"Within_Range"
"2","A05",0.559,"L1-20",50,"Ok",2502.37678334044,2502.37678334044,"Within_Range"
"3","A06",0.598,"L1-20",50,"Ok",2710.72631020984,2710.72631020984,"Within_Range"
"4","A07",0.522,"L4-20",50,"Ok",2304.71184759255,2304.71184759255,"Within_Range"
"5","A08",0.658,"L4-20",50,"Ok",3031.26404385506,3031.26404385506,"Within_Range"
"6","A09",0.557,"L4-20",50,"Ok",2491.69219221893,2491.69219221893,"Within_Range"
"7","A10",0.686,"L5-80",50,"Ok",3180.84831955617,3180.84831955617,"Within_Range"
"8","A11",0.784,"L5-80",50,"Ok",3704.39328451004,3704.39328451004,"Within_Range"
"9","A12",0.76,"L5-80",50,"Ok",3576.17819105195,3576.17819105195,"Within_Range"
"10","B04",0.837,"L1-80",50,"Ok",3987.53494922999,3987.53494922999,"Within_Range"
"11","B05",0.82,"L1-80",50,"Ok",3896.71592469718,3896.71592469718,"Within_Range"
"12","B06",0.799,"L1-80",50,"Ok",3784.52771792135,3784.52771792135,"Within_Range"
"13","B10",0.577,"L6-20",50,"Ok",2598.53810343401,2598.53810343401,"Within_Range"
"14","B11",0.629,"L6-20",50,"Ok",2876.3374725932,2876.3374725932,"Within_Range"
"15","B12",0.585,"L6-20",50,"Ok",2641.27646792004,2641.27646792004,"Within_Range"
"16","C04",0.642,"L2-20",50,"Ok",2945.787314883,2945.787314883,"Within_Range"
"17","C05",0.479,"L2-20",50,"Ok",2074.99313848014,2074.99313848014,"Within_Range"
"18","C06",0.614,"L2-20",50,"Ok",2796.2030391819,2796.2030391819,"Within_Range"
"19","C07",0.727,"L4-20 Dup",50,"Ok",3399.88243754707,3399.88243754707,"Within_Range"
"20","C08",0.706,"L4-20 Dup",50,"Ok",3287.69423077124,3287.69423077124,"Within_Range"
"21","C09",0.7,"L4-20 Dup",50,"Ok",3255.64045740672,3255.64045740672,"Within_Range"
"22","C10",0.738,"L6-40",50,"Ok",3458.64768871537,3458.64768871537,"Within_Range"
