"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag"
"80","P3A-20",0,0,0,"bdl",50,"within range"
"81","P3A-40",0,0,0,"bdl",50,"within range"
"82","P4A-20",284.464653740008,25.3766295398957,8.9208375122377,"Within_Range",50,"within range"
"83","P4A-40",1282.74601182369,67.1402508755792,5.23410326414701,"Within_Range",50,"within range"
"84","P4A-40 Dup",1267.62053670121,54.3800818623421,4.2899338002095,"Within_Range",50,"within range"
"85","P12A-40",1949.55606808579,159.172561266277,8.16455417066123,"Within_Range",50,"within range"
"86","P6A-40",1065.21894526266,22.738937323754,2.13467263466171,"Within_Range",50,"within range"
"87","P9A-40 Dup",1472.54998365392,106.115040844185,7.20620977366597,"Within_Range",50,"within range"
"88","P10A-20 Spike",703.444667744107,3.78982288729236,0.538752095377457,"Within_Range",50,"within range"
"89","P1B-20 Dup",882.991901771833,83.3761035204312,9.44245392886693,"Within_Range",50,"within range"
"90","P5A-20 Spike",1199.20941841768,90.9557492950159,7.58464267358986,"Within_Range",50,"within range"
"91","P8A-20",108.526966935821,3.78982288729233,3.49205639325892,"Within_Range",50,"within range"
"92","P7A-40",1617.25969466134,159.172561266278,9.84211514030278,"Within_Range",50,"within range"
"93","P8A-40",395.266579487562,22.738937323754,5.75281050910845,"Within_Range",50,"within range"
"94","P9A-20",464.941625528172,0,0,"Within_Range",50,"within range"
"95","P10A-20",522.110894074314,17.2287643787628,3.29982855640444,"Within_Range",50,"within range"
"96","P10A-40",1104.52281738813,89.7369454640789,8.12449901906781,"Within_Range",50,"within range"
"97","P11A-20",913.36307568697,32.7478125672439,3.58541016589851,"Within_Range",50,"within range"
"98","P11A-40",1958.48876629612,121.076784889027,6.18215365707745,"Within_Range",50,"within range"
"99","P12A-20",897.284218908368,62.8090019929333,6.99990044061473,"Within_Range",50,"within range"
"100","P1B-20",772.226443963683,61.6550335023657,7.98406140896999,"Within_Range",50,"within range"
"101","P5A-20",1056.28624705232,159.022100356135,15.0548301466485,"Within_Range",50,"High CV"
"102","P5A-40",1674.42896320748,127.884296244985,7.63748711083054,"Within_Range",50,"within range"
"103","P6A-20",654.314827587266,26.9761570193063,4.1228099810574,"Within_Range",50,"within range"
"104","P7A-20",757.934126827148,74.3294965556959,9.8068544382416,"Within_Range",50,"within range"
"105","P9A-40",1417.16725474984,122.257281948375,8.6268774231561,"Within_Range",50,"within range"
"106","P2B-20",997.042592843509,71.3021735184934,7.15136685536609,"Within_Range",50,"within range"
"107","P6B-40",1450.80684651791,7.13021735184935,0.49146565367834,"Within_Range",50,"within range"
"108","P7B-40",1513.82965952824,231.732063935104,15.3076710101795,"Within_Range",50,"High CV"
"109","P4B-40",954.187079996482,17.8255433796235,1.868139252073,"Within_Range",50,"within range"
"110","P8B-20",399.58632550555,24.9557607314727,6.24539908864475,"Within_Range",50,"within range"
"111","P8B-40",979.396205200616,3.56510867592452,0.3640108729229,"Within_Range",50,"within range"
"112","P3B-40",13.8867098823102,0,0,"Within_Range",50,"within range"
"113","P4B-20",397.065412985136,0,0,"Within_Range",50,"within range"
"114","P7B-20",631.510277383576,60.6068474907194,9.59712765749767,"Within_Range",50,"within range"
"115","P9B-40",1057.54449333343,64.171956166644,6.06801478057637,"Within_Range",50,"within range"
"116","P9B-40 Dup",1145.7764315479,17.8255433796233,1.55576104454704,"Within_Range",50,"within range"
"117","P1B-40",1439.04258808931,235.639030660129,16.374708616025,"Within_Range",50,"High CV"
"118","P1B-40 Spike",1731.46844045726,88.0997914563423,5.08815462054141,"Within_Range",50,"within range"
"119","P2B-40",1302.91331198699,111.529606863987,8.5600174499637,"Within_Range",50,"within range"
"120","P3B-20",0,0,0,"bdl",50,"within range"
"121","P5B-20",728.145257332754,30.39067824137,4.17371093683878,"Within_Range",50,"within range"
"122","P5B-40",1507.94753031394,40.439501935052,2.68175789423076,"Within_Range",50,"within range"
"123","P6B-20",975.19468433326,93.2851180259549,9.56579435107708,"Within_Range",50,"within range"
"124","P6B-20 Dup",1158.38099414996,30.6682244426597,2.64750756422454,"Within_Range",50,"within range"
"125","P6B-40 Spike",2064.22889315182,120.301509494353,5.82791520327321,"Within_Range",50,"within range"
"126","P9B-20",516.388605618034,28.6690307649431,5.55183256428187,"Within_Range",50,"within range"
"127","P10B-40",1541.55969725279,35.6510867592468,2.31266339038187,"Within_Range",50,"within range"
"128","P11B-20",906.289742108629,21.3906520555481,2.36024430837971,"Within_Range",50,"within range"
"129","P11B-40",1556.68517237527,35.6510867592466,2.29019248027194,"Within_Range",50,"within range"
"130","P3B-20",0,0,0,"bdl",1,"within range"
"131","P8A-20",162.674918762673,2.63818042018425,1.62174995398836,"adl",1,"within range"
"132","P8A-20 Spike",150.524120414281,3.2798999818507,2.17898631317265,"adl",1,"within range"
"133","P10B-20",850.829666659536,46.209089780624,5.43106236081855,"Within_Range",50,"within range"
"134","P12B-20",1065.94753506814,69.9221945005327,6.55962814305518,"Within_Range",50,"within range"
"135","P12B-40",1951.62813390669,181.878786552991,9.31933616825422,"Within_Range",50,"within range"
"136","P12B-40 Spike",2272.62432817265,71.3021735184935,3.13743774695158,"Within_Range",50,"within range"
"137","P3A-20",0,0,0,"bdl",1,"within range"
"138","P3A-40",32.9823726291418,2.30898706780408,7.00067000566223,"Within_Range",1,"within range"
"139","P3B-40",87.6693682386416,1.02006143088791,1.16353231622616,"Within_Range",1,"within range"
"140","P3B-40 Dup",79.8713455088297,2.79142924938852,3.49490700526628,"Within_Range",1,"within range"
