"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag"
"1","P8A-20",162.674918762673,2.63818042018425,1.62174995398836,"adl",1,"within range"
"2","P8A-20 Spike",150.524120414281,3.2798999818507,2.17898631317265,"adl",1,"within range"
