"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.6,"L18-40",50,"Ok",2630.59390607135,2630.59390607135,"Within_Range"
"2","A05",0.59,"L18-40",50,"Ok",2580.17565566308,2580.17565566308,"Within_Range"
"3","A06",0.524,"L18-40",50,"Ok",2247.41520296852,2247.41520296852,"Within_Range"
"4","A07",0.217,"P1A-20",50,"Ok",699.574915434736,699.574915434736,"Within_Range"
"5","A08",0.191,"P1A-20",50,"Ok",568.487464373243,568.487464373243,"Within_Range"
"6","A09",0.214,"P1A-20",50,"Ok",684.449440312256,684.449440312256,"Within_Range"
"7","A10",0.067,"P3A-40",50,"Ok",-56.6988406892631,0,"bdl"
"8","A11",0.066,"P3A-40",50,"Ok",-61.7406657300897,0,"bdl"
"9","A12",0.068,"P3A-40",50,"Ok",-51.6570156484364,0,"bdl"
"10","B04",0.552,"L18-80",50,"Ok",2388.58630411167,2388.58630411167,"Within_Range"
"11","B05",0.513,"L18-80",50,"Ok",2191.95512751943,2191.95512751943,"Within_Range"
"12","B06",0.446,"L18-80",50,"Ok",1854.15284978404,1854.15284978404,"Within_Range"
"13","B10",0.14,"P4A-20",50,"Ok",311.354387291083,311.354387291083,"Within_Range"
"14","B11",0.13,"P4A-20",50,"Ok",260.936136882817,260.936136882817,"Within_Range"
"15","B12",0.134,"P4A-20",50,"Ok",281.103437046123,281.103437046123,"Within_Range"
"16","C04",0.535,"L19-20",50,"Ok",2302.87527841761,2302.87527841761,"Within_Range"
"17","C05",0.614,"L19-20",50,"Ok",2701.17945664292,2701.17945664292,"Within_Range"
"18","C06",0.64,"L19-20",50,"Ok",2832.26690770441,2832.26690770441,"Within_Range"
"19","C07",0.204,"P1A-20 Dup",50,"Ok",634.031189903989,634.031189903989,"Within_Range"
"20","C08",0.209,"P1A-20 Dup",50,"Ok",659.240315108123,659.240315108123,"Within_Range"
"21","C09",0.207,"P1A-20 Dup",50,"Ok",649.156665026469,649.156665026469,"Within_Range"
"22","C10",0.344,"P4A-40",50,"Ok",1339.88669561972,1339.88669561972,"Within_Range"
"23","C11",0.318,"P4A-40",50,"Ok",1208.79924455823,1208.79924455823,"Within_Range"
"24","C12",0.336,"P4A-40",50,"Ok",1299.55209529311,1299.55209529311,"Within_Range"
"25","D04",0.828,"L19-40",50,"Ok",3780.13001537983,3780.13001537983,"Within_Range"
"26","D05",0.739,"L19-40",50,"Ok",3331.40758674625,3331.40758674625,"Within_Range"
"27","D06",0.765,"L19-40",50,"Ok",3462.49503780775,3462.49503780775,"Within_Range"
"28","D10",0.366,"L18-20 Spike",50,"Ok",1450.80684651791,1450.80684651791,"Within_Range"
"29","D11",0.372,"L18-20 Spike",50,"Ok",1481.05779676287,1481.05779676287,"Within_Range"
"30","D12",0.424,"L18-20 Spike",50,"Ok",1743.23269888585,1743.23269888585,"Within_Range"
"31","E04",0.69,"L19-80",50,"Ok",3084.35815974575,3084.35815974575,"Within_Range"
"32","E05",0.58,"L19-80",50,"Ok",2529.75740525481,2529.75740525481,"Within_Range"
"33","E06",0.718,"L19-80",50,"Ok",3225.52926088889,3225.52926088889,"Within_Range"
"34","E07",0.282,"P1A-40",50,"Ok",1027.29354308847,1027.29354308847,"Within_Range"
"35","E08",0.279,"P1A-40",50,"Ok",1012.16806796599,1012.16806796599,"Within_Range"
"36","E09",0.316,"P1A-40",50,"Ok",1198.71559447658,1198.71559447658,"Within_Range"
"37","E10",0.334,"P1A-40 Spike",50,"Ok",1289.46844521146,1289.46844521146,"Within_Range"
"38","E11",0.268,"P1A-40 Spike",50,"Ok",956.707992516896,956.707992516896,"Within_Range"
"39","E12",0.276,"P1A-40 Spike",50,"Ok",997.042592843509,997.042592843509,"Within_Range"
"40","F04",0.606,"L20-20",50,"Ok",2660.84485631631,2660.84485631631,"Within_Range"
"41","F05",0.388,"L20-20",50,"Ok",1561.72699741609,1561.72699741609,"Within_Range"
"42","F06",0.573,"L20-20",50,"Ok",2494.46462996903,2494.46462996903,"Within_Range"
"43","F07",0.291,"P2A-20",50,"Ok",1072.66996845591,1072.66996845591,"Within_Range"
"44","F08",0.283,"P2A-20",50,"Ok",1032.3353681293,1032.3353681293,"Within_Range"
"45","F09",0.258,"P2A-20",50,"Ok",906.289742108629,906.289742108629,"Within_Range"
"46","G04",0.476,"L20-40",50,"Ok",2005.40760100884,2005.40760100884,"Within_Range"
"47","G05",0.562,"L20-40",50,"Ok",2439.00455451993,2439.00455451993,"Within_Range"
"48","G06",0.546,"L20-40",50,"Ok",2358.33535386671,2358.33535386671,"Within_Range"
"49","G07",0.363,"P2A-40",50,"Ok",1435.68137139543,1435.68137139543,"Within_Range"
"50","G08",0.323,"P2A-40",50,"Ok",1234.00836976236,1234.00836976236,"Within_Range"
"51","G09",0.395,"P2A-40",50,"Ok",1597.01977270188,1597.01977270188,"Within_Range"
"52","G10",0.322,"P4A-40 Dup",50,"Ok",1228.96654472154,1228.96654472154,"Within_Range"
"53","G11",0.342,"P4A-40 Dup",50,"Ok",1329.80304553807,1329.80304553807,"Within_Range"
"54","G12",0.325,"P4A-40 Dup",50,"Ok",1244.09201984402,1244.09201984402,"Within_Range"
"55","H01",0.329,"L18-20",50,"Ok",1264.25932000732,1264.25932000732,"Within_Range"
"56","H02",0.326,"L18-20",50,"Ok",1249.13384488484,1249.13384488484,"Within_Range"
"57","H03",0.299,"L18-20",50,"Ok",1113.00456878252,1113.00456878252,"Within_Range"
"58","H04",0.505,"L20-80",50,"Ok",2151.62052719281,2151.62052719281,"Within_Range"
"59","H05",0.465,"L20-80",50,"Ok",1949.94752555975,1949.94752555975,"Within_Range"
"60","H06",0.46,"L20-80",50,"Ok",1924.73840035561,1924.73840035561,"Within_Range"
"61","H07",0.054,"P3A-20",50,"Ok",-122.24256622001,0,"bdl"
"62","H08",0.054,"P3A-20",50,"Ok",-122.24256622001,0,"bdl"
"63","H09",0.056,"P3A-20",50,"Ok",-112.158916138356,0,"bdl"
