"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.244,"P2B-20",50,"Ok",835.704191537056,835.704191537056,"Within_Range"
"2","A05",0.266,"P2B-20",50,"Ok",946.624342435242,946.624342435242,"Within_Range"
"3","A06",0.286,"P2B-20",50,"Ok",1047.46084325178,1047.46084325178,"Within_Range"
"4","A07",0.29,"P6B-20",50,"Ok",1067.62814341508,1067.62814341508,"Within_Range"
"5","A08",0.253,"P6B-20",50,"Ok",881.080616904496,881.080616904496,"Within_Range"
"6","A09",0.272,"P6B-20",50,"Ok",976.875292680203,976.875292680203,"Within_Range"
"7","A10",0.273,"P8B-40",50,"Ok",981.917117721029,981.917117721029,"Within_Range"
"8","A11",0.231,"P8B-40",50,"Ok",770.160466006309,770.160466006309,"Within_Range"
"9","A12",0.272,"P8B-40",50,"Ok",976.875292680203,976.875292680203,"Within_Range"
"10","B04",0.334,"P2B-40",50,"Ok",1289.46844521146,1289.46844521146,"Within_Range"
"11","B05",0.316,"P2B-40",50,"Ok",1198.71559447658,1198.71559447658,"Within_Range"
"12","B06",0.36,"P2B-40",50,"Ok",1420.55589627295,1420.55589627295,"Within_Range"
"13","B10",0.187,"P9B-20",50,"Ok",548.320164209936,548.320164209936,"Within_Range"
"14","B11",0.176,"P9B-20",50,"Ok",492.860088760843,492.860088760843,"Within_Range"
"15","B12",0.179,"P9B-20",50,"Ok",507.985563883323,507.985563883323,"Within_Range"
"16","C04",0.054,"P3B-20",50,"Ok",-122.24256622001,0,"bdl"
"17","C05",0.053,"P3B-20",50,"Ok",-127.284391260836,0,"bdl"
"18","C06",0.054,"P3B-20",50,"Ok",-122.24256622001,0,"bdl"
"19","C07",0.301,"P6B-20 Dup",50,"Ok",1123.08821886418,1123.08821886418,"Within_Range"
"20","C08",0.312,"P6B-20 Dup",50,"Ok",1178.54829431327,1178.54829431327,"Within_Range"
"21","C09",0.311,"P6B-20 Dup",50,"Ok",1173.50646927244,1173.50646927244,"Within_Range"
"22","C10",0.279,"P9B-40",50,"Ok",1012.16806796599,1012.16806796599,"Within_Range"
"23","C11",0.297,"P9B-40",50,"Ok",1102.92091870087,1102.92091870087,"Within_Range"
"24","C12",0.233,"P9B-40",50,"Ok",780.244116087963,780.244116087963,"Within_Range"
"25","D04",0.081,"P3B-40",50,"Ok",13.8867098823102,13.8867098823102,"Within_Range"
"26","D05",0.081,"P3B-40",50,"Ok",13.8867098823102,13.8867098823102,"Within_Range"
"27","D06",0.085,"P3B-40",50,"Ok",34.0540100456168,34.0540100456168,"Within_Range"
"28","D10",0.417,"P1B-40 Spike",50,"Ok",1707.93992360007,1707.93992360007,"Within_Range"
"29","D11",0.441,"P1B-40 Spike",50,"Ok",1828.94372457991,1828.94372457991,"Within_Range"
"30","D12",0.407,"P1B-40 Spike",50,"Ok",1657.5216731918,1657.5216731918,"Within_Range"
"31","E04",0.157,"P4B-20",50,"Ok",397.065412985136,397.065412985136,"Within_Range"
"32","E05",0.157,"P4B-20",50,"Ok",397.065412985136,397.065412985136,"Within_Range"
"33","E06",0.144,"P4B-20",50,"Ok",331.52168745439,331.52168745439,"Within_Range"
"34","E07",0.506,"P6B-40",50,"Ok",2156.66235223364,2156.66235223364,"Within_Range"
"35","E08",0.367,"P6B-40",50,"Ok",1455.84867155873,1455.84867155873,"Within_Range"
"36","E09",0.365,"P6B-40",50,"Ok",1445.76502147708,1445.76502147708,"Within_Range"
"37","E10",0.461,"P6B-40 Spike",50,"Ok",1929.78022539644,1929.78022539644,"Within_Range"
"38","E11",0.507,"P6B-40 Spike",50,"Ok",2161.70417727447,2161.70417727447,"Within_Range"
"39","E12",0.495,"P6B-40 Spike",50,"Ok",2101.20227678455,2101.20227678455,"Within_Range"
"40","F04",0.27,"P4B-40",50,"Ok",966.791642598549,966.791642598549,"Within_Range"
"41","F05",0.232,"P4B-40",50,"Ok",775.202291047136,775.202291047136,"Within_Range"
"42","F06",0.265,"P4B-40",50,"Ok",941.582517394416,941.582517394416,"Within_Range"
"43","F07",0.212,"P7B-20",50,"Ok",674.365790230603,674.365790230603,"Within_Range"
"44","F08",0.195,"P7B-20",50,"Ok",588.654764536549,588.654764536549,"Within_Range"
"45","F09",0.237,"P7B-20",50,"Ok",800.411416251269,800.411416251269,"Within_Range"
"46","G04",0.217,"P5B-20",50,"Ok",699.574915434736,699.574915434736,"Within_Range"
"47","G05",0.229,"P5B-20",50,"Ok",760.076815924656,760.076815924656,"Within_Range"
"48","G06",0.222,"P5B-20",50,"Ok",724.784040638869,724.784040638869,"Within_Range"
"49","G07",0.506,"P7B-40",50,"Ok",2156.66235223364,2156.66235223364,"Within_Range"
"50","G08",0.346,"P7B-40",50,"Ok",1349.97034570137,1349.97034570137,"Within_Range"
"51","G09",0.411,"P7B-40",50,"Ok",1677.68897335511,1677.68897335511,"Within_Range"
"52","G10",0.303,"P9B-40 Dup",50,"Ok",1133.17186894583,1133.17186894583,"Within_Range"
"53","G11",0.308,"P9B-40 Dup",50,"Ok",1158.38099414996,1158.38099414996,"Within_Range"
"54","G12",0.241,"P9B-40 Dup",50,"Ok",820.578716414576,820.578716414576,"Within_Range"
"55","H01",0.312,"P1B-40",50,"Ok",1178.54829431327,1178.54829431327,"Within_Range"
"56","H02",0.403,"P1B-40",50,"Ok",1637.35437302849,1637.35437302849,"Within_Range"
"57","H03",0.376,"P1B-40",50,"Ok",1501.22509692617,1501.22509692617,"Within_Range"
"58","H04",0.378,"P5B-40",50,"Ok",1511.30874700783,1511.30874700783,"Within_Range"
"59","H05",0.369,"P5B-40",50,"Ok",1465.93232164039,1465.93232164039,"Within_Range"
"60","H06",0.385,"P5B-40",50,"Ok",1546.60152229361,1546.60152229361,"Within_Range"
"61","H07",0.154,"P8B-20",50,"Ok",381.939937862656,381.939937862656,"Within_Range"
"62","H08",0.14,"P8B-20",50,"Ok",311.354387291083,311.354387291083,"Within_Range"
"63","H09",0.161,"P8B-20",50,"Ok",417.232713148443,417.232713148443,"Within_Range"
