"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.374,"L7-20",50,"Ok",1545.01069609464,1545.01069609464,"Within_Range"
"2","A05",0.423,"L7-20",50,"Ok",1799.94671236505,1799.94671236505,"Within_Range"
"3","A06",0.352,"L7-20",50,"Ok",1430.54962756507,1430.54962756507,"Within_Range"
"4","A07",0.606,"L9-80",50,"Ok",2752.05469149738,2752.05469149738,"Within_Range"
"5","A08",0.496,"L9-80",50,"Ok",2179.74934884953,2179.74934884953,"Within_Range"
"6","A09",0.538,"L9-80",50,"Ok",2398.26593422416,2398.26593422416,"Within_Range"
"7","A10",0.349,"L11-40",50,"Ok",1414.94130003831,1414.94130003831,"Within_Range"
"8","A11",0.349,"L11-40",50,"Ok",1414.94130003831,1414.94130003831,"Within_Range"
"9","A12",0.444,"L11-40",50,"Ok",1909.20500505236,1909.20500505236,"Within_Range"
"10","B04",0.574,"L7-40",50,"Ok",2585.56586454528,2585.56586454528,"Within_Range"
"11","B05",0.469,"L7-40",50,"Ok",2039.27440110869,2039.27440110869,"Within_Range"
"12","B06",0.457,"L7-40",50,"Ok",1976.84109100165,1976.84109100165,"Within_Range"
"13","B10",0.633,"L11-80",50,"Ok",2892.52963923821,2892.52963923821,"Within_Range"
"14","B11",0.575,"L11-80",50,"Ok",2590.76864038753,2590.76864038753,"Within_Range"
"15","B12",0.508,"L11-80",50,"Ok",2242.18265895657,2242.18265895657,"Within_Range"
"16","C04",0.637,"L7-80",50,"Ok",2913.34074260723,2913.34074260723,"Within_Range"
"17","C05",0.578,"L7-80",50,"Ok",2606.37696791429,2606.37696791429,"Within_Range"
"18","C06",0.557,"L7-80",50,"Ok",2497.11867522697,2497.11867522697,"Within_Range"
"19","C07",0.491,"L9-80 Dup",50,"Ok",2153.73546963826,2153.73546963826,"Within_Range"
"20","C08",0.513,"L9-80 Dup",50,"Ok",2268.19653816783,2268.19653816783,"Within_Range"
"21","C09",0.64,"L9-80 Dup",50,"Ok",2928.94907013399,2928.94907013399,"Within_Range"
"22","C10",0.52,"L12-20",50,"Ok",2304.6159690636,2304.6159690636,"Within_Range"
"23","C11",0.453,"L12-20",50,"Ok",1956.02998763264,1956.02998763264,"Within_Range"
"24","C12",0.528,"L12-20",50,"Ok",2346.23817580163,2346.23817580163,"Within_Range"
"25","D04",0.434,"L8-20",50,"Ok",1857.17724662983,1857.17724662983,"Within_Range"
"26","D05",0.472,"L8-20",50,"Ok",2054.88272863545,2054.88272863545,"Within_Range"
"27","D06",0.382,"L8-20",50,"Ok",1586.63290283267,1586.63290283267,"Within_Range"
"28","D10",0.631,"L6-80 Spike",50,"Ok",2882.12408755371,2882.12408755371,"Within_Range"
"29","D11",0.696,"L6-80 Spike",50,"Ok",3220.30451730016,3220.30451730016,"Within_Range"
"30","D12",0.776,"L6-80 Spike",50,"Ok",3636.52658468042,3636.52658468042,"Within_Range"
"31","E04",0.657,"L8-40",50,"Ok",3017.39625945229,3017.39625945229,"Within_Range"
"32","E05",0.569,"L8-40",50,"Ok",2559.55198533401,2559.55198533401,"Within_Range"
"33","E06",0.48,"L8-40",50,"Ok",2096.50493537348,2096.50493537348,"Within_Range"
"34","E07",0.416,"L10-20",50,"Ok",1763.52728146927,1763.52728146927,"Within_Range"
"35","E08",0.432,"L10-20",50,"Ok",1846.77169494532,1846.77169494532,"Within_Range"
"36","E09",0.445,"L10-20",50,"Ok",1914.40778089462,1914.40778089462,"Within_Range"
"37","E10",0.607,"L10-20 Spike",50,"Ok",2757.25746733963,2757.25746733963,"Within_Range"
"38","E11",0.685,"L10-20 Spike",50,"Ok",3163.07398303538,3163.07398303538,"Within_Range"
"39","E12",0.554,"L10-20 Spike",50,"Ok",2481.51034770021,2481.51034770021,"Within_Range"
"40","F04",0.629,"L8-80",50,"Ok",2871.7185358692,2871.7185358692,"Within_Range"
"41","F05",0.602,"L8-80",50,"Ok",2731.24358812836,2731.24358812836,"Within_Range"
"42","F06",0.458,"L8-80",50,"Ok",1982.04386684391,1982.04386684391,"Within_Range"
"43","F07",0.466,"L10-40",50,"Ok",2023.66607358193,2023.66607358193,"Within_Range"
"44","F08",0.479,"L10-40",50,"Ok",2091.30215953122,2091.30215953122,"Within_Range"
"45","F09",0.471,"L10-40",50,"Ok",2049.6799527932,2049.6799527932,"Within_Range"
"46","G04",0.37,"L9-20",50,"Ok",1524.19959272563,1524.19959272563,"Within_Range"
"47","G05",0.349,"L9-20",50,"Ok",1414.94130003831,1414.94130003831,"Within_Range"
"48","G06",0.293,"L9-20",50,"Ok",1123.58585287213,1123.58585287213,"Within_Range"
"49","G07",0.809,"L10-80",50,"Ok",3808.21818747477,3808.21818747477,"Within_Range"
"50","G08",0.489,"L10-80",50,"Ok",2143.32991795376,2143.32991795376,"Within_Range"
"51","G09",0.817,"L10-80",50,"Ok",3849.8403942128,3849.8403942128,"Within_Range"
"52","G10",0.462,"L12-20 Dup",50,"Ok",2002.85497021292,2002.85497021292,"Within_Range"
"53","G11",0.47,"L12-20 Dup",50,"Ok",2044.47717695095,2044.47717695095,"Within_Range"
"54","G12",0.479,"L12-20 Dup",50,"Ok",2091.30215953122,2091.30215953122,"Within_Range"
"55","H01",0.693,"L6-80",50,"Ok",3204.6961897734,3204.6961897734,"Within_Range"
"56","H02",0.656,"L6-80",50,"Ok",3012.19348361004,3012.19348361004,"Within_Range"
"57","H03",0.747,"L6-80",50,"Ok",3485.64608525507,3485.64608525507,"Within_Range"
"58","H04",0.458,"L9-40",50,"Ok",1982.04386684391,1982.04386684391,"Within_Range"
"59","H05",0.303,"L9-40",50,"Ok",1175.61361129466,1175.61361129466,"Within_Range"
"60","H06",0.432,"L9-40",50,"Ok",1846.77169494532,1846.77169494532,"Within_Range"
"61","H07",0.356,"L11-20",50,"Ok",1451.36073093408,1451.36073093408,"Within_Range"
"62","H08",0.355,"L11-20",50,"Ok",1446.15795509183,1446.15795509183,"Within_Range"
"63","H09",0.397,"L11-20",50,"Ok",1664.67454046646,1664.67454046646,"Within_Range"
