"","IDs","H2S_info"
"1","P10B-40","Within_Range"
"2","P10B-40","Within_Range"
"3","P10B-40","Within_Range"
"4","P3B-40","Within_Range"
"5","P3B-40","Within_Range"
"6","P3B-40","Within_Range"
"7","P11B-20","Within_Range"
"8","P11B-20","Within_Range"
"9","P11B-20","Within_Range"
"10","P11B-40","Within_Range"
"11","P11B-40","Within_Range"
"12","P11B-40","Within_Range"
"13","P3B-40 Dup","Within_Range"
"14","P3B-40 Dup","Within_Range"
"15","P3B-40 Dup","Within_Range"
"16","P12B-20","Within_Range"
"17","P12B-20","Within_Range"
"18","P12B-20","Within_Range"
"19","P12B-40 Spike","Within_Range"
"20","P12B-40 Spike","Within_Range"
"21","P10B-20","Within_Range"
"22","P10B-20","Within_Range"
"23","P10B-20","Within_Range"
"24","P8A-20","adl"
"25","P8A-20","adl"
"26","P8A-20","adl"
"27","P8A-20 Spike","adl"
"28","P8A-20 Spike","adl"
"29","P8A-20 Spike","adl"
"30","P3A-20","bdl"
"31","P3A-20","bdl"
"32","P3A-20","bdl"
"33","P3A-40","Within_Range"
"34","P3A-40","Within_Range"
"35","P3A-40","Within_Range"
"36","P12B-40","Within_Range"
"37","P12B-40","Within_Range"
"38","P12B-40","Within_Range"
"39","P3B-20","bdl"
"40","P3B-20","bdl"
"41","P3B-20","Within_Range"
